	C21D00958	C21D00961	C21D00964	D21D00987T	M21D00956	M21D01001	M21D01009	N21D00959	P21D00955	P21D00957M	P21D00966	P21D00968M	P21D00969M	P21D00970	P21D00971	P21D00973M	P21D00974M	P21D00979M	P21D00981M	P21D00983	P21D00984	P21D00985	P21D00991M	P21D00994M	P21D00995M	P21D00996M	P21D00998	P21D01005	P21D01016M	P21D01019	X21D00967
NF1_E51_STA100935	7621.0	8735.0	5575.0	6987.0	10494.0	3641.0	7851.0	6719.0	891.0	5294.0	3370.0	4387.0	7689.0	5427.0	3179.0	6130.0	6786.0	7771.0	12217.0	5168.0	11709.0	4476.0	6463.0	7776.0	8281.0	2895.0	5640.0	786.0	9870.0	6086.0	9759.0
NF1_E51_STA100936	20257.0	34971.0	23615.0	16557.0	30858.0	10721.0	22989.0	25907.0	2501.0	15357.0	6559.0	14377.0	23025.0	15770.0	12396.0	19464.0	17736.0	24280.0	44515.0	15664.0	32763.0	11688.0	19525.0	27659.0	27671.0	8658.0	14122.0	3417.0	28363.0	17633.0	25232.0
NF1_E51_STA100937	8947.0	11845.0	9363.0	8069.0	12611.0	4030.0	9899.0	10435.0	1247.0	6494.0	3480.0	5835.0	10218.0	5240.0	3891.0	8271.0	8236.0	11510.0	18167.0	6999.0	13874.0	5095.0	7040.0	10867.0	10464.0	4066.0	6600.0	1002.0	11996.0	6258.0	12529.0
NF1_E51_STA100938	3575.0	4821.0	3407.0	3456.0	5396.0	1652.0	4225.0	4497.0	588.0	2958.0	1568.0	2287.0	4109.0	2367.0	1715.0	3217.0	3461.0	5209.0	7968.0	3433.0	6137.0	2837.0	2970.0	4724.0	4589.0	1698.0	2940.0	365.0	5012.0	2826.0	4881.0
NF1_E52_STA100939	4591.0	9845.0	6768.0	3515.0	7692.0	2236.0	5859.0	5928.0	674.0	3510.0	1365.0	2478.0	5752.0	3978.0	3062.0	3922.0	4408.0	4728.0	15690.0	4654.0	8155.0	3156.0	4262.0	7685.0	7098.0	2012.0	2751.0	653.0	7252.0	3898.0	7004.0
NF1_E52_STA100940	1448.0	2971.0	1663.0	1267.0	2683.0	725.0	1695.0	2153.0	183.0	994.0	574.0	917.0	1834.0	1204.0	734.0	1321.0	1104.0	1628.0	3910.0	1740.0	2169.0	1050.0	1303.0	2025.0	2225.0	572.0	1074.0	235.0	2114.0	1191.0	2374.0
NF1_E53_STA100941	3307.0	4357.0	3017.0	2637.0	5094.0	1409.0	3130.0	3588.0	390.0	2155.0	1114.0	1816.0	3417.0	1982.0	1473.0	2611.0	2896.0	3684.0	7420.0	2649.0	4948.0	2152.0	2677.0	3987.0	4019.0	1370.0	2668.0	338.0	4184.0	2147.0	4204.0
NF1_E53_STA100942	9310.0	12836.0	6621.0	7251.0	11956.0	3509.0	7694.0	9488.0	916.0	5092.0	3172.0	4631.0	8677.0	6289.0	3694.0	7463.0	6951.0	7436.0	16760.0	6056.0	12087.0	4927.0	6791.0	9554.0	11237.0	2940.0	6113.0	1018.0	9782.0	5546.0	10720.0
NF1_E54_STA100943	1306.0	3348.0	2113.0	979.0	2359.0	714.0	1949.0	1836.0	138.0	1084.0	231.0	803.0	1607.0	1350.0	1090.0	1135.0	1309.0	1552.0	4918.0	1557.0	2538.0	1034.0	1330.0	2320.0	2394.0	669.0	877.0	289.0	2240.0	1323.0	1787.0
NF1_E54_STA100944	21978.0	30775.0	20626.0	17618.0	37738.0	10380.0	21503.0	23789.0	2706.0	16120.0	6782.0	14481.0	24682.0	12484.0	11381.0	18582.0	21522.0	23232.0	49152.0	17771.0	36586.0	13072.0	14398.0	25929.0	29371.0	8033.0	15925.0	2756.0	31363.0	15771.0	29105.0
NF1_E54_STA100945	1236.0	1978.0	870.0	1090.0	2058.0	648.0	1191.0	1484.0	98.0	817.0	461.0	695.0	1420.0	852.0	482.0	826.0	1052.0	1257.0	2510.0	947.0	2101.0	855.0	1115.0	1428.0	1501.0	563.0	1062.0	146.0	1659.0	907.0	1695.0
NF1_E55_STA101834	5050.0	7056.0	4768.0	5330.0	8237.0	2886.0	5488.0	5797.0	835.0	3942.0	1783.0	3142.0	5574.0	3833.0	2519.0	3604.0	4265.0	6160.0	12989.0	4245.0	9129.0	3976.0	4762.0	6657.0	6452.0	2459.0	4459.0	764.0	7907.0	3592.0	7294.0
NF1_E55_STA100947	4173.0	7689.0	5074.0	4067.0	7545.0	2676.0	5378.0	5007.0	692.0	3362.0	1263.0	2711.0	5271.0	3717.0	2711.0	3053.0	3876.0	5117.0	15651.0	4415.0	8093.0	3560.0	4091.0	7494.0	6742.0	2216.0	3042.0	692.0	7490.0	3783.0	6048.0
NF1_E55_STA100948	3574.0	7183.0	3609.0	3066.0	6418.0	2100.0	4404.0	5366.0	555.0	2529.0	984.0	2028.0	4000.0	3490.0	2430.0	2863.0	3333.0	3875.0	11559.0	3609.0	6147.0	2585.0	3587.0	5557.0	5960.0	1237.0	2319.0	591.0	5908.0	3348.0	4177.0
NF1_E56_STA100949	5549.0	6939.0	4913.0	4826.0	8622.0	2946.0	5867.0	6635.0	782.0	3660.0	2190.0	2767.0	6235.0	3367.0	2920.0	4353.0	5592.0	5967.0	12670.0	4409.0	8294.0	3786.0	4539.0	6906.0	7243.0	2496.0	3943.0	758.0	7473.0	3894.0	6212.0
NF1_E57_STA100950	8112.0	9910.0	7866.0	7135.0	13049.0	3896.0	8002.0	9167.0	1237.0	5697.0	3471.0	4621.0	8674.0	5466.0	3716.0	7556.0	7490.0	9568.0	15439.0	6593.0	11797.0	4638.0	6128.0	9955.0	10057.0	3482.0	6085.0	998.0	10256.0	5573.0	10636.0
NF1_E57_STA100951	8740.0	11296.0	5937.0	6616.0	12535.0	3648.0	6829.0	9310.0	864.0	5878.0	2316.0	4697.0	8740.0	4887.0	3054.0	6498.0	6997.0	7626.0	15680.0	6119.0	13722.0	5168.0	5093.0	7109.0	9175.0	2748.0	6424.0	971.0	11233.0	6333.0	11633.0
NF1_E57_STA100952	8495.0	14444.0	9564.0	7444.0	13534.0	4370.0	10099.0	11712.0	1399.0	6956.0	2847.0	5570.0	10741.0	8285.0	5570.0	8729.0	8795.0	9245.0	23151.0	8173.0	13940.0	5164.0	7477.0	12844.0	13882.0	3406.0	5939.0	1263.0	13629.0	8086.0	11543.0
NF1_E57_STA100953	14418.0	21332.0	13180.0	12407.0	22515.0	6163.0	14902.0	18722.0	2180.0	9419.0	5187.0	7909.0	16210.0	11819.0	7363.0	12923.0	12769.0	12673.0	27895.0	10935.0	21205.0	7575.0	11904.0	17446.0	19583.0	5363.0	10366.0	2108.0	18422.0	11592.0	17884.0
NF1_E58_STA100954	4510.0	5305.0	3479.0	4760.0	7150.0	2906.0	4520.0	4631.0	494.0	3752.0	1610.0	2770.0	4950.0	3262.0	2202.0	3646.0	3930.0	4739.0	8811.0	3217.0	7535.0	3132.0	3938.0	4366.0	5533.0	1946.0	4126.0	626.0	7357.0	3677.0	5951.0
NF1_E58_STA100955	6304.0	6505.0	6843.0	6007.0	10933.0	3839.0	6307.0	8391.0	895.0	5869.0	1807.0	4561.0	8095.0	4761.0	3979.0	5767.0	6699.0	8612.0	14146.0	6451.0	12110.0	4596.0	5407.0	8877.0	9877.0	3116.0	6644.0	904.0	10977.0	6089.0	9956.0
NF1_E58_STA100956	9408.0	16585.0	11340.0	8468.0	13811.0	5528.0	10376.0	13157.0	1557.0	8007.0	3035.0	6119.0	10464.0	9453.0	6511.0	10215.0	9727.0	11145.0	24531.0	9148.0	15325.0	6070.0	7959.0	13469.0	15131.0	3930.0	7742.0	1603.0	14776.0	8638.0	14236.0
RAD51D_E10_STA100957	5758.0	13814.0	10458.0	6241.0	9218.0	2324.0	11877.0	8317.0	1479.0	5539.0	3651.0	5129.0	8323.0	8248.0	4225.0	7224.0	7829.0	8746.0	19042.0	8063.0	17912.0	5974.0	6998.0	10818.0	10327.0	3835.0	5821.0	941.0	7980.0	7644.0	11364.0
RAD51D_E9_STA100958	2643.0	3862.0	2610.0	2716.0	3553.0	1185.0	4447.0	2235.0	396.0	2393.0	1859.0	1660.0	3473.0	2264.0	844.0	2400.0	3327.0	3808.0	5914.0	2214.0	7653.0	2578.0	2085.0	3116.0	2980.0	1865.0	2658.0	339.0	3105.0	3194.0	4312.0
RAD51D_E9_STA100959	6423.0	13249.0	8918.0	7248.0	9456.0	2860.0	12060.0	8978.0	1371.0	5795.0	5194.0	5518.0	9747.0	6352.0	2896.0	8602.0	9193.0	10771.0	17287.0	8456.0	20548.0	7856.0	6292.0	10890.0	9786.0	4603.0	7431.0	1091.0	9648.0	7540.0	13327.0
RAD51D_E8_STA100960	1630.0	3497.0	2643.0	1910.0	2271.0	847.0	3145.0	2018.0	357.0	1573.0	1081.0	1235.0	2071.0	1604.0	966.0	1757.0	2178.0	3147.0	5501.0	1961.0	5341.0	2233.0	1600.0	2738.0	2465.0	1526.0	1565.0	289.0	2647.0	2116.0	3245.0
RAD51D_E8_STA100961	1723.0	3251.0	2843.0	2307.0	2634.0	865.0	3689.0	2096.0	304.0	1768.0	1421.0	1620.0	2257.0	1332.0	956.0	2053.0	2437.0	3701.0	5474.0	2176.0	6699.0	2595.0	1524.0	2920.0	2643.0	1720.0	1828.0	309.0	3482.0	2527.0	4171.0
RAD51D_E8_STA100962	311.0	770.0	510.0	354.0	348.0	122.0	673.0	332.0	17.0	328.0	122.0	306.0	486.0	154.0	146.0	251.0	446.0	696.0	1270.0	340.0	1450.0	533.0	174.0	543.0	453.0	283.0	311.0	50.0	795.0	528.0	766.0
RAD51D_E7_STA100963	9772.0	20239.0	12615.0	9629.0	12725.0	3887.0	17136.0	13424.0	1201.0	7516.0	5910.0	6626.0	11861.0	8718.0	4618.0	11103.0	11537.0	12180.0	23288.0	9847.0	29144.0	8292.0	9564.0	14327.0	15157.0	5919.0	7624.0	1836.0	12079.0	11572.0	15825.0
RAD51D_E7_STA101783	7346.0	15275.0	11527.0	8205.0	10691.0	3289.0	14196.0	11254.0	1553.0	6119.0	4176.0	6134.0	10037.0	8929.0	3617.0	9791.0	10092.0	10080.0	20323.0	9236.0	22161.0	6885.0	7955.0	12130.0	11641.0	4404.0	6597.0	1437.0	9225.0	8769.0	13995.0
RAD51D_E6_STA100965	1617.0	2976.0	2381.0	1583.0	2718.0	1030.0	2862.0	1971.0	339.0	1652.0	1096.0	1384.0	2260.0	1387.0	949.0	1813.0	2287.0	2492.0	4587.0	1848.0	4764.0	1757.0	1390.0	2702.0	2961.0	1101.0	1834.0	324.0	2832.0	1997.0	3297.0
RAD51D_E6_STA100966	5197.0	11077.0	7207.0	7116.0	9129.0	3242.0	11220.0	7032.0	1208.0	5285.0	2446.0	4700.0	6719.0	5033.0	2837.0	5205.0	7667.0	8876.0	17511.0	6316.0	19069.0	7104.0	4946.0	9229.0	8809.0	4526.0	7419.0	1151.0	10914.0	7260.0	10885.0
RAD51D_E5_STA100967	10658.0	17996.0	13220.0	9550.0	16873.0	4814.0	13773.0	12550.0	1712.0	9208.0	6717.0	7691.0	12627.0	9516.0	5664.0	12111.0	13631.0	12007.0	24434.0	11357.0	28096.0	9701.0	8697.0	13068.0	14737.0	6059.0	10092.0	1436.0	14766.0	10929.0	16684.0
RAD51D_E5_STA100968	18039.0	33068.0	21711.0	17732.0	26649.0	7265.0	31499.0	22373.0	3272.0	13870.0	12633.0	11964.0	22365.0	20969.0	8892.0	25462.0	21747.0	20083.0	41377.0	17478.0	45889.0	13385.0	18680.0	24073.0	26899.0	8837.0	15649.0	2900.0	21611.0	17419.0	29173.0
RAD51D_E5_STA100969	8611.0	18407.0	11502.0	10353.0	12885.0	3747.0	16720.0	10671.0	1663.0	7289.0	6351.0	7252.0	10852.0	9811.0	4213.0	10767.0	10179.0	10584.0	21157.0	9123.0	23520.0	6514.0	9652.0	12630.0	14515.0	5345.0	7862.0	2107.0	11459.0	10999.0	13629.0
RAD51D_E4_STA100970	15987.0	30766.0	20862.0	14256.0	25206.0	6747.0	24218.0	21015.0	2415.0	13139.0	9769.0	11773.0	22199.0	15554.0	7710.0	21273.0	21197.0	21328.0	38695.0	17504.0	41489.0	12725.0	14301.0	23222.0	24174.0	8658.0	12995.0	2558.0	20123.0	15208.0	29473.0
RAD51D_E4_STA100971	4145.0	6652.0	3657.0	4171.0	6165.0	1910.0	4940.0	4732.0	709.0	3367.0	1728.0	3001.0	4856.0	3443.0	1702.0	4179.0	4788.0	5162.0	9097.0	4066.0	11784.0	3297.0	3301.0	4547.0	4931.0	2278.0	4008.0	633.0	5282.0	3952.0	7012.0
RAD51D_E3_STA100972	11986.0	18869.0	15997.0	14837.0	12049.0	4986.0	14794.0	12959.0	2060.0	9023.0	7310.0	8018.0	12508.0	12003.0	4965.0	13193.0	11827.0	15407.0	22222.0	12980.0	29009.0	10167.0	11820.0	15163.0	14232.0	6719.0	9775.0	2480.0	11440.0	11629.0	17726.0
RAD51D_E3_STA100973	2722.0	4420.0	3070.0	3469.0	3525.0	1403.0	4542.0	2907.0	531.0	2457.0	2328.0	2176.0	3856.0	2963.0	1227.0	3144.0	3455.0	4539.0	5786.0	2950.0	9901.0	3052.0	2935.0	3502.0	3395.0	2277.0	3221.0	510.0	3720.0	3670.0	5973.0
RAD51D_E3_STA100974	7735.0	12132.0	10374.0	10182.0	10122.0	3581.0	13097.0	9158.0	1347.0	7004.0	8725.0	5943.0	9530.0	7307.0	3476.0	10549.0	9373.0	12669.0	15028.0	8787.0	24394.0	7720.0	6884.0	12937.0	9970.0	5662.0	7713.0	1362.0	7832.0	9808.0	15159.0
RAD51D_E2_STA100975	3337.0	8334.0	4551.0	4135.0	4028.0	1583.0	6677.0	4295.0	795.0	2870.0	3080.0	3231.0	5385.0	4808.0	1521.0	4356.0	4654.0	5416.0	7053.0	4882.0	11050.0	3576.0	3720.0	5206.0	4472.0	2462.0	3444.0	662.0	4312.0	4639.0	6463.0
RAD51D_E1_STA100976	796.0	2023.0	1387.0	750.0	978.0	434.0	1650.0	829.0	178.0	711.0	812.0	515.0	1135.0	1262.0	423.0	916.0	1141.0	1135.0	1788.0	1270.0	2635.0	893.0	1048.0	1133.0	1001.0	712.0	791.0	292.0	885.0	1188.0	1633.0
ERBB2_E0_STA101633	1618.0	2742.0	2495.0	1408.0	2156.0	780.0	2772.0	1493.0	383.0	1366.0	1827.0	1589.0	1914.0	1338.0	669.0	1750.0	2171.0	2805.0	1700.0	5434.0	4888.0	2240.0	1229.0	2570.0	1605.0	1082.0	1620.0	250.0	2072.0	2702.0	10013.0
ERBB2_E5_STA101346	2098.0	5932.0	3430.0	2673.0	2665.0	940.0	5183.0	2961.0	566.0	2088.0	2025.0	1676.0	2799.0	3408.0	958.0	2754.0	2586.0	4076.0	3383.0	8478.0	5805.0	3334.0	2665.0	4818.0	2860.0	1574.0	2394.0	492.0	3002.0	4337.0	13703.0
ERBB2_E6_STA101347	392.0	538.0	365.0	535.0	392.0	150.0	793.0	333.0	60.0	509.0	423.0	294.0	473.0	514.0	197.0	536.0	424.0	751.0	683.0	1113.0	1372.0	547.0	504.0	652.0	383.0	330.0	530.0	71.0	688.0	701.0	2718.0
ERBB2_E7_STA101348	9526.0	17545.0	12341.0	11830.0	10286.0	3303.0	18883.0	11631.0	1688.0	7370.0	9160.0	5898.0	10853.0	12465.0	4365.0	12246.0	11226.0	14055.0	10483.0	32097.0	23845.0	11006.0	8870.0	14076.0	11488.0	5659.0	9347.0	1839.0	10310.0	15334.0	46673.0
ERBB2_E8_STA101349	4291.0	8278.0	5948.0	6114.0	5052.0	1721.0	10218.0	5713.0	916.0	3145.0	5414.0	3020.0	5552.0	6036.0	1728.0	5586.0	5421.0	8553.0	5190.0	15183.0	11545.0	4981.0	5927.0	7285.0	6696.0	3099.0	4128.0	938.0	4317.0	7206.0	22392.0
ERBB2_E9_STA101350	4742.0	13411.0	9295.0	6158.0	6354.0	2204.0	13938.0	6984.0	1272.0	3900.0	4380.0	4210.0	6446.0	8247.0	2406.0	5976.0	5790.0	9720.0	9400.0	16738.0	15118.0	6757.0	6830.0	10217.0	7277.0	4283.0	5318.0	1557.0	6390.0	9692.0	27899.0
ERBB2_E10_STA101351	13172.0	25330.0	18603.0	17958.0	17113.0	4963.0	28673.0	19286.0	3946.0	10226.0	12957.0	9639.0	15250.0	16873.0	5618.0	15566.0	15658.0	22373.0	15729.0	40942.0	32681.0	13682.0	13838.0	22233.0	16058.0	8663.0	13938.0	3036.0	13505.0	20051.0	69919.0
ERBB2_E11_STA101352	1922.0	3133.0	2373.0	2341.0	2337.0	739.0	3431.0	2022.0	346.0	1500.0	1758.0	1403.0	2139.0	1690.0	603.0	2646.0	2295.0	2837.0	2200.0	4953.0	4745.0	1710.0	1745.0	2134.0	2402.0	1097.0	2006.0	308.0	2244.0	2412.0	8573.0
ERBB2_E13_STA101354	327.0	428.0	328.0	355.0	423.0	105.0	497.0	260.0	31.0	250.0	274.0	183.0	303.0	212.0	107.0	344.0	350.0	553.0	309.0	640.0	798.0	354.0	238.0	300.0	334.0	176.0	290.0	18.0	379.0	443.0	1598.0
ERBB2_E14_STA101355	3189.0	7999.0	6189.0	4432.0	4455.0	1721.0	9647.0	4949.0	1017.0	3334.0	2977.0	2643.0	4549.0	5213.0	1992.0	4885.0	4495.0	7132.0	5557.0	12676.0	9693.0	4478.0	5288.0	6221.0	5596.0	3726.0	3072.0	926.0	5545.0	7485.0	14918.0
ERBB2_E15_STA101356	7176.0	12949.0	9871.0	8711.0	9141.0	2913.0	14300.0	9501.0	1498.0	5751.0	6534.0	6547.0	9478.0	6928.0	2730.0	8281.0	7932.0	12983.0	7588.0	21046.0	20566.0	9802.0	6187.0	9263.0	8445.0	5438.0	7698.0	1250.0	9632.0	12207.0	41518.0
ERBB2_E16_STA101357	1140.0	2433.0	2179.0	1585.0	1799.0	531.0	3391.0	1456.0	275.0	1425.0	1261.0	1318.0	1639.0	1322.0	572.0	1160.0	1847.0	2871.0	2428.0	4838.0	4247.0	2289.0	981.0	2051.0	1870.0	1292.0	1478.0	323.0	2221.0	2699.0	6944.0
ERBB2_E17_STA101642	1527.0	3570.0	2189.0	1828.0	1982.0	575.0	3832.0	2718.0	353.0	1027.0	1602.0	1354.0	2173.0	2154.0	504.0	2265.0	1696.0	2723.0	1772.0	5263.0	4235.0	1952.0	1855.0	2925.0	2128.0	1097.0	1536.0	351.0	1662.0	2391.0	7611.0
ERBB2_E18_STA101359	5850.0	17809.0	9459.0	9519.0	9063.0	2977.0	17458.0	9926.0	1244.0	5840.0	5128.0	5777.0	8868.0	9251.0	3524.0	8352.0	7266.0	12179.0	10445.0	21370.0	17630.0	7598.0	8781.0	12262.0	10248.0	5943.0	5960.0	1631.0	8839.0	12089.0	29124.0
ERBB2_E19_STA101360	4791.0	11355.0	8530.0	6279.0	7144.0	2014.0	10735.0	6561.0	1527.0	3577.0	4109.0	3925.0	5774.0	6768.0	2651.0	5738.0	6353.0	8520.0	7927.0	15681.0	12581.0	5504.0	4955.0	8421.0	8236.0	3389.0	4662.0	1222.0	6055.0	8883.0	22530.0
ERBB2_E20_STA101645	6170.0	12269.0	9273.0	7743.0	7516.0	2681.0	14302.0	9071.0	1378.0	5497.0	7243.0	5207.0	8532.0	7545.0	2294.0	9334.0	6823.0	10318.0	8210.0	21315.0	15940.0	6388.0	8522.0	10472.0	7960.0	5305.0	6744.0	1328.0	7783.0	10119.0	29634.0
ERBB2_E21_STA101362	369.0	1259.0	1053.0	1018.0	779.0	288.0	2724.0	1115.0	79.0	772.0	981.0	695.0	851.0	1186.0	392.0	952.0	600.0	807.0	965.0	1585.0	2279.0	1329.0	676.0	1437.0	663.0	411.0	563.0	129.0	677.0	879.0	4195.0
ERBB2_E22_STA101613	8983.0	16599.0	12185.0	11562.0	11638.0	4729.0	16804.0	11763.0	2049.0	8746.0	8621.0	6704.0	11654.0	9553.0	3592.0	12483.0	9516.0	19707.0	11348.0	27870.0	25854.0	12694.0	8130.0	11660.0	10220.0	7401.0	10167.0	1603.0	11036.0	15766.0	48203.0
ERBB2_E22_STA100071	9069.0	16613.0	13245.0	11531.0	11594.0	3439.0	16849.0	11552.0	2606.0	7965.0	8448.0	6906.0	12029.0	8856.0	3256.0	11318.0	10575.0	17276.0	10837.0	28363.0	26573.0	12394.0	7266.0	12543.0	11468.0	7058.0	10349.0	2106.0	11305.0	16747.0	47372.0
ERBB2_E23_STA100072	3042.0	6154.0	4927.0	4273.0	3498.0	1027.0	6066.0	4611.0	684.0	2476.0	3532.0	2375.0	4135.0	3718.0	1086.0	4024.0	3104.0	5779.0	3965.0	10995.0	7445.0	3564.0	3461.0	4475.0	3776.0	2416.0	2684.0	577.0	3036.0	4451.0	14956.0
ERBB2_E23_STA100073	4443.0	9727.0	6801.0	5369.0	4687.0	1504.0	10047.0	6098.0	802.0	3072.0	3916.0	3447.0	5686.0	5716.0	1476.0	5442.0	5168.0	8806.0	5926.0	13736.0	11741.0	4922.0	4760.0	7337.0	4888.0	3298.0	4120.0	727.0	4736.0	6637.0	21519.0
ERBB2_E23_STA100074	408.0	823.0	704.0	458.0	452.0	160.0	799.0	401.0	89.0	431.0	412.0	321.0	530.0	328.0	201.0	424.0	407.0	1057.0	704.0	1756.0	1664.0	598.0	406.0	650.0	726.0	465.0	473.0	72.0	543.0	693.0	2027.0
ERBB2_E24_STA100075	2784.0	4962.0	3766.0	4332.0	2638.0	1279.0	5562.0	3769.0	641.0	2320.0	3349.0	1950.0	3195.0	3870.0	1090.0	3548.0	2659.0	3884.0	3262.0	8677.0	6469.0	2816.0	3966.0	4158.0	3072.0	2081.0	2431.0	545.0	2612.0	4427.0	11007.0
ERBB2_E24_STA100076	6966.0	10122.0	7396.0	9338.0	7063.0	2618.0	13471.0	7740.0	1230.0	4827.0	8269.0	4482.0	7934.0	6314.0	2039.0	8516.0	7777.0	11093.0	6553.0	18685.0	16770.0	7479.0	6472.0	7550.0	7108.0	4898.0	6503.0	1027.0	6494.0	10680.0	32004.0
ERBB2_E26_STA101363	9871.0	20179.0	13015.0	13006.0	10544.0	3396.0	18298.0	13244.0	1992.0	6939.0	11859.0	8446.0	12011.0	12782.0	3397.0	13327.0	10440.0	17304.0	12291.0	27919.0	25117.0	9979.0	10205.0	14237.0	11702.0	6979.0	8720.0	1625.0	8623.0	13736.0	45339.0
ERBB2_E27_STA101364	760.0	1187.0	876.0	851.0	861.0	257.0	1281.0	1069.0	181.0	464.0	810.0	500.0	861.0	567.0	322.0	913.0	882.0	1517.0	1057.0	2457.0	2190.0	1135.0	570.0	804.0	767.0	623.0	688.0	139.0	994.0	1004.0	3997.0
ERBB2_E28_STA101365	4980.0	9499.0	9008.0	6013.0	7303.0	2144.0	10754.0	6184.0	1247.0	4200.0	6330.0	4540.0	6462.0	4983.0	1887.0	6686.0	5430.0	8521.0	5533.0	17029.0	14967.0	6807.0	4559.0	7937.0	6246.0	3464.0	5321.0	952.0	5366.0	8181.0	29599.0
ERBB2_E29_STA101366	5253.0	9848.0	7540.0	6009.0	6912.0	2061.0	11448.0	6593.0	1093.0	4639.0	6226.0	4122.0	7167.0	7038.0	2420.0	6563.0	5885.0	8158.0	6607.0	18185.0	13206.0	5925.0	5374.0	7913.0	6782.0	3324.0	5187.0	1017.0	5087.0	7456.0	26667.0
ERBB2_E30_STA101367	1353.0	3720.0	2927.0	2092.0	1953.0	805.0	4039.0	2016.0	323.0	1413.0	1582.0	1392.0	2164.0	2389.0	928.0	1838.0	2027.0	2818.0	2736.0	6053.0	4611.0	2015.0	2149.0	3139.0	2013.0	1331.0	1593.0	334.0	1967.0	3107.0	7008.0
BRCA1_E23_STA100977	8316.0	14359.0	9509.0	10457.0	12707.0	3278.0	14524.0	12926.0	1494.0	7513.0	7283.0	6651.0	10484.0	7160.0	3579.0	11108.0	10552.0	10301.0	10816.0	6509.0	19014.0	4832.0	8147.0	9876.0	11018.0	5814.0	7932.0	1262.0	11284.0	9064.0	19072.0
BRCA1_E23_STA100978	6790.0	12139.0	9151.0	8020.0	9516.0	2747.0	11440.0	10936.0	1432.0	5425.0	4928.0	4396.0	8435.0	7230.0	2720.0	8306.0	7601.0	7784.0	8419.0	5337.0	14009.0	4435.0	7910.0	10815.0	9019.0	4439.0	6090.0	941.0	8259.0	7097.0	14774.0
BRCA1_E22_STA100979	4538.0	7720.0	5757.0	4178.0	6225.0	2011.0	5372.0	6807.0	587.0	3310.0	2227.0	3773.0	5338.0	2972.0	1685.0	5207.0	5112.0	5761.0	6301.0	3472.0	10193.0	2250.0	3975.0	5691.0	5492.0	3323.0	4403.0	705.0	5861.0	4554.0	9822.0
BRCA1_E21_STA100980	8794.0	12896.0	9832.0	8619.0	13042.0	4361.0	9093.0	9765.0	1302.0	6751.0	3459.0	6139.0	9608.0	6459.0	3950.0	8740.0	8860.0	7191.0	12042.0	6382.0	15483.0	4636.0	6778.0	10609.0	11230.0	4574.0	8425.0	1101.0	11921.0	7858.0	13264.0
BRCA1_E20_STA101745	6006.0	10807.0	6331.0	5392.0	8993.0	2724.0	6151.0	8334.0	839.0	3953.0	1923.0	3653.0	6522.0	4976.0	2886.0	6209.0	5453.0	4835.0	10007.0	4418.0	10227.0	2783.0	5301.0	7741.0	8621.0	2704.0	4956.0	890.0	8084.0	4883.0	8323.0
BRCA1_E19_STA101746	9354.0	15012.0	9432.0	8648.0	10554.0	2934.0	9624.0	14173.0	1431.0	5886.0	4265.0	6814.0	10242.0	7278.0	3575.0	10805.0	9095.0	9672.0	11388.0	7189.0	17019.0	4755.0	8791.0	11213.0	10262.0	4808.0	8106.0	1202.0	9742.0	7798.0	14556.0
BRCA1_E19_STA100983	2230.0	4052.0	3627.0	2358.0	3122.0	946.0	3357.0	3069.0	522.0	2569.0	945.0	1733.0	3171.0	1450.0	1363.0	2276.0	3211.0	3691.0	4947.0	2212.0	6280.0	1851.0	1899.0	3863.0	3917.0	2082.0	2466.0	326.0	4889.0	2746.0	4505.0
BRCA1_E18_STA101750	10207.0	17018.0	11000.0	8336.0	15165.0	4288.0	11867.0	14089.0	1540.0	6966.0	4686.0	6338.0	10134.0	9368.0	4531.0	9824.0	10262.0	8873.0	15315.0	7147.0	16885.0	4427.0	10658.0	13006.0	12555.0	5273.0	7770.0	1567.0	11539.0	8405.0	13740.0
BRCA1_E17_STA100985	4490.0	6164.0	2839.0	3777.0	6115.0	2024.0	3873.0	4180.0	461.0	3041.0	971.0	2955.0	4535.0	2591.0	1917.0	3379.0	3824.0	3551.0	7887.0	2577.0	7966.0	2205.0	3158.0	5315.0	5194.0	2138.0	3819.0	494.0	7321.0	3829.0	5931.0
BRCA1_E17_STA100986	4615.0	5698.0	1852.0	4039.0	6392.0	1917.0	3567.0	2441.0	430.0	2767.0	1178.0	2850.0	4030.0	2535.0	1876.0	3328.0	3855.0	3182.0	6761.0	2451.0	7476.0	2145.0	3438.0	4932.0	5160.0	1882.0	3646.0	538.0	6268.0	3646.0	5610.0
BRCA1_E16_STA101747	3143.0	3972.0	2477.0	2805.0	2927.0	1019.0	3346.0	3474.0	499.0	1805.0	1472.0	1825.0	2737.0	1849.0	1023.0	2466.0	2655.0	3574.0	2817.0	1549.0	5088.0	1551.0	2529.0	2730.0	2944.0	1939.0	2549.0	410.0	3087.0	2117.0	4059.0
BRCA1_E16_STA100988	7106.0	11902.0	7563.0	6335.0	7636.0	2738.0	7798.0	10394.0	980.0	4017.0	2810.0	4593.0	7456.0	5643.0	2717.0	6374.0	6946.0	6255.0	9002.0	4953.0	11109.0	4245.0	6883.0	8059.0	7273.0	4213.0	5530.0	945.0	7249.0	5656.0	10253.0
