	C21D00633	D21D00614T	D21D00615T	D21D00631T	D21D00632T	D21D00635	D21D00644T	D21D00647T	D21D00654T	M21D00642	M21D00670	M21D00671	M21D00673	M21D00676	N21D00620	N21D00643	N21D00645	N21D00657	N21D00675	P21D00617	P21D00634	P21D00636	P21D00639	P21D00640	P21D00641	P21D00646	P21D00651	P21D00661	P21D00669	P21D00674	P21D00678	P21D00679
TERT_E9_STA101173	406.0	1405.0	1020.0	113.0	3642.0	2601.0	2477.0	1320.0	1356.0	1764.0	339.0	259.0	180.0	866.0	5133.0	898.0	936.0	2465.0	1580.0	503.0	419.0	2683.0	638.0	1330.0	908.0	395.0	2762.0	1840.0	1267.0	5749.0	1959.0	2369.0
TERT_E9_STA101174	935.0	3450.0	2067.0	350.0	8973.0	5670.0	5491.0	2665.0	3760.0	3857.0	647.0	440.0	283.0	1841.0	12648.0	2223.0	1684.0	6627.0	3932.0	924.0	751.0	6036.0	1343.0	3293.0	2110.0	924.0	5763.0	4818.0	2853.0	15283.0	5453.0	5008.0
TERT_E8_STA101814	157.0	341.0	198.0	54.0	1161.0	856.0	536.0	244.0	485.0	386.0	52.0	45.0	39.0	224.0	1364.0	197.0	231.0	701.0	455.0	79.0	79.0	581.0	131.0	294.0	167.0	103.0	677.0	431.0	325.0	1992.0	545.0	583.0
TERT_E8_STA101176	789.0	2769.0	1678.0	278.0	9657.0	8218.0	6742.0	3421.0	4820.0	3693.0	441.0	359.0	457.0	1785.0	15403.0	2432.0	2143.0	7014.0	4370.0	674.0	1093.0	7029.0	1588.0	2904.0	1203.0	909.0	8839.0	4669.0	2914.0	18193.0	6675.0	6562.0
TERT_E7_STA101177	476.0	1180.0	587.0	133.0	3480.0	2690.0	2030.0	857.0	1667.0	1360.0	161.0	93.0	137.0	663.0	4060.0	791.0	1003.0	1983.0	1268.0	143.0	332.0	1830.0	477.0	1499.0	557.0	365.0	2299.0	1780.0	924.0	5640.0	2074.0	1856.0
TERT_E6_STA101178	1998.0	3970.0	2796.0	923.0	15179.0	15094.0	9451.0	5418.0	5533.0	5266.0	539.0	1052.0	1199.0	3040.0	19238.0	3910.0	3418.0	9678.0	5330.0	1260.0	1320.0	8911.0	1971.0	4053.0	2100.0	1644.0	11618.0	6878.0	3633.0	31765.0	9080.0	10085.0
TERT_E6_STA101179	1938.0	4075.0	2713.0	798.0	15920.0	14446.0	8341.0	5080.0	5401.0	4607.0	829.0	723.0	1023.0	2638.0	17077.0	3167.0	2999.0	7424.0	4769.0	874.0	1209.0	7806.0	2246.0	3695.0	2014.0	1283.0	11413.0	6723.0	3554.0	29719.0	8646.0	9798.0
TERT_E5_STA101180	580.0	1822.0	884.0	273.0	6355.0	3732.0	3526.0	1906.0	2233.0	2161.0	167.0	213.0	145.0	950.0	6854.0	1144.0	1063.0	3724.0	1998.0	303.0	587.0	3177.0	1008.0	2300.0	726.0	636.0	3890.0	3225.0	1561.0	9510.0	3602.0	2898.0
TERT_E5_STA101181	856.0	1560.0	952.0	226.0	6787.0	5214.0	3161.0	2527.0	1860.0	1984.0	281.0	249.0	381.0	931.0	7423.0	1112.0	1257.0	3637.0	1704.0	467.0	502.0	3548.0	658.0	1728.0	737.0	580.0	4040.0	2251.0	1205.0	10817.0	3251.0	2932.0
TERT_E5_STA101182	1781.0	4551.0	2483.0	447.0	17079.0	11448.0	8561.0	7246.0	5198.0	5213.0	631.0	546.0	717.0	2339.0	19640.0	3077.0	3078.0	9546.0	5254.0	1116.0	1419.0	9149.0	1930.0	4985.0	1911.0	1530.0	10762.0	6289.0	3578.0	26284.0	8348.0	8272.0
TERT_E4_STA101183	812.0	2332.0	1464.0	332.0	7687.0	4292.0	4698.0	2172.0	3205.0	2959.0	312.0	149.0	207.0	1289.0	10669.0	1606.0	1623.0	5933.0	2881.0	533.0	581.0	5032.0	1216.0	2449.0	1200.0	805.0	5365.0	4031.0	1789.0	13669.0	5107.0	3927.0
TERT_E4_STA101184	971.0	2780.0	2014.0	330.0	9078.0	7258.0	7207.0	3357.0	4474.0	3660.0	383.0	373.0	305.0	1916.0	16476.0	2294.0	1924.0	6757.0	3994.0	838.0	962.0	6521.0	1443.0	3114.0	1598.0	1145.0	7373.0	5138.0	2362.0	18464.0	7774.0	5497.0
TERT_E4_STA101185	2428.0	5099.0	2990.0	799.0	18714.0	16798.0	9747.0	5050.0	6633.0	6137.0	686.0	922.0	996.0	2649.0	19181.0	3659.0	3309.0	9145.0	6682.0	1233.0	1678.0	10278.0	2270.0	4307.0	2378.0	1584.0	12734.0	7172.0	4367.0	31408.0	9286.0	9323.0
TERT_E3_STA101186	2748.0	6164.0	3483.0	940.0	24825.0	13048.0	10388.0	5918.0	8027.0	6847.0	1221.0	930.0	1621.0	3964.0	23682.0	4768.0	3974.0	12238.0	7967.0	1247.0	1594.0	10003.0	2877.0	7146.0	3419.0	2103.0	14344.0	9611.0	4998.0	39845.0	9625.0	11675.0
TERT_E3_STA101187	2743.0	7589.0	5164.0	949.0	26726.0	18314.0	16147.0	10182.0	11775.0	9324.0	1316.0	1438.0	1249.0	4877.0	35818.0	6067.0	5578.0	15269.0	11087.0	1992.0	2460.0	16745.0	4231.0	7438.0	3921.0	2738.0	22453.0	12062.0	6827.0	48093.0	15698.0	16968.0
TERT_E3_STA101188	3102.0	8583.0	4776.0	918.0	25971.0	20373.0	14656.0	8123.0	8674.0	9091.0	1056.0	1185.0	1149.0	4014.0	30801.0	5391.0	4676.0	14888.0	9578.0	2170.0	2431.0	15174.0	3062.0	6575.0	3477.0	2540.0	20300.0	10601.0	6737.0	42055.0	13861.0	13758.0
TERT_E2_STA101189	1483.0	4711.0	2020.0	500.0	16384.0	15665.0	7959.0	5602.0	6041.0	6161.0	473.0	1061.0	1070.0	2084.0	18079.0	2105.0	2597.0	6963.0	5304.0	1024.0	1435.0	7509.0	2585.0	3687.0	2243.0	1355.0	12920.0	7900.0	4201.0	27870.0	7159.0	9418.0
TERT_E2_STA101190	562.0	1346.0	711.0	144.0	5110.0	3156.0	2117.0	1147.0	1692.0	1842.0	156.0	181.0	198.0	663.0	5117.0	809.0	772.0	2816.0	1794.0	227.0	385.0	2084.0	584.0	1452.0	585.0	463.0	2996.0	2345.0	1019.0	8513.0	2349.0	2428.0
TERT_E2_STA101191	153.0	661.0	282.0	63.0	2735.0	1076.0	1317.0	745.0	751.0	928.0	76.0	56.0	58.0	255.0	2360.0	353.0	431.0	1553.0	761.0	151.0	265.0	1275.0	368.0	776.0	324.0	181.0	1618.0	1357.0	559.0	3055.0	1467.0	1068.0
TERT_E2_STA103246	720.0	3158.0	1623.0	320.0	9996.0	10352.0	7210.0	4318.0	4560.0	4473.0	385.0	677.0	379.0	1820.0	12320.0	2356.0	2103.0	5677.0	3999.0	774.0	1090.0	6488.0	1847.0	2691.0	1646.0	1000.0	9765.0	5346.0	3021.0	18920.0	6921.0	7756.0
TERT_E2_STA101193	130.0	392.0	157.0	26.0	788.0	593.0	521.0	292.0	334.0	445.0	23.0	21.0	4.0	143.0	1190.0	215.0	231.0	518.0	325.0	51.0	77.0	690.0	118.0	317.0	197.0	141.0	627.0	482.0	215.0	1333.0	680.0	364.0
TERT_E2_STA101812	790.0	3088.0	1721.0	302.0	11073.0	8794.0	6063.0	3120.0	4246.0	4399.0	491.0	453.0	510.0	1542.0	11839.0	1967.0	1789.0	5485.0	3327.0	755.0	1064.0	6696.0	1613.0	3315.0	1339.0	919.0	8352.0	4527.0	2658.0	16028.0	5977.0	5018.0
TERT_E2_STA101811	1468.0	3161.0	1318.0	372.0	10144.0	11658.0	6647.0	3766.0	3741.0	4531.0	440.0	571.0	504.0	1832.0	13071.0	2465.0	2007.0	5232.0	4349.0	809.0	1258.0	6603.0	1831.0	3838.0	1607.0	1105.0	8973.0	5051.0	2821.0	18961.0	6201.0	6240.0
TERT_E2_STA102079	1274.0	2623.0	1132.0	415.0	12625.0	8568.0	4958.0	2667.0	3317.0	4181.0	358.0	397.0	488.0	1041.0	9873.0	1709.0	1874.0	5427.0	2734.0	858.0	1017.0	5478.0	1415.0	2806.0	1158.0	904.0	6510.0	3812.0	2406.0	16447.0	4995.0	5083.0
TERT_E2_STA101197	248.0	1104.0	522.0	84.0	4195.0	2217.0	2070.0	1174.0	1573.0	1178.0	181.0	90.0	143.0	525.0	4071.0	793.0	822.0	2848.0	1632.0	246.0	315.0	2248.0	476.0	1381.0	462.0	400.0	3134.0	1778.0	984.0	5697.0	2445.0	2066.0
TERT_E2_STA102080	204.0	925.0	387.0	67.0	3481.0	1551.0	1394.0	859.0	1139.0	899.0	156.0	59.0	113.0	370.0	3011.0	628.0	665.0	2417.0	1300.0	172.0	239.0	1568.0	316.0	1141.0	407.0	321.0	2096.0	1406.0	753.0	4410.0	1766.0	1486.0
TERT_E2_STA103243	133.0	406.0	167.0	43.0	1671.0	1135.0	724.0	342.0	509.0	522.0	77.0	59.0	39.0	169.0	1297.0	218.0	241.0	706.0	423.0	117.0	128.0	964.0	201.0	520.0	165.0	125.0	1022.0	462.0	289.0	1839.0	872.0	569.0
TERT_E2_STA103247	528.0	1744.0	676.0	162.0	8558.0	4502.0	2804.0	1885.0	2507.0	2276.0	196.0	211.0	233.0	872.0	5862.0	1068.0	1162.0	3333.0	2021.0	575.0	549.0	4076.0	934.0	2147.0	688.0	694.0	4717.0	2379.0	1513.0	9676.0	3636.0	3073.0
TERT_E2_STA102076	373.0	1593.0	817.0	101.0	5358.0	4702.0	3477.0	2154.0	2583.0	2698.0	307.0	192.0	239.0	1148.0	6502.0	1121.0	752.0	3310.0	2620.0	447.0	670.0	4395.0	1141.0	2147.0	689.0	709.0	5617.0	2457.0	1898.0	7470.0	4633.0	2862.0
TERT_E2_STA101206	93.0	507.0	365.0	20.0	2391.0	986.0	1033.0	599.0	861.0	799.0	66.0	39.0	18.0	296.0	1992.0	425.0	256.0	1628.0	785.0	246.0	244.0	1501.0	280.0	762.0	290.0	274.0	1649.0	1026.0	595.0	2927.0	1539.0	1003.0
RICTOR_E38_STA101453	177.0	646.0	918.0	84.0	1073.0	698.0	1190.0	689.0	868.0	773.0	417.0	181.0	71.0	916.0	2032.0	526.0	700.0	1122.0	775.0	286.0	256.0	1447.0	305.0	746.0	878.0	179.0	1413.0	713.0	456.0	1180.0	1381.0	987.0
RICTOR_E37_STA101454	1076.0	3491.0	3234.0	620.0	7254.0	3321.0	4374.0	3477.0	3777.0	3352.0	1763.0	923.0	545.0	3926.0	9940.0	2294.0	3668.0	6947.0	3660.0	1290.0	1320.0	6293.0	1854.0	4101.0	3311.0	862.0	5337.0	4067.0	3096.0	6968.0	6428.0	4472.0
RICTOR_E36_STA101455	62.0	322.0	397.0	72.0	374.0	270.0	529.0	384.0	283.0	286.0	144.0	76.0	8.0	367.0	921.0	183.0	279.0	521.0	350.0	167.0	128.0	734.0	108.0	267.0	279.0	116.0	526.0	381.0	239.0	362.0	672.0	377.0
RICTOR_E35_STA101456	1666.0	5365.0	5615.0	924.0	9334.0	5634.0	7499.0	5812.0	5906.0	5712.0	3810.0	1761.0	1008.0	7288.0	15537.0	3967.0	5168.0	10012.0	5043.0	2448.0	2264.0	11764.0	2903.0	4614.0	6197.0	1605.0	10014.0	5685.0	4367.0	9246.0	10597.0	7570.0
RICTOR_E34_STA101457	147.0	1782.0	1521.0	135.0	2655.0	520.0	2070.0	1434.0	1667.0	1449.0	946.0	221.0	20.0	1935.0	3831.0	1008.0	1559.0	3255.0	2319.0	612.0	757.0	3426.0	760.0	1938.0	2242.0	614.0	2520.0	2308.0	1284.0	1698.0	3034.0	1365.0
RICTOR_E33_STA101458	1379.0	7018.0	7827.0	986.0	9795.0	5813.0	12707.0	9664.0	9169.0	7399.0	5155.0	2665.0	587.0	11808.0	26521.0	4885.0	8275.0	13069.0	8242.0	3968.0	3143.0	20155.0	4302.0	7310.0	7741.0	2322.0	15315.0	9470.0	5691.0	10085.0	17390.0	10120.0
RICTOR_E32_STA101737	1088.0	3105.0	2836.0	507.0	6096.0	2593.0	3421.0	2776.0	2992.0	3012.0	1682.0	994.0	540.0	3588.0	8267.0	1607.0	3359.0	5858.0	2776.0	1320.0	1068.0	5291.0	1458.0	3096.0	2912.0	1090.0	5097.0	3459.0	1815.0	5802.0	5209.0	3499.0
RICTOR_E31_STA101460	3318.0	9004.0	9820.0	1658.0	13961.0	8907.0	11228.0	9019.0	8473.0	9738.0	5539.0	2774.0	1826.0	10461.0	22105.0	6653.0	8776.0	13663.0	8535.0	4413.0	3724.0	17511.0	5110.0	7984.0	10243.0	2725.0	14152.0	8387.0	6864.0	13956.0	15286.0	11578.0
RICTOR_E31_STA101461	1217.0	3876.0	3734.0	618.0	5936.0	3447.0	4825.0	4005.0	3899.0	3731.0	2302.0	1468.0	558.0	4511.0	10996.0	2611.0	4086.0	6693.0	3677.0	1836.0	1582.0	8179.0	2051.0	3937.0	4088.0	1299.0	7173.0	3996.0	2891.0	6420.0	7225.0	4629.0
RICTOR_E30_STA101462	2483.0	9785.0	9308.0	1442.0	16662.0	7456.0	10998.0	8370.0	8560.0	9421.0	5629.0	2483.0	1128.0	11325.0	25529.0	6380.0	8981.0	15773.0	8941.0	4316.0	3538.0	16573.0	4508.0	9625.0	11482.0	2873.0	14494.0	11174.0	5625.0	15328.0	15337.0	11506.0
RICTOR_E29_STA101740	9641.0	26285.0	23089.0	4976.0	44580.0	22072.0	28491.0	22687.0	24504.0	23590.0	13998.0	8777.0	4084.0	31307.0	64562.0	13754.0	23290.0	43542.0	25935.0	9529.0	9350.0	42956.0	12172.0	23335.0	26144.0	7845.0	39575.0	27759.0	18956.0	42926.0	40914.0	30936.0
RICTOR_E28_STA101464	601.0	1687.0	2006.0	373.0	3147.0	2170.0	2564.0	2120.0	2130.0	1845.0	1259.0	808.0	223.0	2791.0	6147.0	1357.0	2014.0	3616.0	1907.0	811.0	855.0	4372.0	1279.0	1936.0	1507.0	551.0	3530.0	1624.0	1175.0	3474.0	3964.0	2581.0
RICTOR_E26_STA101466	2559.0	7244.0	6415.0	1693.0	13609.0	6172.0	8766.0	6157.0	7022.0	7200.0	4136.0	1978.0	1080.0	9435.0	18510.0	4453.0	8048.0	12721.0	7879.0	2718.0	2948.0	12871.0	3682.0	7863.0	7720.0	1993.0	11340.0	7614.0	5690.0	13124.0	11536.0	9353.0
RICTOR_E25_STA101467	1491.0	3790.0	3356.0	704.0	7566.0	3851.0	4479.0	3464.0	3711.0	3710.0	1933.0	1342.0	604.0	4514.0	11260.0	1879.0	4102.0	7388.0	3413.0	1248.0	1364.0	6745.0	1716.0	3963.0	3561.0	1267.0	6152.0	3778.0	2601.0	7741.0	6517.0	4624.0
RICTOR_E24_STA101468	786.0	2061.0	2226.0	336.0	4245.0	2204.0	2692.0	2041.0	2439.0	2018.0	1357.0	704.0	372.0	3081.0	5698.0	1418.0	2323.0	4851.0	2031.0	720.0	906.0	3993.0	998.0	2410.0	2222.0	700.0	3514.0	2355.0	1504.0	4312.0	3675.0	2958.0
RICTOR_E23_STA101469	3261.0	7561.0	7195.0	1384.0	16330.0	7111.0	9543.0	7206.0	7766.0	7663.0	4340.0	2679.0	937.0	8708.0	20902.0	4643.0	8025.0	16290.0	8057.0	3093.0	2899.0	15053.0	3985.0	8129.0	8239.0	2571.0	12343.0	9121.0	5775.0	14799.0	13748.0	10181.0
RICTOR_E22_STA101470	3044.0	9212.0	8853.0	1484.0	13562.0	8431.0	6235.0	8492.0	9543.0	8205.0	5084.0	3189.0	1046.0	12317.0	25981.0	5802.0	8562.0	16284.0	9337.0	3679.0	4215.0	17757.0	4383.0	8753.0	8760.0	2797.0	15504.0	10190.0	6175.0	14337.0	16853.0	10675.0
RICTOR_E21_STA101471	5309.0	17121.0	17131.0	2698.0	24625.0	15868.0	23014.0	17279.0	17009.0	16781.0	10409.0	5867.0	1686.0	24212.0	49983.0	10493.0	15880.0	27397.0	18391.0	7740.0	7488.0	34900.0	8730.0	15506.0	19282.0	5470.0	30294.0	20428.0	12700.0	26805.0	32068.0	20518.0
RICTOR_E20_STA101472	4325.0	14496.0	14348.0	2357.0	27647.0	11895.0	17387.0	13029.0	13212.0	14624.0	6910.0	4183.0	2440.0	15667.0	36213.0	8385.0	13939.0	23832.0	14216.0	5660.0	5307.0	23294.0	6270.0	13684.0	15450.0	4315.0	22918.0	16523.0	9931.0	24329.0	23554.0	17896.0
RICTOR_E19_STA101744	580.0	1444.0	1724.0	483.0	3277.0	2003.0	2829.0	1867.0	2046.0	1393.0	1086.0	788.0	336.0	3051.0	6202.0	1070.0	1749.0	3949.0	2300.0	892.0	748.0	4400.0	897.0	1587.0	1474.0	574.0	3381.0	1782.0	1103.0	3409.0	3948.0	2327.0
RICTOR_E18_STA101474	3049.0	7233.0	7062.0	1736.0	15735.0	7316.0	9312.0	6782.0	7082.0	7142.0	4391.0	2766.0	1254.0	9455.0	23263.0	4617.0	8325.0	13960.0	8177.0	3297.0	2518.0	14497.0	3689.0	8570.0	7704.0	2353.0	12686.0	9167.0	6133.0	13460.0	12703.0	10110.0
RICTOR_E17_STA101475	3200.0	9371.0	8861.0	1682.0	15207.0	7033.0	9732.0	7376.0	8998.0	8938.0	5337.0	2398.0	1158.0	10979.0	24683.0	5716.0	8853.0	16047.0	8678.0	4066.0	3130.0	16183.0	4430.0	8997.0	9342.0	2781.0	13607.0	10473.0	5872.0	14196.0	13565.0	10249.0
RICTOR_E15_STA101477	1424.0	5764.0	5640.0	907.0	9973.0	6373.0	10351.0	6988.0	7744.0	6470.0	3490.0	2336.0	954.0	8891.0	22929.0	3683.0	5740.0	10627.0	7437.0	2434.0	2783.0	15629.0	3743.0	6538.0	5388.0	1977.0	12808.0	7048.0	5552.0	11289.0	14264.0	9377.0
RICTOR_E14_STA101478	637.0	2093.0	1834.0	333.0	4523.0	1765.0	2530.0	1631.0	2079.0	1939.0	945.0	352.0	400.0	2415.0	5737.0	1265.0	1817.0	3358.0	2259.0	699.0	719.0	2694.0	944.0	2147.0	1747.0	741.0	3247.0	2150.0	1283.0	3838.0	2958.0	2270.0
RICTOR_E13_STA101479	1320.0	4755.0	5663.0	628.0	7885.0	4571.0	6192.0	4983.0	4989.0	4695.0	3202.0	1330.0	806.0	5970.0	14900.0	3721.0	4276.0	8309.0	5302.0	2580.0	2261.0	10001.0	2114.0	4398.0	5674.0	1565.0	8711.0	5272.0	3281.0	8569.0	9036.0	6295.0
RICTOR_E12_STA101480	1834.0	4244.0	4369.0	1158.0	9865.0	4460.0	5765.0	4139.0	4697.0	4239.0	2259.0	1785.0	807.0	6284.0	13953.0	2933.0	4972.0	9141.0	4965.0	1797.0	1780.0	7877.0	1944.0	4791.0	4762.0	1475.0	7558.0	5305.0	3707.0	9217.0	7427.0	5833.0
RICTOR_E11_STA101481	743.0	2383.0	2184.0	399.0	4366.0	1955.0	2691.0	1966.0	2236.0	1822.0	1145.0	718.0	169.0	2186.0	7018.0	1333.0	2001.0	4676.0	2243.0	957.0	952.0	4261.0	952.0	2298.0	2111.0	667.0	3797.0	2320.0	1578.0	4114.0	3858.0	2794.0
RICTOR_E10_STA101482	2804.0	11494.0	10565.0	1344.0	14539.0	8627.0	14210.0	10711.0	9809.0	10641.0	6183.0	3369.0	790.0	12344.0	26553.0	6593.0	7879.0	16565.0	10329.0	5109.0	4193.0	21492.0	5766.0	9445.0	11505.0	3333.0	17593.0	11806.0	7923.0	14043.0	20794.0	12719.0
RICTOR_E9_STA101483	1790.0	3554.0	3983.0	267.0	7749.0	4356.0	4623.0	3010.0	4074.0	3725.0	2126.0	1648.0	823.0	4743.0	11553.0	2504.0	3707.0	7083.0	3786.0	1549.0	1397.0	6799.0	1916.0	3997.0	3886.0	1226.0	5346.0	4247.0	2617.0	7510.0	6097.0	4595.0
RICTOR_E8_STA101484	566.0	1961.0	2079.0	304.0	2149.0	1702.0	3149.0	2042.0	2355.0	1802.0	1234.0	663.0	60.0	3332.0	6605.0	1398.0	1886.0	2768.0	2300.0	950.0	947.0	4980.0	1069.0	1740.0	2973.0	692.0	3465.0	2500.0	1451.0	2176.0	4604.0	1958.0
RICTOR_E7_STA101485	654.0	1563.0	1822.0	425.0	3395.0	1570.0	2130.0	1354.0	1529.0	1478.0	721.0	442.0	277.0	2595.0	5202.0	1025.0	1789.0	2981.0	1849.0	652.0	575.0	2868.0	639.0	1709.0	2018.0	541.0	2615.0	1882.0	1014.0	3175.0	2840.0	2096.0
RICTOR_E6_STA101486	120.0	584.0	640.0	120.0	1033.0	692.0	1025.0	786.0	749.0	592.0	361.0	316.0	97.0	929.0	2232.0	519.0	557.0	1173.0	624.0	313.0	236.0	1610.0	368.0	767.0	505.0	182.0	1260.0	621.0	445.0	1114.0	1366.0	1046.0
RICTOR_E5_STA101739	4646.0	12263.0	12377.0	3382.0	23798.0	11160.0	15459.0	11007.0	13251.0	12770.0	7283.0	3972.0	1707.0	17403.0	33669.0	8110.0	14103.0	22231.0	13073.0	4681.0	4834.0	22774.0	6486.0	13717.0	15401.0	3894.0	21194.0	14680.0	9614.0	22307.0	21368.0	15565.0
RICTOR_E4_STA101488	4893.0	13617.0	12136.0	2193.0	22354.0	13899.0	15554.0	13040.0	12617.0	13164.0	7211.0	5174.0	2044.0	16119.0	37900.0	7995.0	11729.0	21290.0	12566.0	5307.0	5110.0	25502.0	6293.0	10433.0	12112.0	4187.0	21213.0	14385.0	10229.0	22013.0	23275.0	18045.0
RICTOR_E3_STA101489	333.0	1277.0	1505.0	336.0	2409.0	1634.0	2305.0	1654.0	1928.0	1377.0	1017.0	609.0	366.0	2014.0	5007.0	1176.0	1742.0	3250.0	1467.0	692.0	557.0	3362.0	748.0	1608.0	1259.0	358.0	2731.0	1339.0	1152.0	2730.0	3381.0	2101.0
RICTOR_E1_STA101491	415.0	1886.0	842.0	161.0	3931.0	2022.0	2318.0	1776.0	1936.0	2435.0	707.0	183.0	74.0	1178.0	4702.0	1060.0	1285.0	3422.0	1765.0	861.0	1234.0	3980.0	1089.0	2242.0	1179.0	711.0	2919.0	2624.0	1519.0	3149.0	4109.0	2241.0
HIST1H3B_E1_STA100235	1156.0	5684.0	4346.0	1065.0	8296.0	5414.0	10098.0	6284.0	7255.0	4797.0	3040.0	1667.0	406.0	8329.0	13231.0	4464.0	5450.0	6495.0	6095.0	2628.0	2498.0	12356.0	3635.0	6071.0	5379.0	1812.0	10268.0	5229.0	4115.0	9198.0	9818.0	4905.0
HIST1H3B_E1_STA100236	921.0	3354.0	2439.0	430.0	5375.0	3813.0	5517.0	3152.0	3478.0	2994.0	1596.0	978.0	296.0	4259.0	7036.0	2491.0	2626.0	4082.0	3135.0	1618.0	1466.0	6490.0	1774.0	3325.0	2799.0	1014.0	6384.0	2670.0	2448.0	5858.0	5380.0	2729.0
HIST1H3B_E1_STA100237	5180.0	10455.0	6127.0	2105.0	22398.0	14321.0	12383.0	7493.0	8833.0	8982.0	4103.0	2851.0	1711.0	10613.0	19098.0	6234.0	7750.0	11054.0	8127.0	4189.0	3410.0	16582.0	5213.0	9858.0	7985.0	2373.0	14230.0	8692.0	7454.0	21777.0	11955.0	8046.0
HIST1H3B_E1_STA100238	1401.0	4075.0	2655.0	648.0	8362.0	4364.0	4758.0	2734.0	3618.0	3792.0	1688.0	893.0	328.0	4076.0	6602.0	2295.0	2644.0	4447.0	3424.0	1876.0	1173.0	7191.0	2116.0	4002.0	3213.0	992.0	5865.0	3677.0	2813.0	7405.0	4952.0	3140.0
HIST1H3B_E1_STA100239	369.0	1418.0	933.0	154.0	1907.0	1315.0	1969.0	1282.0	1248.0	1301.0	561.0	305.0	39.0	1693.0	2926.0	947.0	1114.0	1133.0	1336.0	593.0	487.0	2650.0	595.0	1219.0	1104.0	476.0	2284.0	1168.0	1172.0	1771.0	2361.0	943.0
ROS1_E41_STA100240	5724.0	20998.0	15528.0	3826.0	31248.0	18897.0	24800.0	16517.0	17343.0	15342.0	10472.0	5782.0	3349.0	14842.0	37277.0	11852.0	16788.0	20326.0	18580.0	7880.0	4185.0	31974.0	9917.0	17128.0	9168.0	5907.0	30154.0	11409.0	12689.0	34661.0	46957.0	16633.0
ROS1_E41_STA100241	1280.0	7417.0	5729.0	846.0	11872.0	4320.0	8400.0	5496.0	7669.0	5203.0	3513.0	1589.0	878.0	4956.0	13369.0	4514.0	6147.0	9595.0	7063.0	2971.0	1297.0	10583.0	3302.0	6855.0	2958.0	1918.0	10746.0	3921.0	4439.0	12742.0	15978.0	5552.0
ROS1_E41_STA100242	6984.0	24689.0	18317.0	5247.0	44875.0	19874.0	26569.0	17590.0	20517.0	19113.0	11576.0	5958.0	4045.0	17064.0	39953.0	13585.0	21015.0	25506.0	21498.0	9265.0	4531.0	32683.0	11047.0	20971.0	11853.0	6565.0	32368.0	14001.0	14591.0	48724.0	49237.0	20198.0
ROS1_E38_STA100243	696.0	3367.0	2658.0	561.0	4489.0	2869.0	4330.0	3051.0	3213.0	2731.0	1653.0	851.0	290.0	2471.0	5579.0	2625.0	3266.0	3788.0	2737.0	1397.0	701.0	5056.0	1655.0	2714.0	1661.0	981.0	4802.0	1657.0	1762.0	5604.0	7954.0	2576.0
ROS1_E38_STA100244	1342.0	7522.0	5037.0	1038.0	11167.0	5636.0	7972.0	5642.0	6338.0	5747.0	3222.0	1715.0	1258.0	4719.0	13026.0	4398.0	5538.0	7864.0	5721.0	3246.0	1375.0	9803.0	3411.0	6385.0	3490.0	1862.0	10642.0	3078.0	3694.0	11857.0	14520.0	5829.0
RAC1_E2_STA100245	1267.0	161.0	84.0	1240.0	8313.0	2624.0	11571.0	3474.0	9815.0	5449.0	60.0	937.0	725.0	4079.0	244.0	2625.0	2690.0	217.0	5684.0	2231.0	16.0	6205.0	12.0	7042.0	1945.0	2212.0	124.0	1472.0	6861.0	11819.0	196.0	4327.0
EGFR_E2_STA101493	728.0	7596.0	4037.0	449.0	6006.0	1633.0	6332.0	3347.0	4711.0	2258.0	1789.0	643.0	330.0	4296.0	9321.0	3242.0	3151.0	9991.0	3912.0	1481.0	2445.0	5456.0	1696.0	4072.0	2230.0	1177.0	4270.0	5134.0	3213.0	5035.0	4434.0	4053.0
EGFR_E3_STA101494	2380.0	21548.0	9401.0	1119.0	17183.0	7728.0	20279.0	12370.0	15075.0	9232.0	5369.0	2176.0	1220.0	9468.0	29030.0	10411.0	9942.0	22102.0	10446.0	5047.0	9346.0	19122.0	6284.0	9424.0	5658.0	2892.0	17042.0	15094.0	9514.0	13779.0	14703.0	14647.0
EGFR_E4_STA101495	350.0	4912.0	2447.0	221.0	5697.0	3271.0	6988.0	3502.0	4306.0	2125.0	787.0	388.0	165.0	2572.0	10555.0	2555.0	1665.0	6092.0	3506.0	1253.0	2610.0	6795.0	1911.0	2130.0	969.0	1087.0	6611.0	4627.0	2812.0	4812.0	5034.0	4692.0
EGFR_E5_STA101496	3521.0	20650.0	9274.0	1419.0	31195.0	8702.0	16585.0	8346.0	10936.0	8573.0	2777.0	1805.0	1687.0	6476.0	25493.0	8755.0	8968.0	21893.0	8118.0	4598.0	8670.0	17426.0	5698.0	9593.0	4813.0	2731.0	14219.0	13935.0	10089.0	17578.0	10249.0	12210.0
EGFR_E6_STA101497	1366.0	15075.0	6076.0	647.0	19290.0	6005.0	14515.0	7028.0	11190.0	6568.0	1722.0	522.0	354.0	5785.0	24603.0	6185.0	6026.0	21676.0	8479.0	2715.0	7369.0	14312.0	4199.0	8425.0	3526.0	2225.0	11827.0	14446.0	7553.0	12664.0	9555.0	9950.0
