	C21D01093	D21D01026T	D21D01032T	D21D01039T	D21D01059T	D21D01061T	D21D01081	D21D01082	D21D01087T	D21D01090	D21D01094T	D21D01102T	E21D01053T	M21D01116	N19D01411	N21D01072	N21D01084	N21D01085	N21D01113	O21D01018T	P21D01091M	P21D01092M	P21D01098	P21D01099	P21D01104	T21D01047	U21D01089	U21D01103	X21D01017	X21D01086	X21D01095
JAK1_E22_STA100329	3521.0	5184.0	7491.0	9052.0	7614.0	2810.0	5850.0	5016.0	16971.0	2534.0	13763.0	4571.0	11847.0	10388.0	3499.0	701.0	5296.0	3414.0	6565.0	1744.0	8108.0	2422.0	8528.0	11952.0	8938.0	955.0	5021.0	3338.0	4799.0	28781.0	9334.0
JAK1_E22_STA100330	1142.0	2160.0	3396.0	3517.0	2724.0	1228.0	2390.0	1553.0	5059.0	880.0	3736.0	1185.0	4069.0	3548.0	1211.0	202.0	2092.0	1705.0	2129.0	576.0	3049.0	863.0	2784.0	4651.0	2669.0	330.0	1474.0	925.0	1621.0	7522.0	2462.0
JAK1_E21_STA100331	988.0	1110.0	1746.0	2176.0	1291.0	660.0	1502.0	1111.0	3200.0	490.0	2774.0	714.0	2044.0	2068.0	687.0	166.0	1038.0	807.0	1101.0	350.0	1505.0	437.0	1821.0	1946.0	1828.0	348.0	1297.0	696.0	865.0	7587.0	1925.0
JAK1_E21_STA100332	2905.0	5781.0	8186.0	9394.0	7092.0	2362.0	5358.0	4130.0	12858.0	1962.0	9738.0	2646.0	10078.0	9741.0	2879.0	710.0	4915.0	3795.0	4287.0	1631.0	7001.0	2294.0	6429.0	8528.0	7002.0	860.0	4225.0	2981.0	4316.0	35874.0	6885.0
JAK1_E21_STA100333	3341.0	4700.0	6994.0	8405.0	6999.0	2244.0	6512.0	4687.0	13062.0	1812.0	11062.0	3356.0	9181.0	11018.0	3829.0	681.0	5462.0	3827.0	5214.0	1941.0	6384.0	2090.0	6256.0	8158.0	9180.0	1430.0	4703.0	3206.0	3898.0	34382.0	8807.0
JAK1_E20_STA100334	1686.0	1695.0	2800.0	3823.0	3401.0	629.0	2346.0	1921.0	7008.0	730.0	4892.0	1579.0	4814.0	4374.0	2210.0	284.0	2134.0	1362.0	2389.0	678.0	3387.0	1018.0	2498.0	3899.0	3813.0	430.0	2020.0	1430.0	2305.0	18505.0	4536.0
JAK1_E20_STA100335	6756.0	6620.0	12344.0	13837.0	10788.0	2086.0	8943.0	6797.0	24593.0	3233.0	18963.0	4314.0	14943.0	16591.0	6717.0	789.0	8539.0	6277.0	7944.0	2341.0	12414.0	3542.0	8618.0	13833.0	14098.0	1562.0	7865.0	5609.0	7700.0	61259.0	15550.0
JAK1_E20_STA100336	5609.0	5932.0	9893.0	12575.0	9745.0	1743.0	8498.0	6952.0	26482.0	2793.0	20042.0	4665.0	15067.0	15557.0	7241.0	760.0	6549.0	5099.0	8460.0	2442.0	12052.0	3536.0	7784.0	11921.0	12888.0	1367.0	7207.0	5431.0	7280.0	60352.0	15489.0
JAK1_E20_STA100337	4314.0	4431.0	8128.0	9431.0	7678.0	1358.0	6924.0	4910.0	19845.0	2206.0	15863.0	3936.0	11046.0	12307.0	5733.0	621.0	4915.0	3844.0	6423.0	1873.0	9688.0	2895.0	6096.0	9663.0	10160.0	967.0	5760.0	4408.0	5680.0	46948.0	12045.0
JAK1_E19_STA100338	2950.0	2913.0	4986.0	6694.0	5948.0	773.0	5052.0	3084.0	11825.0	1342.0	8362.0	2340.0	6453.0	7950.0	3365.0	208.0	3735.0	2561.0	3346.0	1119.0	5823.0	1665.0	3615.0	6192.0	6623.0	985.0	3494.0	2839.0	3777.0	28851.0	7506.0
JAK1_E19_STA100339	2282.0	2953.0	5189.0	6549.0	6430.0	941.0	3791.0	2876.0	9950.0	1198.0	7055.0	2026.0	7146.0	6644.0	3527.0	468.0	3690.0	2369.0	3489.0	1530.0	5744.0	1531.0	3495.0	7317.0	5079.0	582.0	2984.0	1980.0	3673.0	32087.0	5012.0
JAK1_E19_STA101785	3606.0	5758.0	8900.0	9015.0	10326.0	2136.0	6698.0	4726.0	15664.0	2358.0	11626.0	4015.0	11372.0	12033.0	5702.0	863.0	6764.0	4656.0	5807.0	2233.0	8371.0	2712.0	6680.0	10627.0	8981.0	1208.0	5135.0	3327.0	5714.0	52720.0	8840.0
JAK1_E18_STA100341	6521.0	6339.0	10570.0	11521.0	9233.0	1769.0	8204.0	6649.0	25803.0	3257.0	21308.0	3668.0	13825.0	15155.0	6824.0	712.0	7511.0	4396.0	8187.0	1979.0	11657.0	3727.0	9543.0	14383.0	13635.0	1322.0	7688.0	4807.0	6668.0	57642.0	14337.0
JAK1_E18_STA100342	871.0	797.0	1619.0	2711.0	1324.0	332.0	1153.0	1163.0	3833.0	495.0	2698.0	588.0	2636.0	2212.0	970.0	134.0	1092.0	622.0	1204.0	230.0	1601.0	454.0	1300.0	1501.0	1709.0	200.0	971.0	666.0	1236.0	6998.0	1852.0
JAK1_E17_STA100343	2923.0	3310.0	4652.0	5929.0	5577.0	878.0	5269.0	3479.0	11217.0	1650.0	8529.0	2930.0	6793.0	9442.0	4107.0	516.0	4022.0	3008.0	4088.0	1547.0	4346.0	1468.0	3716.0	4990.0	7441.0	1180.0	3591.0	3345.0	3775.0	28803.0	6955.0
JAK1_E17_STA100344	2639.0	3891.0	5828.0	6501.0	8216.0	1182.0	5278.0	3204.0	10825.0	1212.0	7076.0	3232.0	8597.0	9766.0	4633.0	576.0	4512.0	3348.0	3752.0	2034.0	5610.0	1666.0	4295.0	7373.0	6287.0	784.0	4113.0	2767.0	4268.0	39160.0	5792.0
JAK1_E17_STA100345	2156.0	2614.0	4393.0	5634.0	3966.0	680.0	3856.0	2902.0	10446.0	1022.0	7058.0	1544.0	6145.0	6145.0	2832.0	380.0	3020.0	2379.0	2555.0	725.0	4579.0	1519.0	2960.0	5155.0	4996.0	653.0	3056.0	2176.0	3096.0	26470.0	5894.0
JAK1_E16_STA100346	3818.0	3996.0	6445.0	7977.0	7680.0	763.0	5997.0	4256.0	9004.0	2216.0	12118.0	2485.0	10459.0	10975.0	4509.0	469.0	4201.0	3504.0	4758.0	1459.0	7844.0	2611.0	5217.0	7704.0	9299.0	1051.0	5336.0	3677.0	5544.0	43859.0	10153.0
JAK1_E16_STA100347	1459.0	1244.0	2228.0	3408.0	2010.0	284.0	2041.0	2104.0	7551.0	535.0	4772.0	929.0	3636.0	3896.0	1348.0	272.0	1577.0	1053.0	1928.0	520.0	2195.0	739.0	1773.0	1725.0	3472.0	450.0	1777.0	1533.0	1779.0	13325.0	3639.0
JAK1_E15_STA100348	3726.0	4256.0	8398.0	8319.0	7895.0	1166.0	6959.0	4917.0	19162.0	1929.0	14009.0	3271.0	10003.0	12868.0	5657.0	432.0	5339.0	4225.0	4909.0	1671.0	7982.0	2554.0	4785.0	7855.0	10288.0	1376.0	5295.0	4369.0	5876.0	44630.0	10438.0
JAK1_E15_STA100349	1980.0	2456.0	4020.0	4053.0	4713.0	665.0	3246.0	2052.0	7976.0	927.0	6322.0	1593.0	5492.0	6003.0	2610.0	434.0	3273.0	1792.0	2485.0	690.0	4898.0	1446.0	2842.0	4872.0	4834.0	473.0	3040.0	2126.0	2811.0	25859.0	5034.0
JAK1_E14_STA100350	1765.0	2884.0	3878.0	5256.0	5056.0	514.0	2897.0	2193.0	8997.0	1099.0	5136.0	1492.0	6686.0	6904.0	2471.0	358.0	3092.0	2279.0	2731.0	1028.0	5316.0	1181.0	2619.0	4409.0	4340.0	472.0	1868.0	1985.0	3659.0	27060.0	5007.0
JAK1_E14_STA100351	508.0	584.0	892.0	1440.0	1164.0	104.0	1004.0	580.0	2971.0	324.0	1894.0	448.0	1687.0	1792.0	614.0	88.0	739.0	702.0	960.0	270.0	1171.0	408.0	688.0	1010.0	1604.0	252.0	694.0	558.0	1002.0	7108.0	1527.0
JAK1_E13_STA100352	2033.0	1903.0	3322.0	3631.0	3429.0	490.0	2471.0	1970.0	8280.0	820.0	6131.0	1322.0	4824.0	5088.0	1985.0	183.0	2249.0	1489.0	2003.0	547.0	3709.0	1292.0	2858.0	3163.0	4467.0	505.0	2534.0	1420.0	2710.0	20931.0	4482.0
JAK1_E13_STA100353	614.0	680.0	826.0	1534.0	832.0	169.0	873.0	885.0	2979.0	322.0	2107.0	480.0	1577.0	1805.0	672.0	78.0	725.0	480.0	670.0	164.0	1051.0	368.0	662.0	870.0	1462.0	180.0	776.0	564.0	854.0	5122.0	1592.0
JAK1_E12_STA100354	1775.0	1938.0	3331.0	3925.0	3880.0	390.0	3088.0	2406.0	8375.0	956.0	5906.0	1997.0	5198.0	5880.0	2646.0	256.0	2448.0	1950.0	2569.0	1202.0	3622.0	1223.0	2698.0	3767.0	4602.0	559.0	2449.0	2107.0	2793.0	22569.0	4838.0
JAK1_E12_STA100355	8992.0	9217.0	12930.0	16790.0	15701.0	1262.0	12695.0	7454.0	37186.0	4524.0	29807.0	7415.0	20797.0	26635.0	9949.0	868.0	10066.0	5793.0	11181.0	3281.0	17666.0	6133.0	10667.0	19781.0	21108.0	1923.0	11555.0	9478.0	11998.0	96858.0	24101.0
JAK1_E11_STA100356	4736.0	5593.0	8546.0	10362.0	9352.0	1275.0	7870.0	4913.0	17245.0	2182.0	13792.0	4313.0	11329.0	12254.0	6235.0	633.0	6956.0	4297.0	5871.0	2092.0	7930.0	2618.0	7122.0	10376.0	9333.0	1517.0	6294.0	5024.0	5568.0	48949.0	10423.0
JAK1_E11_STA100357	1890.0	2269.0	3632.0	4268.0	4364.0	608.0	3462.0	2161.0	8200.0	1041.0	6665.0	2212.0	5244.0	6071.0	2830.0	382.0	3427.0	1600.0	2737.0	1036.0	3914.0	1344.0	3335.0	5315.0	4787.0	888.0	3011.0	2238.0	2531.0	23225.0	4893.0
JAK1_E11_STA100358	2201.0	2812.0	4096.0	5381.0	3603.0	725.0	3489.0	3392.0	10383.0	1249.0	7530.0	1992.0	6116.0	6452.0	2417.0	414.0	3300.0	1841.0	3549.0	973.0	4221.0	1332.0	3852.0	5332.0	5393.0	596.0	3351.0	2011.0	2757.0	22475.0	5856.0
JAK1_E10_STA100359	1014.0	896.0	1818.0	2807.0	1615.0	282.0	1737.0	1565.0	4578.0	551.0	3150.0	968.0	2433.0	3301.0	984.0	160.0	1540.0	848.0	1295.0	361.0	1922.0	605.0	1410.0	1533.0	2345.0	349.0	1118.0	992.0	1380.0	8392.0	2554.0
JAK1_E10_STA100360	4395.0	6922.0	8670.0	11297.0	10803.0	1724.0	7054.0	4860.0	16842.0	2993.0	11587.0	3744.0	14124.0	12839.0	5880.0	715.0	6517.0	4567.0	5873.0	2368.0	10540.0	3238.0	6170.0	11468.0	9847.0	929.0	5076.0	3415.0	6266.0	57719.0	9395.0
JAK1_E9_STA100361	1924.0	1603.0	2683.0	3653.0	2703.0	525.0	2479.0	1722.0	7330.0	906.0	5128.0	1347.0	4877.0	4071.0	1846.0	287.0	1907.0	1464.0	2379.0	797.0	3447.0	1072.0	2480.0	3207.0	3631.0	426.0	2271.0	1540.0	2337.0	18276.0	4170.0
JAK1_E9_STA100362	2932.0	2779.0	4592.0	6455.0	5064.0	904.0	3966.0	2956.0	11600.0	1627.0	7923.0	2447.0	7969.0	6817.0	3180.0	490.0	3202.0	2421.0	3834.0	1339.0	6234.0	1692.0	4204.0	5644.0	5784.0	694.0	3261.0	2453.0	3978.0	31623.0	6368.0
JAK1_E9_STA100363	3786.0	4615.0	7608.0	8775.0	8236.0	1616.0	7966.0	4739.0	15707.0	1666.0	11549.0	3747.0	9526.0	12599.0	5819.0	668.0	4845.0	4199.0	5321.0	2191.0	7692.0	2404.0	5883.0	9445.0	9214.0	1456.0	5253.0	3243.0	5495.0	44464.0	9385.0
JAK1_E8_STA100364	2565.0	2764.0	4100.0	5453.0	4720.0	1420.0	4345.0	3076.0	9252.0	1164.0	6762.0	2240.0	5575.0	6817.0	2047.0	471.0	3288.0	2184.0	2780.0	1148.0	4137.0	1395.0	4483.0	5856.0	5905.0	798.0	3250.0	1913.0	2335.0	17897.0	5146.0
JAK1_E8_STA100365	5317.0	6024.0	8574.0	10225.0	8070.0	2235.0	7009.0	6382.0	20128.0	2644.0	17020.0	3518.0	13408.0	12297.0	3814.0	825.0	5658.0	3680.0	5018.0	2008.0	10384.0	2770.0	10268.0	14050.0	11892.0	1230.0	6737.0	3472.0	5165.0	39849.0	12666.0
JAK1_E8_STA100366	4435.0	5034.0	7969.0	9569.0	6950.0	1961.0	6869.0	5819.0	15568.0	2389.0	14693.0	3027.0	10500.0	9787.0	3514.0	606.0	5281.0	3029.0	3590.0	1683.0	7602.0	2462.0	8771.0	10215.0	9523.0	1013.0	5182.0	2836.0	4310.0	31554.0	9161.0
JAK1_E8_STA100367	965.0	980.0	1776.0	2346.0	1072.0	378.0	1190.0	1287.0	3544.0	372.0	2964.0	472.0	2082.0	1809.0	628.0	142.0	1144.0	518.0	672.0	388.0	1505.0	300.0	1382.0	1694.0	1801.0	168.0	1028.0	439.0	782.0	5665.0	1620.0
JAK1_E7_STA100368	4281.0	5444.0	6700.0	7987.0	6970.0	2661.0	6659.0	4646.0	14714.0	2552.0	12879.0	5058.0	8912.0	13438.0	3618.0	605.0	4992.0	3729.0	7144.0	1984.0	7207.0	2759.0	8350.0	12520.0	9864.0	1413.0	5135.0	3158.0	4087.0	31045.0	10280.0
JAK1_E7_STA100369	878.0	1696.0	2454.0	3054.0	2231.0	932.0	1570.0	1535.0	3776.0	699.0	3409.0	980.0	2904.0	2668.0	829.0	198.0	1424.0	1089.0	1882.0	384.0	2383.0	676.0	2635.0	3554.0	2125.0	338.0	1030.0	643.0	1209.0	10115.0	2140.0
JAK1_E7_STA100370	1068.0	1645.0	2347.0	2909.0	2669.0	1054.0	2150.0	1534.0	4277.0	649.0	3735.0	1186.0	2954.0	3183.0	1154.0	230.0	1625.0	990.0	1716.0	832.0	2043.0	614.0	2133.0	3378.0	2580.0	412.0	1480.0	966.0	1330.0	9686.0	2347.0
JAK1_E7_STA100371	4129.0	4343.0	7722.0	9356.0	6429.0	2144.0	5979.0	4933.0	14265.0	2202.0	13856.0	3635.0	9977.0	9872.0	2896.0	552.0	4722.0	3128.0	4474.0	1314.0	6895.0	2328.0	8653.0	12664.0	9216.0	1210.0	5155.0	3358.0	4253.0	29141.0	8471.0
JAK1_E7_STA100372	1018.0	1439.0	2049.0	3432.0	1470.0	764.0	1122.0	1342.0	3970.0	733.0	2736.0	766.0	2732.0	2744.0	602.0	221.0	927.0	804.0	1334.0	372.0	2302.0	506.0	2094.0	3219.0	2051.0	224.0	926.0	786.0	1315.0	8498.0	1946.0
JAK1_E6_STA100373	905.0	889.0	1316.0	1757.0	904.0	335.0	695.0	913.0	3655.0	518.0	2802.0	500.0	2422.0	853.0	912.0	144.0	883.0	689.0	1320.0	344.0	1988.0	396.0	1736.0	1546.0	2244.0	166.0	1166.0	602.0	997.0	7036.0	2441.0
JAK1_E6_STA100374	2441.0	2798.0	4770.0	5657.0	4144.0	812.0	3752.0	3185.0	9494.0	1462.0	8298.0	1822.0	6122.0	5844.0	3046.0	377.0	3450.0	1936.0	3143.0	962.0	4921.0	1369.0	4483.0	6338.0	5898.0	523.0	3375.0	1837.0	2631.0	22721.0	6369.0
JAK1_E6_STA100375	4312.0	5396.0	7943.0	9441.0	3824.0	1728.0	3911.0	5499.0	14380.0	2533.0	11898.0	1990.0	10529.0	867.0	4872.0	678.0	6636.0	3888.0	5425.0	1888.0	7616.0	1724.0	7277.0	5632.0	9253.0	1249.0	5348.0	3616.0	4737.0	38384.0	10575.0
JAK1_E5_STA100376	2084.0	2376.0	3212.0	4593.0	3718.0	615.0	2672.0	2574.0	8407.0	1238.0	7024.0	1451.0	5822.0	5468.0	2468.0	272.0	2725.0	1776.0	2462.0	904.0	4447.0	1287.0	3597.0	4857.0	4723.0	566.0	2836.0	1695.0	2922.0	21914.0	5502.0
JAK1_E5_STA100377	7627.0	9668.0	13945.0	16372.0	14550.0	2469.0	11361.0	8599.0	27653.0	4206.0	21925.0	5053.0	10786.0	20274.0	8890.0	1310.0	11433.0	6638.0	8297.0	3246.0	13896.0	4672.0	11678.0	18234.0	14945.0	2152.0	9987.0	5959.0	9857.0	73812.0	18480.0
JAK1_E5_STA100378	1347.0	1497.0	2493.0	3449.0	2229.0	432.0	1359.0	1673.0	5639.0	871.0	4278.0	862.0	3781.0	3654.0	1156.0	200.0	1698.0	975.0	1846.0	523.0	3525.0	995.0	2571.0	3107.0	2505.0	236.0	1435.0	896.0	1789.0	13971.0	2934.0
JAK1_E5_STA101781	3511.0	3694.0	5897.0	6636.0	5882.0	788.0	4690.0	3315.0	12445.0	1496.0	10104.0	2918.0	7378.0	8979.0	3394.0	434.0	4008.0	2309.0	3213.0	1144.0	5701.0	1828.0	5635.0	7842.0	7352.0	740.0	4199.0	3273.0	3708.0	29093.0	7888.0
JAK1_E4_STA100380	4171.0	4491.0	6397.0	7539.0	7456.0	1730.0	5155.0	4453.0	14578.0	2148.0	13167.0	3915.0	10054.0	10492.0	5023.0	588.0	5970.0	2615.0	6847.0	1308.0	7504.0	2451.0	7296.0	10646.0	8699.0	1048.0	4422.0	3665.0	4589.0	39726.0	9530.0
JAK1_E4_STA100381	5120.0	6079.0	10346.0	11697.0	7738.0	1911.0	6662.0	5696.0	16985.0	2456.0	12937.0	3403.0	11167.0	10986.0	5420.0	666.0	7518.0	3290.0	6823.0	1524.0	8486.0	2721.0	8986.0	12527.0	9956.0	1212.0	5796.0	3851.0	5364.0	41876.0	9953.0
JAK1_E4_STA100382	288.0	456.0	490.0	972.0	444.0	230.0	430.0	520.0	1697.0	150.0	1231.0	162.0	986.0	910.0	346.0	84.0	376.0	324.0	511.0	110.0	459.0	154.0	626.0	749.0	830.0	112.0	502.0	223.0	322.0	2089.0	679.0
JAK1_E3_STA100383	1416.0	2424.0	3036.0	3671.0	3777.0	585.0	2397.0	1952.0	5432.0	1009.0	4118.0	1661.0	4482.0	4676.0	1940.0	234.0	2558.0	1560.0	2151.0	819.0	3421.0	934.0	2312.0	4297.0	3459.0	389.0	1727.0	1322.0	2208.0	17305.0	3292.0
JAK1_E3_STA100384	4726.0	4440.0	6857.0	9818.0	6362.0	897.0	6050.0	5013.0	18300.0	2509.0	15317.0	3342.0	10561.0	10890.0	5560.0	498.0	5959.0	2909.0	5402.0	1246.0	8135.0	2821.0	7374.0	8973.0	10236.0	888.0	4939.0	3937.0	4728.0	37303.0	10366.0
JAK1_E3_STA100385	6802.0	8090.0	12681.0	13897.0	11173.0	2851.0	11429.0	8151.0	24608.0	3696.0	19657.0	4764.0	15970.0	18719.0	5909.0	1107.0	9415.0	6210.0	7363.0	2668.0	11172.0	3586.0	10306.0	15655.0	14159.0	2646.0	7953.0	5189.0	6732.0	57697.0	15286.0
JAK1_E2_STA100386	3020.0	5217.0	7499.0	8502.0	7170.0	2469.0	5733.0	3870.0	11217.0	1750.0	9776.0	3108.0	9547.0	8715.0	3007.0	690.0	4658.0	3070.0	4336.0	1861.0	6704.0	1838.0	6587.0	10360.0	6669.0	1114.0	3937.0	2587.0	4085.0	32059.0	6426.0
NRAS_E4_STA100001	1830.0	1403.0	3096.0	4582.0	3369.0	814.0	3156.0	2925.0	7574.0	897.0	5461.0	1516.0	4278.0	3626.0	1974.0	288.0	1837.0	1418.0	2589.0	828.0	2621.0	985.0	2650.0	4143.0	2984.0	454.0	2208.0	1281.0	2017.0	14082.0	3984.0
NRAS_E4_STA100002	3564.0	2150.0	5985.0	6283.0	5444.0	1040.0	5526.0	4993.0	13184.0	1353.0	10212.0	1957.0	8660.0	5842.0	3533.0	600.0	3555.0	2792.0	4686.0	1551.0	5878.0	2132.0	5159.0	8451.0	5902.0	855.0	4000.0	2372.0	3643.0	26202.0	8345.0
NRAS_E3_STA100003	6245.0	6695.0	9585.0	10437.0	6935.0	3546.0	7441.0	8733.0	21484.0	3640.0	19605.0	4465.0	14935.0	13928.0	3560.0	979.0	5958.0	4298.0	6651.0	1605.0	11319.0	3004.0	10415.0	14601.0	13446.0	1315.0	5974.0	4403.0	5792.0	42006.0	14425.0
NRAS_E3_STA100004	1947.0	3515.0	4472.0	5125.0	4335.0	2014.0	3079.0	3352.0	7841.0	1300.0	7000.0	1565.0	6857.0	4712.0	1563.0	429.0	2834.0	2302.0	2796.0	732.0	5182.0	1388.0	4133.0	7546.0	3961.0	630.0	2395.0	1338.0	2269.0	20978.0	4133.0
NRAS_E3_STA101617	105.0	91.0	296.0	191.0	115.0	41.0	169.0	168.0	556.0	53.0	253.0	72.0	235.0	164.0	76.0	11.0	125.0	135.0	210.0	58.0	199.0	54.0	299.0	598.0	214.0	51.0	125.0	32.0	123.0	987.0	135.0
NRAS_E2_STA100006	1567.0	1734.0	2343.0	3498.0	2725.0	1104.0	2369.0	2971.0	5968.0	921.0	5191.0	1218.0	3992.0	3446.0	1675.0	272.0	1934.0	1379.0	2270.0	589.0	2467.0	811.0	2841.0	3292.0	3166.0	484.0	2002.0	1051.0	1727.0	11803.0	3796.0
NRAS_E2_STA100007	4016.0	6751.0	8436.0	9827.0	9165.0	3410.0	5828.0	6106.0	14465.0	2837.0	10749.0	3405.0	11181.0	9679.0	5392.0	872.0	6135.0	4437.0	6636.0	1646.0	7871.0	2595.0	8042.0	13362.0	8251.0	822.0	3717.0	2610.0	5425.0	40903.0	9083.0
NRAS_E2_STA100008	3249.0	4858.0	6281.0	7346.0	6196.0	2089.0	5797.0	5610.0	10193.0	1703.0	10421.0	2664.0	8157.0	8154.0	3574.0	686.0	4932.0	4066.0	4151.0	1828.0	5742.0	1899.0	6574.0	7836.0	7023.0	926.0	4311.0	2608.0	3611.0	27562.0	8181.0
DDR2_E4_STA100387	8004.0	7743.0	11315.0	11318.0	9559.0	3652.0	8543.0	8073.0	16208.0	2632.0	15680.0	4856.0	23572.0	15350.0	5601.0	1110.0	7925.0	4904.0	6880.0	1821.0	11067.0	3221.0	12655.0	15773.0	11581.0	2058.0	6356.0	4382.0	5630.0	42874.0	14423.0
DDR2_E5_STA100388	3537.0	2946.0	4263.0	5396.0	4560.0	1362.0	4394.0	4183.0	8019.0	1112.0	6501.0	2161.0	10711.0	7846.0	2995.0	482.0	3317.0	2069.0	2848.0	1034.0	4933.0	1534.0	4953.0	6174.0	6241.0	776.0	2943.0	2352.0	2964.0	19969.0	7221.0
DDR2_E5_STA100389	3525.0	2581.0	4543.0	5323.0	3571.0	1025.0	2651.0	4333.0	10544.0	1295.0	8106.0	1782.0	11980.0	7030.0	3465.0	432.0	3258.0	1778.0	3750.0	644.0	6439.0	1568.0	5589.0	5700.0	6095.0	483.0	3373.0	1641.0	2906.0	24946.0	8226.0
DDR2_E5_STA100390	1004.0	618.0	1370.0	1953.0	996.0	242.0	950.0	1299.0	3379.0	318.0	2758.0	577.0	3390.0	2030.0	1196.0	186.0	934.0	562.0	942.0	220.0	1730.0	356.0	1483.0	1454.0	1618.0	204.0	872.0	542.0	750.0	6727.0	2170.0
DDR2_E6_STA100391	1798.0	1960.0	2801.0	3421.0	2697.0	544.0	1968.0	1823.0	5322.0	883.0	3962.0	1212.0	7984.0	4189.0	2399.0	332.0	2193.0	1289.0	2108.0	659.0	4184.0	929.0	2947.0	3907.0	2785.0	366.0	1582.0	918.0	2153.0	17095.0	4082.0
DDR2_E6_STA100392	1481.0	1076.0	1647.0	1813.0	1488.0	184.0	1004.0	1346.0	3939.0	535.0	3527.0	676.0	3974.0	2840.0	1244.0	98.0	1288.0	644.0	1214.0	244.0	3029.0	720.0	1821.0	2484.0	2513.0	174.0	1438.0	854.0	1039.0	10393.0	3923.0
DDR2_E6_STA100393	14169.0	9137.0	16864.0	18986.0	13340.0	2404.0	10826.0	15133.0	33643.0	4103.0	27988.0	5929.0	41597.0	24276.0	9917.0	1002.0	12249.0	5400.0	9073.0	2750.0	21221.0	5667.0	15629.0	18419.0	20724.0	1569.0	10547.0	7970.0	10690.0	78503.0	26448.0
DDR2_E6_STA100394	4664.0	4495.0	5953.0	6998.0	6077.0	1394.0	5100.0	4711.0	13962.0	1463.0	11257.0	2926.0	15176.0	11672.0	5444.0	596.0	5068.0	3496.0	3970.0	1217.0	8397.0	2125.0	6940.0	8673.0	8373.0	1017.0	4860.0	2785.0	3871.0	34886.0	10668.0
DDR2_E7_STA100395	2395.0	1770.0	3050.0	4403.0	2741.0	702.0	2406.0	2961.0	7705.0	721.0	5821.0	1266.0	7163.0	4724.0	2308.0	236.0	2164.0	1544.0	2215.0	453.0	4240.0	1083.0	3784.0	4127.0	4379.0	475.0	2269.0	1387.0	1976.0	15319.0	4943.0
DDR2_E7_STA100396	6751.0	5179.0	8102.0	9699.0	6035.0	1782.0	5553.0	7257.0	21415.0	2822.0	17314.0	3717.0	23562.0	14185.0	5813.0	517.0	6097.0	2841.0	7776.0	1422.0	13524.0	3301.0	11330.0	13344.0	12452.0	917.0	6057.0	3233.0	5558.0	44500.0	17409.0
DDR2_E7_STA100397	533.0	693.0	886.0	1460.0	901.0	346.0	648.0	878.0	1960.0	361.0	1419.0	426.0	2680.0	1453.0	720.0	96.0	620.0	443.0	866.0	162.0	1421.0	378.0	1182.0	1354.0	1193.0	94.0	568.0	296.0	688.0	5293.0	1242.0
DDR2_E8_STA100398	599.0	380.0	651.0	1353.0	521.0	158.0	657.0	907.0	2412.0	238.0	1720.0	314.0	2030.0	986.0	496.0	38.0	538.0	252.0	605.0	100.0	974.0	264.0	907.0	973.0	990.0	150.0	592.0	288.0	612.0	4055.0	1332.0
DDR2_E8_STA100399	3702.0	4482.0	7178.0	7768.0	5969.0	1799.0	3857.0	4962.0	10211.0	1543.0	9248.0	2244.0	15830.0	8148.0	4015.0	690.0	4817.0	2470.0	3833.0	1312.0	8085.0	1776.0	6735.0	9927.0	6251.0	715.0	3182.0	2023.0	3612.0	32049.0	7253.0
DDR2_E9_STA100400	4833.0	4572.0	6156.0	8005.0	6293.0	1708.0	5056.0	5486.0	14149.0	1913.0	12314.0	3835.0	17819.0	11440.0	5909.0	552.0	5647.0	2729.0	6438.0	1412.0	8354.0	2202.0	8219.0	10298.0	8444.0	882.0	4498.0	3640.0	4821.0	35756.0	11134.0
DDR2_E9_STA100401	4760.0	4713.0	6441.0	8140.0	6750.0	1689.0	5454.0	5733.0	14729.0	2082.0	11882.0	4011.0	17946.0	12598.0	6034.0	627.0	5697.0	2703.0	6524.0	1554.0	9225.0	2247.0	8949.0	10799.0	8973.0	1017.0	4659.0	3662.0	5012.0	39884.0	11477.0
DDR2_E9_STA100402	4703.0	5629.0	7960.0	9679.0	9110.0	2387.0	6890.0	5788.0	13638.0	2299.0	10513.0	3848.0	22418.0	11741.0	7632.0	718.0	7281.0	3749.0	6808.0	1996.0	10000.0	2086.0	8732.0	13964.0	8103.0	1058.0	4002.0	3300.0	6569.0	53901.0	10187.0
DDR2_E9_STA100403	2269.0	2791.0	3461.0	4019.0	3581.0	1190.0	3320.0	2523.0	6026.0	960.0	5349.0	1755.0	8374.0	5955.0	2330.0	350.0	2979.0	1528.0	2601.0	764.0	3709.0	997.0	3970.0	5344.0	3749.0	669.0	2151.0	1586.0	2132.0	16278.0	4827.0
DDR2_E10_STA100404	1388.0	1206.0	1905.0	2658.0	1629.0	459.0	1471.0	1898.0	4702.0	408.0	3701.0	954.0	4933.0	3234.0	1654.0	212.0	1544.0	886.0	1732.0	390.0	2326.0	572.0	2176.0	2474.0	2595.0	351.0	1184.0	724.0	1183.0	9750.0	3099.0
