	D20D02433	D20D02436T	D20D02444	D20D02445T	G20D02417	G20D02460	K20D02437	M20D02448	M20D02474	N20D02449	N20D02451	N20D02452	P20D02439	P20D02450	P20D02453	P20D02454	P20D02455	P20D02456	P20D02459	P20D02464	P20D02465	P20D02469	P20D02471	S20D02363	S20D02435	S20D02473	T20D02402	U20D02442	U20D02443	X20D02423	X20D02457
DDR2_E7_STA100395	6504.0	3099.0	3642.0	3739.0	2338.0	7881.0	683.0	2828.0	4876.0	316.0	3047.0	4785.0	5065.0	5522.0	6755.0	1331.0	6723.0	3923.0	4241.0	4216.0	7313.0	5875.0	3195.0	1922.0	5359.0	471.0	2225.0	182.0	2123.0	12528.0	6208.0
DDR2_E7_STA100396	16101.0	8205.0	9001.0	10395.0	7412.0	22418.0	2805.0	7295.0	14761.0	802.0	7461.0	13324.0	16184.0	15577.0	20775.0	3538.0	19324.0	9211.0	12866.0	11996.0	16275.0	16148.0	8481.0	5397.0	13877.0	1639.0	6412.0	352.0	6825.0	34224.0	20347.0
DDR2_E7_STA100397	1543.0	512.0	671.0	767.0	712.0	2389.0	200.0	581.0	1223.0	78.0	734.0	1196.0	1508.0	1658.0	2142.0	505.0	1779.0	1007.0	1066.0	1285.0	1991.0	1647.0	942.0	401.0	1290.0	174.0	506.0	54.0	612.0	3288.0	1511.0
DDR2_E8_STA100398	914.0	572.0	679.0	924.0	546.0	1831.0	121.0	462.0	816.0	58.0	612.0	854.0	1185.0	1200.0	1393.0	314.0	1164.0	646.0	773.0	880.0	1392.0	1172.0	707.0	456.0	701.0	125.0	443.0	34.0	351.0	1576.0	1462.0
DDR2_E8_STA100399	11038.0	3700.0	5306.0	5165.0	4924.0	14303.0	1465.0	4269.0	9596.0	756.0	4132.0	7342.0	10091.0	9870.0	12514.0	2608.0	12009.0	4992.0	6876.0	8225.0	12457.0	8657.0	4815.0	2681.0	8796.0	990.0	3743.0	356.0	4427.0	24376.0	9363.0
DDR2_E9_STA100400	12862.0	6987.0	7759.0	8849.0	7187.0	16597.0	2094.0	6369.0	11280.0	1010.0	5411.0	9293.0	10784.0	12000.0	15274.0	2635.0	13571.0	5884.0	10985.0	8583.0	11691.0	12569.0	6226.0	4189.0	10437.0	1144.0	4527.0	490.0	5959.0	32445.0	16875.0
DDR2_E9_STA100401	14768.0	7605.0	8165.0	8627.0	7611.0	17683.0	2228.0	7172.0	11341.0	1267.0	5537.0	10638.0	11761.0	12099.0	16384.0	2914.0	15289.0	6199.0	11144.0	9431.0	12841.0	12892.0	6292.0	4289.0	10698.0	1084.0	5087.0	499.0	6564.0	40712.0	16583.0
DDR2_E9_STA100402	18267.0	7430.0	9257.0	9037.0	8672.0	20543.0	2429.0	7752.0	13334.0	1576.0	5144.0	11349.0	15228.0	12664.0	18749.0	3676.0	17369.0	7908.0	12178.0	10814.0	14656.0	13290.0	7326.0	4165.0	12878.0	1356.0	5826.0	483.0	7587.0	62320.0	15287.0
DDR2_E9_STA100403	10182.0	3942.0	5330.0	4446.0	4104.0	8269.0	1259.0	4468.0	6255.0	916.0	2735.0	5878.0	5912.0	5608.0	7363.0	1514.0	7327.0	4045.0	6704.0	5766.0	9350.0	6579.0	3105.0	2323.0	7152.0	815.0	2437.0	128.0	3120.0	19838.0	7452.0
DDR2_E10_STA100404	3298.0	1897.0	2139.0	2475.0	1671.0	4685.0	502.0	1817.0	2824.0	251.0	1427.0	3479.0	2698.0	3088.0	3718.0	751.0	4001.0	1835.0	2753.0	2621.0	3439.0	3219.0	1966.0	1154.0	2783.0	292.0	1275.0	128.0	1628.0	7164.0	4814.0
DDR2_E10_STA100405	8914.0	4073.0	4960.0	5245.0	4349.0	10235.0	1068.0	4443.0	6080.0	712.0	3577.0	6808.0	6230.0	6720.0	8592.0	1767.0	8513.0	3920.0	6155.0	6693.0	9163.0	7157.0	4041.0	2492.0	5656.0	786.0	2706.0	292.0	3686.0	22393.0	8804.0
DDR2_E10_STA100406	25281.0	12253.0	13116.0	15834.0	10800.0	32621.0	3043.0	10612.0	19580.0	1238.0	10452.0	18005.0	23025.0	20724.0	30328.0	6003.0	24797.0	10463.0	16543.0	16503.0	23127.0	22393.0	11826.0	6379.0	19068.0	1922.0	7628.0	916.0	10930.0	75213.0	27195.0
DDR2_E10_STA100407	10975.0	6110.0	6122.0	8014.0	5263.0	16808.0	1721.0	5515.0	9985.0	598.0	5231.0	9921.0	12210.0	10708.0	15960.0	3093.0	12568.0	5619.0	9041.0	8507.0	12106.0	12090.0	6365.0	3610.0	8521.0	963.0	4144.0	317.0	5480.0	32998.0	14501.0
DDR2_E10_STA100408	10431.0	6959.0	6105.0	8550.0	5233.0	17479.0	1818.0	5239.0	10737.0	604.0	5355.0	10443.0	11999.0	11359.0	15702.0	2901.0	13061.0	5707.0	9588.0	8536.0	11521.0	12597.0	6502.0	3841.0	8669.0	975.0	4700.0	280.0	5365.0	31955.0	15747.0
DDR2_E10_STA100409	24129.0	9879.0	12079.0	10987.0	8249.0	23151.0	2869.0	8777.0	16011.0	1917.0	7011.0	14050.0	15761.0	13540.0	19240.0	3606.0	16125.0	9183.0	14142.0	13260.0	19303.0	15426.0	7249.0	5563.0	19036.0	1849.0	6354.0	484.0	8813.0	69007.0	19821.0
DDR2_E11_STA100410	5936.0	2573.0	3522.0	3474.0	2497.0	8119.0	789.0	2305.0	5203.0	304.0	2350.0	4365.0	4858.0	4656.0	6386.0	1343.0	6403.0	3177.0	5016.0	4030.0	6466.0	5333.0	3018.0	2005.0	5657.0	530.0	2455.0	66.0	2082.0	9736.0	6330.0
DDR2_E12_STA100411	12732.0	5371.0	5846.0	6930.0	4643.0	12792.0	1621.0	5196.0	8825.0	948.0	4249.0	8626.0	8258.0	8506.0	11767.0	1866.0	10314.0	5941.0	9045.0	8046.0	11741.0	10555.0	4605.0	3014.0	10133.0	1017.0	4416.0	156.0	4364.0	20837.0	11270.0
DDR2_E12_STA100412	1417.0	698.0	994.0	1441.0	726.0	2322.0	197.0	630.0	1197.0	38.0	1123.0	1257.0	1337.0	1579.0	2022.0	298.0	1788.0	692.0	1228.0	1686.0	1630.0	1470.0	1175.0	418.0	1615.0	244.0	706.0	89.0	523.0	1673.0	2105.0
DDR2_E13_STA100413	14972.0	6752.0	7225.0	7492.0	6167.0	15989.0	1901.0	6300.0	13060.0	1167.0	5527.0	9652.0	13269.0	10984.0	16293.0	3202.0	13491.0	6746.0	10425.0	11097.0	16426.0	13085.0	6194.0	3632.0	11414.0	1410.0	4800.0	357.0	6010.0	44793.0	12343.0
DDR2_E13_STA100414	10293.0	3885.0	5137.0	5037.0	4574.0	13065.0	1236.0	3702.0	10246.0	621.0	3826.0	7344.0	9492.0	8826.0	12880.0	2152.0	12132.0	5294.0	7469.0	7588.0	10428.0	9262.0	5524.0	2705.0	7927.0	855.0	3389.0	184.0	5278.0	36597.0	9917.0
DDR2_E13_STA100415	15384.0	5921.0	7439.0	7601.0	5955.0	16139.0	1894.0	6230.0	11481.0	1145.0	4843.0	9839.0	11756.0	11183.0	15012.0	3236.0	12571.0	5683.0	9605.0	9002.0	11850.0	11499.0	5330.0	3436.0	11564.0	1070.0	4587.0	182.0	5980.0	44852.0	15425.0
DDR2_E14_STA100416	9692.0	4671.0	5815.0	6645.0	4077.0	13060.0	1177.0	5321.0	8319.0	637.0	4418.0	8314.0	9254.0	9188.0	11196.0	2357.0	11150.0	4031.0	6199.0	6387.0	8264.0	9921.0	5504.0	2335.0	7974.0	862.0	3417.0	359.0	4656.0	25876.0	11234.0
DDR2_E14_STA101731	35529.0	15210.0	16951.0	17659.0	11976.0	42478.0	3553.0	13425.0	28649.0	1494.0	10642.0	22187.0	16630.0	30846.0	38094.0	5352.0	34601.0	12430.0	20848.0	20443.0	24954.0	27921.0	14790.0	5995.0	28239.0	2669.0	9849.0	1000.0	11673.0	105919.0	31779.0
DDR2_E14_STA100418	37365.0	15216.0	20706.0	17159.0	12083.0	39262.0	3556.0	14570.0	26494.0	2172.0	11631.0	22958.0	24748.0	25442.0	31775.0	6380.0	31404.0	13660.0	22350.0	19866.0	30369.0	27647.0	14942.0	9057.0	32067.0	2233.0	9197.0	721.0	13509.0	90181.0	29701.0
DDR2_E14_STA100419	15977.0	6748.0	9494.0	7474.0	5581.0	17211.0	1436.0	5854.0	12188.0	907.0	5161.0	9990.0	10650.0	12193.0	14180.0	3060.0	14822.0	6444.0	10022.0	9093.0	13780.0	11851.0	6258.0	4271.0	13995.0	882.0	4320.0	384.0	5969.0	35069.0	12641.0
DDR2_E15_STA100420	13640.0	6142.0	7370.0	7608.0	5652.0	14679.0	1958.0	5854.0	10978.0	1034.0	4536.0	8611.0	9505.0	8713.0	12534.0	2307.0	12008.0	6105.0	12182.0	8403.0	13335.0	11310.0	5858.0	4350.0	10683.0	1010.0	5299.0	180.0	4791.0	21347.0	12227.0
DDR2_E15_STA100421	3886.0	1981.0	2296.0	1905.0	1757.0	4306.0	574.0	1741.0	3272.0	223.0	1436.0	2726.0	3146.0	2869.0	4164.0	693.0	3430.0	1636.0	3419.0	2733.0	3866.0	3458.0	1484.0	1375.0	3180.0	362.0	1447.0	84.0	1463.0	5740.0	3846.0
DDR2_E16_STA100422	9945.0	4247.0	5210.0	5677.0	4697.0	11941.0	1489.0	4664.0	8921.0	1011.0	3664.0	6558.0	8723.0	7563.0	10386.0	1751.0	9728.0	4558.0	8234.0	6826.0	11161.0	8395.0	4629.0	3260.0	7689.0	944.0	4182.0	166.0	4105.0	21340.0	10909.0
DDR2_E16_STA100423	9009.0	3676.0	4650.0	4413.0	4210.0	12069.0	1425.0	3346.0	8373.0	644.0	4159.0	6677.0	8586.0	8034.0	10712.0	2184.0	10709.0	4055.0	7303.0	7587.0	9527.0	8209.0	4868.0	2710.0	6851.0	832.0	3652.0	123.0	3740.0	18868.0	8706.0
DDR2_E16_STA100424	21828.0	9903.0	11056.0	12073.0	8874.0	26185.0	2924.0	8148.0	18069.0	957.0	6825.0	15129.0	16614.0	15059.0	21706.0	3930.0	20462.0	9991.0	17864.0	13845.0	19539.0	19046.0	9817.0	6898.0	16558.0	2010.0	7582.0	275.0	8552.0	35276.0	21916.0
DDR2_E17_STA100425	6580.0	3076.0	4446.0	5025.0	4115.0	9551.0	1135.0	3257.0	6779.0	514.0	4261.0	5831.0	7019.0	6436.0	8742.0	1580.0	8256.0	4064.0	6433.0	5442.0	7655.0	7437.0	4636.0	2885.0	5336.0	833.0	3075.0	97.0	3090.0	11131.0	9077.0
DDR2_E17_STA100426	29510.0	12806.0	15302.0	15631.0	12706.0	31815.0	4062.0	10256.0	23725.0	1649.0	8686.0	18277.0	21284.0	19735.0	28515.0	5430.0	25078.0	13228.0	21682.0	16667.0	24311.0	24173.0	11962.0	8381.0	24641.0	2363.0	9831.0	373.0	10310.0	62193.0	26179.0
DDR2_E17_STA100427	45789.0	18984.0	22389.0	22232.0	18196.0	43590.0	6892.0	19707.0	32796.0	3278.0	13725.0	25440.0	30819.0	25248.0	38131.0	7586.0	36180.0	17581.0	33354.0	24401.0	36492.0	35314.0	14159.0	13012.0	33167.0	3710.0	15376.0	668.0	15476.0	123116.0	37656.0
DDR2_E18_STA100428	9406.0	3900.0	5306.0	5340.0	3712.0	10417.0	1259.0	3546.0	6803.0	580.0	3650.0	6574.0	7006.0	6574.0	8649.0	1855.0	9010.0	5127.0	7093.0	6141.0	9559.0	8741.0	4288.0	2723.0	7003.0	896.0	3401.0	72.0	3291.0	14547.0	9135.0
DDR2_E18_STA100429	29199.0	12658.0	14328.0	15155.0	13766.0	34710.0	4512.0	11100.0	24763.0	1774.0	11148.0	20772.0	25514.0	22289.0	33333.0	6783.0	29462.0	15203.0	24733.0	20424.0	29521.0	25778.0	14091.0	8477.0	21521.0	2937.0	10595.0	400.0	12117.0	55951.0	28460.0
DDR2_E18_STA100430	18496.0	6735.0	8593.0	8066.0	8447.0	20928.0	3155.0	6714.0	16332.0	1100.0	7097.0	12018.0	14862.0	14172.0	20645.0	3722.0	16916.0	8888.0	15373.0	13307.0	19235.0	15584.0	8397.0	4283.0	13444.0	1672.0	6474.0	262.0	7463.0	34594.0	16778.0
DDR2_E19_STA100431	13662.0	3396.0	6711.0	7279.0	5346.0	17192.0	1743.0	5168.0	11575.0	603.0	4799.0	7857.0	9867.0	10760.0	14427.0	2307.0	11865.0	6424.0	10030.0	9188.0	13860.0	10392.0	5858.0	4345.0	11324.0	1118.0	4370.0	204.0	5004.0	19845.0	12628.0
DDR2_E19_STA100432	41617.0	16530.0	22156.0	22805.0	14087.0	45298.0	5767.0	13495.0	33966.0	1860.0	14502.0	26538.0	33799.0	28673.0	39716.0	8264.0	38056.0	18330.0	31577.0	26120.0	37958.0	35560.0	16493.0	11652.0	34170.0	3289.0	14427.0	438.0	16690.0	104608.0	39469.0
DDR2_E19_STA100433	7963.0	4267.0	4930.0	6817.0	4048.0	13219.0	1400.0	4129.0	8079.0	480.0	4176.0	8163.0	7349.0	6795.0	11132.0	2020.0	9187.0	3668.0	7657.0	6913.0	9376.0	9196.0	4517.0	2761.0	5669.0	1073.0	3433.0	100.0	3959.0	21399.0	11497.0
H3F3A_E2_STA100009	17275.0	7543.0	10888.0	14663.0	6859.0	21063.0	3686.0	7706.0	13820.0	903.0	7797.0	13173.0	13519.0	13470.0	15571.0	4010.0	16715.0	9409.0	13781.0	11176.0	23688.0	15926.0	7033.0	7249.0	13550.0	1754.0	6940.0	275.0	7190.0	23190.0	19361.0
H3F3A_E2_STA101614	25347.0	9798.0	14359.0	16572.0	11474.0	26650.0	4778.0	10616.0	21598.0	1763.0	9314.0	16485.0	20437.0	18355.0	20483.0	4927.0	24868.0	12702.0	18045.0	16750.0	31668.0	19655.0	10241.0	9927.0	19197.0	2915.0	7797.0	523.0	9305.0	64476.0	20641.0
H3F3A_E2_STA100011	10196.0	3992.0	6003.0	7338.0	4146.0	9812.0	1880.0	4935.0	7431.0	678.0	3444.0	6808.0	7284.0	6630.0	7783.0	1582.0	8963.0	5231.0	7544.0	5796.0	11836.0	7603.0	4026.0	4029.0	7426.0	1174.0	2709.0	206.0	3675.0	22838.0	8492.0
ALK_E29_STA100103	13551.0	4207.0	10310.0	10045.0	5945.0	10190.0	757.0	3149.0	12428.0	1956.0	3618.0	13594.0	11990.0	14103.0	15418.0	3282.0	15254.0	7865.0	4531.0	12771.0	19777.0	13063.0	5091.0	3138.0	9723.0	787.0	4769.0	339.0	8081.0	72554.0	16548.0
ALK_E29_STA101368	11205.0	6892.0	9446.0	8912.0	4591.0	17883.0	1223.0	5134.0	12474.0	1248.0	5773.0	11025.0	12172.0	12958.0	14025.0	3194.0	14336.0	6306.0	8204.0	10255.0	16365.0	10274.0	4689.0	2276.0	9006.0	1089.0	3609.0	302.0	6278.0	57210.0	14581.0
ALK_E29_STA100104	9891.0	5697.0	7608.0	6957.0	3746.0	17371.0	986.0	4457.0	9904.0	995.0	5204.0	9947.0	12188.0	13721.0	13546.0	3374.0	13679.0	6242.0	7023.0	11364.0	15132.0	9629.0	4020.0	1628.0	6773.0	1067.0	3724.0	417.0	6428.0	50659.0	12821.0
ALK_E29_STA100105	9542.0	7171.0	10549.0	6255.0	3215.0	24171.0	1407.0	4833.0	12524.0	906.0	5381.0	12456.0	11423.0	10444.0	11098.0	2369.0	10823.0	6423.0	7934.0	11095.0	12319.0	8226.0	2654.0	2033.0	6847.0	912.0	2807.0	340.0	5603.0	43099.0	11237.0
ALK_E29_STA100106	12506.0	7828.0	10316.0	9715.0	4929.0	21517.0	1362.0	5569.0	11951.0	1380.0	6308.0	12365.0	13154.0	14452.0	13800.0	3381.0	14287.0	7658.0	8341.0	10956.0	18039.0	10678.0	5744.0	2566.0	10532.0	860.0	4440.0	283.0	7625.0	60521.0	15712.0
ALK_E29_STA100107	12118.0	7571.0	9137.0	9133.0	5662.0	28059.0	1482.0	6144.0	14581.0	1294.0	7618.0	12911.0	17197.0	17615.0	19615.0	3690.0	20902.0	7217.0	8721.0	13086.0	17653.0	12688.0	6081.0	2275.0	10348.0	1239.0	5752.0	726.0	8058.0	76152.0	16029.0
ALK_E29_STA100108	12730.0	8621.0	9631.0	9954.0	5752.0	26567.0	1530.0	6729.0	15338.0	1432.0	8465.0	14390.0	17866.0	18323.0	18670.0	4032.0	20687.0	7439.0	9221.0	13877.0	19321.0	13028.0	6367.0	2483.0	10095.0	1355.0	5854.0	468.0	8700.0	70749.0	19157.0
ALK_E29_STA100109	12134.0	7763.0	11302.0	10660.0	5626.0	26739.0	1718.0	6466.0	14301.0	1425.0	7723.0	14325.0	15037.0	15274.0	15571.0	3449.0	18138.0	7185.0	10078.0	13714.0	20202.0	12909.0	5076.0	3208.0	9118.0	1231.0	5415.0	467.0	7302.0	51952.0	17314.0
ALK_E29_STA101369	2192.0	1539.0	2328.0	2392.0	1490.0	4970.0	532.0	1434.0	2870.0	411.0	1878.0	3368.0	3239.0	3954.0	3710.0	818.0	4440.0	1774.0	2336.0	2944.0	4653.0	3164.0	1246.0	592.0	1661.0	344.0	1360.0	196.0	1649.0	8998.0	4107.0
ALK_E28_STA100110	15670.0	10328.0	12499.0	13492.0	9799.0	21673.0	3178.0	9008.0	16473.0	1879.0	8708.0	14652.0	15534.0	16501.0	17729.0	3923.0	17582.0	10582.0	14799.0	14239.0	25640.0	17144.0	5503.0	5618.0	10595.0	2576.0	6447.0	448.0	9274.0	45965.0	20410.0
ALK_E28_STA100111	8801.0	6029.0	8371.0	7806.0	5355.0	15049.0	1776.0	4785.0	10125.0	824.0	5425.0	9264.0	11445.0	11099.0	11119.0	2459.0	14215.0	6986.0	9593.0	9639.0	16793.0	9209.0	4358.0	3593.0	7703.0	1188.0	4679.0	212.0	5541.0	24962.0	12062.0
ALK_E28_STA100112	7347.0	6780.0	7497.0	8358.0	6410.0	17454.0	1844.0	4831.0	12652.0	721.0	6292.0	10362.0	12540.0	14848.0	13323.0	3021.0	14221.0	7298.0	10067.0	10118.0	17198.0	10909.0	4809.0	3017.0	6596.0	1569.0	5264.0	420.0	6282.0	23300.0	18578.0
ALK_E27_STA101615	3479.0	2639.0	2939.0	2594.0	2444.0	10472.0	1030.0	2205.0	4969.0	391.0	2589.0	4066.0	6278.0	5730.0	5875.0	1704.0	6639.0	3151.0	4341.0	4116.0	8270.0	4222.0	2024.0	1029.0	2632.0	694.0	1956.0	116.0	2931.0	13447.0	5940.0
ALK_E27_STA100114	3013.0	2829.0	3860.0	4612.0	2286.0	8316.0	888.0	1858.0	4455.0	120.0	3498.0	5024.0	4934.0	6272.0	6204.0	1520.0	6475.0	3420.0	4134.0	4174.0	6024.0	5695.0	2881.0	1429.0	3146.0	773.0	2720.0	128.0	2837.0	9007.0	8273.0
ALK_E27_STA100115	7443.0	5239.0	6496.0	6628.0	3831.0	12176.0	1648.0	3154.0	9234.0	507.0	4926.0	8872.0	8698.0	9082.0	9702.0	2266.0	9589.0	5829.0	7888.0	8163.0	11183.0	8802.0	2864.0	1912.0	6427.0	981.0	3835.0	152.0	5907.0	26879.0	11853.0
ALK_E26_STA100116	2111.0	1268.0	1474.0	1453.0	1730.0	5439.0	425.0	1168.0	3523.0	213.0	1330.0	2481.0	3248.0	2988.0	3894.0	1014.0	3542.0	1726.0	2587.0	2922.0	3188.0	2580.0	998.0	688.0	1816.0	298.0	1272.0	61.0	1632.0	10108.0	3687.0
ALK_E26_STA100117	4797.0	3393.0	3836.0	4119.0	3231.0	11135.0	1045.0	2344.0	7413.0	324.0	2950.0	6597.0	8090.0	7867.0	9389.0	2447.0	8999.0	4573.0	5429.0	7437.0	7648.0	6100.0	2674.0	1774.0	3826.0	971.0	2694.0	81.0	3336.0	22118.0	8111.0
ALK_E25_STA100118	7555.0	4651.0	6268.0	6251.0	2934.0	11993.0	1038.0	3421.0	7416.0	637.0	3386.0	7679.0	8053.0	8637.0	9484.0	2234.0	9659.0	4559.0	4979.0	6018.0	9328.0	7359.0	3243.0	1517.0	5980.0	662.0	2589.0	216.0	4510.0	31863.0	9729.0
ALK_E25_STA100119	2766.0	1865.0	1100.0	2414.0	1381.0	5537.0	407.0	1875.0	3015.0	446.0	2080.0	1974.0	3594.0	4239.0	3740.0	847.0	4361.0	2018.0	2138.0	1599.0	4305.0	3144.0	1238.0	746.0	1950.0	255.0	1234.0	162.0	1780.0	10877.0	4735.0
ALK_E24_STA100120	7491.0	4000.0	5160.0	5168.0	2812.0	10666.0	836.0	3037.0	6127.0	1136.0	3876.0	6946.0	7894.0	7873.0	7853.0	2011.0	6825.0	3582.0	3959.0	7035.0	9589.0	5547.0	2596.0	1137.0	4523.0	553.0	2406.0	261.0	4129.0	36904.0	8808.0
ALK_E24_STA100121	12022.0	8202.0	9740.0	9564.0	4368.0	22637.0	1316.0	5885.0	11422.0	1027.0	6879.0	13556.0	14451.0	16257.0	15621.0	3699.0	14279.0	5857.0	6563.0	12369.0	17257.0	11014.0	5038.0	2221.0	9860.0	850.0	4150.0	305.0	7196.0	56265.0	17046.0
ALK_E24_STA100122	3809.0	1958.0	2711.0	2639.0	1245.0	6303.0	403.0	1797.0	3616.0	454.0	2055.0	3840.0	3742.0	4407.0	4324.0	1092.0	4267.0	1856.0	1891.0	3743.0	5346.0	2972.0	1415.0	456.0	2693.0	184.0	1126.0	114.0	1919.0	17032.0	4029.0
ALK_E23_STA100123	2428.0	1615.0	1833.0	2025.0	1080.0	5913.0	259.0	1411.0	2297.0	204.0	1954.0	3471.0	3251.0	3830.0	3951.0	974.0	3272.0	1551.0	1589.0	2759.0	3323.0	2138.0	1122.0	388.0	1600.0	289.0	947.0	208.0	1792.0	8763.0	4885.0
ALK_E23_STA100124	7566.0	4063.0	5938.0	6114.0	2162.0	12173.0	594.0	3572.0	6322.0	659.0	3905.0	7964.0	7524.0	9018.0	8796.0	1917.0	7573.0	3984.0	2901.0	6886.0	10896.0	6114.0	2949.0	1133.0	5709.0	473.0	1992.0	164.0	4110.0	36721.0	8850.0
ALK_E22_STA100125	1157.0	892.0	901.0	1108.0	350.0	1236.0	121.0	294.0	1062.0	118.0	684.0	1229.0	1419.0	1877.0	1362.0	335.0	1228.0	589.0	383.0	1079.0	1780.0	1366.0	725.0	187.0	785.0	104.0	378.0	55.0	773.0	4480.0	1649.0
ALK_E21_STA100126	3202.0	1938.0	2619.0	2353.0	1217.0	8571.0	340.0	1875.0	3698.0	522.0	2034.0	3901.0	5518.0	5754.0	5483.0	1184.0	4028.0	1723.0	1975.0	3746.0	5677.0	2991.0	1565.0	625.0	2783.0	206.0	1120.0	134.0	2426.0	19828.0	4094.0
ALK_E20_STA101611	1423.0	990.0	1302.0	1051.0	659.0	3688.0	242.0	929.0	1476.0	121.0	887.0	1715.0	2243.0	2676.0	2075.0	670.0	1937.0	743.0	699.0	1976.0	2231.0	1393.0	614.0	255.0	1085.0	178.0	456.0	80.0	893.0	6677.0	1967.0
ALK_E20_STA100128	10904.0	5741.0	8494.0	7260.0	1923.0	20017.0	1267.0	5001.0	9071.0	901.0	5339.0	11837.0	13562.0	15498.0	10945.0	3317.0	6606.0	5335.0	5162.0	8622.0	18585.0	7152.0	3733.0	1506.0	9726.0	424.0	1795.0	507.0	3391.0	20783.0	11421.0
ALK_E20_STA100129	23839.0	13541.0	18168.0	17311.0	5347.0	34163.0	2049.0	13722.0	17374.0	2227.0	10158.0	24498.0	25503.0	30285.0	26749.0	5972.0	21570.0	11535.0	9715.0	19053.0	31860.0	17384.0	7911.0	3790.0	16392.0	1323.0	6668.0	806.0	12230.0	102938.0	26519.0
ALK_E20_STA100130	8562.0	5898.0	9122.0	8001.0	3103.0	14911.0	1084.0	6329.0	6549.0	792.0	5448.0	10729.0	9741.0	11922.0	11839.0	2364.0	9616.0	4270.0	4017.0	8272.0	13677.0	9460.0	3883.0	1910.0	7096.0	702.0	2530.0	315.0	5592.0	35485.0	11795.0
ALK_E19_STA101370	12310.0	6954.0	7729.0	7130.0	3556.0	16124.0	1080.0	6270.0	7938.0	1501.0	5588.0	11578.0	12311.0	13081.0	13423.0	3238.0	9546.0	5509.0	4001.0	10450.0	16583.0	8055.0	3847.0	1399.0	8714.0	650.0	2612.0	317.0	6255.0	56612.0	11780.0
ALK_E18_STA101371	4061.0	2838.0	3092.0	3952.0	1074.0	7045.0	456.0	2160.0	2725.0	364.0	3357.0	5540.0	4007.0	5549.0	4535.0	1061.0	3799.0	2508.0	1203.0	4603.0	7187.0	3388.0	1581.0	705.0	2756.0	221.0	1108.0	176.0	2515.0	16201.0	5048.0
ALK_E17_STA101372	9387.0	5068.0	6631.0	7703.0	2597.0	15910.0	936.0	4839.0	6325.0	426.0	5982.0	11804.0	11676.0	13233.0	12455.0	2562.0	9704.0	5524.0	3693.0	10925.0	15785.0	7660.0	3455.0	1457.0	6963.0	659.0	2404.0	466.0	5812.0	49333.0	9331.0
ALK_E15_STA101374	6866.0	2993.0	3323.0	2920.0	1934.0	10372.0	881.0	2813.0	4673.0	820.0	3331.0	6053.0	7207.0	7230.0	8813.0	2136.0	5817.0	2771.0	2416.0	5557.0	9368.0	4385.0	2383.0	597.0	4268.0	378.0	1466.0	172.0	3389.0	28906.0	6355.0
ALK_E14_STA101375	1948.0	1159.0	1690.0	1643.0	1073.0	3929.0	323.0	1103.0	2042.0	208.0	1065.0	2308.0	2385.0	2774.0	2776.0	661.0	2535.0	1463.0	1455.0	2365.0	3520.0	2084.0	986.0	419.0	1914.0	207.0	695.0	30.0	1187.0	8289.0	2786.0
ALK_E13_STA101376	720.0	579.0	681.0	1011.0	488.0	2439.0	132.0	351.0	1148.0	68.0	930.0	1252.0	1602.0	2184.0	1692.0	292.0	1427.0	558.0	778.0	1199.0	1367.0	1128.0	562.0	163.0	742.0	144.0	340.0	25.0	681.0	2796.0	1799.0
ALK_E12_STA101377	467.0	347.0	384.0	434.0	149.0	1308.0	64.0	178.0	616.0	65.0	370.0	739.0	846.0	932.0	881.0	254.0	769.0	280.0	218.0	757.0	955.0	560.0	243.0	97.0	300.0	41.0	189.0	16.0	428.0	2592.0	756.0
ALK_E11_STA101378	11832.0	6816.0	9946.0	9208.0	5043.0	20747.0	1612.0	5855.0	11308.0	1124.0	5660.0	12970.0	14277.0	13576.0	15520.0	3422.0	14539.0	7324.0	6818.0	11984.0	16255.0	10390.0	4191.0	1993.0	9127.0	1110.0	4201.0	296.0	6483.0	53912.0	15834.0
ALK_E10_STA101379	31143.0	17355.0	20798.0	23167.0	9000.0	50973.0	3049.0	11640.0	30159.0	1866.0	13643.0	30857.0	33066.0	39932.0	40125.0	8934.0	29620.0	14558.0	15741.0	27450.0	35877.0	26844.0	11597.0	4996.0	20966.0	2252.0	8588.0	1235.0	17638.0	139094.0	43731.0
ALK_E9_STA101380	698.0	529.0	647.0	999.0	218.0	1740.0	109.0	310.0	731.0	30.0	597.0	1045.0	975.0	1299.0	1033.0	191.0	1058.0	468.0	522.0	946.0	914.0	870.0	402.0	117.0	490.0	34.0	395.0	24.0	444.0	1746.0	1625.0
ALK_E8_STA101381	9600.0	5215.0	6662.0	6912.0	6734.0	21992.0	613.0	4670.0	12647.0	1455.0	5491.0	11577.0	13349.0	13818.0	14814.0	3891.0	14001.0	8075.0	8471.0	10607.0	16492.0	11178.0	4766.0	1921.0	7292.0	1243.0	4757.0	276.0	4061.0	57170.0	14391.0
ALK_E7_STA101382	19564.0	11428.0	13608.0	12950.0	8505.0	26996.0	1709.0	8567.0	16704.0	1197.0	7795.0	15787.0	18641.0	21571.0	20263.0	4983.0	20262.0	10912.0	11344.0	14774.0	24022.0	18496.0	6262.0	3250.0	15525.0	1416.0	5937.0	535.0	9181.0	84000.0	21566.0
