	19T10717	19T18091	20T33159	D20D02352	E20D02359T	M20D02354	N20D02344	N20D02353	P20D02335	P20D02348	P20D02350	P20D02355	P20D02360	U20D02340	X20D02334	X20D02342	X20D02365
MET_E15_STA100289	4716.0	7515.0	9324.0	5277.0	32963.0	32448.0	1631.0	26447.0	27431.0	15939.0	6256.0	10954.0	8754.0	8795.0	25725.0	11856.0	25931.0
MET_E15_STA100290	3755.0	6574.0	8758.0	4224.0	25466.0	22951.0	1633.0	19837.0	19982.0	10973.0	4838.0	8405.0	6769.0	6577.0	19819.0	9604.0	17024.0
MET_E16_STA100291	6088.0	9313.0	9380.0	7441.0	33543.0	36791.0	2002.0	28254.0	29667.0	16706.0	7617.0	15778.0	9721.0	12358.0	29149.0	17347.0	24296.0
MET_E16_STA100292	6531.0	9878.0	9306.0	6250.0	38529.0	32530.0	1812.0	26319.0	24479.0	14906.0	8177.0	12582.0	9588.0	9443.0	24339.0	13055.0	25241.0
MET_E17_STA100293	7195.0	11449.0	10918.0	8542.0	55259.0	45816.0	3393.0	37055.0	39629.0	21676.0	9415.0	19666.0	12575.0	15737.0	38576.0	20925.0	31549.0
MET_E17_STA100294	10221.0	16176.0	15781.0	10665.0	66442.0	74582.0	3928.0	59353.0	62413.0	25545.0	14575.0	29273.0	14868.0	23159.0	50647.0	27101.0	44102.0
MET_E17_STA100295	5502.0	8289.0	10054.0	6972.0	33272.0	40985.0	2058.0	34710.0	32658.0	17375.0	8062.0	14524.0	10106.0	12983.0	29425.0	14336.0	24230.0
MET_E18_STA100296	7764.0	12997.0	13143.0	6556.0	45638.0	39185.0	1887.0	31382.0	32663.0	18383.0	5320.0	15044.0	9234.0	12701.0	29357.0	15865.0	31870.0
MET_E18_STA100297	6145.0	9243.0	8664.0	4709.0	31034.0	30419.0	1524.0	25639.0	26237.0	9719.0	4017.0	11689.0	6056.0	9777.0	22841.0	12042.0	18930.0
MET_E19_STA100298	10700.0	14454.0	13720.0	9879.0	65592.0	55900.0	3206.0	46695.0	46038.0	26469.0	10547.0	27613.0	12286.0	19809.0	41399.0	25393.0	39002.0
MET_E19_STA100299	6469.0	9778.0	10372.0	7027.0	34914.0	38446.0	1758.0	30361.0	32659.0	17886.0	7403.0	16137.0	8728.0	11984.0	27362.0	15587.0	24748.0
MET_E19_STA100300	4752.0	7119.0	6911.0	5027.0	30837.0	28314.0	1755.0	22613.0	22974.0	13398.0	5986.0	10138.0	7460.0	8346.0	22137.0	13120.0	17828.0
MET_E20_STA101619	9423.0	13421.0	17291.0	7566.0	57121.0	56050.0	2602.0	44686.0	47052.0	25544.0	12519.0	17980.0	15096.0	16379.0	40139.0	21415.0	37088.0
MET_E20_STA100302	1606.0	2166.0	2841.0	1811.0	7848.0	10887.0	424.0	7217.0	8342.0	4237.0	1493.0	3274.0	2956.0	2569.0	6961.0	3151.0	6384.0
MET_E21_STA101523	1148.0	2311.0	1760.0	1277.0	9582.0	7789.0	405.0	6805.0	5747.0	4101.0	1565.0	2639.0	2010.0	2646.0	5309.0	2580.0	6141.0
BRAF_E15_STA100303	1732.0	2502.0	2713.0	1785.0	11066.0	9085.0	564.0	6466.0	6403.0	4355.0	1509.0	3314.0	3146.0	2492.0	6547.0	3498.0	6578.0
BRAF_E15_STA100304	3440.0	4870.0	5156.0	2776.0	20779.0	16551.0	887.0	13214.0	14248.0	8850.0	3705.0	6089.0	4674.0	5193.0	12537.0	8072.0	10963.0
BRAF_E11_STA100305	7567.0	10944.0	12930.0	5902.0	40260.0	38906.0	2300.0	38519.0	37399.0	18415.0	6929.0	14980.0	9647.0	12701.0	31871.0	20085.0	23527.0
BRAF_E11_STA100306	6723.0	9287.0	9924.0	5066.0	32795.0	31608.0	1677.0	27870.0	30239.0	10664.0	4313.0	10522.0	6294.0	9326.0	21911.0	11764.0	18138.0
FGFR1_E19_STA101524	3687.0	4423.0	6528.0	3046.0	20610.0	31065.0	1526.0	15666.0	17963.0	8087.0	1430.0	2350.0	2939.0	6583.0	17584.0	5147.0	11509.0
FGFR1_E18_STA101525	2863.0	3756.0	6395.0	2018.0	16031.0	25013.0	917.0	11574.0	13534.0	6331.0	663.0	1332.0	2899.0	4730.0	14406.0	3706.0	11992.0
FGFR1_E17_STA101526	1427.0	2095.0	2964.0	1330.0	4249.0	13576.0	389.0	5569.0	6668.0	2330.0	280.0	622.0	1389.0	2294.0	7444.0	1489.0	5585.0
FGFR1_E16_STA101527	3601.0	3318.0	6121.0	1857.0	13733.0	26384.0	1181.0	10066.0	16400.0	5290.0	1177.0	1937.0	2283.0	4885.0	14868.0	2911.0	10641.0
FGFR1_E15_STA101528	5520.0	6235.0	9102.0	3509.0	22342.0	44147.0	1317.0	19376.0	25775.0	6288.0	1105.0	2626.0	3188.0	8574.0	18592.0	6525.0	14040.0
FGFR1_E14_STA103263	1071.0	1323.0	1989.0	691.0	6087.0	9439.0	328.0	3907.0	5043.0	1902.0	432.0	585.0	827.0	1589.0	5296.0	1184.0	3592.0
FGFR1_E13_STA101530	11413.0	12777.0	18350.0	7150.0	40140.0	79628.0	2433.0	35648.0	45018.0	14728.0	3521.0	7279.0	6796.0	14916.0	43211.0	13673.0	27450.0
FGFR1_E12_STA101531	6100.0	6789.0	8727.0	2810.0	25150.0	46353.0	1141.0	15834.0	26123.0	8931.0	2334.0	3318.0	3969.0	7030.0	24787.0	6057.0	13952.0
FGFR1_E11_STA101532	5635.0	6465.0	6961.0	3244.0	23168.0	49225.0	1436.0	16123.0	22555.0	6657.0	1827.0	3050.0	2938.0	8874.0	20269.0	6567.0	11340.0
FGFR1_E10_STA101533	10533.0	10945.0	13938.0	6069.0	42655.0	88924.0	2504.0	34269.0	47371.0	13185.0	4585.0	5994.0	5759.0	17101.0	40451.0	11601.0	24891.0
FGFR1_E9_STA101534	10298.0	11043.0	16488.0	5494.0	43574.0	68783.0	2336.0	34623.0	39426.0	13939.0	3092.0	6117.0	6206.0	15522.0	40685.0	11049.0	29639.0
FGFR1_E8_STA101535	3067.0	3761.0	5042.0	1673.0	14524.0	27737.0	822.0	9896.0	12535.0	5258.0	1326.0	1636.0	2742.0	4077.0	12495.0	3635.0	8862.0
FGFR1_E7_STA101536	2473.0	3157.0	5647.0	2103.0	11557.0	27677.0	660.0	10985.0	12005.0	4696.0	1097.0	1916.0	2653.0	4431.0	13436.0	3230.0	8017.0
FGFR1_E6_STA101537	4828.0	6289.0	8250.0	2959.0	24095.0	47878.0	1028.0	18538.0	26478.0	5908.0	1989.0	4654.0	3419.0	8802.0	19580.0	6938.0	13244.0
FGFR1_E5_STA101538	9286.0	8855.0	11993.0	4697.0	35345.0	60361.0	2349.0	23750.0	28257.0	11489.0	2945.0	6217.0	7668.0	9409.0	30808.0	7725.0	20236.0
FGFR1_E4_STA101539	7499.0	9647.0	13658.0	4977.0	40508.0	64775.0	1704.0	31624.0	37941.0	14399.0	2887.0	4504.0	6964.0	10953.0	40008.0	9546.0	25863.0
FGFR1_E3_STA101540	11014.0	14103.0	22963.0	7333.0	56078.0	117199.0	3146.0	48837.0	56803.0	17437.0	5480.0	9513.0	10671.0	19140.0	54642.0	14367.0	28857.0
TYRP1_E8_STA100307	1779.0	3428.0	4446.0	1734.0	15821.0	6625.0	788.0	9886.0	11129.0	4677.0	4085.0	4643.0	3231.0	4819.0	10493.0	6922.0	10413.0
TYRP1_E8_STA100308	1166.0	2966.0	2508.0	1204.0	9306.0	5947.0	446.0	6710.0	6667.0	2256.0	2101.0	2840.0	2398.0	2851.0	6394.0	4252.0	6976.0
TYRP1_E8_STA100309	4295.0	7927.0	9610.0	3911.0	33298.0	18928.0	1534.0	24676.0	27822.0	8501.0	8619.0	10526.0	7494.0	11218.0	23768.0	16724.0	26490.0
CDKN2A_E2_STA101212	2890.0	4052.0	4734.0	2702.0	13761.0	11612.0	770.0	14303.0	16540.0	5120.0	1739.0	2525.0	4771.0	5931.0	16033.0	7457.0	12895.0
CDKN2A_E2_STA101631	596.0	1151.0	1121.0	809.0	4273.0	2794.0	356.0	4083.0	4215.0	1640.0	679.0	812.0	985.0	1265.0	4704.0	1510.0	3965.0
CDKN2A_E2_STA101214	661.0	740.0	1057.0	550.0	5316.0	2705.0	316.0	2732.0	3680.0	1257.0	619.0	585.0	1108.0	1134.0	4314.0	1629.0	3963.0
CDKN2A_E2_STA101215	2348.0	3466.0	3949.0	2672.0	16348.0	12255.0	800.0	16236.0	14385.0	4181.0	1852.0	2871.0	3650.0	6231.0	14687.0	6620.0	12022.0
CDKN2A_E1_STA101216	2301.0	3389.0	4133.0	2939.0	12905.0	7871.0	842.0	12352.0	12319.0	3850.0	1423.0	2526.0	3325.0	4706.0	13510.0	6381.0	13303.0
CDKN2A_E1_STA101217	2729.0	4476.0	6247.0	4073.0	18871.0	10116.0	1379.0	16702.0	19048.0	6659.0	2406.0	3506.0	5387.0	6712.0	19214.0	7325.0	21221.0
CDKN2A_E1_STA103232	3244.0	4838.0	5296.0	3570.0	20640.0	9945.0	1967.0	17816.0	16965.0	7643.0	2394.0	3139.0	5676.0	7018.0	19206.0	7407.0	22778.0
GNAQ_E6_STA101620	4422.0	6620.0	9677.0	4030.0	27153.0	14844.0	1018.0	23083.0	22466.0	7251.0	5064.0	7588.0	5902.0	7490.0	21540.0	7101.0	19748.0
GNAQ_E6_STA100311	14431.0	18731.0	21442.0	13392.0	86563.0	41164.0	4053.0	58285.0	63958.0	26660.0	14669.0	25317.0	18540.0	26228.0	62679.0	24363.0	58214.0
GNAQ_E6_STA100312	11623.0	14910.0	20713.0	12351.0	67585.0	27961.0	4123.0	55067.0	53413.0	26520.0	14605.0	15911.0	13806.0	18587.0	46993.0	25439.0	47015.0
GNAQ_E5_STA100313	6838.0	11295.0	12915.0	8349.0	43779.0	25086.0	2684.0	35080.0	37539.0	14994.0	12214.0	16709.0	11257.0	14297.0	35838.0	29578.0	29734.0
GNAQ_E5_STA100314	4072.0	6126.0	7039.0	3890.0	24236.0	13364.0	1408.0	17287.0	21044.0	8371.0	6812.0	9069.0	6470.0	6951.0	18094.0	12974.0	18162.0
GNAQ_E5_STA100315	2336.0	4002.0	3525.0	2222.0	14137.0	8409.0	553.0	10710.0	10524.0	3617.0	2705.0	4647.0	2452.0	4500.0	10369.0	8570.0	8877.0
GNAQ_E4_STA100316	3899.0	5304.0	6730.0	3690.0	21428.0	11291.0	1303.0	14890.0	14885.0	6683.0	3793.0	5669.0	4389.0	5553.0	14803.0	9963.0	16055.0
GNAQ_E4_STA100317	8308.0	10550.0	13416.0	6333.0	45431.0	22530.0	1949.0	33829.0	33253.0	13666.0	8239.0	11929.0	11001.0	11469.0	30158.0	19615.0	31009.0
GNAQ_E4_STA100318	7170.0	10095.0	10259.0	5245.0	38545.0	22574.0	1739.0	33030.0	34932.0	10063.0	7287.0	11474.0	6934.0	13743.0	26143.0	19587.0	21611.0
NOTCH1_E34_STA101219	1954.0	2679.0	5793.0	1946.0	9814.0	5019.0	605.0	7291.0	10700.0	3453.0	817.0	915.0	1230.0	3585.0	8947.0	2910.0	6437.0
NOTCH1_E34_STA101220	1482.0	1613.0	5459.0	1806.0	6249.0	4744.0	471.0	6276.0	9939.0	3564.0	724.0	726.0	864.0	2574.0	8004.0	2146.0	6443.0
NOTCH1_E34_STA101221	2153.0	2930.0	7010.0	2717.0	10322.0	5693.0	921.0	8783.0	14251.0	5894.0	1207.0	1019.0	1680.0	3831.0	13361.0	2990.0	10472.0
NOTCH1_E34_STA101222	683.0	1087.0	2878.0	994.0	2432.0	1710.0	225.0	3225.0	4384.0	1460.0	384.0	279.0	489.0	1174.0	4036.0	897.0	3686.0
NOTCH1_E34_STA101223	332.0	375.0	1495.0	380.0	1489.0	800.0	108.0	1359.0	2351.0	784.0	236.0	152.0	284.0	614.0	2100.0	553.0	1588.0
NOTCH1_E34_STA101224	659.0	460.0	1822.0	667.0	2586.0	1146.0	205.0	2066.0	2800.0	1264.0	156.0	225.0	438.0	936.0	2597.0	786.0	2356.0
NOTCH1_E34_STA101225	8440.0	8334.0	21070.0	7637.0	40699.0	15754.0	3125.0	24916.0	39043.0	17738.0	2616.0	3167.0	4985.0	11951.0	32752.0	8528.0	32928.0
NOTCH1_E34_STA101226	3291.0	4158.0	12214.0	3591.0	16096.0	8317.0	1135.0	15442.0	17143.0	6131.0	1196.0	1424.0	1691.0	6064.0	17998.0	5333.0	13774.0
NOTCH1_E34_STA101227	363.0	586.0	1445.0	582.0	2100.0	1494.0	220.0	1990.0	3367.0	768.0	191.0	207.0	260.0	1039.0	2730.0	692.0	1370.0
NOTCH1_E34_STA101228	801.0	885.0	2659.0	694.0	3473.0	1566.0	252.0	2389.0	4143.0	1688.0	221.0	298.0	617.0	1087.0	3969.0	884.0	4011.0
NOTCH1_E34_STA101229	4615.0	5367.0	18103.0	4104.0	19626.0	11420.0	1630.0	17387.0	22195.0	11736.0	1825.0	1914.0	2867.0	7149.0	24887.0	4349.0	17011.0
NOTCH1_E34_STA101230	602.0	637.0	1782.0	603.0	2552.0	1193.0	182.0	1916.0	2434.0	1307.0	256.0	133.0	394.0	623.0	2782.0	490.0	2352.0
NOTCH1_E34_STA101231	1436.0	1555.0	4546.0	1573.0	6103.0	3309.0	408.0	5232.0	8507.0	2293.0	422.0	604.0	744.0	2641.0	6541.0	1527.0	4113.0
NOTCH1_E34_STA101232	4851.0	5691.0	15591.0	5590.0	18257.0	9832.0	1677.0	17563.0	25412.0	11020.0	1498.0	2113.0	3070.0	7463.0	22617.0	6487.0	18832.0
NOTCH1_E34_STA101233	422.0	327.0	511.0	310.0	1979.0	823.0	291.0	1377.0	1797.0	747.0	94.0	120.0	183.0	619.0	1622.0	515.0	1819.0
NOTCH1_E33_STA101234	3806.0	4193.0	11847.0	3290.0	19792.0	8733.0	1475.0	11861.0	17504.0	8472.0	1441.0	1353.0	2563.0	5919.0	16032.0	4706.0	16338.0
NOTCH1_E32_STA101235	5175.0	5701.0	14754.0	5429.0	23034.0	10613.0	1457.0	16404.0	22434.0	10918.0	1116.0	1465.0	2746.0	7677.0	21544.0	6529.0	22093.0
NOTCH1_E32_STA101236	4984.0	5218.0	14853.0	4421.0	20857.0	12511.0	1408.0	19182.0	25692.0	9068.0	1408.0	1838.0	2073.0	9331.0	21895.0	5917.0	19057.0
NOTCH1_E32_STA101237	2215.0	2285.0	6639.0	1950.0	8776.0	5754.0	646.0	8896.0	12667.0	3830.0	718.0	794.0	747.0	4306.0	9644.0	2491.0	8403.0
NOTCH1_E31_STA101690	3132.0	4361.0	9265.0	3203.0	15237.0	5924.0	1209.0	10895.0	15423.0	7676.0	878.0	902.0	1938.0	4505.0	14755.0	3749.0	8716.0
NOTCH1_E31_STA101240	1554.0	1630.0	6433.0	1749.0	7579.0	4289.0	539.0	6056.0	8247.0	3223.0	675.0	500.0	1200.0	2282.0	7794.0	1638.0	9399.0
NOTCH1_E31_STA101241	1068.0	1392.0	3067.0	964.0	3622.0	4008.0	148.0	3763.0	4758.0	1306.0	150.0	280.0	692.0	1630.0	3572.0	893.0	3564.0
NOTCH1_E30_STA101242	1026.0	1365.0	3432.0	989.0	5269.0	2119.0	427.0	3554.0	5499.0	2310.0	531.0	438.0	748.0	1540.0	5153.0	1211.0	4377.0
NOTCH1_E30_STA101243	2464.0	2810.0	8109.0	2606.0	10262.0	5469.0	799.0	8791.0	13541.0	5176.0	1145.0	1105.0	1612.0	4028.0	12129.0	3241.0	10143.0
NOTCH1_E30_STA101244	1268.0	1838.0	4264.0	1230.0	6329.0	3574.0	434.0	4264.0	7207.0	3228.0	616.0	553.0	1061.0	1961.0	7526.0	1542.0	6551.0
NOTCH1_E29_STA102034	515.0	721.0	2117.0	672.0	2682.0	1382.0	178.0	2560.0	3546.0	836.0	246.0	256.0	276.0	1076.0	2892.0	818.0	2549.0
NOTCH1_E28_STA102025	917.0	1373.0	4480.0	1186.0	4256.0	3204.0	349.0	5495.0	7418.0	2497.0	790.0	394.0	923.0	1890.0	7021.0	1335.0	5799.0
NOTCH1_E28_STA103230	3390.0	4610.0	12224.0	3860.0	16349.0	9882.0	1158.0	15932.0	22356.0	8132.0	1808.0	1412.0	2635.0	6595.0	19365.0	4845.0	17408.0
NOTCH1_E27_STA102032	1457.0	2045.0	4580.0	1478.0	6752.0	4105.0	429.0	5333.0	7707.0	2279.0	314.0	535.0	691.0	2653.0	6629.0	2111.0	5364.0
NOTCH1_E27_STA101250	4586.0	5301.0	13535.0	4222.0	22121.0	12433.0	1251.0	15327.0	24096.0	8585.0	1622.0	1646.0	3021.0	7097.0	21702.0	6328.0	16989.0
NOTCH1_E27_STA102038	1999.0	2360.0	7370.0	2564.0	7616.0	5742.0	692.0	8329.0	12681.0	3967.0	638.0	1175.0	1267.0	3571.0	10424.0	2530.0	7890.0
NOTCH1_E26_STA101252	1913.0	2062.0	6450.0	1811.0	7475.0	4713.0	692.0	7169.0	11322.0	3080.0	510.0	868.0	852.0	3225.0	8568.0	1882.0	7127.0
NOTCH1_E26_STA102017	730.0	935.0	2966.0	974.0	3934.0	1742.0	313.0	2960.0	4201.0	1976.0	303.0	228.0	651.0	1309.0	4348.0	1040.0	4164.0
NOTCH1_E26_STA102027	416.0	670.0	1631.0	619.0	1280.0	1177.0	125.0	1648.0	2355.0	801.0	124.0	151.0	340.0	701.0	2176.0	471.0	2346.0
NOTCH1_E26_STA102036	415.0	670.0	1630.0	619.0	1277.0	1177.0	125.0	1647.0	2350.0	801.0	124.0	150.0	339.0	700.0	2175.0	469.0	2345.0
NOTCH1_E26_STA101256	2340.0	3496.0	8828.0	2971.0	10002.0	6259.0	767.0	10041.0	14297.0	4054.0	580.0	856.0	1640.0	4066.0	11700.0	3089.0	9489.0
NOTCH1_E26_STA102021	703.0	852.0	2203.0	769.0	3143.0	1192.0	313.0	2359.0	3466.0	1916.0	184.0	281.0	454.0	1064.0	3116.0	869.0	2536.0
NOTCH1_E25_STA101258	2604.0	3014.0	8282.0	2541.0	11798.0	4170.0	565.0	9135.0	12354.0	5760.0	782.0	951.0	2071.0	3794.0	12037.0	3025.0	10538.0
NOTCH1_E25_STA101259	3702.0	4133.0	10401.0	3253.0	14204.0	7436.0	1104.0	12681.0	17603.0	5752.0	694.0	895.0	2223.0	6054.0	15167.0	4108.0	10002.0
NOTCH1_E25_STA101260	3787.0	3988.0	11301.0	2831.0	17421.0	6664.0	964.0	12952.0	18384.0	7367.0	1327.0	1339.0	1538.0	5944.0	15891.0	4112.0	16413.0
NOTCH1_E25_STA101261	3047.0	4223.0	10549.0	3676.0	13887.0	7957.0	1090.0	14513.0	20772.0	5497.0	978.0	1399.0	1696.0	6122.0	16516.0	3820.0	13028.0
NOTCH1_E25_STA102030	1408.0	1540.0	4882.0	1613.0	5580.0	3158.0	566.0	5701.0	7191.0	3248.0	527.0	455.0	1140.0	2494.0	6836.0	1466.0	4891.0
NOTCH1_E25_STA101263	620.0	1087.0	3370.0	1218.0	2390.0	1940.0	225.0	3131.0	5028.0	1560.0	347.0	296.0	709.0	1356.0	3731.0	992.0	4679.0
NOTCH1_E25_STA101667	223.0	477.0	1435.0	574.0	1064.0	845.0	84.0	1239.0	1980.0	644.0	150.0	72.0	272.0	540.0	1482.0	504.0	2388.0
NOTCH1_E24_STA102029	2177.0	2203.0	7190.0	2065.0	12307.0	4913.0	781.0	7332.0	11616.0	5059.0	816.0	718.0	1282.0	3209.0	9790.0	2344.0	8708.0
NOTCH1_E24_STA101707	4557.0	4542.0	16324.0	4393.0	20161.0	9217.0	1317.0	14666.0	22354.0	8271.0	1427.0	1590.0	2591.0	6153.0	18996.0	4569.0	18454.0
NOTCH1_E24_STA101267	1116.0	1341.0	4331.0	1231.0	4998.0	2545.0	359.0	3900.0	6668.0	1676.0	453.0	288.0	400.0	2091.0	4671.0	1281.0	3487.0
NOTCH1_E23_STA101268	2435.0	3108.0	10414.0	3034.0	10003.0	5163.0	668.0	8968.0	13770.0	5452.0	650.0	1139.0	1714.0	4089.0	11822.0	3695.0	9158.0
NOTCH1_E23_STA101269	2113.0	2329.0	6961.0	2000.0	6699.0	4440.0	487.0	6116.0	9705.0	3745.0	544.0	800.0	1063.0	2742.0	9162.0	2432.0	7255.0
NOTCH1_E23_STA101270	1233.0	1130.0	3366.0	1160.0	4569.0	2146.0	347.0	4212.0	5719.0	2356.0	520.0	420.0	569.0	1696.0	5283.0	1338.0	4294.0
NOTCH1_E22_STA101272	1097.0	1094.0	4136.0	1346.0	2768.0	2326.0	303.0	3178.0	5124.0	2592.0	397.0	380.0	787.0	1454.0	5311.0	1115.0	4123.0
NOTCH1_E22_STA101691	2188.0	2222.0	6134.0	1736.0	9315.0	3937.0	427.0	6137.0	10668.0	3900.0	562.0	593.0	808.0	3101.0	10203.0	2297.0	7512.0
NOTCH1_E21_STA101274	3314.0	3065.0	8908.0	2833.0	11767.0	7043.0	991.0	9731.0	16139.0	5136.0	826.0	1042.0	1560.0	5386.0	12157.0	3216.0	9810.0
NOTCH1_E21_STA101706	2642.0	2926.0	8366.0	2563.0	10570.0	5846.0	913.0	9474.0	13857.0	5285.0	772.0	1026.0	1748.0	3620.0	11135.0	2712.0	9282.0
NOTCH1_E21_STA101276	731.0	810.0	2648.0	849.0	2021.0	1414.0	179.0	2096.0	3807.0	1188.0	188.0	280.0	430.0	1081.0	2927.0	765.0	2835.0
NOTCH1_E21_STA101277	1537.0	1495.0	3879.0	1430.0	5895.0	3323.0	342.0	4395.0	7226.0	1896.0	462.0	481.0	759.0	1067.0	5996.0	1737.0	3863.0
NOTCH1_E20_STA101278	1319.0	1510.0	3006.0	1172.0	5162.0	2662.0	392.0	3821.0	5328.0	2345.0	412.0	392.0	707.0	1606.0	5190.0	1359.0	4596.0
NOTCH1_E20_STA101279	8203.0	9432.0	26263.0	9309.0	30190.0	18756.0	2562.0	26427.0	39587.0	17862.0	2739.0	2761.0	5659.0	12454.0	30312.0	8545.0	30237.0
NOTCH1_E19_STA101280	1118.0	1037.0	3395.0	1335.0	4312.0	2234.0	443.0	2859.0	5171.0	2360.0	421.0	283.0	749.0	1470.0	5022.0	1006.0	3974.0
NOTCH1_E19_STA102018	478.0	472.0	1728.0	504.0	1999.0	901.0	135.0	1583.0	2635.0	798.0	220.0	130.0	303.0	648.0	1824.0	543.0	2346.0
NOTCH1_E19_STA101283	2141.0	2384.0	7362.0	2273.0	7408.0	2860.0	719.0	7081.0	11017.0	2259.0	642.0	732.0	1314.0	3076.0	9676.0	2713.0	7964.0
NOTCH1_E18_STA101704	1638.0	1528.0	4430.0	1462.0	6775.0	3322.0	485.0	4732.0	6958.0	3175.0	571.0	574.0	860.0	2522.0	6089.0	1853.0	5706.0
NOTCH1_E18_STA101285	2485.0	2273.0	6322.0	1857.0	8681.0	5220.0	644.0	7629.0	10553.0	2954.0	452.0	740.0	1086.0	3548.0	8998.0	2488.0	7451.0
NOTCH1_E18_STA101286	6159.0	6736.0	16246.0	4639.0	24210.0	12176.0	1874.0	17289.0	27546.0	11544.0	1984.0	1869.0	3089.0	8052.0	21015.0	5475.0	19291.0
NOTCH1_E17_STA101287	762.0	736.0	2244.0	574.0	2437.0	1333.0	194.0	2074.0	2605.0	1324.0	230.0	229.0	348.0	646.0	2668.0	664.0	2631.0
NOTCH1_E17_STA101288	714.0	823.0	2538.0	838.0	3519.0	2274.0	246.0	3546.0	5184.0	1141.0	336.0	323.0	505.0	1566.0	3903.0	892.0	1902.0
NOTCH1_E16_STA101692	510.0	612.0	1604.0	692.0	1407.0	1068.0	154.0	1438.0	2257.0	930.0	122.0	154.0	237.0	763.0	2218.0	550.0	1998.0
NOTCH1_E16_STA101290	5284.0	5404.0	17091.0	4545.0	18609.0	11471.0	1610.0	18892.0	25027.0	10276.0	1891.0	1887.0	2921.0	7904.0	23310.0	4699.0	21957.0
NOTCH1_E15_STA101292	1921.0	1549.0	3473.0	1504.0	7253.0	3244.0	787.0	4666.0	7788.0	3393.0	448.0	607.0	757.0	2169.0	5639.0	2393.0	4722.0
NOTCH1_E15_STA101293	834.0	850.0	2690.0	654.0	3496.0	1972.0	309.0	2580.0	3901.0	1766.0	254.0	293.0	389.0	1061.0	4101.0	885.0	3244.0
NOTCH1_E14_STA101294	1743.0	2451.0	5706.0	1581.0	7441.0	4489.0	471.0	6059.0	11204.0	2205.0	434.0	701.0	754.0	2563.0	7428.0	2002.0	6408.0
NOTCH1_E14_STA101295	3454.0	3172.0	8841.0	3000.0	13022.0	7680.0	1009.0	9360.0	13758.0	6389.0	852.0	1274.0	1534.0	4634.0	14093.0	4139.0	11517.0
NOTCH1_E13_STA101296	5369.0	6100.0	17870.0	5195.0	23791.0	11970.0	1594.0	16449.0	24681.0	11393.0	2027.0	1696.0	3268.0	7354.0	24841.0	6332.0	20993.0
NOTCH1_E13_STA101297	5546.0	6480.0	16943.0	5499.0	23313.0	11862.0	1654.0	16666.0	25902.0	10530.0	1905.0	1387.0	3131.0	7190.0	24925.0	5536.0	21682.0
NOTCH1_E13_STA101298	5520.0	6397.0	17323.0	6197.0	24259.0	11092.0	1720.0	16859.0	25444.0	10210.0	2011.0	1550.0	2948.0	7206.0	24732.0	5852.0	21651.0
NOTCH1_E12_STA101299	760.0	838.0	2411.0	688.0	2670.0	1406.0	200.0	2216.0	3488.0	830.0	190.0	204.0	300.0	1219.0	2650.0	650.0	2694.0
NOTCH1_E12_STA101300	6071.0	6510.0	16170.0	4889.0	23076.0	10384.0	1769.0	18609.0	25521.0	8049.0	1233.0	1959.0	2032.0	9151.0	22475.0	5478.0	19382.0
NOTCH1_E11_STA101301	421.0	576.0	1582.0	478.0	1798.0	907.0	113.0	1539.0	1911.0	1011.0	140.0	141.0	361.0	640.0	2353.0	606.0	2111.0
NOTCH1_E11_STA101302	1048.0	1499.0	4068.0	950.0	4819.0	2484.0	275.0	3858.0	5763.0	2334.0	483.0	282.0	666.0	1542.0	5007.0	1275.0	4134.0
NOTCH1_E11_STA101303	1558.0	3105.0	9259.0	2149.0	6613.0	3140.0	634.0	6339.0	9468.0	4242.0	333.0	785.0	721.0	2747.0	11286.0	2837.0	8583.0
NOTCH1_E10_STA101304	393.0	758.0	2357.0	585.0	2022.0	1174.0	118.0	1684.0	2723.0	666.0	74.0	292.0	234.0	958.0	2417.0	560.0	1857.0
NOTCH1_E10_STA101305	1401.0	1517.0	3682.0	1415.0	4119.0	2151.0	391.0	3824.0	5279.0	2322.0	323.0	234.0	569.0	1531.0	5243.0	1279.0	5550.0
NOTCH1_E10_STA101681	441.0	566.0	1705.0	467.0	1443.0	868.0	142.0	1418.0	2183.0	775.0	175.0	117.0	191.0	603.0	2069.0	571.0	1810.0
NOTCH1_E9_STA101307	689.0	814.0	1420.0	591.0	2212.0	1087.0	184.0	2229.0	2463.0	1434.0	172.0	139.0	392.0	795.0	2418.0	659.0	2076.0
NOTCH1_E8_STA101688	2054.0	2713.0	6563.0	2102.0	7164.0	3136.0	538.0	7074.0	9058.0	2231.0	348.0	521.0	664.0	2839.0	8182.0	2189.0	8993.0
NOTCH1_E8_STA101310	1191.0	3104.0	7924.0	2151.0	6667.0	2281.0	676.0	4837.0	8372.0	4195.0	308.0	871.0	691.0	2409.0	9927.0	3101.0	9218.0
NOTCH1_E8_STA101311	1475.0	2294.0	5636.0	1885.0	6106.0	3133.0	525.0	5551.0	8542.0	2723.0	485.0	433.0	754.0	2797.0	6756.0	1919.0	6001.0
NOTCH1_E7_STA101312	1542.0	1655.0	5513.0	1710.0	4075.0	3160.0	540.0	4938.0	7669.0	3085.0	525.0	467.0	764.0	2262.0	6868.0	1563.0	5617.0
NOTCH1_E7_STA101699	831.0	1006.0	2981.0	868.0	4039.0	1443.0	253.0	2620.0	4134.0	2017.0	267.0	433.0	519.0	1456.0	3835.0	1052.0	4076.0
