	C21D00402	C21D00444	D21D00412	M21D00435	N21D00374	N21D00379	N21D00401	N21D00404	N21D00438	N21D00440	P21D00366	P21D00372	P21D00373	P21D00386	P21D00389	P21D00391	P21D00395	P21D00396	P21D00397	P21D00398	P21D00399	P21D00405	P21D00408	P21D00436	P21D00437	P21D00442	P21D00447	S21D00410	X20D02486	X21D00400T
EGFR_E24_STA100264	9176.0	6168.0	9623.0	7629.0	28823.0	19153.0	31789.0	12976.0	9730.0	509.0	21886.0	3640.0	7699.0	4268.0	909.0	1110.0	15555.0	20555.0	21790.0	15715.0	33088.0	20746.0	7888.0	18919.0	16326.0	25127.0	3299.0	1215.0	15766.0	11443.0
EGFR_E25_STA100265	7410.0	4289.0	8959.0	6430.0	19258.0	19559.0	24001.0	6944.0	6026.0	334.0	15806.0	2288.0	6109.0	4295.0	274.0	950.0	10333.0	17362.0	18338.0	9057.0	19570.0	13688.0	3167.0	11687.0	8802.0	20766.0	1615.0	1119.0	12139.0	6138.0
EGFR_E25_STA100266	12945.0	7590.0	13668.0	9379.0	26579.0	28067.0	43196.0	15530.0	11803.0	385.0	30432.0	3866.0	8068.0	6470.0	1055.0	1843.0	21193.0	25953.0	28724.0	19519.0	36677.0	27042.0	7955.0	21230.0	16963.0	36004.0	2517.0	790.0	20272.0	14539.0
EGFR_E25_STA100267	3408.0	3375.0	3855.0	2888.0	11392.0	8362.0	11958.0	7111.0	3727.0	257.0	9223.0	1625.0	3438.0	2712.0	138.0	522.0	7432.0	9637.0	7874.0	6175.0	13821.0	9314.0	3310.0	7075.0	6198.0	10133.0	1591.0	843.0	6367.0	4581.0
EGFR_E26_STA101508	18430.0	10545.0	20932.0	17688.0	45975.0	30741.0	56963.0	14334.0	16995.0	1116.0	36086.0	6854.0	14228.0	11036.0	671.0	3251.0	27123.0	43618.0	43250.0	25846.0	47610.0	34012.0	13366.0	33977.0	27960.0	46255.0	5305.0	3112.0	34636.0	15844.0
EGFR_E27_STA101647	2722.0	2004.0	3229.0	2210.0	8020.0	7051.0	11604.0	5631.0	2509.0	31.0	5294.0	873.0	2143.0	1721.0	160.0	440.0	3971.0	6363.0	6709.0	4367.0	7789.0	5221.0	2622.0	3908.0	3940.0	9553.0	918.0	396.0	4159.0	2360.0
EGFR_E28_STA101510	3805.0	2518.0	4107.0	2435.0	10976.0	7925.0	11580.0	7464.0	3129.0	80.0	9475.0	1437.0	3185.0	2307.0	306.0	736.0	7179.0	8492.0	7628.0	5814.0	14314.0	8838.0	3046.0	6205.0	6379.0	10453.0	1404.0	529.0	6032.0	4040.0
MET_E2_STA100268	8409.0	6286.0	7329.0	14144.0	23245.0	15748.0	29786.0	4604.0	7525.0	350.0	18748.0	3250.0	7618.0	5693.0	549.0	1411.0	13307.0	20467.0	13533.0	18511.0	23387.0	16803.0	5294.0	22908.0	16435.0	21886.0	1730.0	1984.0	20363.0	10769.0
MET_E2_STA100269	9963.0	7141.0	7798.0	16406.0	23015.0	17319.0	34383.0	7009.0	8377.0	613.0	18460.0	3530.0	6778.0	5935.0	583.0	1536.0	15328.0	20659.0	11585.0	19891.0	25798.0	20886.0	7090.0	24117.0	20647.0	24973.0	2618.0	1903.0	20230.0	13623.0
MET_E2_STA101511	9975.0	7155.0	7803.0	16427.0	23043.0	17340.0	34434.0	7013.0	8389.0	643.0	18492.0	3531.0	6791.0	5951.0	590.0	1538.0	15365.0	20688.0	11612.0	19908.0	25841.0	20918.0	7100.0	24143.0	20677.0	25012.0	2623.0	1910.0	20270.0	13637.0
MET_E2_STA100270	20650.0	14886.0	16870.0	35892.0	46283.0	34321.0	69349.0	13203.0	19547.0	1277.0	38418.0	7212.0	15854.0	12365.0	1694.0	2952.0	31419.0	41920.0	24928.0	41831.0	49615.0	45046.0	15045.0	49902.0	43957.0	51607.0	4990.0	3429.0	40720.0	27307.0
MET_E2_STA100271	14923.0	9081.0	12267.0	22195.0	33808.0	26624.0	56091.0	6426.0	13287.0	672.0	31611.0	5176.0	10419.0	10134.0	1010.0	1873.0	20965.0	33452.0	20132.0	28760.0	39366.0	29908.0	9561.0	35107.0	28427.0	40424.0	2650.0	2354.0	30728.0	22349.0
MET_E2_STA100272	4727.0	4008.0	3837.0	6934.0	11707.0	9942.0	17054.0	3598.0	5582.0	272.0	13628.0	2671.0	4424.0	3583.0	278.0	896.0	9511.0	10769.0	7812.0	11803.0	18001.0	11793.0	3753.0	12466.0	9203.0	13573.0	1184.0	457.0	13218.0	8185.0
MET_E2_STA100273	7464.0	5174.0	7171.0	12470.0	24272.0	17343.0	29005.0	6623.0	7240.0	246.0	19705.0	2950.0	6331.0	6041.0	846.0	900.0	13609.0	18836.0	13199.0	18705.0	23991.0	16727.0	4827.0	18117.0	15954.0	22382.0	1663.0	1443.0	21026.0	9610.0
MET_E2_STA100274	14276.0	9472.0	11239.0	22948.0	33698.0	28517.0	39611.0	11688.0	10079.0	826.0	25505.0	4213.0	9798.0	10783.0	1128.0	1375.0	21689.0	29503.0	19646.0	29445.0	33804.0	27247.0	8541.0	29781.0	26279.0	37020.0	3318.0	2790.0	29156.0	15335.0
MET_E2_STA100275	3765.0	2708.0	2639.0	5483.0	8542.0	5645.0	9773.0	3071.0	3368.0	213.0	8335.0	1641.0	3231.0	3449.0	247.0	574.0	6853.0	8223.0	4956.0	8113.0	12484.0	8174.0	2982.0	8576.0	7368.0	8688.0	1036.0	1044.0	9153.0	5709.0
MET_E2_STA100276	5117.0	3167.0	4429.0	7883.0	10870.0	8388.0	14566.0	3606.0	4365.0	426.0	9536.0	1880.0	3351.0	4093.0	364.0	706.0	7146.0	10625.0	7289.0	9037.0	12997.0	10040.0	4393.0	11341.0	9130.0	13451.0	1302.0	1195.0	11359.0	5523.0
MET_E2_STA100277	4816.0	3798.0	4891.0	9604.0	11322.0	8190.0	14251.0	4774.0	5229.0	356.0	11350.0	2028.0	4414.0	4615.0	390.0	867.0	8084.0	10900.0	6679.0	10757.0	12991.0	12453.0	4876.0	14524.0	11640.0	14936.0	1363.0	1061.0	11808.0	7335.0
MET_E2_STA100278	6007.0	4310.0	5648.0	9652.0	11774.0	8905.0	17682.0	4721.0	4859.0	368.0	11940.0	2259.0	4574.0	6774.0	813.0	1102.0	9692.0	12874.0	7334.0	12050.0	15742.0	14457.0	4911.0	15050.0	11624.0	16183.0	1420.0	1506.0	12562.0	8083.0
MET_E2_STA100279	2426.0	2766.0	2276.0	4168.0	6039.0	5424.0	11358.0	1624.0	3638.0	111.0	9864.0	1509.0	2353.0	4555.0	338.0	934.0	6607.0	6945.0	6679.0	6100.0	12483.0	8205.0	2556.0	8582.0	6483.0	8170.0	480.0	374.0	7643.0	6531.0
MET_E2_STA100280	4166.0	3392.0	3539.0	7665.0	10222.0	7131.0	15868.0	2421.0	4166.0	301.0	8539.0	1744.0	3333.0	3690.0	287.0	697.0	6889.0	10947.0	6472.0	9706.0	10753.0	9038.0	3043.0	11152.0	8876.0	11420.0	1023.0	927.0	9418.0	4945.0
MET_E2_STA101512	6560.0	6320.0	6151.0	12400.0	13455.0	10158.0	18577.0	5516.0	5962.0	593.0	13202.0	2361.0	5076.0	7791.0	436.0	1150.0	11141.0	13731.0	8717.0	13048.0	17230.0	16093.0	5522.0	19558.0	15677.0	18351.0	1794.0	1582.0	16522.0	8012.0
MET_E3_STA101513	9524.0	7373.0	7173.0	17994.0	18024.0	14058.0	29860.0	6663.0	8713.0	708.0	18266.0	3393.0	7022.0	8065.0	756.0	1483.0	14894.0	18824.0	12013.0	20790.0	21421.0	22754.0	7461.0	26587.0	22274.0	23376.0	2416.0	1897.0	18483.0	11655.0
MET_E4_STA101514	782.0	807.0	791.0	1214.0	1713.0	1625.0	3590.0	573.0	974.0	51.0	2692.0	511.0	661.0	891.0	81.0	236.0	1543.0	1756.0	1840.0	1601.0	3584.0	2368.0	830.0	2183.0	1969.0	2285.0	112.0	80.0	2444.0	1299.0
MET_E5_STA101515	15305.0	10252.0	11349.0	19006.0	31640.0	29868.0	51760.0	14332.0	11764.0	861.0	31683.0	5507.0	11059.0	10649.0	1608.0	1647.0	24827.0	31477.0	17880.0	31283.0	38998.0	35136.0	10653.0	31422.0	27610.0	44428.0	4041.0	2585.0	33845.0	16380.0
MET_E6_STA101516	5937.0	4052.0	5362.0	9884.0	17334.0	12177.0	20613.0	3898.0	5827.0	329.0	13184.0	2353.0	5218.0	5842.0	604.0	1487.0	10384.0	14653.0	9565.0	14173.0	19931.0	12852.0	4942.0	16517.0	12476.0	20189.0	1447.0	1044.0	21603.0	6474.0
MET_E7_STA101517	561.0	790.0	986.0	1202.0	1663.0	1524.0	3337.0	521.0	504.0	56.0	2254.0	215.0	621.0	1257.0	66.0	112.0	1227.0	1928.0	1169.0	2282.0	2896.0	1892.0	518.0	2184.0	1513.0	2584.0	152.0	56.0	2954.0	914.0
MET_E8_STA101518	3891.0	3824.0	3539.0	7628.0	11189.0	8208.0	13136.0	5070.0	3732.0	306.0	12350.0	1816.0	4332.0	8817.0	178.0	444.0	9471.0	10652.0	7033.0	10823.0	16403.0	11028.0	3911.0	12080.0	10710.0	12697.0	1701.0	1180.0	14197.0	5561.0
MET_E9_STA101519	7546.0	5173.0	7392.0	15622.0	20602.0	12714.0	28915.0	5282.0	7545.0	517.0	15892.0	2672.0	6416.0	7675.0	438.0	1355.0	12178.0	20311.0	11760.0	17775.0	23604.0	17355.0	5635.0	24942.0	18500.0	24500.0	2006.0	1994.0	23420.0	7689.0
MET_E10_STA100281	2597.0	3107.0	3383.0	6214.0	6402.0	5765.0	11676.0	2087.0	3199.0	226.0	8741.0	1221.0	2438.0	5960.0	403.0	584.0	5430.0	6176.0	5386.0	7330.0	11253.0	8190.0	2648.0	8315.0	6760.0	9464.0	570.0	412.0	8406.0	4485.0
MET_E10_STA100282	7227.0	4251.0	6871.0	12746.0	20206.0	13260.0	26327.0	4543.0	7630.0	636.0	18295.0	2348.0	6110.0	9824.0	352.0	1298.0	11321.0	16722.0	12124.0	16264.0	21067.0	15065.0	6487.0	20581.0	15110.0	21316.0	1610.0	1234.0	24735.0	7774.0
MET_E10_STA100283	706.0	521.0	898.0	1190.0	1707.0	1678.0	3247.0	657.0	597.0	42.0	1716.0	309.0	665.0	993.0	72.0	128.0	1232.0	1930.0	1342.0	1604.0	1942.0	1509.0	599.0	1618.0	1206.0	2257.0	136.0	162.0	2247.0	948.0
MET_E11_STA101520	2847.0	2630.0	2957.0	5982.0	9711.0	5763.0	11191.0	2543.0	3475.0	179.0	9424.0	1442.0	2887.0	4746.0	466.0	808.0	7460.0	7801.0	5344.0	7739.0	12390.0	8712.0	2842.0	11069.0	9013.0	8671.0	1007.0	488.0	12432.0	4894.0
MET_E12_STA101521	11458.0	7998.0	11732.0	21451.0	24901.0	21000.0	38373.0	5489.0	10361.0	767.0	27259.0	3669.0	8762.0	11738.0	1063.0	1563.0	18676.0	27607.0	18369.0	27128.0	30418.0	26126.0	9558.0	30557.0	23949.0	34026.0	2198.0	1817.0	33162.0	14345.0
MET_E13_STA101522	5119.0	3963.0	6123.0	9871.0	14001.0	9315.0	18722.0	4303.0	5016.0	175.0	12563.0	2425.0	4538.0	8543.0	334.0	992.0	9079.0	14374.0	9544.0	12177.0	14941.0	11922.0	4806.0	14929.0	10755.0	15853.0	1264.0	1446.0	15280.0	6841.0
MET_E14_STA100284	4499.0	3516.0	4666.0	8418.0	9505.0	8589.0	13859.0	3140.0	3462.0	378.0	9887.0	1489.0	3289.0	5795.0	356.0	659.0	7112.0	10247.0	6967.0	9263.0	11773.0	9574.0	3146.0	11552.0	9993.0	12092.0	1012.0	1185.0	10971.0	5813.0
MET_E14_STA100285	1129.0	1041.0	1477.0	2298.0	2952.0	2565.0	4541.0	716.0	1074.0	62.0	3995.0	586.0	1142.0	1873.0	152.0	209.0	2025.0	2583.0	1810.0	2954.0	4532.0	3055.0	799.0	3781.0	2592.0	3589.0	160.0	104.0	4017.0	2182.0
MET_E14_STA100286	2843.0	2894.0	3611.0	5664.0	8581.0	6326.0	10834.0	2426.0	3516.0	245.0	9785.0	1667.0	3211.0	4469.0	329.0	627.0	6725.0	7817.0	5543.0	8143.0	12443.0	8391.0	3253.0	11273.0	8581.0	9881.0	754.0	643.0	11258.0	5699.0
MET_E14_STA100287	572.0	915.0	598.0	1375.0	2082.0	1450.0	2500.0	933.0	793.0	82.0	2243.0	612.0	748.0	1262.0	30.0	114.0	1724.0	2230.0	1123.0	1755.0	2933.0	2313.0	1023.0	2747.0	2078.0	2150.0	220.0	310.0	2141.0	1364.0
MET_E15_STA101628	3825.0	3467.0	4362.0	7232.0	14745.0	8944.0	14760.0	4663.0	4700.0	200.0	13638.0	2304.0	4378.0	6901.0	304.0	1101.0	11627.0	12032.0	7225.0	11435.0	17784.0	12995.0	4961.0	13388.0	12802.0	13784.0	1310.0	1146.0	15497.0	7441.0
MET_E15_STA100289	7059.0	5892.0	7204.0	12139.0	15825.0	12217.0	26567.0	3097.0	5758.0	443.0	16123.0	2118.0	4277.0	6209.0	523.0	853.0	10898.0	16304.0	11300.0	15564.0	17027.0	14673.0	4482.0	16390.0	14222.0	18207.0	1176.0	866.0	20883.0	8453.0
MET_E15_STA100290	5559.0	3715.0	5278.0	7830.0	11944.0	8808.0	17860.0	3062.0	3910.0	333.0	10844.0	1839.0	3297.0	4294.0	393.0	801.0	7655.0	12386.0	7149.0	10644.0	14210.0	10668.0	4230.0	13473.0	10364.0	14174.0	1028.0	915.0	13194.0	6696.0
MET_E16_STA100291	5174.0	5909.0	6649.0	12164.0	12554.0	9011.0	17269.0	6154.0	5053.0	528.0	13014.0	2011.0	5301.0	9853.0	378.0	1392.0	10419.0	11324.0	8092.0	12048.0	15534.0	15100.0	5741.0	17346.0	14673.0	18793.0	2041.0	1640.0	14819.0	7426.0
MET_E16_STA100292	6870.0	5140.0	8560.0	12819.0	17117.0	12166.0	22902.0	4090.0	6333.0	526.0	17298.0	3156.0	5372.0	9953.0	313.0	967.0	11549.0	18532.0	12931.0	15289.0	21124.0	14833.0	5692.0	18819.0	12877.0	19768.0	1110.0	1138.0	20588.0	7398.0
MET_E17_STA100293	10829.0	6079.0	9036.0	15655.0	25340.0	18359.0	28082.0	6358.0	9375.0	578.0	21114.0	3687.0	7200.0	7658.0	547.0	1870.0	15304.0	21332.0	15670.0	23616.0	27360.0	19744.0	7452.0	24972.0	21692.0	28657.0	2413.0	2182.0	23244.0	12241.0
MET_E17_STA100294	13732.0	12187.0	10940.0	24259.0	32821.0	21833.0	37534.0	7759.0	13535.0	976.0	35559.0	6490.0	11864.0	13684.0	947.0	1918.0	27570.0	28547.0	21968.0	31239.0	45798.0	32290.0	11024.0	38351.0	35154.0	34302.0	3388.0	2604.0	37214.0	22450.0
MET_E17_STA100295	9003.0	6197.0	7017.0	13654.0	15419.0	10513.0	23658.0	4814.0	7819.0	462.0	15369.0	2236.0	5834.0	5159.0	450.0	1565.0	13744.0	15285.0	9944.0	17600.0	17932.0	18121.0	5913.0	20009.0	20680.0	19988.0	1735.0	1908.0	16124.0	9994.0
MET_E18_STA100296	7882.0	6221.0	9007.0	12571.0	19799.0	14403.0	28617.0	5361.0	7018.0	330.0	16726.0	2819.0	6559.0	4485.0	670.0	1760.0	12861.0	21342.0	11324.0	17644.0	25063.0	18239.0	7284.0	19199.0	16066.0	24991.0	2289.0	1678.0	22522.0	8098.0
MET_E18_STA100297	3902.0	4802.0	4384.0	7168.0	11670.0	8277.0	14641.0	4346.0	3957.0	430.0	11506.0	2086.0	4611.0	3252.0	394.0	749.0	8737.0	10899.0	6650.0	11687.0	17177.0	11200.0	4696.0	10833.0	9910.0	13083.0	1397.0	1090.0	8779.0	7163.0
MET_E19_STA100298	10796.0	9735.0	12934.0	23316.0	28436.0	23073.0	32726.0	10530.0	9291.0	954.0	24349.0	4947.0	9362.0	10305.0	683.0	1284.0	21121.0	27272.0	19569.0	25117.0	29601.0	23818.0	10701.0	26329.0	23863.0	34017.0	3872.0	3177.0	31050.0	12531.0
MET_E19_STA100299	6384.0	6330.0	7153.0	13428.0	13885.0	11067.0	20630.0	6181.0	6259.0	530.0	14708.0	2168.0	6096.0	5640.0	414.0	1366.0	11134.0	14849.0	9056.0	14421.0	17290.0	16332.0	6660.0	16355.0	15547.0	20197.0	1817.0	1773.0	15876.0	8553.0
MET_E19_STA100300	4346.0	4437.0	5755.0	10153.0	11981.0	8398.0	17690.0	4315.0	3962.0	458.0	9509.0	1999.0	4167.0	3802.0	307.0	627.0	7213.0	11877.0	7468.0	9774.0	13590.0	10364.0	3966.0	12587.0	9240.0	13508.0	1481.0	1736.0	11745.0	5426.0
MET_E20_STA101619	11509.0	8791.0	12414.0	18925.0	30831.0	22492.0	39558.0	6396.0	11697.0	768.0	26409.0	4226.0	9663.0	9749.0	833.0	1732.0	19920.0	28382.0	18655.0	26417.0	36742.0	25776.0	8057.0	31720.0	29664.0	36286.0	2696.0	1753.0	33244.0	14466.0
MET_E20_STA100302	1698.0	1207.0	1353.0	2957.0	3379.0	3066.0	5729.0	1416.0	1780.0	69.0	4653.0	652.0	1044.0	1438.0	194.0	436.0	3405.0	3417.0	2476.0	3597.0	5889.0	4364.0	1372.0	4889.0	3332.0	5387.0	295.0	218.0	4409.0	2759.0
MET_E21_STA101523	6168.0	4200.0	5040.0	9991.0	14660.0	12453.0	17770.0	2931.0	4937.0	211.0	11606.0	1675.0	5030.0	4137.0	308.0	667.0	8432.0	13022.0	9193.0	15351.0	14440.0	14234.0	3363.0	11564.0	10917.0	16616.0	1020.0	810.0	14121.0	7768.0
BRAF_E15_STA100303	1075.0	1419.0	1614.0	2946.0	3898.0	3261.0	6833.0	1323.0	2063.0	163.0	3983.0	693.0	1257.0	3023.0	144.0	316.0	2392.0	5247.0	3178.0	3285.0	4966.0	3399.0	1470.0	3341.0	2842.0	6139.0	211.0	351.0	4488.0	1607.0
BRAF_E15_STA100304	2599.0	2342.0	2553.0	6171.0	8480.0	5186.0	10882.0	2471.0	3920.0	258.0	6487.0	1051.0	2802.0	3789.0	182.0	717.0	5056.0	8050.0	4689.0	7233.0	8989.0	7028.0	2875.0	9655.0	8953.0	11545.0	756.0	697.0	9049.0	3107.0
BRAF_E11_STA100305	6123.0	5195.0	5848.0	11203.0	15085.0	11571.0	21156.0	7974.0	6187.0	680.0	11720.0	2497.0	5225.0	8295.0	534.0	1560.0	10655.0	12110.0	8255.0	13602.0	15937.0	14896.0	6155.0	15753.0	15646.0	24528.0	2253.0	2091.0	16114.0	7127.0
BRAF_E11_STA100306	4507.0	5430.0	4221.0	8309.0	11732.0	10141.0	17899.0	4633.0	6113.0	347.0	13580.0	2169.0	4256.0	11244.0	310.0	1298.0	9649.0	12029.0	7796.0	10724.0	17288.0	11983.0	4477.0	11779.0	13297.0	17667.0	1642.0	931.0	17167.0	6966.0
FGFR1_E19_STA101524	3911.0	2399.0	4278.0	1936.0	13768.0	11464.0	16991.0	14452.0	3308.0	116.0	7661.0	1024.0	2806.0	3064.0	317.0	570.0	4229.0	7780.0	5029.0	5174.0	10920.0	5315.0	5982.0	3864.0	3459.0	16429.0	2599.0	2359.0	8511.0	2174.0
FGFR1_E18_STA101525	2759.0	1493.0	2796.0	1109.0	9128.0	7590.0	13873.0	5905.0	2304.0	54.0	5627.0	864.0	2068.0	1882.0	98.0	298.0	3101.0	6040.0	3846.0	3186.0	10288.0	4687.0	3434.0	3772.0	2512.0	14283.0	966.0	1172.0	7737.0	1526.0
FGFR1_E17_STA101526	1212.0	758.0	945.0	493.0	2835.0	3650.0	5092.0	2887.0	1109.0	6.0	3969.0	382.0	846.0	1606.0	142.0	174.0	1633.0	1951.0	2121.0	2112.0	5151.0	1758.0	1635.0	1202.0	735.0	5949.0	339.0	140.0	3496.0	1019.0
FGFR1_E16_STA101527	2703.0	1969.0	2561.0	1479.0	8429.0	8189.0	11532.0	4292.0	1816.0	112.0	6019.0	561.0	1995.0	1620.0	229.0	424.0	3567.0	4790.0	2877.0	2945.0	7984.0	4126.0	3074.0	3266.0	2626.0	10070.0	1283.0	1278.0	5959.0	1308.0
FGFR1_E15_STA101528	3518.0	2441.0	2406.0	1333.0	10478.0	9060.0	12971.0	9531.0	2317.0	16.0	10198.0	1254.0	2939.0	4630.0	403.0	519.0	6035.0	6404.0	4790.0	5472.0	14672.0	6595.0	4550.0	4039.0	2972.0	14817.0	2106.0	1426.0	9133.0	2797.0
FGFR1_E14_STA103263	931.0	488.0	709.0	438.0	3315.0	2098.0	4982.0	2087.0	607.0	44.0	2289.0	311.0	724.0	604.0	84.0	124.0	917.0	2107.0	1059.0	1259.0	3373.0	1130.0	909.0	751.0	660.0	4386.0	386.0	417.0	2635.0	519.0
FGFR1_E13_STA101530	8555.0	5116.0	5607.0	6670.0	21168.0	19759.0	25517.0	12609.0	6850.0	307.0	16198.0	2463.0	5736.0	6694.0	990.0	1446.0	10789.0	12800.0	8677.0	11091.0	23870.0	12631.0	9521.0	10048.0	7938.0	32539.0	4343.0	3677.0	15045.0	5673.0
FGFR1_E12_STA101531	4603.0	3100.0	3588.0	3591.0	13191.0	12043.0	19527.0	7883.0	3774.0	136.0	9058.0	1786.0	3665.0	3145.0	378.0	592.0	5696.0	9318.0	6887.0	5505.0	13917.0	8103.0	5118.0	5076.0	3898.0	17764.0	1753.0	1630.0	8442.0	3248.0
FGFR1_E11_STA101532	3414.0	3094.0	2768.0	2515.0	9963.0	8518.0	11394.0	7136.0	3311.0	105.0	9024.0	1899.0	3098.0	2396.0	288.0	446.0	6433.0	7581.0	5942.0	4072.0	13959.0	6175.0	4791.0	5157.0	3923.0	12958.0	1762.0	1184.0	7457.0	3178.0
FGFR1_E10_STA101533	7848.0	5501.0	4793.0	6156.0	24212.0	21537.0	25676.0	14277.0	7035.0	198.0	21362.0	3024.0	7483.0	5291.0	835.0	662.0	13749.0	16456.0	11475.0	11181.0	31899.0	13550.0	9747.0	10551.0	10136.0	30444.0	3733.0	2315.0	19640.0	5428.0
FGFR1_E9_STA101534	8262.0	4541.0	6452.0	4841.0	21945.0	19902.0	29988.0	11628.0	6073.0	246.0	16701.0	2444.0	5684.0	4702.0	918.0	1370.0	9483.0	15449.0	8252.0	9257.0	27018.0	13733.0	9204.0	9374.0	7726.0	33616.0	3747.0	2245.0	18305.0	5692.0
FGFR1_E8_STA101535	2824.0	1689.0	2195.0	2238.0	8274.0	7334.0	12962.0	5446.0	2693.0	148.0	6203.0	907.0	1627.0	1913.0	232.0	340.0	3901.0	6750.0	4566.0	3380.0	9815.0	4120.0	2493.0	3529.0	2648.0	13471.0	866.0	971.0	5889.0	1943.0
FGFR1_E7_STA101536	2836.0	1998.0	1747.0	1962.0	6013.0	6087.0	10584.0	4572.0	2462.0	12.0	8315.0	693.0	1703.0	2124.0	466.0	277.0	3744.0	4772.0	3655.0	3875.0	10833.0	4415.0	2294.0	3916.0	2609.0	10360.0	787.0	563.0	1164.0	2196.0
FGFR1_E6_STA101537	3691.0	3094.0	2691.0	3476.0	10992.0	10182.0	13036.0	3746.0	3736.0	178.0	11141.0	1760.0	3405.0	3767.0	378.0	434.0	7204.0	8148.0	5218.0	6220.0	17496.0	7709.0	4651.0	5812.0	5163.0	15842.0	2363.0	1500.0	4920.0	3312.0
FGFR1_E5_STA101538	6315.0	4054.0	5675.0	5444.0	16232.0	17537.0	27672.0	6772.0	5902.0	279.0	16152.0	2071.0	3897.0	5780.0	607.0	465.0	8002.0	13889.0	10650.0	7858.0	22147.0	10140.0	6730.0	7866.0	5892.0	29947.0	2265.0	1997.0	13893.0	4282.0
FGFR1_E4_STA101539	7938.0	4139.0	5573.0	4381.0	21508.0	19981.0	31097.0	19388.0	6167.0	24.0	14705.0	1603.0	4973.0	5296.0	545.0	536.0	7410.0	15317.0	9517.0	8655.0	25343.0	12354.0	10654.0	7852.0	8008.0	34290.0	4260.0	3134.0	16628.0	3993.0
FGFR1_E3_STA101540	12291.0	5701.0	6466.0	8748.0	26844.0	26615.0	42386.0	18993.0	10062.0	159.0	26092.0	3487.0	7539.0	7158.0	1259.0	1358.0	14142.0	22266.0	15540.0	14323.0	36058.0	18110.0	10595.0	16757.0	16364.0	47011.0	3274.0	2561.0	19695.0	6755.0
TYRP1_E8_STA100307	938.0	1708.0	1282.0	1883.0	3998.0	3528.0	6704.0	2569.0	1973.0	270.0	4045.0	677.0	1645.0	2115.0	46.0	332.0	3941.0	4350.0	2475.0	3286.0	8081.0	3101.0	1519.0	6084.0	4534.0	5784.0	683.0	906.0	2859.0	2500.0
TYRP1_E8_STA100308	823.0	1269.0	656.0	822.0	1913.0	2053.0	4466.0	1001.0	1737.0	136.0	4521.0	626.0	970.0	1805.0	74.0	220.0	2655.0	2318.0	2009.0	1893.0	7603.0	2359.0	908.0	3566.0	3268.0	3455.0	192.0	196.0	2880.0	2422.0
TYRP1_E8_STA100309	2860.0	4347.0	2848.0	4042.0	8690.0	9109.0	14836.0	4934.0	3925.0	292.0	13546.0	1972.0	4174.0	7324.0	343.0	860.0	12064.0	10215.0	6832.0	8638.0	29392.0	8293.0	3622.0	16456.0	12703.0	15312.0	1845.0	1286.0	10308.0	6724.0
CDKN2A_E2_STA101212	2387.0	2392.0	2348.0	1465.0	4129.0	6338.0	11613.0	8732.0	2055.0	78.0	7628.0	1312.0	2659.0	2355.0	124.0	447.0	5188.0	4058.0	3181.0	1555.0	14784.0	5023.0	2895.0	5105.0	4935.0	11130.0	985.0	555.0	5017.0	3339.0
CDKN2A_E2_STA101631	531.0	802.0	852.0	515.0	2011.0	3260.0	5051.0	2523.0	897.0	18.0	2958.0	436.0	800.0	881.0	22.0	126.0	1686.0	1885.0	1547.0	615.0	4965.0	1529.0	1013.0	1898.0	1323.0	4127.0	250.0	166.0	1741.0	1069.0
CDKN2A_E2_STA101214	497.0	371.0	647.0	443.0	1666.0	2172.0	4686.0	1779.0	560.0	9.0	2469.0	352.0	672.0	516.0	0.0	82.0	1215.0	1740.0	1380.0	478.0	4153.0	1166.0	699.0	1517.0	663.0	3399.0	174.0	101.0	1689.0	810.0
CDKN2A_E2_STA101215	1663.0	1742.0	1708.0	1271.0	3136.0	5917.0	9789.0	5980.0	1739.0	106.0	7759.0	1131.0	1980.0	2504.0	82.0	383.0	5567.0	3695.0	3371.0	1334.0	16941.0	4943.0	2920.0	3963.0	3734.0	9420.0	632.0	274.0	5595.0	3563.0
CDKN2A_E1_STA101216	1936.0	2100.0	2023.0	1224.0	3574.0	5877.0	8608.0	5042.0	1527.0	66.0	7453.0	858.0	2291.0	2749.0	88.0	426.0	4348.0	3599.0	2747.0	1253.0	13857.0	4293.0	2718.0	4965.0	3383.0	7825.0	1018.0	574.0	4358.0	3228.0
CDKN2A_E1_STA101217	3696.0	3357.0	4454.0	1444.0	7454.0	10661.0	18246.0	9658.0	2743.0	184.0	13583.0	1482.0	3419.0	4370.0	82.0	818.0	7217.0	6832.0	5856.0	2329.0	23313.0	6483.0	4302.0	7852.0	6403.0	14497.0	1339.0	852.0	10172.0	4373.0
CDKN2A_E1_STA103232	3562.0	3464.0	4384.0	1512.0	8664.0	11318.0	21561.0	11935.0	2793.0	142.0	13882.0	1794.0	3593.0	3912.0	264.0	753.0	8218.0	6891.0	5295.0	2567.0	28003.0	6364.0	5022.0	7624.0	5965.0	17326.0	1179.0	1111.0	12945.0	4529.0
GNAQ_E6_STA101620	3258.0	3504.0	3229.0	3208.0	8800.0	9254.0	19453.0	3212.0	4246.0	357.0	11108.0	1721.0	4139.0	2321.0	320.0	1253.0	8190.0	8282.0	6261.0	8558.0	16597.0	8280.0	3828.0	13131.0	12205.0	17669.0	1693.0	921.0	9999.0	6835.0
