	D20D02477T	D20D02527	D21D00009T	D21D00012T	K20D02522T	M20D02483	M20D02521	M20D02532	M21D00003	M21D00004	M21D00010	N21D00002	N21D00011	N21D00032	P20D02524	P20D02526	P20D02528	P20D02529	P21D00014	P21D00017	P21D00020	P21D00025	P21D00036	P21D00039	P21D00041	S21D00030T	U21D00008	X20D02446HPV
FGFR2_E11_STA101337	19640.0	17445.0	43733.0	8617.0	5002.0	9384.0	28520.0	17256.0	13014.0	33168.0	23366.0	51586.0	92075.0	95121.0	1493.0	690.0	1818.0	38992.0	1948.0	13102.0	6516.0	11982.0	49157.0	9882.0	20586.0	3306.0	2397.0	15001.0
FGFR2_E10_STA101338	4752.0	3817.0	11871.0	1891.0	1178.0	2409.0	6881.0	4055.0	3496.0	7546.0	5974.0	11640.0	20830.0	26784.0	372.0	192.0	336.0	9729.0	572.0	4488.0	1517.0	2814.0	12488.0	2323.0	4510.0	908.0	505.0	3131.0
FGFR2_E9_STA100017	9234.0	8989.0	20791.0	3969.0	2632.0	5192.0	13526.0	7631.0	5549.0	18407.0	8292.0	23292.0	41048.0	38061.0	509.0	427.0	901.0	19073.0	965.0	5794.0	3489.0	5398.0	22978.0	5427.0	11503.0	1871.0	1066.0	7254.0
FGFR2_E9_STA100018	1176.0	776.0	2294.0	361.0	197.0	402.0	1201.0	830.0	482.0	1453.0	1158.0	2617.0	4902.0	5632.0	59.0	64.0	91.0	1777.0	87.0	815.0	315.0	533.0	2098.0	518.0	895.0	82.0	107.0	795.0
FGFR2_E9_STA100019	13978.0	10299.0	26799.0	4623.0	3536.0	5819.0	18562.0	11381.0	7981.0	22437.0	14463.0	30321.0	48039.0	55390.0	807.0	479.0	948.0	23666.0	1241.0	9128.0	3450.0	9592.0	28009.0	6372.0	13528.0	2784.0	1319.0	8278.0
FGFR2_E8_STA101339	230.0	147.0	374.0	111.0	41.0	104.0	283.0	212.0	75.0	325.0	315.0	490.0	1278.0	746.0	2.0	15.0	7.0	315.0	37.0	111.0	52.0	123.0	432.0	93.0	206.0	42.0	18.0	150.0
FGFR2_E7_STA100020	1779.0	1239.0	3351.0	828.0	460.0	775.0	1960.0	997.0	724.0	2892.0	1265.0	4109.0	9032.0	6878.0	122.0	59.0	175.0	2441.0	294.0	1057.0	619.0	603.0	3398.0	632.0	1630.0	312.0	173.0	1173.0
FGFR2_E7_STA100021	3597.0	3288.0	8077.0	2023.0	793.0	2224.0	5572.0	2811.0	2311.0	8598.0	3246.0	12090.0	19421.0	19476.0	293.0	236.0	372.0	8621.0	395.0	2495.0	1381.0	1925.0	11536.0	2565.0	4723.0	600.0	375.0	3111.0
FGFR2_E7_STA100022	12380.0	7660.0	24287.0	4210.0	1849.0	5398.0	13674.0	7651.0	5942.0	19204.0	9377.0	24933.0	43291.0	50763.0	1084.0	289.0	846.0	22473.0	1025.0	6577.0	3402.0	7963.0	23874.0	6289.0	10347.0	1370.0	1336.0	6563.0
FGFR2_E6_STA101340	7930.0	6707.0	16462.0	3985.0	2614.0	2952.0	12285.0	7030.0	4209.0	10850.0	11697.0	19037.0	40077.0	37546.0	446.0	335.0	362.0	12818.0	821.0	6040.0	2314.0	4647.0	17946.0	3226.0	7602.0	1868.0	1095.0	4892.0
FGFR2_E5_STA101341	1438.0	1122.0	3042.0	440.0	239.0	670.0	1965.0	840.0	949.0	2260.0	1535.0	3601.0	6396.0	7006.0	70.0	86.0	56.0	2681.0	95.0	981.0	441.0	799.0	3141.0	655.0	1346.0	197.0	199.0	1037.0
FGFR2_E4_STA101342	1309.0	1002.0	2954.0	704.0	449.0	595.0	1892.0	897.0	1110.0	1789.0	1518.0	3331.0	6672.0	6532.0	77.0	53.0	76.0	2385.0	89.0	1046.0	379.0	760.0	3211.0	606.0	1271.0	186.0	165.0	751.0
FGFR2_E3_STA101343	12239.0	9610.0	26120.0	4414.0	2128.0	5825.0	19739.0	8468.0	6619.0	25442.0	8026.0	34518.0	58115.0	51308.0	996.0	502.0	1654.0	27270.0	1308.0	7792.0	4064.0	7460.0	31986.0	7605.0	14921.0	2028.0	1403.0	10099.0
FGFR2_E2_STA101344	2947.0	2334.0	6499.0	1149.0	663.0	1148.0	4423.0	2056.0	1910.0	5649.0	2146.0	8962.0	17980.0	15056.0	199.0	93.0	329.0	5442.0	366.0	2260.0	977.0	1639.0	8909.0	1240.0	3865.0	523.0	320.0	2124.0
HRAS_E4_STA100023	3546.0	1082.0	6564.0	392.0	168.0	2089.0	2837.0	991.0	1611.0	5326.0	1035.0	9906.0	16006.0	20079.0	177.0	110.0	56.0	4213.0	151.0	1143.0	773.0	3284.0	5112.0	1871.0	2650.0	218.0	136.0	899.0
HRAS_E4_STA101605	7154.0	2297.0	14172.0	851.0	330.0	4699.0	6789.0	2806.0	3083.0	12597.0	2734.0	19490.0	38488.0	36935.0	552.0	246.0	103.0	8749.0	338.0	2970.0	1451.0	10866.0	9784.0	3537.0	6460.0	316.0	310.0	2339.0
HRAS_E4_STA100025	4782.0	1359.0	6620.0	502.0	256.0	2622.0	2213.0	1218.0	1668.0	4297.0	1080.0	12369.0	14715.0	20074.0	433.0	145.0	127.0	4685.0	175.0	1213.0	1036.0	2915.0	5263.0	2486.0	2957.0	104.0	86.0	827.0
HRAS_E3_STA100026	1374.0	517.0	1784.0	271.0	99.0	900.0	803.0	395.0	561.0	2197.0	423.0	4818.0	9860.0	8777.0	56.0	47.0	30.0	1528.0	136.0	590.0	359.0	704.0	2180.0	684.0	954.0	54.0	36.0	453.0
HRAS_E3_STA100027	1344.0	425.0	1920.0	233.0	62.0	710.0	903.0	282.0	461.0	2647.0	349.0	4248.0	6898.0	7431.0	62.0	35.0	84.0	1574.0	163.0	564.0	417.0	690.0	2500.0	689.0	1142.0	66.0	42.0	488.0
HRAS_E2_STA100028	3257.0	959.0	4152.0	351.0	308.0	1556.0	1694.0	1084.0	1013.0	3715.0	1386.0	7990.0	13243.0	16588.0	147.0	48.0	65.0	2912.0	151.0	1132.0	496.0	2408.0	3903.0	1364.0	2186.0	106.0	100.0	808.0
HRAS_E2_STA100029	9187.0	2982.0	14253.0	1191.0	243.0	4995.0	5297.0	2900.0	3619.0	12416.0	3032.0	22414.0	37832.0	45282.0	491.0	254.0	236.0	10703.0	331.0	2813.0	1767.0	7860.0	12784.0	4096.0	6555.0	279.0	482.0	2109.0
KRAS_E4_STA101627	5454.0	5902.0	10029.0	1915.0	2872.0	2755.0	8637.0	6806.0	3546.0	8104.0	15962.0	11082.0	30166.0	29348.0	378.0	352.0	256.0	6336.0	650.0	4705.0	1227.0	3166.0	13504.0	2531.0	10054.0	1941.0	787.0	3079.0
KRAS_E4_STA100031	7229.0	7756.0	14036.0	3179.0	3083.0	2702.0	9202.0	6273.0	5420.0	9529.0	15281.0	17113.0	32848.0	43790.0	436.0	307.0	657.0	9716.0	716.0	5258.0	1781.0	2618.0	18534.0	3204.0	11671.0	2321.0	770.0	3784.0
KRAS_E3_STA101630	1210.0	1497.0	2816.0	626.0	688.0	563.0	1744.0	1251.0	1163.0	1721.0	3189.0	3121.0	6954.0	9365.0	58.0	48.0	242.0	1806.0	188.0	903.0	304.0	578.0	3412.0	471.0	2292.0	587.0	148.0	778.0
KRAS_E3_STA100033	18669.0	17250.0	33194.0	7576.0	6714.0	7182.0	23332.0	15632.0	10543.0	23110.0	33155.0	35650.0	77997.0	99278.0	1050.0	561.0	1481.0	24207.0	1707.0	12736.0	4290.0	7425.0	42843.0	8561.0	30625.0	5346.0	2552.0	9695.0
KRAS_E3_STA100034	7075.0	6653.0	12919.0	3492.0	2932.0	3394.0	9566.0	5549.0	4146.0	11913.0	12914.0	13638.0	31154.0	32728.0	512.0	232.0	656.0	8162.0	945.0	4686.0	1897.0	3402.0	15354.0	3092.0	14083.0	2576.0	546.0	3907.0
KRAS_E3_STA100035	14853.0	12844.0	27103.0	7214.0	5443.0	7377.0	21573.0	13723.0	8517.0	22054.0	30077.0	29049.0	61177.0	68238.0	842.0	568.0	820.0	19455.0	1722.0	10000.0	4222.0	7818.0	33649.0	7054.0	27578.0	5419.0	2103.0	7597.0
KRAS_E2_STA100036	1975.0	2085.0	3806.0	1175.0	853.0	742.0	3326.0	1980.0	1720.0	2733.0	4619.0	4650.0	9095.0	11582.0	197.0	108.0	142.0	2787.0	301.0	1413.0	587.0	1152.0	6316.0	950.0	3295.0	890.0	260.0	1042.0
KRAS_E2_STA101625	3598.0	3217.0	7061.0	1798.0	1931.0	1639.0	5390.0	3369.0	2624.0	4764.0	7754.0	7408.0	13239.0	16683.0	369.0	92.0	178.0	4175.0	316.0	2099.0	832.0	2089.0	7281.0	1501.0	6746.0	1132.0	426.0	1931.0
BRCA2_E2_STA100515	5215.0	1368.0	2308.0	1453.0	2526.0	3558.0	4197.0	4478.0	3890.0	7289.0	10189.0	5639.0	11628.0	5344.0	234.0	218.0	213.0	3775.0	641.0	3468.0	1241.0	3488.0	640.0	1221.0	4955.0	1618.0	244.0	3164.0
BRCA2_E3_STA100516	16141.0	17871.0	62560.0	7372.0	6436.0	9862.0	21464.0	13381.0	9808.0	22484.0	32183.0	35677.0	71046.0	94027.0	1037.0	923.0	616.0	17965.0	1514.0	9312.0	4483.0	11124.0	28647.0	7047.0	13793.0	4384.0	1893.0	7879.0
BRCA2_E3_STA100517	6951.0	7779.0	28726.0	2879.0	2604.0	4164.0	9699.0	5866.0	3821.0	9481.0	14817.0	13761.0	28772.0	39539.0	448.0	224.0	331.0	7308.0	647.0	4165.0	2022.0	4896.0	12737.0	2785.0	5905.0	2065.0	801.0	4179.0
BRCA2_E3_STA101751	6570.0	10205.0	32310.0	4918.0	3847.0	4893.0	12306.0	7217.0	4676.0	12790.0	12917.0	16851.0	39906.0	42593.0	424.0	411.0	563.0	8098.0	782.0	5409.0	2653.0	4308.0	16455.0	3364.0	8915.0	3302.0	636.0	4447.0
BRCA2_E3_STA100519	12906.0	15016.0	50475.0	6765.0	5275.0	7781.0	19726.0	13079.0	7981.0	19004.0	28450.0	24209.0	51891.0	68050.0	780.0	391.0	516.0	13737.0	1290.0	7723.0	3578.0	9928.0	24941.0	6620.0	13448.0	4462.0	1218.0	6973.0
BRCA2_E4_STA100520	3225.0	3727.0	13831.0	1224.0	1209.0	2440.0	4519.0	2750.0	2217.0	5091.0	6287.0	7696.0	16081.0	23874.0	222.0	96.0	150.0	3694.0	196.0	2443.0	722.0	2640.0	6271.0	1716.0	3097.0	865.0	383.0	2038.0
BRCA2_E4_STA100521	1699.0	2181.0	5218.0	1073.0	673.0	874.0	2273.0	876.0	1165.0	2375.0	2374.0	5189.0	10643.0	11530.0	148.0	94.0	224.0	1748.0	110.0	1179.0	461.0	952.0	3460.0	766.0	1310.0	446.0	160.0	929.0
BRCA2_E5_STA100522	3798.0	4482.0	15136.0	1595.0	1524.0	2994.0	5310.0	3027.0	3598.0	5442.0	8024.0	10181.0	18256.0	26177.0	360.0	150.0	286.0	4532.0	381.0	2626.0	1132.0	2758.0	7067.0	1914.0	3892.0	1074.0	490.0	2434.0
BRCA2_E6_STA100523	7580.0	9154.0	31319.0	4337.0	4012.0	4746.0	11810.0	7896.0	5729.0	11537.0	18095.0	19282.0	39913.0	57201.0	487.0	192.0	370.0	8862.0	706.0	5924.0	1934.0	5461.0	15224.0	4142.0	7414.0	2427.0	896.0	4792.0
BRCA2_E7_STA100524	12414.0	12597.0	49586.0	5807.0	5215.0	8451.0	18641.0	12901.0	7778.0	18544.0	26870.0	26006.0	54134.0	67434.0	1003.0	410.0	494.0	12454.0	1233.0	6817.0	3110.0	9287.0	21207.0	6501.0	13160.0	3776.0	1242.0	6539.0
BRCA2_E7_STA100525	8671.0	8960.0	32770.0	2815.0	3229.0	5375.0	11873.0	7005.0	5494.0	12434.0	15516.0	17903.0	36820.0	48879.0	780.0	287.0	390.0	8794.0	795.0	4872.0	2473.0	6363.0	14530.0	4621.0	8087.0	2617.0	1206.0	3803.0
BRCA2_E8_STA100526	2789.0	3659.0	10187.0	1345.0	1028.0	1374.0	3193.0	2107.0	2337.0	3289.0	5362.0	7965.0	12291.0	22055.0	213.0	92.0	241.0	3381.0	258.0	1751.0	742.0	1677.0	5937.0	1436.0	2572.0	1089.0	341.0	1721.0
BRCA2_E9_STA100527	1898.0	3291.0	8951.0	1412.0	1058.0	1197.0	3413.0	1812.0	1359.0	3826.0	4239.0	6515.0	13242.0	14521.0	143.0	120.0	190.0	2755.0	335.0	1603.0	796.0	1370.0	5614.0	1054.0	2482.0	766.0	241.0	1264.0
BRCA2_E9_STA100528	10772.0	11152.0	44482.0	5448.0	3491.0	7576.0	14254.0	8642.0	5688.0	15810.0	19923.0	24025.0	56497.0	68531.0	455.0	429.0	493.0	11202.0	971.0	7763.0	3380.0	5818.0	22196.0	5433.0	8944.0	2264.0	1202.0	5523.0
BRCA2_E9_STA100529	17736.0	17024.0	74792.0	7798.0	5164.0	14403.0	24901.0	9838.0	9386.0	28977.0	26201.0	43698.0	64460.0	105102.0	889.0	526.0	1251.0	22887.0	1700.0	11271.0	5292.0	10164.0	33941.0	10469.0	15518.0	3432.0	2283.0	8255.0
BRCA2_E10_STA100530	3217.0	4615.0	13257.0	1534.0	1357.0	1734.0	4871.0	2820.0	2285.0	5011.0	6846.0	8551.0	19241.0	21618.0	220.0	110.0	270.0	2925.0	303.0	2046.0	956.0	2151.0	6806.0	1315.0	3495.0	1080.0	316.0	2330.0
BRCA2_E10_STA100531	6116.0	7682.0	24245.0	2618.0	2429.0	3302.0	8630.0	6032.0	3396.0	8389.0	14063.0	11494.0	30549.0	36343.0	264.0	180.0	222.0	5612.0	664.0	4362.0	1696.0	3788.0	11451.0	2776.0	5287.0	1900.0	818.0	3520.0
BRCA2_E10_STA100532	1592.0	2130.0	6185.0	798.0	644.0	892.0	2006.0	1325.0	1081.0	2006.0	4208.0	3216.0	6911.0	10562.0	168.0	85.0	76.0	1694.0	185.0	1213.0	486.0	943.0	3209.0	756.0	1378.0	440.0	170.0	792.0
BRCA2_E10_STA100533	10552.0	15285.0	50347.0	5429.0	3781.0	7053.0	19385.0	12897.0	7370.0	18274.0	29153.0	26842.0	54638.0	71048.0	720.0	326.0	606.0	11137.0	1289.0	7768.0	3263.0	7223.0	24847.0	5261.0	12128.0	4286.0	1379.0	6230.0
BRCA2_E10_STA100534	4863.0	7234.0	20576.0	3035.0	2183.0	3061.0	8489.0	3913.0	3347.0	9543.0	8542.0	12099.0	25616.0	29703.0	214.0	322.0	450.0	5517.0	561.0	3634.0	2031.0	2650.0	14003.0	2604.0	5344.0	2270.0	807.0	3367.0
BRCA2_E10_STA100535	6895.0	8656.0	27935.0	3982.0	2070.0	3835.0	8256.0	5586.0	3778.0	9158.0	12966.0	15708.0	31791.0	45995.0	334.0	261.0	860.0	7877.0	679.0	5022.0	1411.0	2742.0	14109.0	3649.0	5405.0	2327.0	863.0	3811.0
BRCA2_E10_STA100536	8888.0	10424.0	33801.0	4668.0	3008.0	5187.0	11449.0	7004.0	5129.0	10815.0	16258.0	16560.0	35065.0	49530.0	508.0	338.0	630.0	8364.0	1126.0	6102.0	1910.0	3829.0	16594.0	4176.0	7658.0	2638.0	1047.0	5002.0
BRCA2_E10_STA100537	5396.0	7658.0	25680.0	2753.0	1913.0	3792.0	9702.0	6323.0	4301.0	9150.0	14927.0	13813.0	29785.0	36786.0	487.0	290.0	521.0	6809.0	725.0	4242.0	2261.0	3493.0	13272.0	2664.0	6079.0	2258.0	765.0	4001.0
BRCA2_E10_STA100538	4943.0	5996.0	19817.0	2453.0	1738.0	2567.0	7278.0	4596.0	3127.0	6580.0	12023.0	10908.0	25346.0	29498.0	209.0	166.0	254.0	5110.0	626.0	3169.0	1369.0	2681.0	10120.0	2378.0	4787.0	1696.0	572.0	2621.0
BRCA2_E10_STA100539	6871.0	9518.0	28698.0	4524.0	3065.0	5331.0	11198.0	5710.0	3971.0	13370.0	11402.0	15485.0	31144.0	37289.0	442.0	407.0	741.0	8226.0	894.0	4412.0	2299.0	4133.0	14912.0	3650.0	7726.0	2569.0	855.0	4339.0
BRCA2_E10_STA100540	11913.0	17303.0	50584.0	7792.0	5442.0	8262.0	19117.0	10464.0	6907.0	22886.0	20422.0	28873.0	62239.0	73235.0	640.0	712.0	1102.0	13461.0	1652.0	8953.0	4304.0	6337.0	26787.0	5979.0	13457.0	4505.0	1548.0	7785.0
BRCA2_E10_STA100541	20066.0	25292.0	83511.0	11167.0	9288.0	13631.0	30168.0	19529.0	11840.0	32430.0	41380.0	46638.0	85971.0	119732.0	1324.0	851.0	884.0	21001.0	2302.0	12408.0	6241.0	16420.0	39604.0	11209.0	20625.0	6600.0	2293.0	10496.0
BRCA2_E10_STA100542	7331.0	10351.0	37395.0	4714.0	3693.0	5263.0	10740.0	6978.0	5924.0	11425.0	16129.0	20546.0	36826.0	56039.0	717.0	311.0	582.0	9537.0	968.0	5494.0	2713.0	5677.0	18420.0	4387.0	7740.0	2889.0	918.0	5066.0
BRCA2_E10_STA100543	5418.0	5221.0	20128.0	2664.0	1932.0	2785.0	5829.0	3994.0	3181.0	6443.0	8563.0	11608.0	20160.0	30229.0	429.0	154.0	354.0	5167.0	465.0	3154.0	1376.0	3471.0	10062.0	2318.0	4292.0	1824.0	444.0	2449.0
BRCA2_E11_STA100544	6343.0	6580.0	26544.0	2439.0	2084.0	3744.0	9446.0	5517.0	4063.0	10260.0	11381.0	16208.0	27288.0	43235.0	460.0	260.0	506.0	7770.0	670.0	4206.0	1728.0	3955.0	13130.0	3207.0	5778.0	1366.0	700.0	3093.0
BRCA2_E11_STA100545	6085.0	6456.0	25754.0	2781.0	2058.0	3903.0	8871.0	5069.0	4317.0	9223.0	12132.0	15449.0	29701.0	41962.0	361.0	201.0	326.0	7106.0	628.0	4232.0	1721.0	3306.0	13119.0	2933.0	5436.0	1536.0	645.0	3217.0
BRCA2_E11_STA100546	6831.0	10101.0	27817.0	4655.0	2163.0	3428.0	9366.0	4939.0	4045.0	11226.0	9930.0	19964.0	41396.0	46687.0	351.0	206.0	776.0	8783.0	1157.0	5059.0	2440.0	2759.0	17826.0	3477.0	7414.0	2826.0	675.0	4899.0
BRCA2_E11_STA100547	8572.0	9100.0	35363.0	4041.0	3078.0	5632.0	11805.0	7734.0	4806.0	12622.0	17350.0	17695.0	37490.0	49785.0	373.0	346.0	509.0	9158.0	1015.0	5586.0	2557.0	4813.0	17393.0	4076.0	8173.0	2720.0	1156.0	4637.0
BRCA2_E11_STA100548	7823.0	8340.0	33856.0	3809.0	2894.0	4282.0	11863.0	7096.0	5406.0	12462.0	17384.0	15478.0	35840.0	46317.0	534.0	334.0	388.0	8040.0	885.0	5301.0	2544.0	5319.0	16054.0	3381.0	7191.0	3109.0	779.0	4382.0
BRCA2_E11_STA100549	4526.0	5350.0	18522.0	2087.0	1532.0	2246.0	6518.0	4252.0	3059.0	6299.0	9568.0	10555.0	21394.0	27735.0	270.0	100.0	362.0	4303.0	340.0	2851.0	1400.0	2636.0	9161.0	2031.0	3978.0	1324.0	566.0	2755.0
BRCA2_E11_STA100550	7924.0	11353.0	36491.0	5289.0	3749.0	4916.0	13642.0	8401.0	5297.0	15591.0	17272.0	19821.0	46662.0	53360.0	537.0	368.0	885.0	8613.0	788.0	5958.0	2674.0	5154.0	18540.0	3513.0	9468.0	3206.0	1084.0	5538.0
BRCA2_E11_STA100551	11004.0	13054.0	46085.0	4895.0	4185.0	7057.0	17091.0	10234.0	5984.0	16910.0	25178.0	22900.0	57019.0	60605.0	854.0	416.0	442.0	10784.0	1066.0	7617.0	2689.0	6779.0	21076.0	5298.0	9565.0	3432.0	1198.0	6186.0
BRCA2_E11_STA100552	5020.0	6313.0	19723.0	2345.0	2112.0	3135.0	6779.0	4582.0	3064.0	7425.0	12052.0	11420.0	23871.0	31164.0	266.0	124.0	263.0	4681.0	386.0	3594.0	1423.0	3239.0	9920.0	2342.0	4559.0	1561.0	756.0	2628.0
BRCA2_E11_STA100553	11380.0	16224.0	54073.0	5927.0	4542.0	7932.0	17315.0	12255.0	7952.0	18038.0	27550.0	29812.0	52929.0	78014.0	705.0	376.0	958.0	13840.0	1039.0	8284.0	3594.0	9127.0	25049.0	6119.0	11105.0	4608.0	1498.0	7188.0
BRCA2_E11_STA100554	5887.0	9017.0	27341.0	3242.0	2717.0	3666.0	11156.0	7159.0	4446.0	10300.0	16635.0	14436.0	31182.0	40199.0	278.0	195.0	306.0	6968.0	620.0	4885.0	2181.0	5208.0	15119.0	3146.0	6167.0	2603.0	819.0	3675.0
BRCA2_E11_STA100555	7297.0	9440.0	30434.0	3874.0	2998.0	4194.0	10850.0	7078.0	5271.0	10499.0	17118.0	16377.0	34926.0	43975.0	526.0	362.0	534.0	8088.0	735.0	4740.0	2150.0	4045.0	14745.0	3449.0	7304.0	2228.0	1045.0	4716.0
BRCA2_E11_STA100556	2956.0	4127.0	11961.0	1745.0	1390.0	1806.0	5020.0	3187.0	2385.0	5088.0	8931.0	6918.0	18629.0	17975.0	211.0	190.0	82.0	2853.0	292.0	2154.0	887.0	2303.0	6738.0	1297.0	3145.0	1289.0	502.0	1770.0
BRCA2_E11_STA100557	3245.0	5498.0	14164.0	2383.0	1524.0	1950.0	5248.0	3471.0	3185.0	6121.0	7478.0	10249.0	17397.0	21665.0	236.0	146.0	336.0	3853.0	472.0	2279.0	1088.0	2091.0	7680.0	1643.0	3887.0	1451.0	502.0	2192.0
BRCA2_E11_STA100558	6579.0	9417.0	28653.0	3509.0	2598.0	3716.0	10474.0	6993.0	6078.0	9935.0	18295.0	15345.0	33329.0	46371.0	730.0	270.0	393.0	7450.0	787.0	5328.0	1949.0	4739.0	14321.0	3390.0	6243.0	2395.0	1096.0	4025.0
BRCA2_E11_STA100559	5390.0	6147.0	20682.0	2525.0	2257.0	2617.0	6278.0	4000.0	3319.0	6015.0	10998.0	10704.0	21111.0	30587.0	255.0	121.0	202.0	4808.0	553.0	4134.0	1160.0	2492.0	9181.0	2547.0	4676.0	1221.0	700.0	3290.0
BRCA2_E11_STA100560	8601.0	12286.0	34860.0	4148.0	3203.0	5492.0	13036.0	8958.0	5760.0	11616.0	19673.0	19294.0	40982.0	51701.0	557.0	278.0	655.0	8642.0	759.0	5822.0	2342.0	5062.0	17588.0	4011.0	7870.0	3450.0	1111.0	5181.0
BRCA2_E11_STA100561	8983.0	3055.0	4916.0	3695.0	1988.0	5317.0	8337.0	8275.0	4623.0	8683.0	17123.0	10807.0	25223.0	11274.0	327.0	348.0	560.0	6536.0	1263.0	4118.0	3331.0	1607.0	1611.0	2036.0	10169.0	4237.0	1026.0	6002.0
BRCA2_E11_STA100562	21607.0	26043.0	88244.0	12529.0	8135.0	11829.0	33064.0	21496.0	11659.0	28759.0	46784.0	40515.0	86516.0	108278.0	904.0	773.0	924.0	20993.0	1768.0	15229.0	6652.0	11962.0	40892.0	10483.0	20843.0	8068.0	2530.0	11310.0
BRCA2_E11_STA100563	4645.0	12954.0	41249.0	6010.0	3916.0	6386.0	15314.0	7062.0	4975.0	11406.0	14623.0	16478.0	40768.0	53909.0	724.0	252.0	816.0	10472.0	687.0	6688.0	3418.0	5576.0	22409.0	3746.0	4412.0	1706.0	1342.0	5780.0
BRCA2_E11_STA100564	334.0	14323.0	46134.0	6702.0	4509.0	7773.0	17272.0	5517.0	4255.0	10105.0	10182.0	14710.0	46922.0	54126.0	770.0	144.0	1165.0	12455.0	679.0	6992.0	3535.0	6011.0	25193.0	3038.0	663.0	152.0	1253.0	7037.0
BRCA2_E11_STA100565	6352.0	9503.0	27097.0	3047.0	2429.0	3700.0	8741.0	6444.0	4801.0	8795.0	14388.0	14995.0	28016.0	44764.0	557.0	248.0	522.0	6449.0	664.0	4352.0	1579.0	4020.0	12642.0	2655.0	5879.0	2079.0	742.0	3751.0
BRCA2_E11_STA100566	7859.0	10484.0	28160.0	4032.0	3901.0	4519.0	10492.0	7024.0	5626.0	11923.0	15531.0	19332.0	45169.0	48099.0	736.0	318.0	623.0	6712.0	748.0	5563.0	2365.0	3502.0	14675.0	3578.0	7937.0	2673.0	885.0	5550.0
BRCA2_E11_STA100567	11789.0	15569.0	43626.0	5824.0	5078.0	6409.0	15930.0	10918.0	7533.0	15275.0	26585.0	26280.0	52501.0	75198.0	736.0	371.0	701.0	11239.0	1027.0	7946.0	2960.0	6139.0	22968.0	5582.0	11592.0	3459.0	1324.0	7402.0
BRCA2_E11_STA100568	11621.0	12900.0	39915.0	4982.0	4183.0	5937.0	13081.0	8934.0	6309.0	12614.0	23560.0	21896.0	43702.0	64308.0	654.0	393.0	594.0	10547.0	910.0	6578.0	2507.0	5240.0	19237.0	5346.0	9721.0	2799.0	1431.0	6384.0
BRCA2_E11_STA100569	15303.0	20586.0	56292.0	7741.0	5448.0	8759.0	21514.0	13390.0	10646.0	18950.0	31800.0	30192.0	61311.0	88750.0	865.0	604.0	1305.0	15789.0	1428.0	8770.0	4619.0	7828.0	27835.0	7502.0	13856.0	5235.0	1660.0	9044.0
BRCA2_E11_STA100570	14226.0	16480.0	57123.0	5950.0	5819.0	8365.0	19478.0	13329.0	8036.0	18364.0	28933.0	28703.0	58531.0	80064.0	768.0	560.0	1083.0	13390.0	1443.0	9889.0	3903.0	8004.0	25099.0	6280.0	12230.0	4470.0	1849.0	7198.0
BRCA2_E11_STA100571	20231.0	24090.0	76092.0	11036.0	7949.0	9354.0	25839.0	17556.0	11344.0	24598.0	42636.0	44691.0	88314.0	125500.0	1513.0	672.0	1031.0	19741.0	2065.0	13454.0	4753.0	10337.0	37897.0	9190.0	17543.0	6325.0	2532.0	11113.0
BRCA2_E11_STA100572	8170.0	11287.0	35585.0	4511.0	3971.0	5610.0	12461.0	8596.0	6846.0	12495.0	18779.0	19213.0	29981.0	49801.0	562.0	242.0	616.0	9517.0	960.0	5868.0	2365.0	6267.0	17156.0	4791.0	8728.0	2285.0	1083.0	4778.0
BRCA2_E11_STA100573	8746.0	13149.0	38096.0	5817.0	4310.0	5443.0	15148.0	9521.0	5247.0	14113.0	20626.0	21202.0	42482.0	55864.0	567.0	289.0	652.0	9991.0	1139.0	7269.0	3047.0	5471.0	20379.0	4487.0	9608.0	3620.0	1305.0	6282.0
BRCA2_E11_STA100574	12395.0	19084.0	54244.0	8643.0	6351.0	7956.0	21755.0	13225.0	7504.0	21046.0	28231.0	31496.0	59319.0	78397.0	882.0	411.0	1060.0	14449.0	1714.0	10415.0	4383.0	7257.0	29232.0	6693.0	14107.0	5196.0	1835.0	9077.0
BRCA2_E11_STA100575	11020.0	16608.0	44439.0	8716.0	4892.0	6519.0	17858.0	10078.0	5802.0	18157.0	19018.0	25512.0	53219.0	69024.0	670.0	496.0	1091.0	11392.0	1397.0	9800.0	3884.0	4858.0	25595.0	4728.0	12174.0	4514.0	1618.0	8001.0
BRCA2_E11_STA100576	13590.0	19227.0	59288.0	7864.0	4467.0	7958.0	19803.0	13052.0	9544.0	20777.0	32021.0	30346.0	60835.0	84567.0	668.0	728.0	1317.0	14697.0	1534.0	10034.0	4904.0	6164.0	29990.0	6937.0	14144.0	5356.0	1437.0	8974.0
BRCA2_E11_STA100577	4252.0	5152.0	18990.0	2428.0	2114.0	2453.0	6500.0	4421.0	2500.0	6293.0	10657.0	8521.0	19276.0	25424.0	281.0	236.0	231.0	4331.0	432.0	2913.0	1369.0	2752.0	8311.0	2033.0	4654.0	1491.0	488.0	2337.0
BRCA2_E11_STA100578	2973.0	3835.0	13591.0	1934.0	1903.0	1862.0	4528.0	3452.0	1933.0	4702.0	9047.0	6168.0	16167.0	18077.0	170.0	88.0	100.0	2880.0	340.0	2157.0	744.0	1907.0	5513.0	1216.0	3255.0	1012.0	359.0	1783.0
