	C21D00284	C21D00304	C21D00307	D21D00280T	D21D00289	D21D00299	D21D00327T	D21D00329T	D21D00335T	D21D00342T	M21D00265	M21D00302	N21D00272	N21D00273	N21D00290	N21D00301	N21D00310	P21D00308	P21D00309	P21D00322	P21D00332	P21D00334	P21D00338	P21D00341	P21D00343	P21D00346	S21D00266	U21D00339	X21D00263	X21D00340
HIST1H3B_E1_STA100236	1538.0	714.0	3028.0	1719.0	2034.0	1074.0	3713.0	1027.0	1140.0	9908.0	2244.0	3069.0	4629.0	548.0	3515.0	953.0	250.0	4334.0	1562.0	3528.0	816.0	3627.0	3277.0	660.0	634.0	934.0	1032.0	76.0	856.0	1582.0
HIST1H3B_E1_STA100237	5773.0	1886.0	9611.0	5822.0	6415.0	3712.0	10299.0	4363.0	4282.0	27335.0	7044.0	8914.0	13311.0	1963.0	10974.0	3219.0	726.0	9611.0	5084.0	9236.0	3372.0	11563.0	10017.0	2055.0	1671.0	2971.0	2747.0	284.0	2982.0	5437.0
HIST1H3B_E1_STA100238	2833.0	1157.0	5087.0	3728.0	3857.0	1939.0	5370.0	2399.0	2127.0	15875.0	4123.0	5345.0	7050.0	1119.0	5509.0	1726.0	457.0	5279.0	2885.0	5985.0	1814.0	6348.0	5119.0	1022.0	1062.0	1469.0	1500.0	148.0	1609.0	2789.0
HIST1H3B_E1_STA100239	901.0	384.0	1971.0	838.0	1229.0	482.0	1800.0	551.0	703.0	5325.0	936.0	1976.0	2388.0	366.0	1719.0	530.0	138.0	1855.0	786.0	1721.0	410.0	1512.0	1638.0	408.0	300.0	470.0	440.0	68.0	474.0	816.0
ROS1_E41_STA100240	9024.0	3397.0	10880.0	12455.0	11588.0	4674.0	19366.0	6078.0	11834.0	58128.0	13957.0	13315.0	16069.0	3907.0	16745.0	6995.0	1342.0	16382.0	5998.0	11744.0	4445.0	15697.0	18467.0	3864.0	3676.0	4992.0	4842.0	1054.0	6931.0	6313.0
ROS1_E41_STA100241	2841.0	1186.0	3767.0	4977.0	3901.0	1405.0	6115.0	2122.0	3204.0	19422.0	4285.0	5890.0	4914.0	1643.0	4226.0	2054.0	503.0	5436.0	2174.0	4266.0	1115.0	6079.0	5226.0	1312.0	985.0	1537.0	1472.0	258.0	1894.0	2050.0
ROS1_E41_STA100242	10425.0	4032.0	12696.0	15000.0	13361.0	5693.0	20411.0	7974.0	13930.0	59010.0	16786.0	16839.0	19124.0	4872.0	17699.0	8015.0	1568.0	16513.0	7907.0	12388.0	5379.0	19305.0	21636.0	4899.0	4227.0	6638.0	4275.0	1094.0	9214.0	8692.0
ROS1_E38_STA100243	1508.0	497.0	2048.0	2629.0	2405.0	837.0	3382.0	971.0	2121.0	9940.0	2434.0	2393.0	2929.0	839.0	2780.0	1081.0	199.0	3104.0	1395.0	2275.0	605.0	2841.0	3492.0	681.0	780.0	913.0	763.0	184.0	1219.0	1166.0
ROS1_E38_STA100244	2455.0	1113.0	3671.0	4659.0	4066.0	1936.0	6603.0	1832.0	3705.0	19510.0	5297.0	4712.0	5526.0	1547.0	5703.0	2248.0	474.0	6214.0	2621.0	4158.0	1434.0	6110.0	6718.0	1522.0	1348.0	1850.0	1846.0	369.0	2059.0	2647.0
RAC1_E2_STA100245	2157.0	1022.0	114.0	5853.0	3415.0	1528.0	158.0	1255.0	3650.0	14933.0	2057.0	3650.0	6207.0	1015.0	2668.0	1169.0	306.0	3511.0	3818.0	3391.0	1112.0	4869.0	7194.0	1772.0	1258.0	772.0	1220.0	246.0	1692.0	3157.0
EGFR_E2_STA101493	1690.0	902.0	2879.0	4795.0	2391.0	930.0	6094.0	1353.0	1616.0	12189.0	1782.0	3480.0	2660.0	1190.0	2766.0	1409.0	21344.0	3330.0	2226.0	3394.0	968.0	4934.0	3574.0	784.0	536.0	838.0	691.0	101.0	2162.0	1627.0
EGFR_E3_STA101494	6258.0	3189.0	9589.0	8227.0	7673.0	3519.0	18313.0	3091.0	4792.0	36620.0	6883.0	9700.0	10004.0	3154.0	12890.0	3491.0	61030.0	12434.0	7075.0	10846.0	2597.0	16651.0	12618.0	1987.0	2493.0	3064.0	2528.0	300.0	5102.0	4486.0
EGFR_E4_STA101495	2429.0	1071.0	5433.0	1923.0	4195.0	2520.0	8829.0	1531.0	2404.0	15600.0	2094.0	3836.0	7969.0	1156.0	7251.0	1092.0	13976.0	5173.0	2397.0	4328.0	1352.0	5610.0	3271.0	913.0	796.0	1017.0	578.0	138.0	1232.0	1865.0
EGFR_E5_STA101496	7460.0	3160.0	11529.0	7975.0	9624.0	5694.0	20856.0	5561.0	6361.0	37679.0	8750.0	10162.0	12937.0	3396.0	15975.0	4386.0	63198.0	10727.0	8469.0	11709.0	4246.0	20725.0	12455.0	2722.0	2730.0	3197.0	2009.0	362.0	5214.0	5320.0
EGFR_E6_STA101497	8720.0	2975.0	12721.0	5717.0	10229.0	5700.0	21550.0	4210.0	5908.0	40791.0	6137.0	12138.0	18016.0	2618.0	15906.0	3916.0	44658.0	10985.0	8688.0	10342.0	4805.0	17868.0	6860.0	2823.0	1696.0	2535.0	1280.0	409.0	4164.0	4708.0
EGFR_E7_STA101498	16067.0	6038.0	29413.0	9742.0	24925.0	16587.0	41654.0	9100.0	16457.0	86088.0	20481.0	20979.0	42956.0	6474.0	42993.0	7750.0	91063.0	23225.0	14016.0	24101.0	10965.0	40747.0	18679.0	4691.0	2493.0	5345.0	2225.0	795.0	8640.0	8551.0
EGFR_E8_STA101499	1554.0	657.0	2811.0	897.0	2061.0	966.0	3224.0	621.0	888.0	6914.0	1085.0	2356.0	3220.0	487.0	3162.0	588.0	9449.0	1919.0	1501.0	1534.0	735.0	2443.0	1070.0	447.0	412.0	412.0	229.0	30.0	643.0	696.0
EGFR_E9_STA101500	3895.0	1570.0	6154.0	5075.0	4947.0	2990.0	12179.0	3249.0	3710.0	23101.0	5545.0	5089.0	5991.0	1765.0	7597.0	2773.0	34781.0	6207.0	3854.0	5335.0	2248.0	10186.0	6915.0	1676.0	1625.0	1394.0	1162.0	156.0	3394.0	2966.0
EGFR_E10_STA101501	1853.0	720.0	2824.0	2397.0	2256.0	1291.0	5243.0	1138.0	1766.0	11575.0	2354.0	2710.0	3048.0	726.0	3159.0	1068.0	15332.0	2896.0	1784.0	3096.0	998.0	4481.0	3071.0	746.0	720.0	666.0	668.0	122.0	1520.0	1399.0
EGFR_E11_STA101502	938.0	368.0	2048.0	969.0	1513.0	878.0	3548.0	617.0	882.0	6803.0	938.0	1553.0	2215.0	577.0	3032.0	513.0	7970.0	1998.0	1342.0	1853.0	450.0	1973.0	1941.0	372.0	375.0	500.0	224.0	81.0	896.0	846.0
EGFR_E12_STA100246	2974.0	1128.0	3598.0	5561.0	3203.0	1854.0	7838.0	1591.0	2229.0	17311.0	2966.0	4455.0	4446.0	1187.0	3994.0	1925.0	27708.0	4278.0	3144.0	4042.0	1443.0	6190.0	5231.0	1042.0	1066.0	1141.0	1059.0	114.0	2900.0	1912.0
EGFR_E12_STA100247	3273.0	1525.0	5878.0	6468.0	4548.0	2616.0	10841.0	2333.0	3347.0	23857.0	5072.0	4652.0	6320.0	1849.0	7133.0	2245.0	34072.0	5976.0	3517.0	5949.0	1746.0	9362.0	7496.0	1595.0	1258.0	1603.0	1492.0	296.0	3863.0	2673.0
EGFR_E12_STA100248	776.0	316.0	2120.0	1444.0	1101.0	738.0	2489.0	552.0	680.0	5593.0	1946.0	1608.0	1428.0	330.0	1562.0	821.0	6018.0	2070.0	789.0	1383.0	382.0	2818.0	1835.0	320.0	343.0	476.0	286.0	58.0	1182.0	574.0
EGFR_E13_STA101503	5043.0	2177.0	9525.0	3155.0	7258.0	4116.0	13935.0	1965.0	4241.0	31668.0	5370.0	7299.0	14038.0	1855.0	12305.0	2172.0	27381.0	7781.0	3778.0	6620.0	2701.0	11471.0	5572.0	1526.0	1040.0	1350.0	802.0	198.0	2360.0	2420.0
EGFR_E14_STA101504	7384.0	2668.0	11621.0	6587.0	9358.0	5318.0	19433.0	4250.0	6143.0	42625.0	8414.0	9535.0	17409.0	2841.0	17391.0	4137.0	46493.0	10325.0	5671.0	10199.0	4695.0	18692.0	8438.0	2420.0	1807.0	2292.0	1524.0	302.0	3784.0	4919.0
EGFR_E15_STA101505	3561.0	1361.0	7450.0	2981.0	6497.0	5304.0	11784.0	2716.0	4527.0	22487.0	6547.0	4921.0	10015.0	1338.0	11957.0	2023.0	23797.0	5945.0	3256.0	6293.0	2706.0	10563.0	6187.0	1461.0	1334.0	1306.0	797.0	197.0	2275.0	2656.0
EGFR_E16_STA101506	2621.0	971.0	4689.0	2282.0	3403.0	1670.0	7677.0	1517.0	2005.0	17262.0	2649.0	3973.0	4814.0	1071.0	4820.0	1448.0	23839.0	4066.0	2878.0	3949.0	1713.0	6087.0	3425.0	1069.0	723.0	828.0	615.0	74.0	2222.0	1601.0
EGFR_E17_STA101507	4083.0	1454.0	6881.0	2382.0	5657.0	4325.0	10596.0	2864.0	4564.0	21763.0	5154.0	5837.0	10755.0	1304.0	9478.0	2455.0	28220.0	5123.0	3813.0	5751.0	3142.0	9952.0	4543.0	1514.0	1298.0	1469.0	715.0	195.0	1943.0	2344.0
EGFR_E18_STA100249	2339.0	813.0	5480.0	1696.0	3737.0	2630.0	7671.0	1814.0	2969.0	15152.0	3475.0	3518.0	7073.0	838.0	7045.0	1564.0	16615.0	3878.0	2458.0	4124.0	1754.0	6717.0	3298.0	941.0	1094.0	920.0	486.0	79.0	1467.0	1504.0
EGFR_E18_STA100250	1822.0	769.0	3413.0	1089.0	2562.0	1296.0	4695.0	977.0	1619.0	9915.0	1619.0	2944.0	4154.0	561.0	3723.0	1024.0	11663.0	2376.0	2282.0	2543.0	1195.0	4393.0	1598.0	740.0	385.0	692.0	290.0	68.0	1067.0	1068.0
EGFR_E19_STA100251	4046.0	1733.0	10080.0	3955.0	6547.0	3738.0	15836.0	2772.0	4275.0	28890.0	4677.0	7059.0	12563.0	1919.0	13138.0	2663.0	35442.0	8353.0	5317.0	8417.0	2362.0	10209.0	8102.0	1543.0	1527.0	1996.0	1503.0	290.0	3286.0	3566.0
EGFR_E19_STA100252	3503.0	1656.0	8078.0	3037.0	5356.0	3486.0	12885.0	2224.0	4085.0	24994.0	4103.0	5968.0	9629.0	1430.0	11321.0	2298.0	28154.0	5622.0	4234.0	8050.0	1932.0	8785.0	6967.0	1429.0	1321.0	2056.0	1274.0	298.0	2464.0	2747.0
EGFR_E20_STA100253	7978.0	2637.0	14624.0	5121.0	10951.0	7366.0	19778.0	4457.0	8470.0	36500.0	8032.0	11200.0	21839.0	2056.0	19696.0	4274.0	47594.0	8660.0	7892.0	10537.0	5587.0	17406.0	7109.0	2937.0	1572.0	3044.0	1074.0	260.0	3944.0	4915.0
EGFR_E20_STA100254	6414.0	1802.0	12697.0	3988.0	9246.0	8781.0	16254.0	3402.0	6193.0	31020.0	8365.0	8073.0	19310.0	2381.0	17988.0	2541.0	37802.0	8139.0	4628.0	9229.0	4627.0	15239.0	6209.0	2175.0	1824.0	1570.0	1018.0	315.0	2838.0	2801.0
EGFR_E20_STA100255	12041.0	4068.0	23697.0	6780.0	15227.0	12483.0	33359.0	6677.0	12262.0	61068.0	12932.0	18161.0	35634.0	3444.0	35462.0	5719.0	66458.0	15297.0	10282.0	17682.0	9310.0	28943.0	13199.0	4098.0	3614.0	3736.0	2018.0	425.0	6206.0	6080.0
EGFR_E20_STA100256	2358.0	836.0	5481.0	1878.0	3229.0	3000.0	7769.0	2045.0	3350.0	13447.0	3618.0	3379.0	8265.0	757.0	8409.0	1479.0	15117.0	3444.0	2202.0	3877.0	1920.0	7011.0	3619.0	886.0	1007.0	892.0	538.0	115.0	1510.0	1782.0
EGFR_E21_STA100257	5776.0	2105.0	14474.0	3008.0	10544.0	7128.0	19137.0	3989.0	6389.0	37124.0	8909.0	8584.0	19084.0	2197.0	17299.0	2977.0	43448.0	9286.0	5497.0	10360.0	5005.0	17389.0	8110.0	2549.0	1917.0	2206.0	1149.0	246.0	3079.0	3270.0
EGFR_E21_STA100258	15843.0	6158.0	27775.0	8506.0	22938.0	16480.0	40469.0	10100.0	15107.0	75764.0	20091.0	21693.0	42512.0	5412.0	37894.0	7430.0	100228.0	17842.0	14337.0	21978.0	11959.0	40258.0	16903.0	5530.0	3913.0	5311.0	2234.0	473.0	8226.0	9882.0
EGFR_E21_STA100259	4019.0	1447.0	7714.0	2007.0	6344.0	5372.0	11479.0	2745.0	4204.0	23236.0	6283.0	5384.0	12177.0	1498.0	11608.0	1953.0	24043.0	5983.0	3487.0	6479.0	2794.0	11156.0	5187.0	1175.0	1239.0	1579.0	644.0	124.0	1792.0	2705.0
EGFR_E22_STA100260	7663.0	2618.0	12902.0	6969.0	11617.0	7091.0	24197.0	5809.0	7745.0	44317.0	9923.0	10564.0	13634.0	3306.0	17212.0	4934.0	71539.0	12738.0	8295.0	13334.0	4023.0	21601.0	12612.0	2963.0	2844.0	3571.0	2575.0	371.0	5940.0	5415.0
EGFR_E23_STA100261	5382.0	2885.0	9111.0	7328.0	5594.0	2289.0	14140.0	1962.0	3491.0	35690.0	3963.0	8970.0	8291.0	1964.0	10044.0	2514.0	54471.0	8893.0	6157.0	8357.0	2438.0	10633.0	8234.0	2008.0	1553.0	2287.0	1819.0	285.0	4532.0	2695.0
EGFR_E23_STA100262	8336.0	3873.0	15955.0	10709.0	9834.0	5883.0	27723.0	5095.0	8036.0	58034.0	10862.0	13178.0	19554.0	4213.0	22364.0	4760.0	80055.0	12923.0	8170.0	14708.0	4894.0	21732.0	14336.0	3405.0	2960.0	3559.0	2836.0	674.0	6846.0	6057.0
EGFR_E24_STA100263	2612.0	986.0	4048.0	2810.0	3313.0	1991.0	7626.0	1962.0	2603.0	14488.0	2571.0	3334.0	4977.0	1088.0	5127.0	1535.0	23265.0	3495.0	2786.0	3961.0	1544.0	6625.0	4788.0	1134.0	942.0	1102.0	500.0	164.0	1938.0	2014.0
EGFR_E24_STA100264	6827.0	3045.0	14612.0	7111.0	11294.0	8080.0	26311.0	5861.0	7733.0	46683.0	10820.0	10346.0	22246.0	3327.0	21944.0	4275.0	68775.0	13777.0	7551.0	12624.0	4685.0	21977.0	12805.0	2851.0	2948.0	4217.0	2120.0	456.0	5310.0	6006.0
EGFR_E25_STA100265	6846.0	2961.0	11682.0	6535.0	8207.0	3650.0	17064.0	3667.0	5765.0	38401.0	7216.0	10291.0	13433.0	2480.0	14347.0	4044.0	58284.0	8300.0	6531.0	8213.0	3922.0	14002.0	9422.0	2404.0	1793.0	2259.0	1685.0	380.0	4589.0	4188.0
EGFR_E25_STA100266	11166.0	4570.0	21692.0	8945.0	15248.0	7769.0	32124.0	4831.0	10573.0	68008.0	11142.0	15986.0	26207.0	4482.0	28610.0	5800.0	86240.0	17230.0	10457.0	17510.0	6277.0	25018.0	14328.0	3840.0	2895.0	3968.0	2752.0	558.0	7350.0	6023.0
EGFR_E25_STA100267	3376.0	1266.0	6940.0	2974.0	5249.0	4077.0	10268.0	2499.0	4134.0	21293.0	5222.0	4107.0	8874.0	1273.0	9591.0	1779.0	30694.0	5772.0	3440.0	5392.0	1896.0	9193.0	5980.0	1374.0	1281.0	1361.0	1180.0	192.0	2514.0	2563.0
EGFR_E26_STA101508	15421.0	5338.0	16564.0	16112.0	17024.0	9465.0	35673.0	9142.0	11917.0	71292.0	17064.0	19458.0	20193.0	5188.0	22662.0	8879.0	125510.0	18335.0	12843.0	20108.0	7678.0	32254.0	22425.0	5431.0	4534.0	6534.0	4318.0	691.0	13654.0	9939.0
EGFR_E27_STA101647	3006.0	1017.0	5028.0	1897.0	4116.0	2681.0	7406.0	1665.0	2410.0	14123.0	3495.0	4428.0	6901.0	1026.0	6005.0	1322.0	19164.0	3936.0	2542.0	4165.0	2019.0	6509.0	3014.0	896.0	728.0	929.0	529.0	112.0	1395.0	1648.0
EGFR_E28_STA101510	3222.0	1394.0	6934.0	2698.0	5749.0	4684.0	11797.0	2583.0	3874.0	19871.0	4793.0	4692.0	9736.0	1495.0	10084.0	1706.0	420.0	5685.0	3133.0	6507.0	2176.0	9754.0	5314.0	1224.0	1160.0	1322.0	714.0	256.0	1653.0	2267.0
MET_E2_STA100268	7331.0	3075.0	12455.0	11730.0	8888.0	5497.0	12721.0	5398.0	6455.0	42676.0	30044.0	20210.0	10656.0	3451.0	12595.0	4640.0	1609.0	11476.0	6326.0	10521.0	3693.0	12797.0	13379.0	2438.0	3666.0	3098.0	3070.0	556.0	6633.0	5470.0
MET_E2_STA100269	7172.0	3853.0	13195.0	10601.0	9519.0	5692.0	14564.0	5476.0	6816.0	46324.0	33765.0	21511.0	12596.0	3807.0	15058.0	4717.0	1378.0	12690.0	7192.0	12621.0	3858.0	13285.0	15982.0	2666.0	3918.0	3876.0	3478.0	608.0	7357.0	6482.0
MET_E2_STA101511	7186.0	3859.0	13208.0	10611.0	9533.0	5700.0	14579.0	5478.0	6824.0	46336.0	33800.0	21539.0	12614.0	3813.0	15078.0	4722.0	1383.0	12701.0	7199.0	12626.0	3868.0	13298.0	15994.0	2670.0	3920.0	3880.0	3485.0	608.0	7363.0	6494.0
MET_E2_STA100270	15728.0	8025.0	26223.0	21491.0	19928.0	12683.0	30823.0	10984.0	15256.0	98889.0	72628.0	45076.0	25549.0	8020.0	31436.0	9897.0	3125.0	27364.0	15056.0	26274.0	7736.0	28319.0	35311.0	5984.0	9295.0	8442.0	7240.0	1310.0	15144.0	13172.0
MET_E2_STA100271	10945.0	6149.0	18114.0	15173.0	12575.0	7314.0	21921.0	8462.0	9404.0	67885.0	44668.0	33422.0	17196.0	5652.0	19090.0	6711.0	2219.0	18950.0	11478.0	17150.0	5299.0	21299.0	21407.0	4172.0	6124.0	5542.0	4495.0	812.0	10637.0	9319.0
MET_E2_STA100272	3496.0	2101.0	6762.0	4756.0	4561.0	2997.0	8484.0	2506.0	3355.0	25380.0	15784.0	11004.0	7468.0	1935.0	8415.0	2615.0	812.0	7613.0	3812.0	6813.0	1388.0	6453.0	7664.0	1328.0	1976.0	2489.0	1620.0	302.0	2919.0	3592.0
MET_E2_STA100273	7214.0	3232.0	11584.0	9086.0	7624.0	4383.0	11768.0	4841.0	6034.0	41282.0	28802.0	19387.0	12420.0	3631.0	12209.0	4512.0	1123.0	10554.0	6081.0	10674.0	3022.0	12443.0	11357.0	2239.0	3430.0	2980.0	2468.0	360.0	5041.0	5325.0
MET_E2_STA100274	10697.0	5035.0	15751.0	12378.0	11760.0	8477.0	18200.0	8071.0	10315.0	60671.0	49220.0	27204.0	17973.0	5455.0	18504.0	7185.0	2042.0	16193.0	9450.0	14849.0	5953.0	18477.0	19527.0	3870.0	5321.0	4664.0	3873.0	668.0	9320.0	8108.0
MET_E2_STA100275	2425.0	1330.0	4540.0	3748.0	3589.0	2212.0	5481.0	2179.0	2762.0	18251.0	13614.0	7290.0	5274.0	1448.0	4609.0	1619.0	455.0	5468.0	2636.0	4942.0	1385.0	5280.0	6431.0	1133.0	1750.0	1548.0	1434.0	250.0	2831.0	2587.0
MET_E2_STA100276	3532.0	1687.0	4984.0	4959.0	4028.0	2105.0	6737.0	2351.0	3104.0	22319.0	13981.0	11456.0	5354.0	1618.0	4676.0	2420.0	939.0	6020.0	3159.0	6175.0	2046.0	5967.0	7603.0	1547.0	1930.0	1670.0	1703.0	236.0	3990.0	2950.0
MET_E2_STA100277	3725.0	1885.0	5428.0	5457.0	4282.0	2872.0	7920.0	2833.0	3607.0	25820.0	17425.0	10718.0	5990.0	1869.0	5997.0	2347.0	670.0	6945.0	3375.0	6426.0	1947.0	6133.0	8511.0	1482.0	2014.0	1987.0	1853.0	300.0	3965.0	3002.0
MET_E2_STA100278	4452.0	2003.0	5190.0	5777.0	5064.0	3253.0	9045.0	2819.0	4359.0	29961.0	19526.0	11935.0	6730.0	2242.0	5840.0	2686.0	922.0	7591.0	3947.0	6980.0	2576.0	7249.0	9900.0	1924.0	2508.0	2146.0	2228.0	330.0	5432.0	3277.0
MET_E2_STA100279	2409.0	1389.0	4323.0	3635.0	3218.0	1618.0	6271.0	1787.0	2256.0	20582.0	8260.0	6438.0	3191.0	1356.0	4680.0	1846.0	540.0	5835.0	2231.0	4573.0	998.0	3323.0	5987.0	967.0	1336.0	1729.0	1518.0	136.0	2511.0	2211.0
MET_E2_STA100280	3107.0	1558.0	6182.0	5412.0	3648.0	2504.0	6360.0	2901.0	3284.0	23521.0	15220.0	8946.0	4775.0	1704.0	6549.0	2758.0	828.0	5349.0	3308.0	4919.0	1819.0	5191.0	6739.0	1518.0	1859.0	1441.0	1242.0	216.0	3504.0	3029.0
MET_E2_STA101512	5040.0	2324.0	7742.0	8531.0	6343.0	4729.0	10757.0	3459.0	5503.0	37229.0	26446.0	14259.0	7759.0	2812.0	8000.0	3506.0	1064.0	9967.0	4313.0	8178.0	2877.0	8197.0	12609.0	2174.0	3518.0	2240.0	2899.0	466.0	5634.0	3835.0
MET_E3_STA101513	6608.0	3230.0	9692.0	13424.0	8605.0	4985.0	13816.0	4783.0	7363.0	46357.0	34227.0	18332.0	9352.0	3166.0	11119.0	5075.0	1561.0	11228.0	6112.0	11437.0	3649.0	9917.0	18272.0	3264.0	4716.0	3388.0	2708.0	857.0	7545.0	6087.0
MET_E4_STA101514	833.0	376.0	1104.0	1268.0	1121.0	494.0	2120.0	366.0	554.0	5585.0	2167.0	2261.0	1205.0	477.0	1204.0	406.0	229.0	2048.0	867.0	1461.0	250.0	860.0	1785.0	288.0	446.0	429.0	510.0	112.0	791.0	666.0
MET_E5_STA101515	12421.0	5531.0	19794.0	10197.0	15310.0	10365.0	21833.0	6605.0	12424.0	71453.0	51454.0	29372.0	24685.0	5823.0	24948.0	6724.0	2258.0	19039.0	9268.0	18417.0	6300.0	19691.0	19244.0	4093.0	5183.0	5298.0	3046.0	852.0	8615.0	8519.0
MET_E6_STA101516	4723.0	2308.0	6540.0	8937.0	5325.0	3291.0	8673.0	3185.0	4194.0	28044.0	21552.0	11526.0	7940.0	2289.0	6603.0	2827.0	895.0	8407.0	3991.0	7459.0	2585.0	8247.0	8894.0	1734.0	1790.0	1936.0	1746.0	547.0	4660.0	3805.0
MET_E7_STA101517	568.0	430.0	938.0	917.0	831.0	346.0	1150.0	392.0	541.0	5284.0	2087.0	1915.0	951.0	376.0	1025.0	422.0	50.0	1298.0	613.0	1040.0	297.0	1006.0	1337.0	300.0	334.0	215.0	353.0	54.0	628.0	426.0
MET_E8_STA101518	3237.0	1548.0	5672.0	6064.0	4895.0	3130.0	6905.0	2553.0	3874.0	21907.0	16982.0	8113.0	7029.0	1645.0	7235.0	2125.0	597.0	6631.0	1952.0	5660.0	1640.0	5503.0	8133.0	1457.0	1714.0	1782.0	1479.0	346.0	3662.0	3168.0
MET_E9_STA101519	6536.0	2757.0	8936.0	11003.0	7925.0	3641.0	12277.0	4726.0	5617.0	42173.0	27039.0	15372.0	9633.0	3565.0	9106.0	4300.0	1291.0	11494.0	4363.0	9699.0	3881.0	10948.0	12471.0	2710.0	3098.0	2529.0	2776.0	456.0	6285.0	4516.0
MET_E10_STA100281	3121.0	1268.0	4092.0	4329.0	3171.0	1967.0	5804.0	1260.0	2643.0	20245.0	9113.0	8812.0	4802.0	1570.0	4240.0	1646.0	585.0	5506.0	2946.0	5098.0	1402.0	3797.0	6097.0	1020.0	1340.0	1295.0	1198.0	336.0	3031.0	2070.0
MET_E10_STA100282	5933.0	2607.0	7274.0	9811.0	6927.0	3562.0	10313.0	3389.0	4770.0	33431.0	21462.0	14437.0	8475.0	2920.0	8159.0	3971.0	1048.0	9111.0	4781.0	8589.0	2937.0	8934.0	11196.0	2060.0	2396.0	2611.0	2187.0	428.0	5112.0	4912.0
MET_E10_STA100283	747.0	318.0	917.0	1018.0	688.0	412.0	1179.0	410.0	561.0	4508.0	2026.0	2220.0	886.0	368.0	882.0	437.0	187.0	917.0	738.0	951.0	320.0	860.0	1104.0	242.0	250.0	314.0	292.0	70.0	734.0	584.0
MET_E11_STA101520	2573.0	1242.0	4015.0	4958.0	3224.0	2176.0	6297.0	1816.0	2185.0	18705.0	11881.0	7421.0	5314.0	1738.0	4031.0	1783.0	556.0	6419.0	2039.0	4819.0	1332.0	4938.0	5983.0	969.0	1573.0	1265.0	1403.0	258.0	2581.0	2160.0
MET_E12_STA101521	10424.0	5391.0	11553.0	19199.0	9939.0	5710.0	17885.0	5729.0	8184.0	58731.0	35238.0	26916.0	13675.0	5129.0	11421.0	6259.0	1743.0	17692.0	8235.0	16618.0	4566.0	15614.0	19000.0	3219.0	4448.0	3932.0	3588.0	788.0	10266.0	7680.0
MET_E13_STA101522	4726.0	2278.0	5855.0	9809.0	5012.0	2537.0	7921.0	3362.0	3984.0	26852.0	15663.0	12193.0	6553.0	2362.0	5258.0	3118.0	924.0	6984.0	3417.0	6352.0	2262.0	6818.0	8986.0	1673.0	2494.0	1882.0	1574.0	473.0	4846.0	3929.0
MET_E14_STA100284	4392.0	1720.0	4791.0	8387.0	3989.0	2435.0	6606.0	2873.0	3858.0	24182.0	12746.0	6413.0	4968.0	1978.0	5204.0	2856.0	904.0	5816.0	3246.0	5384.0	2255.0	5805.0	8674.0	1563.0	1854.0	2134.0	1743.0	364.0	4090.0	1377.0
MET_E14_STA100285	1087.0	630.0	1914.0	2238.0	1221.0	628.0	2151.0	749.0	848.0	8666.0	4096.0	3844.0	1789.0	744.0	1710.0	713.0	320.0	2382.0	1026.0	2077.0	488.0	1876.0	2673.0	504.0	597.0	512.0	609.0	152.0	1330.0	804.0
MET_E14_STA100286	2578.0	1356.0	4666.0	6230.0	3285.0	1974.0	6189.0	2209.0	2385.0	21296.0	12013.0	6748.0	4652.0	1590.0	4434.0	1671.0	651.0	6316.0	2092.0	4917.0	1165.0	4721.0	6021.0	1033.0	1655.0	1280.0	1611.0	306.0	3280.0	2342.0
MET_E14_STA100287	556.0	239.0	1334.0	1704.0	745.0	630.0	1381.0	538.0	683.0	5314.0	3149.0	1494.0	1108.0	302.0	1264.0	435.0	122.0	1514.0	454.0	1262.0	282.0	1178.0	1603.0	282.0	404.0	310.0	364.0	104.0	773.0	586.0
MET_E15_STA101628	3314.0	1791.0	6200.0	7330.0	4684.0	3441.0	7939.0	3107.0	3927.0	26456.0	18427.0	8835.0	6148.0	1958.0	6831.0	2525.0	884.0	7924.0	2502.0	6482.0	1784.0	6330.0	9589.0	1254.0	2580.0	1935.0	1942.0	355.0	3134.0	3257.0
MET_E15_STA100289	7195.0	3066.0	8667.0	10922.0	7503.0	4411.0	11522.0	3762.0	5442.0	39077.0	24603.0	17360.0	8163.0	3151.0	9625.0	3957.0	1486.0	10319.0	5540.0	9101.0	2841.0	9856.0	10827.0	1810.0	2775.0	2951.0	2684.0	620.0	6212.0	4875.0
MET_E15_STA100290	3894.0	2128.0	5093.0	8164.0	4634.0	2397.0	7604.0	2344.0	3439.0	24496.0	15172.0	10792.0	5901.0	2466.0	5029.0	2687.0	730.0	6505.0	3529.0	6449.0	2039.0	6731.0	7986.0	1624.0	1817.0	1891.0	1492.0	470.0	3825.0	3485.0
MET_E16_STA100291	4105.0	2064.0	6574.0	8647.0	5442.0	3461.0	8715.0	3153.0	4750.0	31737.0	21165.0	11016.0	6837.0	2078.0	6965.0	3063.0	1086.0	7325.0	3279.0	7047.0	2257.0	6799.0	10485.0	2063.0	2484.0	2065.0	2539.0	386.0	5515.0	3306.0
MET_E16_STA100292	6186.0	2854.0	6615.0	11910.0	5675.0	3327.0	10067.0	3335.0	4401.0	34304.0	18075.0	14156.0	7139.0	2112.0	6935.0	3859.0	1107.0	9076.0	3551.0	7478.0	2621.0	7855.0	9335.0	1851.0	2206.0	2448.0	2736.0	434.0	6084.0	4084.0
