	D21D00353	D21D00358T	D21D00362	D21D00364	E21D00361	N21D00347	N21D00348	P21D00345	P21D00352	P21D00354	P21D00356	P21D00357	P21D00359	P21D00365	X21D00316	X21D00317	X21D00318	X21D00355
ALK_E28_STA100110	6424.0	22127.0	35436.0	12319.0	34770.0	29229.0	16156.0	2160.0	23953.0	23932.0	25599.0	20302.0	24395.0	15801.0	12575.0	6286.0	9290.0	16788.0
ALK_E28_STA100111	4282.0	14613.0	25222.0	8441.0	20180.0	23118.0	14823.0	1712.0	21429.0	20337.0	20335.0	13930.0	18931.0	9482.0	12592.0	4432.0	8823.0	10753.0
ALK_E28_STA100112	5377.0	19540.0	32049.0	10029.0	18402.0	26609.0	14107.0	2441.0	16982.0	22128.0	24906.0	22119.0	18250.0	13794.0	12564.0	5893.0	12877.0	16114.0
ALK_E27_STA101615	1397.0	7626.0	15682.0	4165.0	9428.0	11162.0	5544.0	866.0	7439.0	7035.0	9069.0	8758.0	4806.0	4870.0	3392.0	1650.0	3088.0	4841.0
ALK_E27_STA100114	2429.0	11128.0	17346.0	5906.0	7756.0	15376.0	8865.0	939.0	9196.0	10421.0	11809.0	12067.0	10806.0	7972.0	7809.0	4350.0	5572.0	8348.0
ALK_E27_STA100115	3522.0	15440.0	25974.0	6316.0	17248.0	18818.0	12733.0	1616.0	13555.0	16129.0	16470.0	15029.0	12910.0	9293.0	9416.0	4929.0	7936.0	11954.0
ALK_E26_STA100116	696.0	3967.0	5979.0	1527.0	3838.0	4651.0	2492.0	242.0	3432.0	4126.0	4719.0	4530.0	2535.0	2608.0	1765.0	776.0	2031.0	2655.0
ALK_E26_STA100117	2115.0	11561.0	18653.0	4752.0	9385.0	16141.0	8616.0	1114.0	9792.0	12183.0	14511.0	12843.0	9959.0	8004.0	7456.0	2846.0	6862.0	8023.0
ALK_E25_STA100118	2712.0	13025.0	26407.0	6175.0	19911.0	19078.0	10917.0	1027.0	13359.0	13838.0	15550.0	13539.0	11833.0	7999.0	7824.0	3049.0	6358.0	10294.0
ALK_E25_STA100119	1269.0	5242.0	12521.0	3199.0	7095.0	8333.0	3615.0	446.0	4170.0	2720.0	6627.0	5482.0	5032.0	3324.0	3316.0	1773.0	2801.0	4110.0
ALK_E24_STA100120	2246.0	9605.0	21001.0	4404.0	20249.0	17666.0	7739.0	619.0	11257.0	11568.0	11516.0	11575.0	7920.0	5972.0	6845.0	2672.0	5650.0	8839.0
ALK_E24_STA100121	5104.0	22263.0	51339.0	10837.0	36625.0	34834.0	20224.0	1419.0	26198.0	26439.0	26990.0	27287.0	17994.0	12365.0	16522.0	6544.0	13178.0	20296.0
ALK_E24_STA100122	1385.0	5426.0	14748.0	2948.0	11911.0	9143.0	5099.0	392.0	7650.0	6381.0	7078.0	6710.0	4912.0	3651.0	3827.0	1337.0	3090.0	5370.0
ALK_E23_STA100123	1021.0	4689.0	11590.0	2345.0	6195.0	6782.0	3235.0	392.0	3363.0	5740.0	5678.0	7039.0	3124.0	2590.0	2896.0	1325.0	3580.0	4810.0
ALK_E23_STA100124	2735.0	11064.0	24904.0	6366.0	21516.0	19616.0	10843.0	1110.0	15627.0	15684.0	15271.0	13405.0	9749.0	6782.0	9031.0	3044.0	7683.0	9329.0
ALK_E22_STA100125	992.0	2881.0	8755.0	2223.0	5715.0	5365.0	3849.0	224.0	2445.0	4102.0	4393.0	4747.0	3479.0	2174.0	3144.0	1223.0	2287.0	3512.0
ALK_E21_STA100126	1112.0	5635.0	15865.0	3268.0	10191.0	10255.0	5708.0	404.0	7273.0	8025.0	8926.0	8744.0	4271.0	3193.0	4007.0	1461.0	4059.0	4666.0
ALK_E20_STA101611	615.0	3442.0	9008.0	1702.0	3699.0	6398.0	2902.0	214.0	3473.0	3188.0	4958.0	4672.0	2248.0	1770.0	1856.0	886.0	2170.0	2639.0
ALK_E20_STA100128	2480.0	20669.0	47299.0	10776.0	38238.0	36071.0	20614.0	547.0	29116.0	24012.0	21247.0	22223.0	17187.0	9709.0	16686.0	4894.0	7045.0	19262.0
ALK_E20_STA100129	7589.0	40611.0	91739.0	19385.0	87401.0	63111.0	42712.0	2041.0	50131.0	48288.0	52954.0	49580.0	34264.0	22151.0	31233.0	11119.0	25257.0	35340.0
ALK_E20_STA100130	3378.0	14502.0	39190.0	8698.0	27120.0	25928.0	15159.0	699.0	18293.0	14594.0	18002.0	17191.0	13207.0	8986.0	12040.0	3861.0	9266.0	13658.0
ALK_E19_STA101370	2742.0	17304.0	46475.0	8965.0	42762.0	28304.0	17651.0	1503.0	22273.0	18226.0	23033.0	21743.0	12898.0	8653.0	13582.0	5131.0	13136.0	14554.0
ALK_E18_STA101371	1098.0	5775.0	14724.0	3088.0	9670.0	10490.0	5508.0	380.0	6250.0	6051.0	6348.0	8270.0	4577.0	3394.0	4961.0	2012.0	3253.0	5868.0
ALK_E17_STA101372	3106.0	16019.0	41647.0	8969.0	27987.0	30329.0	17861.0	1385.0	18236.0	19185.0	22470.0	22352.0	12949.0	8733.0	14674.0	6318.0	13857.0	17098.0
ALK_E15_STA101374	2055.0	9951.0	25882.0	5156.0	24497.0	17757.0	10161.0	679.0	10386.0	10299.0	11502.0	14876.0	5701.0	5607.0	5550.0	2440.0	5797.0	7543.0
ALK_E14_STA101375	828.0	3225.0	7946.0	1578.0	5497.0	5775.0	3292.0	366.0	3794.0	4006.0	4298.0	4402.0	3361.0	2113.0	2363.0	876.0	2328.0	2757.0
ALK_E13_STA101376	375.0	1807.0	5826.0	1317.0	2471.0	4321.0	1522.0	168.0	1612.0	2597.0	2883.0	3225.0	1823.0	898.0	1415.0	839.0	1593.0	2390.0
ALK_E12_STA101377	364.0	2332.0	5069.0	1203.0	2570.0	3933.0	1856.0	143.0	1862.0	1585.0	2407.0	3127.0	1426.0	1414.0	1438.0	567.0	1182.0	1874.0
ALK_E11_STA101378	5035.0	22850.0	43960.0	10598.0	35793.0	31119.0	18571.0	1543.0	24038.0	25270.0	27895.0	21962.0	17988.0	13038.0	14589.0	4770.0	14515.0	16528.0
ALK_E10_STA101379	10540.0	53619.0	91436.0	22865.0	76508.0	73703.0	48196.0	3765.0	56758.0	61730.0	60106.0	59351.0	41444.0	30673.0	36209.0	11717.0	32148.0	43439.0
ALK_E9_STA101380	299.0	1555.0	3477.0	935.0	1491.0	2356.0	945.0	72.0	1350.0	1473.0	1935.0	1849.0	1739.0	1157.0	893.0	481.0	588.0	1372.0
ALK_E8_STA101381	3517.0	17824.0	31881.0	8407.0	24203.0	24019.0	13196.0	2020.0	15912.0	19458.0	21935.0	13924.0	12779.0	11334.0	8223.0	3723.0	10116.0	14365.0
ALK_E7_STA101382	5654.0	28478.0	58478.0	14745.0	45979.0	42489.0	27632.0	2602.0	34189.0	38308.0	39607.0	30996.0	25001.0	18051.0	23900.0	7774.0	18143.0	23997.0
ALK_E6_STA101383	3334.0	21475.0	43013.0	10889.0	25764.0	33662.0	18598.0	1519.0	19843.0	19467.0	24368.0	27884.0	16619.0	13507.0	14064.0	4299.0	12432.0	17923.0
ALK_E5_STA101384	9480.0	35493.0	67804.0	16014.0	60754.0	51398.0	27270.0	2533.0	35080.0	43542.0	40210.0	36253.0	26493.0	21951.0	24640.0	8402.0	20445.0	31092.0
ALK_E4_STA101385	876.0	3562.0	8847.0	1997.0	3620.0	5651.0	3031.0	355.0	3833.0	3902.0	4342.0	4125.0	4120.0	2348.0	2311.0	627.0	1898.0	3197.0
ALK_E3_STA101640	6868.0	44635.0	80136.0	20053.0	52734.0	68099.0	35698.0	2605.0	45074.0	49778.0	60335.0	52770.0	34965.0	25315.0	25530.0	12394.0	23306.0	33386.0
ALK_E2_STA101387	2718.0	14908.0	24121.0	7718.0	17197.0	22820.0	13560.0	1342.0	14891.0	19364.0	20936.0	14811.0	14336.0	10203.0	9913.0	3347.0	9830.0	12145.0
ALK_E1_STA101388	1312.0	7025.0	18784.0	2724.0	16231.0	14127.0	7758.0	752.0	9046.0	11179.0	10831.0	10028.0	5812.0	4313.0	6005.0	2431.0	5868.0	8056.0
ALK_E1_STA102007	445.0	5036.0	11082.0	1841.0	6048.0	10943.0	4893.0	294.0	5918.0	6606.0	7733.0	6601.0	2986.0	2516.0	4709.0	2068.0	3858.0	4413.0
IDH1_E4_STA100131	8784.0	20844.0	30810.0	8742.0	19703.0	28112.0	15908.0	2180.0	18452.0	20630.0	24365.0	21482.0	18682.0	14443.0	11704.0	5508.0	10781.0	13635.0
IDH1_E4_STA100132	10390.0	20431.0	39850.0	11486.0	27149.0	29216.0	18085.0	2062.0	21289.0	24017.0	28297.0	23383.0	27709.0	15428.0	13766.0	5290.0	12231.0	17180.0
IDH1_E4_STA100133	7016.0	14347.0	25782.0	7027.0	21715.0	20588.0	10928.0	1255.0	15952.0	17495.0	19447.0	14864.0	15265.0	9713.0	8140.0	3849.0	6449.0	11517.0
IDH1_E4_STA100134	5551.0	14804.0	23818.0	6908.0	16660.0	18465.0	9051.0	1407.0	13253.0	15171.0	19480.0	16047.0	11376.0	8863.0	7959.0	3372.0	6889.0	9884.0
ERBB4_E12_STA100135	7301.0	16551.0	30973.0	8258.0	28469.0	23858.0	15120.0	1294.0	17951.0	19032.0	20999.0	16589.0	17440.0	9967.0	12443.0	6581.0	8774.0	14003.0
ERBB4_E12_STA100136	4032.0	9416.0	19475.0	4523.0	15968.0	15250.0	8976.0	660.0	10272.0	11879.0	12238.0	11155.0	11099.0	6662.0	8687.0	3722.0	6310.0	8690.0
ERBB4_E12_STA100137	5298.0	13173.0	26438.0	5854.0	18671.0	18848.0	12353.0	1285.0	13175.0	14851.0	18563.0	17007.0	14475.0	8981.0	11689.0	5158.0	7448.0	10631.0
ERBB4_E11_STA100138	608.0	2178.0	4104.0	1082.0	2391.0	3211.0	1512.0	158.0	1646.0	1889.0	3065.0	2468.0	2051.0	1167.0	1268.0	702.0	1107.0	1422.0
ERBB4_E11_STA101738	1361.0	3595.0	6302.0	1760.0	5170.0	4969.0	3684.0	232.0	4456.0	4240.0	4463.0	3462.0	5160.0	1888.0	3167.0	1435.0	1818.0	2509.0
ERBB4_E10_STA100140	3338.0	8352.0	18323.0	4646.0	14937.0	13328.0	8358.0	544.0	9735.0	10170.0	10063.0	9398.0	10048.0	4944.0	7415.0	4002.0	6073.0	5756.0
VHL_E1_STA103214	519.0	1442.0	3722.0	477.0	7049.0	2406.0	1060.0	68.0	1711.0	1904.0	1718.0	1237.0	1239.0	804.0	990.0	367.0	894.0	1311.0
VHL_E1_STA101149	3095.0	13774.0	28780.0	4194.0	34289.0	21482.0	11352.0	1182.0	13670.0	17114.0	13236.0	12142.0	9778.0	7060.0	10939.0	3826.0	6485.0	11759.0
VHL_E1_STA102009	1278.0	3899.0	9738.0	1371.0	9746.0	7782.0	2898.0	423.0	3985.0	4955.0	4636.0	4087.0	3090.0	2085.0	3208.0	1099.0	2173.0	3667.0
VHL_E2_STA101152	2447.0	5946.0	12490.0	2601.0	16445.0	9029.0	2973.0	434.0	5391.0	5238.0	5867.0	4648.0	3938.0	3568.0	2774.0	1169.0	2349.0	4314.0
VHL_E2_STA101153	1926.0	5449.0	13308.0	3301.0	11515.0	11216.0	3772.0	604.0	6323.0	6717.0	7072.0	5707.0	4643.0	2874.0	3849.0	1269.0	2973.0	4233.0
VHL_E3_STA101154	6670.0	16254.0	30992.0	8645.0	36467.0	23033.0	10259.0	993.0	17420.0	19129.0	18811.0	12369.0	15681.0	11751.0	9401.0	4802.0	7897.0	11909.0
VHL_E3_STA101155	3866.0	8470.0	18824.0	4977.0	16848.0	13152.0	4539.0	850.0	6265.0	8560.0	10944.0	8004.0	7945.0	5732.0	4706.0	2014.0	3985.0	7150.0
VHL_E3_STA101156	11453.0	22389.0	38573.0	11392.0	56177.0	31291.0	13963.0	1560.0	24023.0	23753.0	26688.0	16595.0	22658.0	15861.0	13533.0	4692.0	9410.0	16310.0
CTNNB1_E3_STA100160	5426.0	13719.0	21430.0	6921.0	10297.0	18596.0	6266.0	1460.0	10109.0	12344.0	17173.0	11465.0	13246.0	10315.0	8064.0	3979.0	7242.0	10792.0
CTNNB1_E3_STA100161	1480.0	3032.0	6162.0	1469.0	2825.0	4514.0	1898.0	336.0	3564.0	4160.0	3669.0	3239.0	4228.0	2476.0	2235.0	1068.0	1749.0	2208.0
CTNNB1_E3_STA100162	5347.0	13564.0	24019.0	6735.0	12645.0	18717.0	7636.0	1251.0	15306.0	15880.0	17882.0	11168.0	14268.0	10211.0	7565.0	4081.0	8242.0	10198.0
CTNNB1_E3_STA100163	8023.0	17836.0	29530.0	8672.0	21185.0	23133.0	10036.0	1608.0	18420.0	19777.0	21266.0	13312.0	20095.0	13153.0	11698.0	5272.0	9439.0	14100.0
CTNNB1_E3_STA100164	2805.0	5712.0	9030.0	2707.0	5477.0	7673.0	2905.0	555.0	5849.0	5841.0	7208.0	4497.0	8215.0	4577.0	3950.0	1655.0	2738.0	4888.0
MITF_E10_STA100165	4917.0	12077.0	24039.0	5926.0	13599.0	16768.0	7561.0	874.0	12829.0	14319.0	13927.0	9633.0	12596.0	8637.0	8300.0	3241.0	6723.0	8388.0
MITF_E10_STA100166	6538.0	24291.0	39829.0	10586.0	14949.0	34014.0	12808.0	2118.0	22481.0	24696.0	28095.0	19941.0	18973.0	15738.0	12446.0	5101.0	10910.0	17499.0
MITF_E10_STA100167	8197.0	28914.0	54769.0	12899.0	23345.0	40487.0	15667.0	1868.0	27210.0	34668.0	34850.0	23510.0	22756.0	18567.0	15339.0	7504.0	15494.0	23553.0
MITF_E10_STA100168	8779.0	24052.0	51659.0	10808.0	25643.0	36302.0	15649.0	1811.0	30248.0	32947.0	31985.0	20165.0	24323.0	17844.0	16989.0	8382.0	13423.0	22043.0
FOXL2_E1_STA103228	4117.0	16643.0	41733.0	7905.0	47406.0	34867.0	14806.0	1201.0	22351.0	20878.0	21647.0	20060.0	10833.0	8333.0	15817.0	4873.0	10717.0	19053.0
FOXL2_E1_STA103224	1851.0	10053.0	22148.0	3942.0	19597.0	16015.0	9866.0	534.0	13260.0	12354.0	14300.0	11089.0	6048.0	4634.0	10429.0	3383.0	7096.0	9702.0
FOXL2_E1_STA103226	6529.0	26694.0	65114.0	8253.0	73480.0	42715.0	24899.0	1680.0	36098.0	32785.0	37577.0	28969.0	18100.0	12887.0	23438.0	8083.0	19017.0	25574.0
FOXL2_E1_STA103227	2215.0	12035.0	26074.0	4532.0	19878.0	19847.0	10340.0	656.0	14363.0	13978.0	16840.0	16405.0	7953.0	4719.0	9532.0	3463.0	8790.0	10590.0
FOXL2_E1_STA103225	333.0	1471.0	4730.0	641.0	3551.0	3223.0	894.0	132.0	1867.0	2180.0	2819.0	2799.0	1062.0	663.0	1163.0	530.0	1233.0	1627.0
PIK3CA_E2_STA101624	765.0	1563.0	2728.0	1104.0	2211.0	2667.0	1024.0	162.0	1966.0	1670.0	1951.0	1626.0	2160.0	929.0	1457.0	791.0	879.0	1121.0
PIK3CA_E2_STA100182	1687.0	3706.0	7565.0	2769.0	4392.0	7090.0	2179.0	319.0	3994.0	3949.0	5618.0	4576.0	5028.0	2630.0	3135.0	1858.0	2203.0	2725.0
PIK3CA_E2_STA101652	4163.0	11288.0	18216.0	5661.0	14883.0	14604.0	6280.0	655.0	10466.0	10974.0	13105.0	10803.0	11819.0	6767.0	7354.0	3739.0	6978.0	7864.0
PIK3CA_E2_STA100183	6055.0	14162.0	28093.0	9800.0	22706.0	22125.0	8288.0	1377.0	13888.0	15261.0	18297.0	18484.0	16336.0	10706.0	11421.0	6096.0	10218.0	12544.0
PIK3CA_E2_STA100184	2064.0	4318.0	9202.0	3240.0	9253.0	6811.0	3482.0	405.0	5800.0	6276.0	6322.0	5082.0	6362.0	3329.0	3846.0	1862.0	3265.0	3953.0
PIK3CA_E3_STA100185	1603.0	2919.0	5842.0	2116.0	6388.0	4863.0	2217.0	180.0	3511.0	3585.0	3513.0	3078.0	4358.0	2305.0	2104.0	1267.0	1682.0	2350.0
PIK3CA_E3_STA100186	7056.0	15229.0	26426.0	10149.0	28855.0	21694.0	12632.0	1187.0	19749.0	16057.0	17776.0	14030.0	19615.0	9676.0	12121.0	6187.0	9549.0	11600.0
PIK3CA_E3_STA100187	6827.0	17636.0	26143.0	9863.0	32897.0	24369.0	11360.0	1222.0	17355.0	19091.0	21707.0	17443.0	19409.0	12076.0	13682.0	6885.0	10577.0	12564.0
PIK3CA_E4_STA101651	3223.0	10714.0	16008.0	5711.0	15859.0	15589.0	7136.0	579.0	10284.0	10905.0	13730.0	11329.0	7936.0	6812.0	8285.0	3486.0	7721.0	7469.0
PIK3CA_E5_STA101392	5727.0	15923.0	23889.0	6578.0	18601.0	21193.0	11090.0	801.0	15688.0	14387.0	16103.0	14748.0	16416.0	9830.0	12047.0	5346.0	8992.0	11386.0
PIK3CA_E6_STA101393	1436.0	3675.0	6825.0	1828.0	7295.0	5884.0	2516.0	291.0	3671.0	4420.0	4176.0	4020.0	3522.0	2173.0	3278.0	1699.0	2267.0	3073.0
PIK3CA_E7_STA101394	2496.0	5334.0	9846.0	3454.0	9169.0	8671.0	3136.0	514.0	5525.0	6465.0	7844.0	5012.0	5917.0	3130.0	4692.0	2477.0	3742.0	4703.0
PIK3CA_E8_STA101395	3609.0	7224.0	13338.0	4583.0	13460.0	10425.0	5562.0	581.0	9090.0	9679.0	9590.0	8384.0	10963.0	5430.0	6769.0	2899.0	5236.0	5617.0
PIK3CA_E9_STA101396	6552.0	15919.0	24201.0	9861.0	28120.0	21225.0	10696.0	1059.0	18902.0	17407.0	19978.0	15218.0	16926.0	8861.0	13190.0	6556.0	9214.0	11277.0
PIK3CA_E10_STA100188	1054.0	2168.0	4718.0	1771.0	3478.0	3781.0	1272.0	194.0	2394.0	2254.0	2834.0	2539.0	2612.0	1523.0	1965.0	969.0	1255.0	1785.0
PIK3CA_E10_STA101626	1290.0	2767.0	5165.0	1772.0	4968.0	4543.0	2722.0	164.0	3734.0	3059.0	3742.0	2939.0	3774.0	1952.0	2601.0	1723.0	1966.0	2389.0
PIK3CA_E10_STA100190	3768.0	8231.0	16334.0	5569.0	11463.0	12199.0	4218.0	527.0	6684.0	8111.0	12099.0	8785.0	9438.0	5724.0	5444.0	3011.0	4259.0	7186.0
PIK3CA_E11_STA100191	3750.0	6421.0	13567.0	4527.0	12294.0	10008.0	4107.0	432.0	7024.0	6867.0	7970.0	7286.0	7787.0	4200.0	6693.0	3535.0	4134.0	5652.0
PIK3CA_E11_STA100192	2981.0	6360.0	13223.0	4682.0	13368.0	9555.0	5560.0	440.0	9425.0	7524.0	8684.0	6790.0	8689.0	4649.0	6907.0	3339.0	3926.0	5412.0
PIK3CA_E12_STA101397	5136.0	12811.0	24532.0	8669.0	23113.0	18704.0	9668.0	740.0	14772.0	15023.0	17801.0	12660.0	15929.0	8622.0	11819.0	5614.0	9822.0	10888.0
PIK3CA_E14_STA101649	7738.0	16110.0	25991.0	8411.0	26362.0	22528.0	11646.0	1335.0	19756.0	18896.0	18593.0	15680.0	18795.0	10902.0	11204.0	5462.0	9007.0	11061.0
PIK3CA_E15_STA101650	6508.0	16766.0	29251.0	8882.0	26416.0	23814.0	11735.0	1021.0	18280.0	18462.0	20081.0	17054.0	19302.0	11446.0	13322.0	5913.0	9493.0	11418.0
PIK3CA_E16_STA101401	4096.0	9473.0	20849.0	5324.0	20065.0	15166.0	7044.0	867.0	13755.0	12504.0	13337.0	10803.0	13234.0	7395.0	9616.0	4945.0	6470.0	7170.0
PIK3CA_E17_STA101402	5607.0	14581.0	25132.0	8994.0	21741.0	24401.0	10598.0	1005.0	14531.0	14314.0	18644.0	16744.0	12339.0	9516.0	10616.0	6170.0	10193.0	10337.0
PIK3CA_E18_STA101403	12433.0	23926.0	44038.0	13807.0	40832.0	34358.0	18904.0	1754.0	28088.0	28841.0	29877.0	24917.0	28261.0	17179.0	20235.0	9826.0	15304.0	18436.0
PIK3CA_E19_STA101404	3034.0	7077.0	14020.0	5033.0	11344.0	11514.0	5423.0	662.0	8065.0	7479.0	9204.0	8380.0	7642.0	4826.0	6198.0	2428.0	4489.0	5786.0
PIK3CA_E20_STA101405	8475.0	20933.0	39785.0	12297.0	42470.0	33592.0	15316.0	1965.0	23729.0	24283.0	21819.0	22688.0	19513.0	13908.0	17737.0	8472.0	13943.0	15849.0
PIK3CA_E21_STA101406	6268.0	14343.0	25410.0	8525.0	22917.0	20899.0	8345.0	924.0	14712.0	15864.0	18889.0	15101.0	14278.0	9420.0	10123.0	5450.0	8247.0	10558.0
PIK3CA_E21_STA100194	6256.0	12035.0	22347.0	7933.0	23188.0	16826.0	7028.0	1048.0	11288.0	13795.0	14631.0	12571.0	13118.0	8951.0	7724.0	4247.0	6901.0	10011.0
PIK3CA_E21_STA100195	11078.0	20611.0	38915.0	13529.0	39411.0	29632.0	14865.0	1942.0	26390.0	25282.0	29304.0	21061.0	26679.0	14994.0	18538.0	8127.0	11353.0	16176.0
PIK3CA_E21_STA100196	1240.0	3234.0	5709.0	2333.0	2805.0	4783.0	2234.0	258.0	2520.0	2704.0	4341.0	4383.0	3121.0	2873.0	1921.0	1083.0	1553.0	2470.0
FGFR3_E3_STA101676	1672.0	8159.0	24763.0	6280.0	28456.0	17922.0	8051.0	684.0	9579.0	9066.0	10388.0	14112.0	4671.0	3360.0	8861.0	2841.0	7072.0	9708.0
FGFR3_E4_STA101409	1402.0	3949.0	15220.0	2565.0	19821.0	8439.0	4867.0	328.0	6512.0	5561.0	5742.0	7088.0	2668.0	1539.0	5684.0	1900.0	4836.0	4544.0
FGFR3_E5_STA101410	3568.0	8892.0	37208.0	6027.0	46163.0	23858.0	13157.0	1040.0	14932.0	14003.0	13435.0	18258.0	6147.0	3139.0	14871.0	4595.0	11448.0	12395.0
FGFR3_E6_STA101711	1137.0	1568.0	11626.0	1421.0	16554.0	6512.0	3471.0	185.0	3629.0	1666.0	3317.0	2165.0	893.0	655.0	3415.0	1207.0	2904.0	728.0
FGFR3_E7_STA102020	1267.0	5241.0	18242.0	3537.0	23382.0	9821.0	7853.0	185.0	5879.0	6896.0	6971.0	6886.0	2532.0	1953.0	6991.0	2729.0	8106.0	6622.0
FGFR3_E7_STA103215	983.0	4436.0	17670.0	2894.0	20125.0	11792.0	6532.0	218.0	5930.0	6454.0	6273.0	7728.0	2273.0	1746.0	6438.0	2366.0	5530.0	6263.0
FGFR3_E7_STA101724	480.0	2082.0	8671.0	1437.0	10075.0	5148.0	3214.0	184.0	2904.0	3191.0	3059.0	3774.0	957.0	781.0	3026.0	1210.0	2733.0	3331.0
FGFR3_E8_STA102041	494.0	1759.0	6574.0	1006.0	6576.0	4057.0	2308.0	141.0	957.0	2169.0	2829.0	3295.0	1306.0	586.0	2692.0	964.0	2748.0	2850.0
FGFR3_E9_STA101705	361.0	932.0	4307.0	591.0	4948.0	3016.0	1234.0	86.0	1224.0	1460.0	1485.0	1565.0	710.0	469.0	1489.0	532.0	1232.0	685.0
FGFR3_E9_STA100201	1524.0	6681.0	25725.0	3757.0	33854.0	15040.0	10612.0	503.0	9730.0	9206.0	8781.0	12290.0	5731.0	3111.0	10313.0	3720.0	8481.0	10152.0
FGFR3_E9_STA101708	850.0	3179.0	12314.0	2307.0	15802.0	8070.0	4887.0	305.0	4084.0	4020.0	4248.0	5661.0	2026.0	1417.0	4457.0	1760.0	3592.0	4741.0
FGFR3_E10_STA101413	892.0	2879.0	11682.0	2032.0	11673.0	6304.0	3927.0	278.0	3442.0	3573.0	3265.0	4954.0	1910.0	1652.0	3737.0	1320.0	2675.0	4054.0
FGFR3_E11_STA101414	713.0	3852.0	15252.0	2368.0	4675.0	9755.0	5193.0	337.0	4654.0	4136.0	5611.0	7312.0	2288.0	1775.0	4719.0	1529.0	3775.0	5437.0
FGFR3_E13_STA101416	689.0	2625.0	9762.0	1496.0	12609.0	5348.0	3414.0	117.0	4871.0	4229.0	3449.0	4337.0	1720.0	1086.0	4477.0	1505.0	3326.0	3083.0
FGFR3_E14_STA101714	431.0	2069.0	6980.0	1354.0	7987.0	4127.0	2252.0	153.0	2533.0	2428.0	2806.0	3427.0	1161.0	966.0	1805.0	842.0	1949.0	2305.0
FGFR3_E14_STA101712	953.0	2515.0	7953.0	2004.0	11541.0	4669.0	1523.0	111.0	2959.0	2434.0	2304.0	3826.0	1183.0	732.0	1867.0	553.0	1311.0	2436.0
FGFR3_E15_STA101417	166.0	934.0	3494.0	683.0	3485.0	2061.0	727.0	126.0	968.0	612.0	1047.0	1768.0	469.0	460.0	601.0	291.0	668.0	1152.0
FGFR3_E16_STA101722	648.0	1867.0	6251.0	1009.0	7894.0	3983.0	2269.0	72.0	2660.0	2600.0	2393.0	3116.0	1158.0	719.0	2577.0	1006.0	2715.0	2503.0
FGFR3_E17_STA101418	1041.0	3833.0	11506.0	2183.0	14119.0	6758.0	3577.0	314.0	4265.0	3823.0	4018.0	5277.0	2477.0	1649.0	3642.0	1794.0	2752.0	4389.0
FGFR3_E18_STA101419	1656.0	4976.0	16663.0	3245.0	22033.0	9275.0	5390.0	460.0	5693.0	5805.0	6551.0	8335.0	2812.0	1703.0	4880.0	1848.0	4541.0	6321.0
PDGFRA_E2_STA101420	4120.0	11472.0	22404.0	7980.0	13425.0	14704.0	8949.0	1168.0	13919.0	14449.0	13700.0	11993.0	11885.0	8470.0	9289.0	3605.0	7152.0	9658.0
PDGFRA_E3_STA101421	9486.0	25974.0	45504.0	17873.0	30576.0	31532.0	21798.0	2156.0	28107.0	31527.0	28752.0	26814.0	25138.0	17826.0	17840.0	6061.0	13302.0	20772.0
PDGFRA_E4_STA101422	7339.0	21386.0	37738.0	13147.0	24242.0	28945.0	18196.0	1681.0	17613.0	24508.0	24542.0	21413.0	17911.0	14137.0	14991.0	7794.0	13976.0	16677.0
PDGFRA_E5_STA101423	4193.0	13103.0	21604.0	8520.0	9627.0	18522.0	8658.0	1473.0	9637.0	14470.0	17482.0	15309.0	12480.0	9337.0	8143.0	3581.0	7839.0	10443.0
PDGFRA_E6_STA101424	3155.0	8139.0	15099.0	6693.0	6785.0	11149.0	4880.0	662.0	6161.0	8048.0	10667.0	9678.0	6605.0	5769.0	3816.0	2396.0	4033.0	6525.0
PDGFRA_E7_STA101425	2905.0	9878.0	16829.0	7099.0	8298.0	13960.0	6721.0	837.0	9634.0	11682.0	13056.0	11548.0	9705.0	7306.0	5904.0	2932.0	5989.0	7398.0
PDGFRA_E8_STA101426	6134.0	15146.0	23193.0	9657.0	18266.0	18134.0	14192.0	1250.0	16546.0	19149.0	16408.0	15425.0	13914.0	9426.0	11289.0	3849.0	9875.0	12627.0
PDGFRA_E9_STA101427	6247.0	14782.0	27060.0	11408.0	24790.0	18983.0	12368.0	1092.0	17940.0	15149.0	18444.0	14929.0	15519.0	10267.0	9506.0	3454.0	8479.0	11136.0
PDGFRA_E10_STA101428	7153.0	19715.0	40088.0	13457.0	30585.0	26308.0	11975.0	2102.0	21175.0	21943.0	25735.0	23133.0	15624.0	12296.0	8861.0	3746.0	9606.0	15388.0
PDGFRA_E11_STA101429	5263.0	15739.0	27111.0	11970.0	16848.0	20159.0	9760.0	1666.0	14218.0	15619.0	18535.0	17212.0	13187.0	10905.0	7409.0	3067.0	7370.0	11093.0
PDGFRA_E12_STA100207	16999.0	46886.0	72665.0	31415.0	48818.0	56022.0	36319.0	4035.0	49179.0	54849.0	57897.0	47220.0	45170.0	31608.0	34002.0	15822.0	31280.0	34887.0
PDGFRA_E12_STA101616	17052.0	47002.0	72855.0	31497.0	48964.0	56159.0	36411.0	4051.0	49315.0	55030.0	58062.0	47364.0	45296.0	31704.0	34103.0	15855.0	31371.0	34995.0
