	M21D00182	M21D00185	M21D00194	M21D00219	N21D00184	N21D00213	N21D00214	N21D00217	N21D00218	N21D00223	P21D00158	P21D00159	P21D00164	P21D00165	P21D00169	P21D00170	P21D00173	P21D00180	P21D00181	P21D00186	P21D00189	P21D00190	P21D00191	P21D00195	P21D00200	P21D00209	P21D00210	P21D00215	P21D00221	P21D00222	X21D00163
TERT_E4_STA101185	6118.0	15228.0	2414.0	208.0	1596.0	6621.0	15299.0	3828.0	2118.0	3538.0	3016.0	6952.0	11452.0	13614.0	11558.0	6269.0	4379.0	1576.0	1391.0	5608.0	6009.0	7144.0	5679.0	2159.0	7518.0	9351.0	1336.0	2248.0	6637.0	21050.0	1514.0
TERT_E3_STA101186	7593.0	14470.0	2279.0	177.0	2091.0	6472.0	14029.0	3521.0	2689.0	3346.0	2818.0	6702.0	12170.0	17197.0	12289.0	5766.0	3536.0	1962.0	1366.0	4812.0	5753.0	8227.0	5389.0	1682.0	7259.0	11889.0	1232.0	1854.0	6739.0	17063.0	1112.0
TERT_E3_STA101187	10457.0	21661.0	4142.0	302.0	3355.0	9642.0	23807.0	6564.0	4092.0	6174.0	4499.0	11513.0	19925.0	24509.0	19975.0	9962.0	6299.0	3100.0	2753.0	8138.0	10014.0	13589.0	8412.0	3252.0	12119.0	16855.0	1682.0	4128.0	12338.0	29464.0	1775.0
TERT_E3_STA101188	8742.0	20976.0	3514.0	276.0	2464.0	9561.0	20774.0	5219.0	3303.0	4876.0	3965.0	10830.0	17608.0	20987.0	17461.0	8730.0	6320.0	2743.0	2044.0	7832.0	8292.0	12242.0	6837.0	2900.0	10704.0	13799.0	1444.0	3389.0	9785.0	27289.0	1756.0
TERT_E2_STA101189	5062.0	17598.0	2405.0	315.0	844.0	6803.0	13984.0	3367.0	2377.0	2570.0	3214.0	8003.0	9892.0	10182.0	8576.0	4372.0	3081.0	1187.0	602.0	1990.0	2635.0	4921.0	5099.0	2048.0	5623.0	9416.0	993.0	1362.0	3079.0	18427.0	1879.0
TERT_E2_STA101190	1580.0	3686.0	322.0	58.0	381.0	1670.0	3385.0	818.0	603.0	707.0	654.0	2229.0	3583.0	4698.0	3151.0	1618.0	1063.0	223.0	305.0	1640.0	1255.0	2145.0	1681.0	462.0	2154.0	3033.0	375.0	560.0	1680.0	5598.0	401.0
TERT_E2_STA101191	1038.0	1954.0	230.0	24.0	282.0	979.0	2582.0	731.0	318.0	622.0	385.0	1298.0	2267.0	3313.0	2621.0	993.0	711.0	122.0	188.0	1041.0	502.0	1119.0	1276.0	214.0	1387.0	2271.0	262.0	294.0	1116.0	3167.0	226.0
TERT_E2_STA103246	4225.0	11258.0	1814.0	207.0	1084.0	5419.0	12942.0	2927.0	1966.0	2846.0	2739.0	6836.0	11671.0	13231.0	9367.0	4719.0	3316.0	738.0	856.0	4671.0	1412.0	5611.0	5190.0	1533.0	5962.0	8875.0	851.0	874.0	5536.0	18335.0	1377.0
TERT_E2_STA101193	367.0	840.0	99.0	10.0	136.0	514.0	1138.0	303.0	290.0	277.0	152.0	385.0	1000.0	1332.0	1071.0	441.0	382.0	46.0	90.0	588.0	406.0	746.0	648.0	134.0	565.0	907.0	106.0	182.0	538.0	1435.0	171.0
TERT_E2_STA101812	2440.0	7291.0	1193.0	62.0	755.0	3761.0	8538.0	1991.0	1112.0	1794.0	1499.0	5229.0	7828.0	10232.0	6169.0	3648.0	2314.0	711.0	668.0	3376.0	2935.0	4375.0	3414.0	1122.0	4430.0	5841.0	568.0	1408.0	4035.0	12118.0	1034.0
TERT_E2_STA101811	2894.0	10177.0	1041.0	138.0	755.0	4555.0	10512.0	2142.0	1312.0	1992.0	1814.0	4753.0	8600.0	10559.0	7639.0	3843.0	2875.0	605.0	739.0	3682.0	2508.0	4121.0	3969.0	1400.0	4863.0	6040.0	623.0	1229.0	4781.0	12971.0	1346.0
TERT_E2_STA102079	2631.0	7822.0	1040.0	88.0	785.0	4426.0	8002.0	2054.0	1342.0	1828.0	1436.0	5001.0	8249.0	9875.0	7427.0	3146.0	2614.0	479.0	675.0	3453.0	2669.0	5234.0	3350.0	1190.0	4529.0	6922.0	932.0	1048.0	4236.0	12468.0	1029.0
TERT_E2_STA101197	922.0	2402.0	278.0	39.0	252.0	1375.0	3018.0	808.0	475.0	817.0	570.0	1759.0	3371.0	4081.0	3308.0	1178.0	981.0	182.0	243.0	1623.0	764.0	1736.0	1575.0	393.0	1957.0	2644.0	260.0	383.0	1518.0	4575.0	281.0
TERT_E2_STA102080	655.0	1757.0	193.0	19.0	194.0	903.0	2111.0	523.0	313.0	533.0	465.0	1171.0	2262.0	3190.0	2246.0	788.0	621.0	117.0	167.0	1145.0	535.0	1267.0	1160.0	273.0	1184.0	1997.0	189.0	255.0	1081.0	3126.0	217.0
TERT_E2_STA103243	369.0	1182.0	132.0	18.0	135.0	651.0	1397.0	290.0	263.0	330.0	178.0	889.0	1600.0	1893.0	1338.0	532.0	518.0	129.0	115.0	670.0	439.0	773.0	731.0	161.0	978.0	1402.0	134.0	159.0	601.0	2317.0	153.0
TERT_E2_STA103247	1336.0	4358.0	476.0	57.0	386.0	2453.0	4514.0	1063.0	930.0	1093.0	810.0	3494.0	6169.0	7249.0	4516.0	1857.0	1415.0	252.0	312.0	2488.0	1596.0	2531.0	2672.0	606.0	3203.0	5156.0	571.0	663.0	2498.0	7872.0	666.0
TERT_E2_STA102076	1446.0	4476.0	570.0	33.0	524.0	1815.0	5019.0	1249.0	799.0	1297.0	896.0	3313.0	5564.0	6646.0	4809.0	2128.0	1890.0	337.0	393.0	2746.0	1358.0	2167.0	2358.0	627.0	3638.0	3566.0	472.0	1041.0	2573.0	7850.0	735.0
TERT_E2_STA101206	576.0	1845.0	191.0	34.0	330.0	1042.0	2730.0	745.0	364.0	664.0	354.0	1347.0	2988.0	3994.0	3222.0	977.0	946.0	194.0	198.0	1331.0	696.0	1575.0	1167.0	261.0	1729.0	2225.0	274.0	319.0	1563.0	3516.0	327.0
RICTOR_E38_STA101453	541.0	624.0	332.0	20.0	470.0	532.0	658.0	262.0	114.0	420.0	140.0	753.0	1181.0	1427.0	932.0	860.0	438.0	616.0	256.0	716.0	1415.0	557.0	778.0	204.0	670.0	552.0	130.0	517.0	803.0	877.0	131.0
RICTOR_E37_STA101454	3264.0	3503.0	1195.0	104.0	2180.0	2443.0	2973.0	1223.0	925.0	1674.0	580.0	3695.0	5314.0	7126.0	5090.0	3562.0	1823.0	2537.0	937.0	2370.0	5273.0	2730.0	3539.0	858.0	2326.0	3601.0	585.0	2005.0	3113.0	4559.0	364.0
RICTOR_E36_STA101455	461.0	290.0	224.0	8.0	396.0	210.0	530.0	206.0	102.0	318.0	38.0	366.0	563.0	710.0	614.0	458.0	328.0	426.0	162.0	550.0	1044.0	420.0	382.0	114.0	284.0	332.0	44.0	365.0	508.0	651.0	86.0
RICTOR_E35_STA101456	5009.0	6455.0	2717.0	195.0	4077.0	4542.0	5609.0	2075.0	1175.0	3647.0	1181.0	6369.0	8922.0	11080.0	8753.0	7333.0	3287.0	6426.0	1889.0	5716.0	11043.0	4835.0	7283.0	1760.0	4060.0	5281.0	897.0	4083.0	6501.0	8503.0	644.0
RICTOR_E34_STA101457	2549.0	1563.0	877.0	128.0	2872.0	1395.0	2291.0	1115.0	557.0	1745.0	301.0	1636.0	3412.0	5042.0	5277.0	2232.0	1586.0	1563.0	920.0	3069.0	4798.0	2843.0	3788.0	573.0	2135.0	2755.0	560.0	1948.0	3943.0	2651.0	160.0
RICTOR_E33_STA101458	7870.0	7618.0	4071.0	350.0	6901.0	6125.0	9395.0	3397.0	2119.0	6813.0	1336.0	8235.0	12407.0	16883.0	14157.0	10181.0	5808.0	11213.0	3105.0	8873.0	20015.0	8075.0	10696.0	2844.0	7315.0	7492.0	1552.0	7431.0	11428.0	13329.0	1165.0
RICTOR_E32_STA101737	2089.0	2034.0	983.0	88.0	1541.0	1541.0	1747.0	688.0	493.0	1063.0	479.0	2212.0	3253.0	4372.0	3163.0	2456.0	1024.0	2471.0	653.0	1859.0	3797.0	1557.0	2391.0	632.0	1399.0	2173.0	344.0	1376.0	2395.0	3024.0	272.0
RICTOR_E31_STA101460	8703.0	11170.0	4943.0	402.0	7528.0	7430.0	9135.0	4036.0	2557.0	6269.0	1639.0	10808.0	13346.0	15421.0	15030.0	11644.0	5180.0	11681.0	3530.0	8632.0	18029.0	8669.0	11353.0	3525.0	6578.0	7955.0	1692.0	8144.0	10910.0	13738.0	1278.0
RICTOR_E31_STA101461	2967.0	3533.0	1516.0	144.0	2689.0	2740.0	3621.0	1360.0	774.0	2374.0	669.0	3926.0	5481.0	6401.0	5218.0	4197.0	2147.0	4407.0	1369.0	3692.0	7383.0	2990.0	4681.0	1067.0	2898.0	3305.0	672.0	2764.0	4101.0	5336.0	522.0
RICTOR_E30_STA101462	8645.0	9881.0	4353.0	324.0	6757.0	6884.0	7756.0	3043.0	2181.0	5227.0	1667.0	9308.0	13095.0	16613.0	14204.0	11385.0	5001.0	9842.0	3353.0	7265.0	16165.0	8057.0	10343.0	2920.0	6448.0	7667.0	1545.0	6513.0	10232.0	11149.0	962.0
RICTOR_E29_STA101740	22799.0	26738.0	9945.0	991.0	16509.0	16776.0	20380.0	8494.0	5473.0	13449.0	4673.0	24057.0	32165.0	39792.0	38738.0	22819.0	10463.0	24102.0	6073.0	18797.0	36577.0	17715.0	28422.0	6385.0	15549.0	21548.0	3993.0	15888.0	22991.0	28873.0	2373.0
RICTOR_E28_STA101464	1930.0	2266.0	1080.0	101.0	1454.0	1361.0	2555.0	720.0	450.0	1441.0	406.0	2416.0	3254.0	3761.0	3541.0	2834.0	1254.0	2733.0	686.0	2280.0	4943.0	1903.0	2330.0	635.0	1686.0	1957.0	324.0	1475.0	2511.0	3750.0	355.0
RICTOR_E26_STA101466	7205.0	7476.0	3057.0	302.0	5717.0	5343.0	7121.0	2545.0	1719.0	4760.0	1374.0	7022.0	11793.0	13746.0	11389.0	7267.0	3623.0	7523.0	2501.0	6083.0	13215.0	6239.0	9540.0	2027.0	4776.0	6793.0	1510.0	5345.0	7837.0	9142.0	765.0
RICTOR_E25_STA101467	2645.0	3743.0	1448.0	174.0	2132.0	2316.0	3533.0	1085.0	631.0	1622.0	567.0	3350.0	5068.0	5682.0	4576.0	3557.0	1624.0	2751.0	992.0	2801.0	4992.0	3036.0	3639.0	868.0	2152.0	3749.0	602.0	1696.0	3217.0	4672.0	471.0
RICTOR_E24_STA101468	1877.0	2126.0	868.0	76.0	1245.0	1487.0	1949.0	650.0	463.0	984.0	325.0	2155.0	2986.0	3605.0	2879.0	1806.0	847.0	1908.0	668.0	1624.0	3211.0	1656.0	2248.0	608.0	1292.0	2290.0	263.0	1254.0	1875.0	2965.0	400.0
RICTOR_E23_STA101469	8788.0	9876.0	3968.0	424.0	5346.0	7252.0	8893.0	3477.0	2596.0	5601.0	1707.0	9041.0	12444.0	16672.0	14265.0	9067.0	4088.0	8327.0	2361.0	6455.0	13555.0	9283.0	10373.0	2532.0	6079.0	8595.0	1622.0	5529.0	8924.0	11866.0	1356.0
RICTOR_E22_STA101470	8720.0	10970.0	4448.0	384.0	6469.0	6979.0	10018.0	3231.0	2173.0	5501.0	1974.0	9554.0	12928.0	15633.0	15331.0	10672.0	4817.0	9620.0	2919.0	9024.0	15954.0	7250.0	11146.0	2578.0	7621.0	8032.0	1612.0	6772.0	10417.0	14052.0	1218.0
RICTOR_E21_STA101471	15611.0	18944.0	8580.0	646.0	12437.0	13041.0	17886.0	6952.0	4254.0	10938.0	3727.0	17532.0	23774.0	28987.0	28031.0	20492.0	8919.0	19303.0	4718.0	15314.0	30941.0	13730.0	21000.0	5622.0	12668.0	13419.0	2811.0	12888.0	18701.0	23415.0	1476.0
RICTOR_E20_STA101472	13584.0	16314.0	6452.0	772.0	10074.0	9964.0	12973.0	5442.0	4167.0	9004.0	2899.0	14758.0	19763.0	25259.0	21064.0	14833.0	7155.0	13141.0	4195.0	9860.0	22432.0	11743.0	16093.0	4390.0	10110.0	14475.0	2315.0	9966.0	14346.0	17993.0	1148.0
RICTOR_E19_STA101744	1774.0	1609.0	768.0	76.0	1276.0	1160.0	1869.0	582.0	403.0	1244.0	320.0	1787.0	2880.0	3484.0	2987.0	2194.0	789.0	2252.0	516.0	1706.0	3932.0	1782.0	1844.0	401.0	1291.0	1674.0	342.0	1289.0	2054.0	2757.0	440.0
RICTOR_E18_STA101474	8199.0	8170.0	2989.0	333.0	6506.0	5452.0	8410.0	2601.0	1869.0	4785.0	2038.0	7934.0	10593.0	14956.0	13586.0	7393.0	3617.0	8359.0	1965.0	7538.0	13666.0	7614.0	9071.0	2168.0	4994.0	7835.0	1182.0	4884.0	8581.0	10468.0	1306.0
RICTOR_E17_STA101475	9270.0	10191.0	4517.0	359.0	7062.0	6807.0	8661.0	3322.0	2381.0	4722.0	1565.0	8765.0	12662.0	17379.0	15023.0	10278.0	4766.0	9584.0	2732.0	7622.0	15591.0	8834.0	10633.0	2516.0	5983.0	8010.0	1200.0	6390.0	9459.0	10697.0	1127.0
RICTOR_E15_STA101477	6496.0	7366.0	2827.0	343.0	4731.0	4912.0	8655.0	3552.0	2061.0	4906.0	1506.0	6974.0	11928.0	14458.0	12095.0	7981.0	4014.0	6857.0	2495.0	7095.0	13236.0	6726.0	7843.0	2526.0	6963.0	6696.0	1243.0	5893.0	8203.0	12468.0	1159.0
RICTOR_E14_STA101478	1674.0	1949.0	894.0	72.0	956.0	1280.0	1620.0	652.0	466.0	892.0	353.0	1744.0	3326.0	3767.0	2420.0	1741.0	758.0	1468.0	487.0	1358.0	2817.0	1601.0	1174.0	556.0	1406.0	2091.0	247.0	1115.0	1702.0	2669.0	265.0
RICTOR_E13_STA101479	3827.0	5400.0	2499.0	172.0	3112.0	3901.0	4715.0	1890.0	975.0	2805.0	722.0	5635.0	7723.0	9023.0	7445.0	5640.0	2415.0	4788.0	1722.0	3968.0	8163.0	4217.0	4995.0	1548.0	3670.0	3821.0	742.0	3387.0	5034.0	7563.0	485.0
RICTOR_E12_STA101480	5139.0	5655.0	2009.0	326.0	3184.0	3410.0	5951.0	1743.0	1330.0	2643.0	947.0	4734.0	7465.0	8346.0	6725.0	4582.0	2120.0	4377.0	1296.0	3841.0	8333.0	4698.0	4963.0	1233.0	3181.0	4931.0	644.0	2992.0	4899.0	6459.0	994.0
RICTOR_E11_STA101481	2214.0	2417.0	888.0	92.0	1393.0	1811.0	2485.0	657.0	531.0	1227.0	517.0	2444.0	3754.0	4709.0	3832.0	2356.0	1071.0	1807.0	568.0	1906.0	3691.0	2531.0	2590.0	579.0	1677.0	2344.0	406.0	1218.0	2585.0	3448.0	316.0
RICTOR_E10_STA101482	11185.0	12693.0	6185.0	479.0	8394.0	8419.0	13114.0	5171.0	2793.0	8375.0	1924.0	12348.0	16888.0	21159.0	20350.0	14571.0	7421.0	11997.0	3438.0	11014.0	21050.0	10506.0	14821.0	3739.0	8767.0	10098.0	2101.0	10312.0	14674.0	17710.0	969.0
RICTOR_E9_STA101483	4214.0	4719.0	1950.0	336.0	2626.0	3451.0	4175.0	1431.0	950.0	2294.0	718.0	3728.0	5671.0	6766.0	6068.0	4544.0	1611.0	3853.0	1018.0	3381.0	6094.0	3924.0	4401.0	1010.0	3021.0	3910.0	558.0	2515.0	4479.0	5694.0	837.0
RICTOR_E8_STA101484	2389.0	2241.0	1473.0	118.0	2173.0	1579.0	2939.0	1065.0	605.0	1655.0	484.0	2245.0	3423.0	3839.0	4342.0	3379.0	1717.0	2483.0	827.0	3129.0	5749.0	2809.0	3364.0	814.0	2426.0	2112.0	472.0	2680.0	3582.0	3422.0	305.0
RICTOR_E7_STA101485	2284.0	2118.0	1072.0	70.0	1476.0	1392.0	1981.0	678.0	547.0	1102.0	359.0	1478.0	2570.0	3169.0	3151.0	2032.0	1002.0	2233.0	590.0	1626.0	2976.0	2048.0	2594.0	490.0	1158.0	1700.0	294.0	1111.0	2195.0	2541.0	204.0
RICTOR_E6_STA101486	656.0	614.0	446.0	14.0	486.0	484.0	716.0	200.0	160.0	462.0	144.0	818.0	964.0	1304.0	1078.0	884.0	446.0	1116.0	217.0	692.0	1713.0	624.0	796.0	177.0	462.0	710.0	104.0	596.0	1008.0	1097.0	242.0
RICTOR_E5_STA101739	12197.0	14341.0	5677.0	700.0	9378.0	9749.0	11804.0	4272.0	3480.0	7192.0	2294.0	11646.0	16735.0	22010.0	18031.0	13800.0	5638.0	13281.0	3784.0	9768.0	21826.0	10064.0	15683.0	3787.0	8345.0	11659.0	2003.0	8275.0	12150.0	16137.0	1814.0
RICTOR_E4_STA101488	10754.0	14588.0	5676.0	549.0	9472.0	9150.0	14286.0	4711.0	2735.0	6862.0	2475.0	13585.0	17251.0	20627.0	19156.0	15846.0	6886.0	12199.0	3209.0	10812.0	20354.0	9959.0	15420.0	3238.0	8522.0	7005.0	2395.0	8231.0	14848.0	19605.0	1781.0
RICTOR_E3_STA101489	1127.0	1222.0	569.0	40.0	1047.0	1041.0	1400.0	422.0	296.0	938.0	266.0	1306.0	2108.0	2860.0	2224.0	1616.0	862.0	1665.0	486.0	1555.0	2849.0	1203.0	1307.0	412.0	1059.0	1166.0	156.0	1155.0	1658.0	2346.0	265.0
RICTOR_E1_STA101491	1625.0	2604.0	626.0	76.0	1291.0	1727.0	4249.0	1281.0	621.0	1757.0	521.0	2992.0	4205.0	5911.0	5389.0	2628.0	2002.0	950.0	541.0	2501.0	2342.0	2244.0	3896.0	798.0	2383.0	2516.0	512.0	1006.0	3393.0	3924.0	850.0
HIST1H3B_E1_STA100235	8110.0	6651.0	3605.0	524.0	5217.0	3247.0	8130.0	3056.0	2023.0	5031.0	1265.0	4621.0	8760.0	8556.0	10290.0	9259.0	3580.0	6508.0	2425.0	5662.0	10701.0	4230.0	4576.0	2783.0	11020.0	6237.0	1316.0	8163.0	7690.0	4709.0	3293.0
HIST1H3B_E1_STA100236	3428.0	3282.0	1391.0	107.0	1732.0	1582.0	4144.0	1374.0	779.0	1993.0	616.0	2839.0	4439.0	3992.0	4132.0	4900.0	1550.0	2694.0	1172.0	2544.0	4400.0	1610.0	1918.0	1260.0	4757.0	3041.0	485.0	3565.0	3505.0	2409.0	930.0
HIST1H3B_E1_STA100237	12952.0	14061.0	4486.0	536.0	6071.0	5849.0	13795.0	4640.0	2998.0	6622.0	2634.0	8652.0	13903.0	12142.0	15126.0	16016.0	4806.0	8328.0	3433.0	5824.0	12235.0	6175.0	6744.0	3935.0	13034.0	10758.0	1948.0	8935.0	10343.0	7471.0	4901.0
HIST1H3B_E1_STA100238	6965.0	6389.0	2485.0	252.0	3338.0	3436.0	7268.0	2305.0	1636.0	3404.0	1233.0	4242.0	7499.0	6585.0	8283.0	8749.0	2421.0	4274.0	1500.0	3315.0	6659.0	3677.0	4115.0	1932.0	6727.0	5785.0	1183.0	5356.0	5639.0	3690.0	1814.0
HIST1H3B_E1_STA100239	1654.0	1673.0	719.0	117.0	1106.0	732.0	2471.0	816.0	541.0	1324.0	321.0	1148.0	2128.0	1332.0	2385.0	2501.0	838.0	1279.0	530.0	1224.0	1991.0	1002.0	1357.0	722.0	2802.0	1275.0	444.0	1905.0	1998.0	1039.0	681.0
ROS1_E41_STA100240	18159.0	23823.0	9698.0	1224.0	15124.0	8578.0	23556.0	8819.0	5411.0	14063.0	4467.0	14440.0	19840.0	22323.0	28419.0	13705.0	7540.0	20460.0	6152.0	13018.0	24464.0	10680.0	13936.0	6264.0	15915.0	15142.0	3266.0	11939.0	20722.0	20001.0	2828.0
ROS1_E41_STA100241	5788.0	5539.0	2531.0	150.0	3918.0	2813.0	5597.0	1922.0	1348.0	3570.0	1074.0	4334.0	6589.0	8031.0	8074.0	3967.0	2074.0	6046.0	2026.0	3854.0	8089.0	2996.0	4138.0	1459.0	4599.0	5758.0	894.0	3075.0	5923.0	5348.0	370.0
ROS1_E41_STA100242	23155.0	30562.0	10803.0	1222.0	17637.0	11047.0	25670.0	10337.0	7187.0	17091.0	4650.0	17867.0	22877.0	27235.0	32245.0	14799.0	8970.0	24377.0	7568.0	13341.0	27105.0	12624.0	16797.0	7349.0	18409.0	22095.0	4505.0	14378.0	20789.0	23383.0	3307.0
ROS1_E38_STA100243	2756.0	3329.0	1634.0	144.0	2602.0	1447.0	3803.0	1471.0	909.0	2389.0	519.0	2288.0	2949.0	3569.0	4185.0	2220.0	1728.0	3427.0	1175.0	2411.0	4744.0	1788.0	2444.0	1134.0	2434.0	2231.0	665.0	2227.0	3364.0	3122.0	519.0
ROS1_E38_STA100244	5785.0	7921.0	2676.0	238.0	4492.0	3180.0	6434.0	2828.0	1780.0	4245.0	1115.0	5162.0	7192.0	8602.0	8510.0	4181.0	3160.0	7748.0	2225.0	4122.0	9328.0	2698.0	4489.0	2127.0	5055.0	5413.0	1011.0	3674.0	5556.0	6046.0	654.0
RAC1_E2_STA100245	7766.0	8337.0	2259.0	621.0	2957.0	2967.0	4243.0	2835.0	1646.0	4610.0	935.0	2903.0	9826.0	270.0	6419.0	5020.0	1968.0	5502.0	930.0	128.0	8089.0	144.0	4486.0	858.0	7629.0	9587.0	765.0	2558.0	4195.0	4897.0	789.0
EGFR_E2_STA101493	3515.0	2942.0	1738.0	108.0	3061.0	2494.0	38848.0	1581.0	51619.0	2501.0	428.0	2966.0	4496.0	5218.0	5187.0	3255.0	2170.0	3348.0	1376.0	1794.0	8979.0	1950.0	3559.0	958.0	4301.0	3667.0	781.0	2905.0	4151.0	3527.0	7693.0
EGFR_E3_STA101494	8998.0	10009.0	5156.0	268.0	7957.0	7401.0	121432.0	4386.0	129579.0	6110.0	1591.0	11235.0	13834.0	13952.0	15019.0	11646.0	8238.0	9840.0	3052.0	4735.0	27392.0	4875.0	9432.0	3520.0	12799.0	10045.0	1898.0	7341.0	11031.0	12090.0	22500.0
EGFR_E4_STA101495	4197.0	4183.0	2063.0	40.0	2036.0	3117.0	86175.0	2833.0	66571.0	3002.0	950.0	3972.0	5775.0	6427.0	6688.0	5202.0	3837.0	2303.0	1307.0	1788.0	9801.0	2880.0	3453.0	1366.0	6909.0	4351.0	503.0	3115.0	5332.0	6712.0	6945.0
EGFR_E5_STA101496	12150.0	13844.0	6401.0	300.0	6674.0	11251.0	169089.0	5627.0	183741.0	7112.0	2527.0	14905.0	16778.0	18282.0	17525.0	13007.0	7823.0	9919.0	3459.0	4101.0	24768.0	7160.0	10181.0	4220.0	13286.0	17235.0	2359.0	7945.0	11429.0	15638.0	22741.0
EGFR_E6_STA101497	14061.0	12929.0	4415.0	155.0	6998.0	9609.0	224019.0	6311.0	200833.0	7677.0	2706.0	10839.0	15421.0	20908.0	21797.0	12990.0	8420.0	4528.0	2979.0	4416.0	20511.0	8381.0	10727.0	2912.0	17267.0	15101.0	2239.0	7556.0	12715.0	16086.0	16043.0
EGFR_E7_STA101498	22899.0	35756.0	10902.0	282.0	8401.0	21768.0	442034.0	12692.0	339132.0	14780.0	8037.0	29677.0	31071.0	35452.0	38270.0	27479.0	16543.0	11325.0	5816.0	7886.0	38298.0	14407.0	17923.0	6671.0	29178.0	28259.0	4133.0	14082.0	22736.0	38882.0	26709.0
EGFR_E8_STA101499	1752.0	2083.0	678.0	59.0	854.0	1663.0	37399.0	915.0	31595.0	1356.0	468.0	1801.0	2754.0	3307.0	3952.0	2358.0	1728.0	836.0	547.0	859.0	3486.0	1827.0	1598.0	523.0	2399.0	2365.0	382.0	1388.0	2164.0	2837.0	4495.0
EGFR_E9_STA101500	8075.0	8752.0	4129.0	284.0	3394.0	6589.0	89477.0	3188.0	119740.0	3838.0	1418.0	8074.0	10109.0	12045.0	8749.0	8401.0	4348.0	5640.0	2272.0	2682.0	13474.0	4062.0	5054.0	2094.0	8508.0	10028.0	1215.0	4757.0	6248.0	9229.0	19483.0
EGFR_E10_STA101501	3638.0	3737.0	1650.0	114.0	1838.0	3009.0	43872.0	1269.0	49851.0	1792.0	712.0	3824.0	4969.0	5638.0	5026.0	3431.0	2088.0	2593.0	1188.0	1411.0	7515.0	1881.0	2573.0	988.0	3911.0	4925.0	620.0	2293.0	3198.0	4293.0	9662.0
EGFR_E11_STA101502	1949.0	1518.0	1116.0	37.0	1001.0	1202.0	31710.0	1076.0	30313.0	1434.0	251.0	1656.0	2540.0	2816.0	2846.0	2054.0	1291.0	1194.0	738.0	801.0	4538.0	1248.0	1363.0	600.0	2875.0	2030.0	327.0	1854.0	1828.0	2503.0	4143.0
EGFR_E12_STA100246	6110.0	5517.0	2652.0	120.0	3467.0	4007.0	63688.0	2347.0	77424.0	3535.0	937.0	4295.0	6372.0	7614.0	7545.0	4846.0	2599.0	3883.0	1363.0	1841.0	12628.0	2670.0	4766.0	1315.0	6602.0	5933.0	1046.0	4122.0	5206.0	5750.0	11183.0
EGFR_E12_STA100247	6219.0	6689.0	3511.0	194.0	3518.0	4774.0	83893.0	2676.0	84712.0	4276.0	1256.0	6505.0	8861.0	8611.0	8211.0	7331.0	4527.0	6814.0	1918.0	2785.0	16334.0	3083.0	5021.0	2092.0	7617.0	6894.0	995.0	5199.0	6724.0	8291.0	16138.0
EGFR_E12_STA100248	1247.0	1895.0	928.0	42.0	1329.0	1691.0	17771.0	882.0	42764.0	871.0	158.0	1323.0	1514.0	2103.0	1788.0	2677.0	1302.0	3269.0	434.0	524.0	8291.0	1222.0	862.0	358.0	1497.0	1438.0	206.0	1810.0	1551.0	3039.0	10012.0
EGFR_E13_STA101503	7114.0	9374.0	3120.0	92.0	3215.0	5816.0	148501.0	3615.0	97127.0	5116.0	1733.0	7636.0	10611.0	10342.0	14256.0	10311.0	6028.0	3776.0	1856.0	2784.0	16722.0	4309.0	6815.0	1877.0	11515.0	7341.0	1218.0	4998.0	8682.0	11470.0	8826.0
EGFR_E14_STA101504	10949.0	13124.0	4274.0	220.0	5407.0	8281.0	187489.0	4899.0	153714.0	7322.0	2494.0	10849.0	14925.0	14936.0	16939.0	10655.0	6749.0	6154.0	2482.0	3892.0	20152.0	6703.0	7999.0	2868.0	12883.0	12536.0	1613.0	6110.0	9739.0	14468.0	11839.0
EGFR_E15_STA101505	6341.0	9326.0	4023.0	201.0	3116.0	6393.0	140579.0	4051.0	111364.0	5110.0	1908.0	7956.0	9379.0	9323.0	9816.0	7624.0	4984.0	5998.0	1616.0	2238.0	13220.0	4115.0	5011.0	2233.0	8947.0	8812.0	927.0	5105.0	6368.0	12148.0	11144.0
EGFR_E16_STA101506	5603.0	5074.0	2212.0	122.0	2785.0	3573.0	74030.0	1999.0	74427.0	2557.0	967.0	4546.0	7231.0	7019.0	8079.0	5011.0	3148.0	2851.0	1520.0	2224.0	8942.0	2862.0	4035.0	1281.0	6697.0	5909.0	965.0	3236.0	5447.0	5893.0	10114.0
EGFR_E17_STA101507	7552.0	9728.0	3444.0	246.0	3245.0	6799.0	144272.0	3521.0	116959.0	4217.0	2025.0	8120.0	9232.0	10534.0	11507.0	8894.0	5078.0	3828.0	1984.0	2283.0	11496.0	4970.0	5631.0	1939.0	8797.0	9118.0	1186.0	4377.0	6664.0	11026.0	14338.0
EGFR_E18_STA100249	4801.0	6527.0	2148.0	166.0	2179.0	4712.0	88825.0	2415.0	74086.0	2613.0	1266.0	5733.0	6655.0	7418.0	6295.0	5636.0	3146.0	2335.0	1317.0	1729.0	8231.0	2899.0	3615.0	1366.0	6028.0	5436.0	806.0	2831.0	4662.0	7211.0	11786.0
EGFR_E18_STA100250	3625.0	3879.0	1368.0	78.0	1755.0	3031.0	66703.0	1843.0	56350.0	2241.0	990.0	3480.0	4466.0	5758.0	5648.0	3561.0	2379.0	1289.0	988.0	1317.0	5756.0	2372.0	2815.0	1040.0	4888.0	4159.0	584.0	2101.0	3323.0	4958.0	7245.0
