	D21D00904T	D21D00908T	D21D00917T	D21D00921T	D21D00937	D21D00941T	D21D00942	D21D00943	D21D00948	D21D00949	D21D00952	N21D00923	N21D00932	N21D00946	U21D00938	X21D00911	X21D00918HPV
ALK_E26_STA100117	5185.0	28713.0	8934.0	15871.0	2370.0	10608.0	3351.0	6446.0	7606.0	3270.0	16555.0	18095.0	21495.0	12516.0	2244.0	11226.0	10639.0
ALK_E25_STA100118	5698.0	42536.0	6708.0	13929.0	3276.0	9526.0	2651.0	10363.0	8693.0	3505.0	13762.0	22054.0	31749.0	20442.0	2028.0	15323.0	12338.0
ALK_E25_STA100119	2520.0	14838.0	4066.0	3773.0	1719.0	5546.0	1628.0	3578.0	4235.0	1955.0	9126.0	9661.0	11694.0	8325.0	972.0	7823.0	5939.0
ALK_E24_STA100120	4589.0	42985.0	5050.0	9262.0	2854.0	9448.0	2748.0	6861.0	7337.0	3341.0	10438.0	17303.0	20553.0	14907.0	1440.0	17603.0	11715.0
ALK_E24_STA100121	8914.0	63694.0	9153.0	21185.0	5073.0	16079.0	3799.0	16953.0	15194.0	5074.0	23375.0	36879.0	50888.0	35974.0	2680.0	23274.0	18142.0
ALK_E24_STA100122	2837.0	24197.0	2808.0	7852.0	1590.0	5231.0	1212.0	6505.0	4477.0	1881.0	7111.0	12847.0	15330.0	10789.0	905.0	9577.0	7527.0
ALK_E23_STA100123	1198.0	9813.0	1495.0	4198.0	752.0	4082.0	839.0	2835.0	2893.0	836.0	5166.0	6164.0	8859.0	5448.0	766.0	4411.0	4095.0
ALK_E23_STA100124	4786.0	42879.0	5163.0	12597.0	2657.0	9576.0	2206.0	9499.0	8388.0	3077.0	12958.0	19645.0	27001.0	18455.0	1685.0	15084.0	9937.0
ALK_E22_STA100125	799.0	6741.0	870.0	2178.0	679.0	1810.0	518.0	2330.0	1444.0	549.0	2699.0	4675.0	4941.0	4745.0	371.0	1297.0	1480.0
ALK_E21_STA100126	2245.0	20481.0	3457.0	5885.0	1153.0	6090.0	1090.0	4389.0	3773.0	1483.0	7954.0	9394.0	12814.0	6739.0	997.0	7200.0	6484.0
ALK_E20_STA101611	1029.0	8297.0	1594.0	3028.0	520.0	3553.0	487.0	2623.0	1750.0	1063.0	4255.0	5568.0	6956.0	3160.0	753.0	2596.0	2323.0
ALK_E20_STA100128	7349.0	44625.0	6082.0	16627.0	1895.0	14736.0	2377.0	16325.0	14359.0	3881.0	17331.0	24857.0	43285.0	17448.0	3547.0	23996.0	13179.0
ALK_E20_STA100129	14469.0	128178.0	15224.0	32850.0	7640.0	28446.0	6046.0	29181.0	29301.0	8904.0	39340.0	59757.0	79249.0	54759.0	4764.0	47564.0	34827.0
ALK_E20_STA100130	4975.0	42741.0	6199.0	13885.0	4469.0	9792.0	3402.0	14195.0	9475.0	2945.0	16081.0	25804.0	39561.0	25294.0	1981.0	14179.0	12324.0
ALK_E19_STA101370	4260.0	60936.0	6691.0	13515.0	4246.0	14268.0	3154.0	13392.0	11253.0	3834.0	18702.0	24001.0	32825.0	20253.0	1252.0	28053.0	19033.0
ALK_E18_STA101371	2154.0	17278.0	1997.0	4748.0	1594.0	4643.0	1283.0	5946.0	4636.0	1279.0	6631.0	10896.0	18138.0	11010.0	787.0	6940.0	4487.0
ALK_E17_STA101372	5086.0	60454.0	7364.0	15371.0	3541.0	16332.0	4103.0	11779.0	11872.0	4560.0	19612.0	30187.0	36215.0	24534.0	2160.0	26789.0	18203.0
ALK_E15_STA101374	2368.0	29696.0	4043.0	6627.0	1525.0	7484.0	1602.0	7314.0	6140.0	2433.0	8709.0	10806.0	20551.0	8620.0	1008.0	10644.0	7896.0
ALK_E14_STA101375	1764.0	13394.0	2161.0	5138.0	952.0	3439.0	760.0	3562.0	3295.0	1176.0	5177.0	8365.0	10036.0	6565.0	684.0	5523.0	4424.0
ALK_E13_STA101376	631.0	4603.0	1066.0	1772.0	446.0	1875.0	378.0	1652.0	1091.0	431.0	3636.0	4079.0	4695.0	3476.0	188.0	1696.0	1462.0
ALK_E12_STA101377	316.0	3112.0	743.0	1082.0	261.0	1296.0	318.0	534.0	672.0	447.0	1893.0	2047.0	2408.0	1854.0	178.0	725.0	1031.0
ALK_E11_STA101378	9586.0	69347.0	10659.0	22940.0	6546.0	16054.0	4138.0	15409.0	17516.0	6173.0	24898.0	33224.0	40380.0	33640.0	2753.0	29089.0	20862.0
ALK_E10_STA101379	15821.0	141567.0	20441.0	44958.0	9715.0	35951.0	7709.0	31772.0	35785.0	9992.0	50345.0	64976.0	98298.0	68716.0	4562.0	48165.0	33724.0
ALK_E9_STA101380	397.0	2137.0	643.0	1384.0	395.0	721.0	236.0	1167.0	742.0	336.0	1743.0	3120.0	3727.0	3362.0	216.0	599.0	782.0
ALK_E8_STA101381	6161.0	50906.0	8758.0	14033.0	4108.0	12354.0	3113.0	10192.0	10385.0	5032.0	15910.0	20333.0	26842.0	10094.0	2078.0	26288.0	17574.0
ALK_E7_STA101382	14078.0	90011.0	14010.0	29652.0	6865.0	22314.0	6621.0	19103.0	20421.0	8455.0	29705.0	41213.0	60506.0	40429.0	3253.0	30522.0	25169.0
ALK_E6_STA101383	5983.0	51609.0	9927.0	19523.0	3079.0	15730.0	3644.0	12797.0	11350.0	4147.0	24072.0	28086.0	41654.0	21206.0	2208.0	19518.0	14375.0
ALK_E5_STA101384	17192.0	112216.0	15378.0	33047.0	8456.0	27112.0	7676.0	20920.0	23667.0	11133.0	35845.0	53544.0	57704.0	51090.0	4217.0	51533.0	30094.0
ALK_E4_STA101385	1785.0	6913.0	2051.0	4041.0	729.0	2413.0	888.0	3197.0	2140.0	979.0	4138.0	7565.0	9414.0	7362.0	619.0	2285.0	2378.0
ALK_E3_STA101640	10874.0	88286.0	19675.0	39172.0	6144.0	29515.0	7813.0	22124.0	20163.0	7501.0	47203.0	52853.0	70690.0	45047.0	4213.0	26666.0	25637.0
ALK_E2_STA101387	9602.0	25514.0	12328.0	23994.0	3680.0	14164.0	4096.0	8048.0	12596.0	5591.0	23016.0	22127.0	29506.0	18716.0	2243.0	16653.0	17006.0
ALK_E1_STA101388	2134.0	26881.0	2812.0	6674.0	1845.0	7222.0	1476.0	5612.0	5386.0	2074.0	9235.0	10884.0	16156.0	9108.0	1153.0	11199.0	8422.0
ALK_E1_STA102007	1.0	17.0	5.0	4.0	3.0	3.0	2.0	10.0	1.0	1.0	12.0	7.0	16.0	6.0	3.0	5.0	5.0
IDH1_E4_STA100131	11515.0	23788.0	15246.0	25267.0	5278.0	19006.0	5073.0	9603.0	12220.0	6640.0	25287.0	22606.0	32181.0	19061.0	3428.0	20888.0	19458.0
IDH1_E4_STA100132	14715.0	37190.0	17370.0	29365.0	5772.0	17140.0	5419.0	14407.0	16853.0	8076.0	27603.0	32319.0	40405.0	30455.0	4547.0	23037.0	18734.0
IDH1_E4_STA100133	13471.0	32649.0	13126.0	20106.0	6344.0	14054.0	4070.0	11561.0	12461.0	7122.0	17106.0	20960.0	29775.0	22550.0	3123.0	22132.0	16895.0
IDH1_E4_STA100134	9597.0	21158.0	12757.0	18329.0	3406.0	15698.0	3873.0	7197.0	9582.0	5642.0	18337.0	15459.0	21261.0	14157.0	2827.0	18267.0	16017.0
ERBB4_E12_STA100135	13577.0	33879.0	16163.0	26064.0	7589.0	14555.0	4659.0	12427.0	15229.0	7777.0	21725.0	30201.0	41023.0	30109.0	4299.0	25386.0	22999.0
ERBB4_E12_STA100136	7349.0	15373.0	8274.0	14633.0	3829.0	8831.0	2856.0	7257.0	8244.0	4043.0	12347.0	16564.0	22572.0	16481.0	1672.0	12120.0	11794.0
ERBB4_E12_STA100137	10078.0	20946.0	11735.0	16427.0	5247.0	10130.0	2834.0	9397.0	10467.0	6240.0	15147.0	19444.0	28767.0	18523.0	2925.0	14848.0	13855.0
ERBB4_E11_STA100138	1480.0	3238.0	3520.0	3458.0	757.0	2483.0	835.0	1396.0	1702.0	1026.0	3411.0	3312.0	4213.0	2512.0	550.0	2888.0	2854.0
ERBB4_E11_STA101738	4025.0	6166.0	3979.0	7604.0	1622.0	3035.0	1243.0	2431.0	3337.0	1861.0	5928.0	6831.0	9145.0	6466.0	722.0	4834.0	4825.0
ERBB4_E10_STA100140	6947.0	15901.0	7988.0	13157.0	3526.0	6724.0	2260.0	6382.0	5977.0	3378.0	12553.0	14907.0	18596.0	13394.0	1443.0	11917.0	10788.0
VHL_E1_STA103214	343.0	3189.0	427.0	858.0	491.0	843.0	234.0	984.0	979.0	341.0	1206.0	1995.0	3195.0	1665.0	147.0	1552.0	1277.0
VHL_E1_STA101149	18.0	85.0	11.0	34.0	17.0	27.0	10.0	39.0	40.0	8.0	51.0	69.0	135.0	61.0	4.0	33.0	31.0
VHL_E1_STA102009	1524.0	8032.0	1401.0	3661.0	1280.0	3176.0	881.0	4142.0	3501.0	726.0	5076.0	7424.0	13008.0	6185.0	309.0	2682.0	3049.0
VHL_E2_STA101152	3067.0	16036.0	4661.0	5883.0	1645.0	6550.0	1856.0	4395.0	3559.0	1527.0	6724.0	9925.0	12058.0	7380.0	1035.0	11864.0	7900.0
VHL_E2_STA101153	2503.0	10865.0	4357.0	6772.0	1095.0	6265.0	1281.0	4723.0	3343.0	1777.0	7138.0	10042.0	14149.0	6537.0	1189.0	7365.0	5292.0
VHL_E3_STA101154	8265.0	38042.0	12512.0	17455.0	5210.0	14822.0	3847.0	13902.0	13990.0	5516.0	20035.0	28714.0	34110.0	27311.0	2687.0	20373.0	17633.0
VHL_E3_STA101155	3608.0	17917.0	6867.0	8356.0	3139.0	8466.0	2330.0	6285.0	6866.0	2941.0	13395.0	14516.0	16345.0	12902.0	1483.0	11013.0	8461.0
VHL_E3_STA101156	11394.0	32644.0	16710.0	20861.0	8496.0	17000.0	4504.0	17072.0	18729.0	7462.0	23617.0	29799.0	48191.0	28873.0	4544.0	22716.0	21212.0
CTNNB1_E3_STA100160	7669.0	13562.0	13143.0	15248.0	3615.0	11873.0	4056.0	6778.0	8860.0	4227.0	19335.0	16556.0	19933.0	18132.0	2712.0	10460.0	11438.0
CTNNB1_E3_STA100161	2416.0	5345.0	2837.0	4763.0	885.0	2131.0	874.0	2519.0	2603.0	1090.0	5170.0	5883.0	6845.0	4665.0	676.0	2765.0	3000.0
CTNNB1_E3_STA100162	9245.0	23681.0	13958.0	18924.0	3113.0	11713.0	4409.0	8005.0	9789.0	4312.0	22000.0	18966.0	21918.0	14845.0	3157.0	14317.0	14769.0
CTNNB1_E3_STA100163	12955.0	21456.0	16645.0	23781.0	4760.0	12580.0	3895.0	9614.0	13541.0	6408.0	25107.0	25448.0	30646.0	24218.0	4316.0	16272.0	16859.0
CTNNB1_E3_STA100164	3659.0	4791.0	5027.0	8521.0	1596.0	3280.0	1319.0	3558.0	3902.0	1885.0	8234.0	10410.0	12763.0	9162.0	1712.0	3365.0	4424.0
MITF_E10_STA100165	8127.0	26809.0	9744.0	15364.0	4611.0	9435.0	2437.0	9369.0	9766.0	4261.0	15489.0	22874.0	23694.0	21443.0	2295.0	16548.0	13498.0
MITF_E10_STA100166	10144.0	51574.0	17022.0	23346.0	5346.0	19066.0	5303.0	13423.0	12583.0	4839.0	30477.0	35303.0	37527.0	29252.0	3598.0	23750.0	19190.0
MITF_E10_STA100167	12089.0	65889.0	17298.0	23444.0	5033.0	20978.0	5431.0	15365.0	15956.0	4779.0	29366.0	33597.0	38446.0	30883.0	4667.0	30617.0	22088.0
MITF_E10_STA100168	14144.0	65170.0	14408.0	25484.0	7166.0	15792.0	4536.0	16322.0	18117.0	5875.0	26535.0	38128.0	45251.0	41313.0	4668.0	29491.0	21743.0
FOXL2_E1_STA103228	3657.0	45650.0	5299.0	8756.0	4686.0	13038.0	3246.0	13326.0	11902.0	4634.0	15425.0	23462.0	29865.0	23048.0	1685.0	23992.0	18565.0
FOXL2_E1_STA103224	186.0	1803.0	226.0	377.0	309.0	440.0	104.0	659.0	575.0	143.0	808.0	1012.0	2060.0	1028.0	58.0	556.0	478.0
FOXL2_E1_STA103226	3669.0	69350.0	5250.0	13197.0	6352.0	16734.0	3056.0	18678.0	18301.0	5702.0	23876.0	33738.0	56945.0	30220.0	2692.0	38647.0	22750.0
FOXL2_E1_STA103227	1493.0	26418.0	3931.0	6329.0	2865.0	9707.0	1603.0	8524.0	6000.0	2265.0	13482.0	15773.0	24182.0	10245.0	1199.0	13871.0	9928.0
FOXL2_E1_STA103225	0.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	3.0	1.0	4.0	3.0	1.0	1.0	1.0
PIK3CA_E2_STA101624	1850.0	1850.0	1685.0	2605.0	411.0	1070.0	423.0	874.0	1438.0	659.0	2009.0	2263.0	3522.0	2175.0	400.0	1333.0	2200.0
PIK3CA_E2_STA100182	3486.0	4044.0	5837.0	6360.0	1085.0	2986.0	1461.0	2245.0	3014.0	1643.0	6446.0	6250.0	8767.0	5006.0	1141.0	3154.0	5043.0
PIK3CA_E2_STA101652	9798.0	13324.0	15334.0	16108.0	3216.0	8732.0	3245.0	5188.0	7664.0	5058.0	18324.0	15458.0	18393.0	10428.0	3266.0	12990.0	16198.0
PIK3CA_E2_STA100183	13687.0	18259.0	18545.0	21093.0	5175.0	12475.0	5131.0	8594.0	11739.0	6897.0	23062.0	22374.0	26089.0	20666.0	3854.0	17135.0	20683.0
PIK3CA_E2_STA100184	5863.0	9180.0	6785.0	9423.0	2543.0	3403.0	1717.0	3544.0	5428.0	2894.0	8669.0	11012.0	13350.0	8334.0	1358.0	6579.0	8766.0
PIK3CA_E3_STA100185	4624.0	6087.0	6028.0	6572.0	1986.0	3580.0	1339.0	2935.0	4144.0	2729.0	6408.0	8117.0	10807.0	6916.0	952.0	6069.0	7271.0
PIK3CA_E3_STA100186	15638.0	23399.0	19454.0	24944.0	6157.0	11451.0	4483.0	9829.0	15142.0	7889.0	21465.0	26741.0	37328.0	24164.0	4446.0	18596.0	25114.0
PIK3CA_E3_STA100187	14935.0	26027.0	19125.0	24032.0	7203.0	13381.0	5170.0	8472.0	16859.0	9631.0	24775.0	26473.0	34501.0	26695.0	4155.0	22408.0	30800.0
PIK3CA_E4_STA101651	7042.0	10766.0	9378.0	12672.0	2566.0	7617.0	2767.0	4813.0	6610.0	3933.0	13126.0	12498.0	18766.0	11255.0	1867.0	10043.0	13719.0
PIK3CA_E5_STA101392	10628.0	13911.0	12963.0	21140.0	3859.0	9407.0	4364.0	9693.0	10766.0	5715.0	18206.0	24055.0	36203.0	20072.0	3359.0	10214.0	15748.0
PIK3CA_E6_STA101393	3937.0	6967.0	3681.0	6411.0	1635.0	2993.0	1235.0	2517.0	4356.0	1971.0	6979.0	8716.0	11247.0	6654.0	959.0	4885.0	6682.0
PIK3CA_E7_STA101394	5767.0	8107.0	6132.0	8248.0	2081.0	4901.0	1772.0	3091.0	4921.0	2619.0	8130.0	8234.0	10684.0	7867.0	1579.0	6899.0	8360.0
PIK3CA_E8_STA101395	6532.0	8592.0	7121.0	12075.0	2398.0	4023.0	2084.0	4212.0	6946.0	3600.0	8434.0	13162.0	16470.0	10916.0	2440.0	7093.0	9845.0
PIK3CA_E9_STA101396	13904.0	20591.0	18156.0	19841.0	5278.0	10466.0	4639.0	9148.0	13682.0	7716.0	17343.0	21676.0	35523.0	23868.0	4073.0	17464.0	20937.0
PIK3CA_E10_STA100188	1835.0	3666.0	5133.0	4464.0	1133.0	2937.0	1314.0	1785.0	1775.0	1611.0	4582.0	4970.0	5913.0	3430.0	882.0	3546.0	5043.0
PIK3CA_E10_STA101626	3770.0	4894.0	4489.0	6572.0	1494.0	2766.0	1369.0	2522.0	3240.0	1639.0	5685.0	7851.0	10568.0	5369.0	1340.0	3945.0	5706.0
PIK3CA_E10_STA100190	4994.0	8811.0	9963.0	10515.0	2250.0	5735.0	2589.0	4810.0	5311.0	3868.0	11206.0	11633.0	14447.0	9251.0	2220.0	8759.0	10720.0
PIK3CA_E11_STA100191	7725.0	9125.0	9270.0	11386.0	4037.0	5161.0	2444.0	6294.0	7515.0	4301.0	10835.0	15334.0	20305.0	12917.0	2346.0	8515.0	11262.0
PIK3CA_E11_STA100192	8096.0	9851.0	8293.0	12640.0	2663.0	4686.0	2231.0	4504.0	6600.0	3360.0	10951.0	13088.0	16823.0	10628.0	2041.0	7780.0	10116.0
PIK3CA_E12_STA101397	10454.0	16397.0	14976.0	16827.0	4870.0	9045.0	3685.0	6162.0	10352.0	6616.0	20293.0	17479.0	23898.0	15075.0	3022.0	16512.0	17040.0
PIK3CA_E14_STA101649	15787.0	24832.0	18352.0	25685.0	6190.0	12162.0	4997.0	12026.0	15137.0	7348.0	21813.0	25292.0	37837.0	23220.0	4345.0	17169.0	23336.0
PIK3CA_E15_STA101650	15846.0	19065.0	17178.0	28470.0	5519.0	11596.0	4491.0	11330.0	16535.0	8116.0	24706.0	29032.0	38199.0	25065.0	4135.0	16922.0	23561.0
PIK3CA_E16_STA101401	10728.0	13204.0	10328.0	17737.0	3788.0	6382.0	4039.0	6495.0	9524.0	4550.0	14894.0	17900.0	25034.0	15368.0	2554.0	10556.0	14200.0
PIK3CA_E17_STA101402	10032.0	14474.0	15632.0	16417.0	3579.0	11793.0	4708.0	6873.0	8739.0	7098.0	19851.0	16755.0	24063.0	15664.0	2769.0	14532.0	17112.0
PIK3CA_E18_STA101403	20851.0	29328.0	23552.0	34135.0	8122.0	17436.0	8329.0	16998.0	21077.0	9336.0	27945.0	31143.0	51550.0	32581.0	6916.0	22452.0	28185.0
PIK3CA_E19_STA101404	5921.0	9358.0	9773.0	10740.0	2214.0	7505.0	3016.0	5153.0	5291.0	3248.0	11777.0	10491.0	16376.0	9639.0	1790.0	9167.0	10042.0
PIK3CA_E20_STA101405	20365.0	32070.0	15493.0	29547.0	8599.0	17310.0	5951.0	14707.0	18605.0	8265.0	30919.0	32058.0	47139.0	29701.0	3879.0	28794.0	27589.0
PIK3CA_E21_STA101406	13426.0	16184.0	15387.0	21255.0	3843.0	11918.0	3902.0	7193.0	11320.0	5806.0	21422.0	18896.0	23696.0	17484.0	2089.0	15730.0	17959.0
PIK3CA_E21_STA100194	10778.0	15911.0	15815.0	14883.0	5085.0	11145.0	3553.0	7183.0	10751.0	7133.0	16969.0	16348.0	23016.0	18676.0	3616.0	16139.0	16773.0
PIK3CA_E21_STA100195	24268.0	18618.0	22467.0	32523.0	7132.0	18018.0	7129.0	16100.0	19781.0	8683.0	30743.0	32403.0	47132.0	32733.0	5071.0	24750.0	28387.0
PIK3CA_E21_STA100196	1964.0	2128.0	4311.0	4217.0	863.0	2881.0	1010.0	1800.0	1752.0	1279.0	4845.0	4192.0	5421.0	3119.0	919.0	2206.0	3436.0
FGFR3_E3_STA101676	868.0	23554.0	2667.0	3198.0	1845.0	6481.0	1185.0	6462.0	3935.0	1476.0	8152.0	9898.0	20574.0	7931.0	696.0	12216.0	6988.0
FGFR3_E4_STA101409	869.0	15312.0	881.0	1978.0	1432.0	2935.0	699.0	4439.0	3069.0	979.0	4304.0	7621.0	15568.0	7624.0	334.0	9129.0	4456.0
FGFR3_E5_STA101410	1337.0	34177.0	2727.0	3578.0	2863.0	8035.0	1332.0	10062.0	5654.0	2720.0	10030.0	20133.0	34047.0	16777.0	591.0	19800.0	10859.0
FGFR3_E6_STA101711	421.0	12734.0	508.0	1425.0	911.0	3200.0	470.0	3476.0	1941.0	892.0	3253.0	7157.0	9737.0	5486.0	215.0	11135.0	6170.0
FGFR3_E7_STA102020	298.0	10069.0	843.0	1181.0	676.0	2828.0	472.0	2589.0	1783.0	683.0	3387.0	5041.0	8346.0	4590.0	222.0	6980.0	3234.0
FGFR3_E7_STA103215	594.0	19173.0	1528.0	2418.0	1213.0	5489.0	846.0	4891.0	2768.0	1229.0	6179.0	8627.0	15661.0	6677.0	350.0	13943.0	6505.0
FGFR3_E7_STA101724	318.0	8986.0	924.0	1131.0	476.0	2470.0	280.0	2054.0	1281.0	661.0	2744.0	3518.0	7123.0	3409.0	158.0	6739.0	3043.0
FGFR3_E8_STA102041	188.0	7294.0	868.0	840.0	414.0	2339.0	446.0	1712.0	1390.0	609.0	3051.0	4932.0	6302.0	3467.0	305.0	5690.0	2951.0
FGFR3_E9_STA101705	181.0	3812.0	260.0	493.0	397.0	698.0	107.0	1230.0	774.0	283.0	1418.0	2714.0	5452.0	2651.0	95.0	2269.0	1269.0
FGFR3_E9_STA100201	862.0	25973.0	1374.0	2871.0	1983.0	5287.0	694.0	7072.0	3856.0	1669.0	7472.0	14207.0	23953.0	11399.0	528.0	15432.0	7504.0
FGFR3_E9_STA101708	510.0	11397.0	1391.0	1456.0	1075.0	3084.0	601.0	2852.0	1988.0	783.0	4069.0	6047.0	10911.0	5541.0	367.0	7420.0	4427.0
FGFR3_E10_STA101413	380.0	8239.0	880.0	901.0	1192.0	2270.0	419.0	4076.0	1658.0	790.0	3283.0	6484.0	12226.0	6024.0	187.0	4536.0	2439.0
FGFR3_E11_STA101414	539.0	11339.0	1369.0	1467.0	874.0	3638.0	564.0	3604.0	1982.0	895.0	3722.0	5751.0	11008.0	5402.0	285.0	6642.0	3635.0
FGFR3_E13_STA101416	705.0	11473.0	974.0	1697.0	898.0	2638.0	676.0	3291.0	2236.0	934.0	3884.0	6406.0	11258.0	6387.0	230.0	6791.0	3235.0
FGFR3_E14_STA101714	258.0	7666.0	911.0	1039.0	428.0	2202.0	342.0	2020.0	1045.0	695.0	2198.0	3639.0	5452.0	2359.0	232.0	5287.0	2570.0
FGFR3_E14_STA101712	416.0	8060.0	690.0	905.0	890.0	1714.0	456.0	3005.0	1816.0	993.0	1961.0	4706.0	7651.0	4085.0	151.0	6638.0	2772.0
FGFR3_E15_STA101417	92.0	2517.0	497.0	392.0	347.0	982.0	221.0	951.0	412.0	333.0	1161.0	1723.0	2287.0	1091.0	83.0	1504.0	975.0
FGFR3_E16_STA101722	315.0	7724.0	454.0	960.0	385.0	1971.0	301.0	1732.0	1312.0	479.0	2708.0	4041.0	5608.0	2748.0	213.0	4282.0	2466.0
FGFR3_E17_STA101418	455.0	12143.0	1090.0	1830.0	1204.0	2790.0	644.0	3399.0	2206.0	862.0	3252.0	7229.0	12546.0	6302.0	153.0	6083.0	4180.0
FGFR3_E18_STA101419	883.0	16872.0	1860.0	2519.0	1574.0	4618.0	906.0	4788.0	3224.0	1621.0	5615.0	8636.0	13571.0	7820.0	588.0	13223.0	7594.0
PDGFRA_E2_STA101420	8922.0	26070.0	8124.0	14847.0	3777.0	8625.0	3241.0	12609.0	9023.0	4124.0	15390.0	17713.0	22099.0	15692.0	1998.0	14311.0	11989.0
PDGFRA_E3_STA101421	15288.0	93091.0	13270.0	26901.0	6182.0	16504.0	5289.0	26991.0	15082.0	7119.0	27565.0	41168.0	50276.0	38842.0	4655.0	33571.0	22072.0
PDGFRA_E4_STA101422	13132.0	52293.0	14437.0	21370.0	5806.0	13374.0	5005.0	17467.0	12634.0	6157.0	23297.0	26168.0	31337.0	24899.0	3700.0	27644.0	22026.0
PDGFRA_E5_STA101423	5574.0	22642.0	10013.0	11969.0	3044.0	8806.0	2266.0	8582.0	6064.0	4175.0	17509.0	15305.0	21028.0	15817.0	2387.0	11951.0	8809.0
PDGFRA_E6_STA101424	3767.0	22154.0	7494.0	8194.0	1604.0	6104.0	2320.0	6403.0	3606.0	2694.0	10753.0	10084.0	11316.0	7478.0	1055.0	10419.0	6771.0
PDGFRA_E7_STA101425	5394.0	24342.0	11592.0	14693.0	1957.0	8323.0	3099.0	9596.0	5693.0	3521.0	15882.0	12584.0	18438.0	10369.0	2191.0	9999.0	9043.0
PDGFRA_E8_STA101426	11151.0	33385.0	10816.0	21083.0	4932.0	11340.0	4467.0	13537.0	11395.0	5068.0	21592.0	22171.0	34445.0	23710.0	3646.0	21047.0	17793.0
PDGFRA_E9_STA101427	11429.0	45329.0	12295.0	20831.0	5689.0	12229.0	4181.0	19531.0	10825.0	6001.0	17879.0	23893.0	30895.0	24689.0	3406.0	28287.0	18916.0
PDGFRA_E10_STA101428	8045.0	64479.0	11584.0	15637.0	4054.0	15361.0	3977.0	17254.0	8361.0	4365.0	20725.0	24796.0	28263.0	22597.0	2749.0	32855.0	21116.0
PDGFRA_E11_STA101429	7405.0	39685.0	11864.0	16110.0	3770.0	13531.0	4561.0	15832.0	7893.0	4482.0	18762.0	17827.0	25940.0	16745.0	2795.0	20807.0	14565.0
PDGFRA_E12_STA100207	27827.0	135970.0	31543.0	48834.0	11157.0	31304.0	9864.0	34260.0	25711.0	13596.0	54019.0	61442.0	69417.0	56260.0	8756.0	56020.0	39755.0
PDGFRA_E12_STA101616	27905.0	136355.0	31650.0	49004.0	11185.0	31415.0	9901.0	34075.0	25797.0	13462.0	54200.0	61620.0	69622.0	56431.0	8802.0	56221.0	39880.0
PDGFRA_E12_STA100209	16120.0	66379.0	16233.0	29189.0	6006.0	15860.0	5167.0	20689.0	15667.0	7418.0	28294.0	34237.0	42113.0	30273.0	5575.0	29406.0	22769.0
PDGFRA_E13_STA101430	5033.0	26815.0	5516.0	10823.0	2381.0	5600.0	2964.0	10508.0	6652.0	2419.0	13448.0	17201.0	22830.0	15229.0	2004.0	12221.0	7535.0
PDGFRA_E14_STA100210	1951.0	8404.0	4718.0	4484.0	1033.0	3870.0	1305.0	3725.0	2116.0	1678.0	6157.0	6414.0	6505.0	4294.0	917.0	5154.0	4001.0
PDGFRA_E14_STA100211	10045.0	42646.0	15209.0	19256.0	4111.0	13846.0	4414.0	14641.0	9336.0	5932.0	24061.0	23981.0	26377.0	20236.0	3443.0	23239.0	16651.0
PDGFRA_E14_STA100212	9998.0	56245.0	14937.0	17369.0	4065.0	13175.0	4184.0	16094.0	10359.0	6372.0	20728.0	24253.0	27499.0	21456.0	3679.0	29147.0	17949.0
PDGFRA_E15_STA101431	11895.0	28271.0	14318.0	22044.0	4239.0	11921.0	5618.0	21499.0	10407.0	5734.0	28654.0	26137.0	42989.0	27133.0	4066.0	12682.0	13972.0
PDGFRA_E16_STA101432	15494.0	30720.0	18777.0	28814.0	5747.0	13947.0	5200.0	19487.0	13690.0	7461.0	26488.0	30383.0	51195.0	32086.0	4442.0	16920.0	17313.0
PDGFRA_E17_STA101433	12394.0	52342.0	16488.0	24131.0	5840.0	18286.0	6214.0	19416.0	10485.0	7334.0	30757.0	29177.0	37105.0	23882.0	3445.0	29013.0	21127.0
PDGFRA_E18_STA100213	5791.0	49742.0	9500.0	12882.0	3240.0	10771.0	3686.0	15242.0	7733.0	4111.0	17506.0	23114.0	26508.0	18469.0	2742.0	22443.0	13818.0
PDGFRA_E18_STA100214	16914.0	96847.0	14408.0	28144.0	7417.0	19737.0	6690.0	34999.0	15916.0	8006.0	37999.0	53917.0	59769.0	50072.0	5538.0	39678.0	23744.0
PDGFRA_E19_STA101434	2602.0	13334.0	4225.0	4641.0	1086.0	4040.0	1232.0	4701.0	2286.0	1666.0	7340.0	8254.0	9453.0	8532.0	1270.0	5636.0	4372.0
PDGFRA_E20_STA101435	8958.0	51538.0	9004.0	14607.0	4406.0	8652.0	3271.0	18566.0	11182.0	4037.0	17792.0	27067.0	35193.0	27215.0	2579.0	19849.0	12645.0
PDGFRA_E21_STA101436	6161.0	39847.0	8715.0	14802.0	2857.0	10165.0	4011.0	13283.0	3631.0	3729.0	21203.0	23402.0	23859.0	20566.0	3363.0	14760.0	10887.0
PDGFRA_E22_STA101437	12396.0	82256.0	12492.0	25510.0	5701.0	14670.0	4987.0	25198.0	15624.0	5876.0	30549.0	41042.0	47927.0	38790.0	4360.0	29580.0	19279.0
PDGFRA_E23_STA101438	7828.0	56833.0	9316.0	15757.0	4098.0	12225.0	3467.0	15234.0	10185.0	4497.0	19771.0	25561.0	23683.0	20803.0	2241.0	24609.0	16218.0
