	C21D00050	D21D00052	D21D00060T	D21D00065	D21D00066T	D21D00074T	K21D00053	M21D00054	M21D00075	N21D00042	N21D00061	O21D00086T	P20D02528	P21D00043	P21D00044	P21D00045	P21D00046	P21D00055	P21D00056	P21D00062	P21D00067	P21D00068	P21D00078	P21D00083	P21D00091	U21D00040	X21D00037	X21D00058T	X21D00069	X21D00077
KIT_E9_STA100218	9342.0	4920.0	11090.0	4138.0	11323.0	9039.0	4761.0	15287.0	4737.0	12673.0	12332.0	4747.0	1619.0	8020.0	11195.0	5141.0	7112.0	3119.0	5571.0	4400.0	16745.0	3870.0	711.0	1793.0	456.0	8256.0	3844.0	4586.0	2279.0	1536.0
KIT_E9_STA100219	10754.0	4510.0	11751.0	4380.0	11265.0	11416.0	4543.0	11347.0	6082.0	10010.0	11921.0	4806.0	1355.0	6593.0	9064.0	5153.0	7568.0	2750.0	4384.0	4263.0	14663.0	3356.0	648.0	1404.0	768.0	7612.0	3557.0	4738.0	1906.0	2382.0
KIT_E10_STA100220	20710.0	7043.0	11775.0	7098.0	14649.0	13611.0	4119.0	15044.0	7839.0	13606.0	20880.0	6231.0	1327.0	6557.0	11226.0	6469.0	9284.0	3557.0	6183.0	5832.0	21652.0	5059.0	1245.0	1983.0	838.0	8386.0	4953.0	5405.0	2585.0	2396.0
KIT_E10_STA101446	28527.0	13065.0	27644.0	13394.0	30592.0	29272.0	10586.0	31986.0	14359.0	28774.0	41753.0	11448.0	4243.0	19328.0	26428.0	12765.0	17354.0	8034.0	12133.0	11335.0	42543.0	10987.0	2609.0	3711.0	1658.0	19955.0	9532.0	10903.0	5838.0	5461.0
KIT_E10_STA100221	28527.0	13065.0	27644.0	13394.0	30592.0	29272.0	10586.0	31986.0	14359.0	28774.0	41753.0	11448.0	4243.0	19328.0	26428.0	12765.0	17354.0	8034.0	12133.0	11335.0	42543.0	10987.0	2609.0	3711.0	1658.0	19955.0	9532.0	10903.0	5838.0	5461.0
KIT_E11_STA100222	5673.0	2206.0	6591.0	2305.0	6176.0	6466.0	2865.0	7773.0	3035.0	5489.0	7934.0	2531.0	841.0	4169.0	5703.0	2961.0	3878.0	2032.0	2996.0	2635.0	10003.0	2213.0	448.0	884.0	364.0	4542.0	2185.0	2554.0	1203.0	1149.0
KIT_E11_STA100223	13944.0	5953.0	14500.0	6071.0	14024.0	14288.0	7095.0	16867.0	7496.0	14925.0	18557.0	5930.0	1732.0	10525.0	12973.0	6663.0	9195.0	3863.0	6450.0	5647.0	21608.0	5678.0	1107.0	2015.0	896.0	9602.0	4940.0	5957.0	3019.0	2820.0
KIT_E11_STA100224	15288.0	7104.0	16026.0	7680.0	17070.0	16707.0	6537.0	17989.0	8611.0	16374.0	17286.0	7112.0	2217.0	9514.0	14069.0	7912.0	10548.0	3864.0	7066.0	6086.0	23660.0	6667.0	1206.0	2363.0	964.0	11650.0	6339.0	6818.0	3099.0	2901.0
KIT_E12_STA101447	21428.0	5048.0	12778.0	5864.0	13871.0	13902.0	4867.0	14945.0	8194.0	15480.0	17382.0	5951.0	1714.0	9197.0	10752.0	6863.0	10264.0	3928.0	5986.0	5325.0	19798.0	4726.0	910.0	1964.0	658.0	10500.0	6301.0	6029.0	2696.0	1649.0
KIT_E13_STA100225	35481.0	10905.0	28461.0	12151.0	28910.0	30442.0	11799.0	35847.0	16224.0	33113.0	40470.0	13269.0	4090.0	21942.0	26577.0	13785.0	17886.0	7549.0	12843.0	10661.0	44682.0	10234.0	2379.0	3902.0	1130.0	19053.0	11166.0	10233.0	6081.0	3723.0
KIT_E13_STA101622	9066.0	2784.0	8472.0	3512.0	8366.0	8936.0	3054.0	9756.0	4904.0	8883.0	9713.0	3674.0	1061.0	6226.0	7079.0	3736.0	5298.0	2363.0	3979.0	3335.0	11144.0	2645.0	545.0	1282.0	398.0	5946.0	3312.0	3357.0	1666.0	1071.0
KIT_E14_STA100227	4542.0	1881.0	6345.0	2337.0	5598.0	5949.0	2511.0	6935.0	2608.0	5323.0	6375.0	2402.0	790.0	3736.0	5298.0	2686.0	3527.0	1492.0	2387.0	1956.0	9140.0	2018.0	487.0	706.0	305.0	3434.0	1571.0	2149.0	1142.0	1206.0
KIT_E14_STA100228	25846.0	12172.0	23566.0	11060.0	26362.0	28256.0	12602.0	26058.0	15295.0	27854.0	32081.0	11930.0	3041.0	16197.0	24173.0	12050.0	15276.0	6195.0	8722.0	9236.0	32486.0	9150.0	1710.0	2852.0	1529.0	17244.0	8533.0	10367.0	4913.0	5420.0
KIT_E14_STA100229	17406.0	8003.0	19776.0	8084.0	20800.0	21885.0	10669.0	20997.0	9796.0	20474.0	21057.0	8625.0	2333.0	14119.0	15837.0	8484.0	12784.0	4664.0	7508.0	6850.0	29277.0	7063.0	1529.0	1988.0	1326.0	13152.0	6110.0	8648.0	3762.0	3987.0
KIT_E15_STA101448	14494.0	6589.0	13602.0	7022.0	15785.0	17259.0	5023.0	14988.0	8989.0	14452.0	15819.0	6190.0	1452.0	7811.0	11894.0	6868.0	10198.0	3801.0	6816.0	6323.0	20964.0	5532.0	1174.0	1644.0	1049.0	8691.0	4966.0	6225.0	2606.0	2687.0
KIT_E16_STA101449	16945.0	8062.0	20389.0	7507.0	18353.0	17438.0	5921.0	23750.0	8810.0	22556.0	20472.0	8257.0	3354.0	13581.0	18361.0	9501.0	13799.0	5612.0	10101.0	7869.0	26389.0	7402.0	1343.0	2608.0	962.0	13980.0	7030.0	7311.0	4140.0	2684.0
KIT_E17_STA100230	6163.0	2632.0	6809.0	2691.0	6427.0	7371.0	3619.0	7897.0	3800.0	7125.0	7899.0	3181.0	940.0	4566.0	5886.0	3445.0	4650.0	1676.0	2910.0	2303.0	9020.0	2590.0	380.0	870.0	296.0	4551.0	1912.0	3151.0	1023.0	1428.0
KIT_E17_STA100231	14983.0	6315.0	16641.0	6989.0	16015.0	19513.0	8360.0	18684.0	8638.0	16352.0	18550.0	7793.0	2372.0	9902.0	15090.0	9201.0	10887.0	4287.0	7146.0	5576.0	20875.0	6170.0	1180.0	2396.0	914.0	11470.0	4973.0	7850.0	2565.0	3494.0
KIT_E17_STA100232	10778.0	8210.0	17567.0	8812.0	18892.0	23007.0	10383.0	20843.0	12056.0	19614.0	27644.0	9921.0	1972.0	13209.0	16967.0	9482.0	9943.0	4425.0	7309.0	7557.0	25580.0	7189.0	827.0	2751.0	920.0	12911.0	5714.0	9140.0	3434.0	2549.0
KIT_E18_STA100233	6956.0	2692.0	8296.0	3603.0	8452.0	8732.0	3099.0	7603.0	4176.0	7032.0	9788.0	3585.0	1162.0	5246.0	6544.0	3352.0	4962.0	2274.0	3795.0	3415.0	10352.0	2720.0	454.0	1130.0	358.0	5675.0	2923.0	3345.0	1512.0	1266.0
KIT_E18_STA100234	8683.0	3641.0	7781.0	4276.0	9050.0	10421.0	3114.0	8667.0	5468.0	7805.0	9074.0	3855.0	986.0	4798.0	7269.0	4486.0	5917.0	2331.0	4135.0	3454.0	13982.0	2691.0	665.0	956.0	423.0	5623.0	3576.0	3310.0	1770.0	1604.0
KIT_E19_STA101450	13933.0	6706.0	14918.0	6242.0	14267.0	15850.0	4944.0	17660.0	7417.0	15622.0	18032.0	6383.0	1846.0	8978.0	13458.0	7135.0	9985.0	3772.0	6736.0	5635.0	21824.0	6151.0	1103.0	2239.0	671.0	9863.0	6203.0	5738.0	3105.0	2050.0
KIT_E20_STA101451	14100.0	5348.0	17605.0	5953.0	16917.0	15669.0	4815.0	22839.0	6380.0	16287.0	19461.0	5276.0	2444.0	12868.0	15618.0	7142.0	10554.0	4309.0	7984.0	5669.0	26316.0	6404.0	1293.0	2213.0	830.0	10649.0	5599.0	4483.0	3821.0	2113.0
KIT_E21_STA101452	46809.0	17022.0	31074.0	16214.0	33859.0	26214.0	6640.0	37126.0	15326.0	27520.0	60393.0	10195.0	3368.0	20412.0	28977.0	13997.0	17840.0	6906.0	12762.0	14497.0	41919.0	10622.0	1879.0	3594.0	1389.0	22137.0	11888.0	8411.0	5430.0	3539.0
TERT_E16_STA101810	2739.0	1403.0	923.0	751.0	1123.0	460.0	130.0	840.0	275.0	879.0	3396.0	263.0	91.0	645.0	1064.0	414.0	424.0	268.0	180.0	459.0	766.0	534.0	88.0	88.0	212.0	924.0	343.0	186.0	180.0	106.0
TERT_E16_STA101158	3696.0	1402.0	1668.0	1014.0	1909.0	384.0	48.0	1528.0	265.0	1053.0	3372.0	342.0	85.0	551.0	1569.0	339.0	1012.0	426.0	464.0	561.0	1244.0	500.0	50.0	124.0	99.0	542.0	381.0	187.0	203.0	69.0
TERT_E15_STA102081	3336.0	1435.0	1835.0	890.0	1754.0	442.0	112.0	1877.0	336.0	1556.0	2950.0	149.0	109.0	993.0	2238.0	338.0	1020.0	460.0	443.0	652.0	1373.0	622.0	61.0	151.0	102.0	982.0	401.0	127.0	174.0	61.0
TERT_E15_STA101160	15052.0	6203.0	7983.0	4342.0	7799.0	1845.0	402.0	7598.0	1419.0	5597.0	14450.0	842.0	630.0	3141.0	7900.0	1536.0	5083.0	2251.0	2085.0	2920.0	6303.0	2694.0	272.0	587.0	434.0	3304.0	2060.0	773.0	829.0	366.0
TERT_E15_STA101161	4004.0	1654.0	2195.0	1066.0	2380.0	466.0	82.0	2055.0	359.0	1479.0	3223.0	236.0	145.0	751.0	1965.0	438.0	1421.0	631.0	596.0	784.0	1669.0	728.0	66.0	185.0	106.0	958.0	495.0	186.0	164.0	96.0
TERT_E14_STA101162	10047.0	4163.0	4396.0	3443.0	5251.0	1643.0	454.0	4830.0	1250.0	3990.0	11651.0	1300.0	354.0	1789.0	5079.0	1413.0	2579.0	1354.0	1121.0	2039.0	3421.0	1827.0	215.0	737.0	336.0	2250.0	1448.0	1145.0	638.0	377.0
TERT_E14_STA101163	13474.0	5435.0	8150.0	4855.0	7530.0	2124.0	752.0	7796.0	1812.0	5912.0	17724.0	1603.0	604.0	3070.0	7910.0	2019.0	3943.0	2132.0	1612.0	3079.0	5740.0	3570.0	523.0	1000.0	536.0	3409.0	1800.0	1565.0	1145.0	629.0
TERT_E13_STA101164	15806.0	6282.0	6564.0	5571.0	7260.0	2296.0	400.0	6271.0	1893.0	5781.0	14655.0	1012.0	637.0	2354.0	6825.0	1839.0	3846.0	1890.0	1636.0	2554.0	5628.0	2358.0	323.0	715.0	548.0	3471.0	1674.0	1055.0	931.0	389.0
TERT_E12_STA101165	5902.0	2329.0	3902.0	2221.0	3773.0	1114.0	286.0	3815.0	662.0	2479.0	7349.0	681.0	295.0	1256.0	3596.0	1200.0	1984.0	1174.0	993.0	1230.0	2580.0	1330.0	120.0	526.0	190.0	1645.0	811.0	747.0	286.0	190.0
TERT_E12_STA101166	20006.0	8418.0	9166.0	6554.0	11178.0	3188.0	822.0	10476.0	3117.0	9607.0	21529.0	1681.0	809.0	5607.0	10891.0	3332.0	5671.0	3022.0	2358.0	4054.0	9660.0	3443.0	532.0	1189.0	418.0	5177.0	2258.0	1807.0	1229.0	664.0
TERT_E11_STA101167	11037.0	5330.0	6436.0	3319.0	6542.0	2265.0	460.0	5959.0	1465.0	4493.0	12688.0	911.0	432.0	3455.0	6403.0	1475.0	4017.0	1556.0	1689.0	2475.0	5316.0	2263.0	274.0	446.0	371.0	3100.0	1183.0	812.0	838.0	492.0
TERT_E11_STA101168	17615.0	7407.0	9258.0	5679.0	10143.0	3514.0	563.0	9055.0	1992.0	6451.0	15924.0	1394.0	612.0	3389.0	9347.0	2366.0	6236.0	2573.0	2883.0	3526.0	7550.0	3288.0	496.0	803.0	445.0	4606.0	1995.0	1386.0	1033.0	480.0
TERT_E11_STA101169	24680.0	9316.0	12458.0	7622.0	14639.0	4211.0	784.0	15040.0	2621.0	9583.0	22005.0	1858.0	1147.0	5014.0	13493.0	3907.0	9580.0	3473.0	4613.0	4464.0	9669.0	4358.0	534.0	1614.0	602.0	6800.0	3486.0	2164.0	1348.0	619.0
TERT_E11_STA101170	4430.0	1716.0	3334.0	1626.0	2835.0	865.0	154.0	3729.0	470.0	1714.0	4698.0	527.0	330.0	1315.0	2818.0	746.0	1957.0	661.0	859.0	878.0	1819.0	1170.0	64.0	231.0	208.0	1198.0	670.0	440.0	344.0	111.0
TERT_E10_STA101171	3679.0	1752.0	2600.0	1376.0	2452.0	931.0	131.0	2767.0	390.0	1698.0	5052.0	522.0	157.0	950.0	2401.0	768.0	1428.0	639.0	697.0	902.0	1744.0	1015.0	84.0	283.0	135.0	1288.0	480.0	517.0	290.0	122.0
TERT_E10_STA101172	12354.0	5573.0	9510.0	5281.0	9327.0	3239.0	918.0	9231.0	2119.0	7485.0	15887.0	1414.0	810.0	5665.0	9256.0	2504.0	5353.0	2957.0	1958.0	3137.0	7690.0	2894.0	390.0	713.0	405.0	4818.0	1863.0	1191.0	1297.0	550.0
TERT_E9_STA101173	4870.0	2131.0	2923.0	1610.0	3145.0	832.0	193.0	3021.0	808.0	2132.0	6138.0	438.0	137.0	1306.0	2928.0	1095.0	2186.0	832.0	810.0	1158.0	2387.0	1100.0	223.0	224.0	93.0	1471.0	673.0	390.0	363.0	196.0
TERT_E9_STA101174	9140.0	3944.0	6897.0	3517.0	7518.0	1577.0	458.0	6910.0	1224.0	4850.0	13357.0	1159.0	538.0	3692.0	7075.0	2194.0	3954.0	2021.0	1852.0	2009.0	5510.0	2467.0	367.0	575.0	326.0	3464.0	1560.0	958.0	1031.0	342.0
TERT_E8_STA101814	1434.0	615.0	856.0	464.0	923.0	176.0	80.0	791.0	92.0	634.0	1771.0	49.0	75.0	501.0	864.0	158.0	514.0	207.0	138.0	315.0	664.0	316.0	44.0	76.0	75.0	287.0	135.0	102.0	72.0	19.0
TERT_E8_STA101176	16885.0	6276.0	6299.0	5150.0	8284.0	2140.0	527.0	8114.0	1598.0	5538.0	14334.0	1283.0	507.0	3891.0	7963.0	1832.0	6004.0	2189.0	2180.0	3087.0	4973.0	2254.0	268.0	751.0	423.0	3552.0	1636.0	828.0	781.0	342.0
TERT_E7_STA101177	3937.0	2174.0	1825.0	1205.0	2412.0	637.0	165.0	2510.0	583.0	2004.0	6429.0	340.0	144.0	1105.0	2235.0	524.0	1272.0	701.0	442.0	714.0	1624.0	931.0	86.0	248.0	113.0	1020.0	398.0	402.0	303.0	206.0
TERT_E6_STA101178	27755.0	11308.0	9550.0	8099.0	12811.0	3152.0	798.0	10133.0	3162.0	9339.0	24240.0	1816.0	709.0	5071.0	9668.0	2557.0	6941.0	3236.0	3280.0	4970.0	8184.0	4016.0	614.0	1386.0	954.0	5742.0	3169.0	2268.0	1573.0	1277.0
TERT_E6_STA101179	23491.0	10733.0	8544.0	7550.0	10849.0	3224.0	734.0	8539.0	2763.0	8206.0	21973.0	1363.0	531.0	3505.0	9464.0	2514.0	5622.0	2514.0	2761.0	4165.0	7536.0	3173.0	568.0	977.0	792.0	3841.0	2535.0	1750.0	1419.0	718.0
TERT_E5_STA101180	9176.0	5374.0	4699.0	3281.0	4571.0	1230.0	390.0	5885.0	823.0	4342.0	12079.0	648.0	449.0	2619.0	5547.0	983.0	3438.0	1526.0	1155.0	1552.0	3485.0	2296.0	288.0	726.0	367.0	2524.0	1084.0	475.0	452.0	270.0
TERT_E5_STA101181	6480.0	3296.0	3522.0	2308.0	4067.0	1015.0	217.0	3776.0	630.0	2842.0	9376.0	503.0	187.0	1835.0	4076.0	595.0	1760.0	1070.0	830.0	1348.0	3093.0	1330.0	194.0	364.0	274.0	1616.0	885.0	485.0	441.0	175.0
TERT_E5_STA101182	16838.0	8559.0	9403.0	5891.0	10311.0	2286.0	507.0	10337.0	1534.0	7835.0	25179.0	1167.0	663.0	4631.0	11324.0	1747.0	5237.0	2838.0	2490.0	3721.0	7641.0	3966.0	519.0	896.0	553.0	4058.0	2137.0	953.0	1195.0	429.0
TERT_E4_STA101183	11311.0	3682.0	5690.0	3115.0	5657.0	1849.0	526.0	6317.0	967.0	4458.0	14510.0	750.0	549.0	2851.0	6987.0	914.0	3437.0	1713.0	1514.0	2198.0	4301.0	2230.0	222.0	813.0	378.0	2405.0	1268.0	573.0	760.0	204.0
TERT_E4_STA101184	12508.0	5001.0	6077.0	4029.0	6324.0	2044.0	474.0	7293.0	1147.0	5466.0	15557.0	1016.0	617.0	3233.0	8030.0	1412.0	4619.0	2085.0	1761.0	2797.0	5180.0	2619.0	283.0	899.0	383.0	3462.0	1953.0	817.0	801.0	355.0
TERT_E4_STA101185	27273.0	12866.0	10753.0	8969.0	13678.0	3712.0	987.0	11632.0	2914.0	9627.0	32693.0	1799.0	796.0	5464.0	13770.0	3042.0	6525.0	3455.0	2771.0	4903.0	9763.0	4729.0	654.0	1015.0	1203.0	5722.0	3540.0	1569.0	1634.0	696.0
TERT_E3_STA101186	22253.0	8388.0	9313.0	6434.0	10602.0	3225.0	981.0	10862.0	2538.0	9685.0	23515.0	1404.0	719.0	5092.0	10902.0	2809.0	6285.0	3087.0	2342.0	4103.0	7581.0	3840.0	485.0	1190.0	542.0	4917.0	2517.0	1800.0	1061.0	864.0
TERT_E3_STA101187	41281.0	14233.0	15196.0	11540.0	17815.0	5365.0	1188.0	16435.0	3615.0	13549.0	35285.0	2733.0	1037.0	6218.0	16763.0	4839.0	11362.0	5145.0	4472.0	7133.0	12579.0	5579.0	651.0	2053.0	1041.0	7985.0	4088.0	2645.0	1955.0	922.0
TERT_E3_STA101188	36492.0	13964.0	16028.0	10239.0	17743.0	5358.0	1114.0	17652.0	3085.0	14688.0	37188.0	2566.0	1175.0	7017.0	17954.0	3968.0	9715.0	4622.0	3249.0	6684.0	12115.0	6887.0	788.0	1568.0	1018.0	7378.0	4529.0	2644.0	1890.0	1021.0
TERT_E2_STA101189	25879.0	15396.0	7259.0	7240.0	9812.0	2896.0	655.0	8943.0	2676.0	7689.0	28730.0	871.0	530.0	4403.0	10185.0	2269.0	4596.0	3093.0	1657.0	4875.0	5455.0	3249.0	626.0	521.0	675.0	3088.0	1974.0	888.0	1304.0	629.0
TERT_E2_STA101190	5613.0	2473.0	2950.0	1441.0	2614.0	681.0	101.0	2789.0	386.0	2234.0	6305.0	377.0	195.0	1848.0	2985.0	400.0	1816.0	1084.0	708.0	861.0	2203.0	978.0	133.0	197.0	277.0	952.0	560.0	249.0	475.0	157.0
TERT_E2_STA101191	2514.0	1578.0	1636.0	940.0	1426.0	381.0	79.0	2180.0	216.0	1347.0	3153.0	169.0	169.0	784.0	1951.0	330.0	1028.0	427.0	437.0	458.0	1296.0	649.0	131.0	145.0	83.0	572.0	247.0	144.0	218.0	44.0
TERT_E2_STA103246	21260.0	11374.0	7792.0	6450.0	9534.0	2899.0	457.0	8806.0	1859.0	7839.0	19310.0	1290.0	615.0	4416.0	9310.0	1415.0	5446.0	2765.0	2724.0	3469.0	6302.0	3482.0	416.0	885.0	995.0	3584.0	1962.0	1170.0	1360.0	572.0
TERT_E2_STA101193	1408.0	775.0	1089.0	486.0	941.0	190.0	48.0	1449.0	103.0	768.0	2322.0	198.0	73.0	378.0	1216.0	130.0	577.0	241.0	365.0	276.0	776.0	545.0	37.0	128.0	82.0	353.0	197.0	65.0	116.0	34.0
TERT_E2_STA101812	14138.0	6650.0	5936.0	3821.0	6312.0	1424.0	296.0	7089.0	1259.0	5179.0	12654.0	656.0	430.0	3093.0	6867.0	985.0	4680.0	2060.0	1595.0	2034.0	5136.0	2220.0	239.0	534.0	363.0	2508.0	1640.0	552.0	779.0	313.0
TERT_E2_STA101811	16720.0	8205.0	7470.0	4759.0	7546.0	2030.0	480.0	8500.0	1281.0	7042.0	18358.0	1078.0	331.0	3741.0	8651.0	1246.0	4432.0	2599.0	2401.0	3412.0	5789.0	3236.0	378.0	625.0	557.0	2770.0	2045.0	650.0	1115.0	339.0
TERT_E2_STA102079	12619.0	5872.0	6822.0	3728.0	5992.0	2078.0	298.0	7124.0	1015.0	4929.0	16503.0	722.0	334.0	4278.0	8347.0	1029.0	3739.0	1887.0	2013.0	2281.0	4247.0	3053.0	273.0	715.0	493.0	2435.0	1336.0	553.0	900.0	315.0
TERT_E2_STA101197	3718.0	1880.0	2215.0	1165.0	2048.0	447.0	91.0	2801.0	297.0	1656.0	4130.0	186.0	254.0	1141.0	2630.0	297.0	1634.0	532.0	748.0	697.0	1334.0	882.0	141.0	139.0	137.0	864.0	544.0	151.0	241.0	44.0
TERT_E2_STA102080	2259.0	1261.0	1422.0	684.0	1378.0	282.0	75.0	1889.0	189.0	1167.0	2970.0	123.0	241.0	879.0	2028.0	202.0	1137.0	367.0	476.0	424.0	836.0	635.0	100.0	82.0	114.0	552.0	324.0	101.0	185.0	20.0
TERT_E2_STA103243	1598.0	957.0	908.0	575.0	957.0	194.0	30.0	1290.0	163.0	729.0	2172.0	99.0	67.0	688.0	1272.0	135.0	715.0	377.0	278.0	323.0	880.0	389.0	44.0	122.0	107.0	333.0	238.0	110.0	120.0	48.0
TERT_E2_STA103247	7292.0	3716.0	3753.0	2154.0	3853.0	983.0	231.0	4557.0	543.0	2874.0	7255.0	410.0	370.0	2631.0	4648.0	445.0	2504.0	1358.0	1123.0	1272.0	3062.0	1589.0	153.0	428.0	245.0	1376.0	716.0	335.0	584.0	135.0
TERT_E2_STA102076	7637.0	4524.0	3470.0	2018.0	3788.0	688.0	177.0	4728.0	532.0	3232.0	7337.0	210.0	340.0	2350.0	5071.0	468.0	3192.0	1350.0	1258.0	1438.0	2919.0	1473.0	135.0	386.0	200.0	1495.0	917.0	330.0	458.0	162.0
TERT_E2_STA101206	2868.0	1888.0	2496.0	856.0	1955.0	376.0	78.0	3361.0	164.0	1594.0	5807.0	135.0	220.0	1423.0	3114.0	256.0	1626.0	679.0	926.0	620.0	1785.0	1087.0	46.0	150.0	150.0	785.0	339.0	153.0	415.0	97.0
RICTOR_E38_STA101453	908.0	334.0	1287.0	444.0	1042.0	823.0	373.0	900.0	654.0	758.0	1030.0	346.0	120.0	578.0	943.0	637.0	931.0	440.0	376.0	366.0	1291.0	231.0	100.0	156.0	72.0	569.0	316.0	483.0	182.0	228.0
RICTOR_E37_STA101454	4130.0	1637.0	5562.0	1866.0	4344.0	4120.0	2065.0	5338.0	2684.0	4105.0	4942.0	1649.0	640.0	3282.0	4176.0	2937.0	3711.0	2307.0	1616.0	1429.0	6234.0	1475.0	270.0	569.0	327.0	2953.0	1228.0	1767.0	888.0	1093.0
RICTOR_E36_STA101455	1012.0	300.0	922.0	482.0	787.0	725.0	452.0	866.0	620.0	648.0	793.0	443.0	88.0	336.0	570.0	614.0	598.0	251.0	190.0	234.0	1012.0	226.0	69.0	161.0	62.0	543.0	255.0	434.0	156.0	177.0
RICTOR_E35_STA101456	7014.0	2821.0	9968.0	3484.0	7851.0	7770.0	2778.0	8444.0	5579.0	7447.0	7184.0	3497.0	846.0	5130.0	7542.0	4965.0	6866.0	3347.0	2334.0	2346.0	10043.0	2370.0	527.0	1143.0	456.0	5520.0	2266.0	3535.0	1980.0	1651.0
RICTOR_E34_STA101457	1854.0	1051.0	4813.0	1240.0	3398.0	2499.0	1750.0	4857.0	1281.0	2692.0	2216.0	1332.0	453.0	2123.0	3343.0	2467.0	2482.0	1485.0	1353.0	561.0	4817.0	1230.0	399.0	696.0	268.0	2302.0	942.0	1017.0	822.0	598.0
RICTOR_E33_STA101458	10787.0	4390.0	15464.0	6277.0	13039.0	12090.0	5827.0	12363.0	9117.0	11231.0	9658.0	5553.0	1543.0	7793.0	10398.0	9715.0	11976.0	5652.0	4338.0	3863.0	16109.0	4093.0	743.0	1804.0	1037.0	8842.0	3487.0	6521.0	2499.0	3284.0
RICTOR_E32_STA101737	2236.0	925.0	3166.0	945.0	2453.0	1824.0	957.0	2654.0	1675.0	2404.0	2802.0	1111.0	398.0	1908.0	2414.0	1533.0	2013.0	1131.0	856.0	798.0	3316.0	814.0	125.0	466.0	98.0	1733.0	840.0	1259.0	461.0	612.0
RICTOR_E31_STA101460	13129.0	6894.0	19369.0	7110.0	15816.0	16704.0	6668.0	14995.0	14355.0	14933.0	16586.0	6339.0	1848.0	10135.0	13048.0	11098.0	12344.0	6463.0	4906.0	5380.0	19520.0	5159.0	978.0	2074.0	1219.0	8702.0	4850.0	7282.0	3842.0	4039.0
RICTOR_E31_STA101461	4783.0	1855.0	6335.0	2355.0	6026.0	5213.0	2368.0	5184.0	3971.0	4586.0	5754.0	2422.0	734.0	3640.0	4787.0	3799.0	4589.0	2424.0	1597.0	2022.0	6861.0	1574.0	390.0	768.0	438.0	3708.0	1516.0	2354.0	1076.0	1052.0
RICTOR_E30_STA101462	8487.0	4276.0	14481.0	5219.0	11841.0	12069.0	6065.0	12385.0	9708.0	12591.0	11372.0	5365.0	1618.0	8581.0	9826.0	8001.0	9370.0	5057.0	3300.0	3634.0	15795.0	4189.0	656.0	1996.0	969.0	7324.0	3651.0	5109.0	2926.0	1985.0
RICTOR_E29_STA101740	22716.0	9402.0	26391.0	10141.0	23602.0	21882.0	10888.0	26416.0	17048.0	24406.0	25123.0	9159.0	3519.0	18394.0	22947.0	16524.0	19271.0	9363.0	6982.0	6751.0	30313.0	8488.0	1189.0	3090.0	1829.0	15557.0	5944.0	9684.0	5597.0	4845.0
RICTOR_E28_STA101464	3399.0	1407.0	3654.0	1629.0	3433.0	2997.0	1436.0	2558.0	2236.0	2250.0	3615.0	1500.0	305.0	1587.0	2354.0	2303.0	2871.0	1272.0	937.0	812.0	4188.0	808.0	183.0	356.0	343.0	2074.0	786.0	1700.0	574.0	895.0
RICTOR_E26_STA101466	8219.0	3073.0	11787.0	3601.0	9154.0	9526.0	4823.0	9976.0	7628.0	9305.0	9928.0	4201.0	1418.0	7246.0	9042.0	6156.0	7710.0	3724.0	2542.0	2803.0	13233.0	3045.0	541.0	1293.0	600.0	5626.0	3114.0	3823.0	1979.0	2206.0
RICTOR_E25_STA101467	4139.0	1629.0	5193.0	1917.0	4399.0	3516.0	2047.0	4293.0	2812.0	4326.0	5581.0	1367.0	470.0	3234.0	4131.0	2671.0	3578.0	1933.0	1164.0	1290.0	5978.0	1288.0	205.0	593.0	411.0	2808.0	989.0	1739.0	814.0	1136.0
RICTOR_E24_STA101468	2151.0	919.0	3250.0	1176.0	2830.0	2452.0	1158.0	2330.0	1731.0	2075.0	2707.0	888.0	414.0	1975.0	2191.0	1520.0	1835.0	1102.0	880.0	788.0	3810.0	770.0	218.0	329.0	227.0	1380.0	628.0	1059.0	629.0	609.0
RICTOR_E23_STA101469	12705.0	4917.0	16107.0	5785.0	12655.0	10854.0	5985.0	12803.0	9123.0	12988.0	16407.0	4778.0	1486.0	9136.0	11264.0	8571.0	9998.0	5607.0	3344.0	3515.0	17425.0	4643.0	909.0	1487.0	1082.0	8271.0	3087.0	5527.0	2594.0	2879.0
RICTOR_E22_STA101470	10710.0	4535.0	15464.0	5517.0	13130.0	12202.0	5835.0	12397.0	8746.0	11332.0	11928.0	5013.0	1937.0	7565.0	11259.0	8562.0	10562.0	4864.0	3749.0	3821.0	15015.0	3546.0	607.0	1655.0	1005.0	7987.0	3208.0	6056.0	2633.0	3017.0
RICTOR_E21_STA101471	19531.0	8820.0	26255.0	11730.0	22254.0	21170.0	4560.0	26135.0	15905.0	20475.0	22952.0	10939.0	3030.0	14857.0	20319.0	17348.0	18860.0	10259.0	6600.0	7735.0	26437.0	7337.0	1166.0	3124.0	1352.0	15726.0	6172.0	9161.0	5039.0	5176.0
RICTOR_E20_STA101472	14686.0	7154.0	20559.0	7707.0	16239.0	15896.0	7288.0	19397.0	10830.0	16563.0	18083.0	6806.0	2494.0	13732.0	15761.0	11408.0	14024.0	7014.0	5346.0	6079.0	23215.0	6389.0	998.0	2689.0	966.0	11802.0	5524.0	6726.0	4074.0	3659.0
