	C21D00575	D21D00569T	D21D00578T	D21D00591	D21D00593	D21D00597	D21D00609T	D21D00611T	M21D00568	M21D00589	N21D00564	N21D00580	N21D00608	P21D00567	P21D00573	P21D00584	P21D00586	P21D00588	P21D00594	P21D00595	P21D00596	P21D00598	P21D00599	P21D00605	P21D00606	T21D00581	X21D00548T	X21D00552	X21D00558	X21D00587	X21D00600
RICTOR_E32_STA101737	2214.0	2255.0	2000.0	2075.0	1524.0	1235.0	270.0	2142.0	2454.0	1920.0	1681.0	3070.0	3921.0	1035.0	3827.0	2293.0	3806.0	11536.0	3057.0	563.0	1576.0	3195.0	2107.0	1818.0	1092.0	2532.0	1286.0	742.0	581.0	1138.0	56.0
RICTOR_E31_STA101460	9216.0	9973.0	9256.0	10005.0	6796.0	6132.0	1158.0	8481.0	7489.0	7566.0	8313.0	10271.0	12687.0	4851.0	18334.0	10042.0	14863.0	40420.0	12963.0	2072.0	6611.0	13069.0	11213.0	6474.0	4442.0	9169.0	5605.0	4378.0	2725.0	4338.0	318.0
RICTOR_E31_STA101461	3488.0	3291.0	3329.0	3926.0	2560.0	1709.0	494.0	3384.0	2872.0	2892.0	2957.0	4602.0	5617.0	1576.0	6779.0	3486.0	5867.0	15911.0	4773.0	735.0	2334.0	5154.0	3698.0	2579.0	1566.0	3663.0	1977.0	1620.0	996.0	1893.0	90.0
RICTOR_E30_STA101462	8026.0	9252.0	7617.0	9044.0	6289.0	5403.0	869.0	8110.0	7783.0	7376.0	7450.0	11428.0	13168.0	4646.0	16431.0	9063.0	13506.0	42010.0	12466.0	1933.0	6447.0	14266.0	8786.0	6388.0	4354.0	8872.0	4388.0	3627.0	2266.0	3820.0	208.0
RICTOR_E29_STA101740	19598.0	20552.0	20455.0	21983.0	14800.0	13308.0	2673.0	20995.0	19795.0	18944.0	14492.0	28340.0	35281.0	9278.0	36773.0	19305.0	30657.0	95019.0	27025.0	3718.0	16479.0	33161.0	23356.0	16298.0	11023.0	21815.0	11236.0	7644.0	4959.0	9356.0	464.0
RICTOR_E28_STA101464	2255.0	1590.0	1902.0	2363.0	1917.0	979.0	345.0	2135.0	1813.0	1495.0	1542.0	3339.0	3430.0	905.0	3959.0	1701.0	3193.0	8128.0	3088.0	491.0	1083.0	3230.0	2184.0	1168.0	966.0	1781.0	1346.0	798.0	585.0	1032.0	72.0
RICTOR_E26_STA101466	6060.0	6004.0	6163.0	7563.0	5006.0	3900.0	638.0	6903.0	7047.0	5532.0	5567.0	10343.0	11321.0	3230.0	11512.0	7185.0	9924.0	32664.0	9746.0	1751.0	5127.0	10865.0	7293.0	5086.0	3411.0	7294.0	3694.0	2365.0	1632.0	3158.0	202.0
RICTOR_E25_STA101467	2229.0	2962.0	2551.0	3045.0	2601.0	2029.0	328.0	2964.0	3668.0	2357.0	2391.0	4659.0	4728.0	1416.0	5782.0	3054.0	4941.0	12454.0	3920.0	772.0	2157.0	4546.0	2568.0	2270.0	1288.0	3884.0	1932.0	1036.0	744.0	1306.0	134.0
RICTOR_E24_STA101468	1621.0	1726.0	1625.0	1676.0	1343.0	1166.0	194.0	1818.0	2039.0	1197.0	1592.0	3443.0	2919.0	981.0	3429.0	1701.0	2671.0	7293.0	2352.0	584.0	1200.0	2874.0	1774.0	1428.0	858.0	1938.0	1138.0	692.0	381.0	638.0	53.0
RICTOR_E23_STA101469	7053.0	7714.0	7896.0	8408.0	5857.0	5264.0	1102.0	8130.0	7382.0	6162.0	6349.0	14173.0	10819.0	4519.0	14045.0	7712.0	11908.0	32831.0	9920.0	2084.0	5686.0	11522.0	7566.0	5918.0	3662.0	10404.0	5123.0	2894.0	2374.0	3453.0	294.0
RICTOR_E22_STA101470	7999.0	8041.0	8740.0	9257.0	6759.0	5457.0	910.0	8218.0	5852.0	7038.0	6589.0	10013.0	15990.0	3581.0	16982.0	8843.0	13739.0	36701.0	13150.0	1860.0	6743.0	13388.0	8645.0	6296.0	4518.0	8548.0	5103.0	3190.0	2464.0	4231.0	345.0
RICTOR_E21_STA101471	16001.0	15942.0	15461.0	17381.0	12364.0	10774.0	1730.0	16511.0	11630.0	13974.0	12570.0	19643.0	25674.0	8601.0	30718.0	16335.0	25842.0	69917.0	23434.0	4083.0	12449.0	24837.0	16542.0	10744.0	9355.0	18428.0	9211.0	6162.0	4288.0	7918.0	335.0
RICTOR_E20_STA101472	12461.0	13685.0	12621.0	12412.0	8801.0	9188.0	1299.0	12867.0	15109.0	10836.0	10733.0	19574.0	18627.0	6534.0	23987.0	13514.0	20326.0	51168.0	16094.0	3310.0	11196.0	20158.0	12529.0	9785.0	5771.0	13675.0	8686.0	5595.0	3051.0	5880.0	285.0
RICTOR_E19_STA101744	1449.0	1079.0	1491.0	1797.0	1482.0	818.0	210.0	1754.0	1816.0	1153.0	1310.0	2520.0	3285.0	676.0	3492.0	1519.0	2709.0	7650.0	3505.0	542.0	1085.0	2591.0	1853.0	1222.0	809.0	1607.0	848.0	618.0	358.0	1024.0	50.0
RICTOR_E18_STA101474	5490.0	6186.0	6894.0	7477.0	5220.0	3690.0	804.0	7101.0	7330.0	5669.0	5235.0	10959.0	12049.0	3482.0	12893.0	6724.0	10031.0	29915.0	10975.0	1747.0	5316.0	10354.0	7347.0	5144.0	3787.0	7623.0	4344.0	2959.0	1581.0	3027.0	208.0
RICTOR_E17_STA101475	7902.0	7924.0	8122.0	7857.0	5991.0	4472.0	866.0	7716.0	7193.0	7762.0	6374.0	11691.0	13517.0	3985.0	16127.0	9296.0	13292.0	39305.0	12405.0	2291.0	6053.0	12358.0	7993.0	5988.0	4209.0	9196.0	4447.0	3260.0	2073.0	4228.0	92.0
RICTOR_E15_STA101477	6165.0	5667.0	7529.0	8197.0	5253.0	3484.0	895.0	8052.0	6196.0	5291.0	6400.0	10815.0	13340.0	3083.0	16079.0	5950.0	12157.0	26966.0	8400.0	1297.0	4930.0	11975.0	6462.0	4886.0	3753.0	7493.0	4380.0	2837.0	2021.0	3317.0	255.0
RICTOR_E14_STA101478	1345.0	1731.0	1603.0	1746.0	884.0	1235.0	202.0	1685.0	1864.0	1269.0	1576.0	2998.0	2522.0	774.0	3251.0	1434.0	3013.0	6836.0	1858.0	381.0	1156.0	2610.0	1484.0	1241.0	704.0	1967.0	1133.0	694.0	369.0	547.0	62.0
RICTOR_E13_STA101479	4167.0	5016.0	4330.0	4756.0	3431.0	2773.0	738.0	4735.0	4650.0	3527.0	3709.0	6008.0	8507.0	2010.0	10026.0	4989.0	8816.0	20060.0	5958.0	953.0	3581.0	7731.0	4493.0	3411.0	2340.0	5505.0	3010.0	1861.0	1363.0	1642.0	204.0
RICTOR_E12_STA101480	3633.0	3654.0	4540.0	4448.0	3144.0	3163.0	557.0	5176.0	4556.0	3535.0	3379.0	6827.0	7140.0	2295.0	7888.0	4590.0	7064.0	17890.0	6782.0	1230.0	2965.0	6591.0	3712.0	3398.0	2058.0	4924.0	2754.0	1703.0	1080.0	2047.0	138.0
RICTOR_E11_STA101481	1626.0	2020.0	1965.0	1969.0	1602.0	1291.0	259.0	2024.0	1927.0	1714.0	1455.0	3089.0	3801.0	799.0	4057.0	2021.0	3587.0	9793.0	2771.0	503.0	1520.0	3220.0	1460.0	1682.0	1083.0	2431.0	1577.0	1039.0	438.0	937.0	118.0
RICTOR_E10_STA101482	11397.0	12296.0	11970.0	13134.0	8658.0	7301.0	1294.0	11060.0	8902.0	9121.0	8379.0	12925.0	18929.0	6065.0	21591.0	12573.0	21451.0	46444.0	13231.0	2986.0	9385.0	19125.0	11708.0	7896.0	6075.0	13565.0	7073.0	5386.0	3182.0	5568.0	446.0
RICTOR_E9_STA101483	2600.0	3490.0	3380.0	3558.0	2798.0	2414.0	512.0	3541.0	3341.0	2732.0	2962.0	5555.0	5419.0	1728.0	6673.0	3621.0	5645.0	14790.0	5159.0	870.0	2744.0	5297.0	3353.0	2435.0	1522.0	4437.0	2467.0	1313.0	868.0	1643.0	131.0
RICTOR_E8_STA101484	2634.0	2418.0	2602.0	2751.0	1667.0	1157.0	296.0	2231.0	1514.0	1896.0	2244.0	2647.0	4639.0	915.0	5635.0	2580.0	4185.0	13828.0	3756.0	578.0	1825.0	3346.0	1985.0	1391.0	1448.0	3200.0	1183.0	974.0	757.0	1235.0	48.0
RICTOR_E7_STA101485	1424.0	1565.0	1360.0	1482.0	1278.0	976.0	262.0	1506.0	1660.0	1179.0	1178.0	2643.0	2672.0	946.0	2836.0	1586.0	2614.0	6928.0	3438.0	429.0	1094.0	2160.0	1690.0	1155.0	810.0	1876.0	1024.0	592.0	374.0	707.0	52.0
RICTOR_E6_STA101486	636.0	441.0	768.0	732.0	590.0	304.0	184.0	729.0	666.0	440.0	550.0	934.0	1179.0	290.0	1484.0	548.0	992.0	3074.0	1101.0	174.0	484.0	963.0	953.0	474.0	374.0	540.0	399.0	228.0	254.0	330.0	24.0
RICTOR_E5_STA101739	11893.0	11224.0	10620.0	10648.0	8059.0	7690.0	1483.0	10905.0	11222.0	9517.0	8456.0	18097.0	17659.0	7171.0	20786.0	12796.0	16943.0	51732.0	15906.0	3181.0	8308.0	15817.0	11307.0	7508.0	5695.0	12518.0	7246.0	4037.0	2900.0	4812.0	240.0
RICTOR_E4_STA101488	10544.0	11255.0	11632.0	12062.0	9320.0	6780.0	1427.0	11990.0	10433.0	9853.0	8787.0	13561.0	20084.0	5120.0	21145.0	10908.0	19424.0	45772.0	15694.0	2201.0	9183.0	19050.0	11638.0	8449.0	5450.0	13532.0	8125.0	5076.0	3278.0	6310.0	571.0
RICTOR_E3_STA101489	1266.0	917.0	1357.0	1664.0	972.0	623.0	154.0	1291.0	1568.0	1082.0	1519.0	2173.0	2261.0	556.0	3112.0	1246.0	2403.0	6189.0	1826.0	344.0	922.0	2524.0	1496.0	1084.0	578.0	1164.0	720.0	570.0	324.0	729.0	34.0
RICTOR_E1_STA101491	937.0	1877.0	2212.0	1842.0	1176.0	1526.0	141.0	2407.0	1976.0	1553.0	1563.0	4013.0	4605.0	505.0	6142.0	2254.0	3827.0	5730.0	1152.0	664.0	2646.0	4041.0	1211.0	1867.0	1105.0	2987.0	1620.0	951.0	441.0	638.0	205.0
HIST1H3B_E1_STA100235	7313.0	5495.0	6969.0	6419.0	4861.0	3042.0	906.0	5824.0	11654.0	4816.0	6277.0	10674.0	11964.0	3273.0	13100.0	6110.0	12617.0	7680.0	6746.0	1508.0	4780.0	10245.0	6542.0	5808.0	4335.0	7659.0	4095.0	2620.0	2694.0	3638.0	556.0
HIST1H3B_E1_STA100236	2648.0	3026.0	3109.0	2545.0	1894.0	1784.0	142.0	3526.0	4901.0	2307.0	2670.0	5115.0	5135.0	1084.0	6242.0	3079.0	5966.0	3215.0	2603.0	465.0	2488.0	5213.0	3195.0	2999.0	1944.0	4326.0	2367.0	1343.0	1270.0	1390.0	122.0
HIST1H3B_E1_STA100237	6356.0	11345.0	9566.0	8583.0	6731.0	8917.0	1087.0	11104.0	18579.0	6738.0	7084.0	19844.0	13704.0	4151.0	17837.0	10910.0	15930.0	9723.0	7813.0	2381.0	7826.0	15577.0	9475.0	9046.0	4905.0	13924.0	10275.0	3975.0	3755.0	3128.0	675.0
HIST1H3B_E1_STA100238	3038.0	5625.0	5752.0	3827.0	3164.0	3632.0	390.0	5408.0	10213.0	3907.0	3659.0	9305.0	7770.0	1868.0	9092.0	4886.0	8277.0	5311.0	4024.0	1145.0	4659.0	7569.0	4414.0	4813.0	2771.0	6839.0	4939.0	2113.0	1982.0	1728.0	288.0
HIST1H3B_E1_STA100239	1025.0	1549.0	1527.0	1464.0	1151.0	1052.0	136.0	1341.0	1945.0	1076.0	1434.0	2170.0	3109.0	543.0	3011.0	1569.0	2664.0	1687.0	1144.0	215.0	1370.0	2309.0	1177.0	1344.0	1028.0	2155.0	1089.0	714.0	651.0	714.0	168.0
ROS1_E41_STA100240	19156.0	15649.0	18785.0	18135.0	14937.0	12823.0	2208.0	17296.0	19983.0	15627.0	14525.0	25284.0	29900.0	6142.0	29117.0	16795.0	24035.0	22341.0	13903.0	3233.0	15014.0	27566.0	17998.0	10131.0	12375.0	22592.0	15045.0	7918.0	5457.0	7678.0	752.0
ROS1_E41_STA100241	5390.0	4891.0	5204.0	4896.0	4393.0	2819.0	672.0	4611.0	8280.0	4975.0	4618.0	8401.0	8920.0	2005.0	9233.0	5369.0	7056.0	8233.0	4758.0	1229.0	4862.0	9469.0	5876.0	3520.0	3583.0	5871.0	3800.0	2764.0	1684.0	2113.0	116.0
ROS1_E41_STA100242	21896.0	19812.0	21718.0	18767.0	15932.0	15977.0	2251.0	21840.0	31296.0	18070.0	18229.0	34897.0	32436.0	7994.0	32653.0	20517.0	24669.0	25840.0	16123.0	4458.0	18030.0	32430.0	21528.0	12655.0	13420.0	26178.0	17992.0	8963.0	6329.0	7684.0	871.0
ROS1_E38_STA100243	3477.0	2614.0	3005.0	2663.0	2432.0	1876.0	407.0	2539.0	3575.0	2619.0	2428.0	4168.0	5417.0	1054.0	5234.0	3188.0	4430.0	3944.0	2329.0	639.0	2430.0	4548.0	2678.0	1713.0	2101.0	3748.0	2191.0	1233.0	1042.0	1527.0	110.0
ROS1_E38_STA100244	6013.0	5148.0	6303.0	5387.0	4549.0	3987.0	622.0	5597.0	8389.0	5319.0	5404.0	8543.0	8969.0	2209.0	11064.0	6449.0	7529.0	6913.0	4569.0	1050.0	4784.0	9510.0	6391.0	3583.0	3886.0	7351.0	4881.0	2650.0	1694.0	2508.0	176.0
RAC1_E2_STA100245	2744.0	116.0	188.0	2777.0	2371.0	4926.0	868.0	8513.0	8522.0	2530.0	2828.0	10422.0	302.0	56.0	7193.0	3765.0	6738.0	11733.0	2312.0	1223.0	6479.0	262.0	5381.0	3872.0	4843.0	9792.0	86.0	1409.0	1066.0	1344.0	401.0
EGFR_E2_STA101493	2903.0	3499.0	3278.0	2805.0	2217.0	2010.0	113.0	3509.0	4084.0	2863.0	2955.0	4530.0	6281.0	1832.0	6305.0	3206.0	4785.0	7777.0	2592.0	697.0	4315.0	9345.0	2764.0	2857.0	2485.0	3763.0	1808.0	1853.0	996.0	1428.0	136.0
EGFR_E3_STA101494	8127.0	10822.0	9811.0	8451.0	7351.0	5820.0	613.0	12018.0	10300.0	8514.0	9439.0	10358.0	17371.0	4463.0	23361.0	10786.0	16824.0	17882.0	7688.0	2112.0	14539.0	31635.0	10025.0	8462.0	7206.0	14982.0	6698.0	5048.0	3245.0	4718.0	261.0
EGFR_E4_STA101495	2381.0	3819.0	5125.0	4188.0	3552.0	2494.0	146.0	5984.0	4154.0	3093.0	3838.0	7580.0	8726.0	1504.0	10106.0	3511.0	7582.0	4575.0	2871.0	895.0	5768.0	13081.0	2486.0	3096.0	2335.0	5010.0	2461.0	1434.0	1373.0	993.0	141.0
EGFR_E5_STA101496	7816.0	14700.0	11822.0	8822.0	8420.0	8506.0	752.0	16219.0	17879.0	7860.0	8391.0	17566.0	15368.0	4929.0	25843.0	12285.0	17356.0	14849.0	6739.0	2197.0	15428.0	32743.0	8924.0	9422.0	6095.0	16439.0	10356.0	4236.0	3894.0	3939.0	516.0
EGFR_E6_STA101497	5592.0	12859.0	11574.0	7947.0	7467.0	8080.0	429.0	14125.0	12975.0	7490.0	8410.0	23004.0	19217.0	4061.0	24595.0	11529.0	17138.0	13857.0	6616.0	2220.0	17804.0	32656.0	5961.0	9739.0	7418.0	18025.0	8958.0	3797.0	2290.0	2605.0	378.0
EGFR_E7_STA101498	12832.0	28626.0	28623.0	18104.0	19308.0	25202.0	1245.0	43041.0	24658.0	15787.0	17287.0	38551.0	38950.0	8676.0	55755.0	23858.0	39334.0	24900.0	12730.0	3826.0	38245.0	81613.0	16412.0	17943.0	13879.0	35901.0	24307.0	8169.0	6019.0	6138.0	898.0
EGFR_E8_STA101499	944.0	2432.0	1524.0	1162.0	1063.0	1441.0	127.0	2637.0	1988.0	1338.0	1514.0	3171.0	3284.0	604.0	4376.0	1786.0	3075.0	2868.0	984.0	358.0	3607.0	6375.0	912.0	1516.0	1346.0	3453.0	2048.0	596.0	496.0	368.0	77.0
EGFR_E9_STA101500	5681.0	8058.0	7559.0	5472.0	4685.0	5509.0	494.0	9419.0	10485.0	5485.0	6852.0	11683.0	11140.0	4352.0	15581.0	7192.0	11224.0	10837.0	6152.0	1516.0	9373.0	21868.0	5510.0	6252.0	4063.0	9987.0	6239.0	2394.0	2403.0	2607.0	348.0
EGFR_E10_STA101501	2421.0	3600.0	3365.0	2776.0	2686.0	2420.0	240.0	4402.0	4217.0	2395.0	3309.0	4925.0	5517.0	1686.0	7502.0	3755.0	5028.0	5010.0	2547.0	702.0	4433.0	10638.0	2557.0	3055.0	2002.0	3847.0	2443.0	1049.0	993.0	1039.0	128.0
EGFR_E11_STA101502	1306.0	1500.0	1950.0	1439.0	1322.0	847.0	108.0	2557.0	1537.0	1130.0	1406.0	2998.0	2929.0	811.0	4113.0	1575.0	2793.0	2452.0	1261.0	325.0	1993.0	4718.0	1306.0	1502.0	925.0	2334.0	925.0	512.0	584.0	690.0	74.0
EGFR_E12_STA100246	4269.0	5398.0	4499.0	3556.0	3267.0	3068.0	294.0	4878.0	5621.0	3823.0	4083.0	6685.0	7689.0	2823.0	9344.0	4656.0	7129.0	8337.0	3986.0	852.0	5969.0	12903.0	3474.0	3828.0	3279.0	5750.0	3239.0	2238.0	1379.0	1625.0	212.0
EGFR_E12_STA100247	5491.0	6379.0	5869.0	5638.0	4871.0	4344.0	473.0	8114.0	6464.0	4927.0	5918.0	8034.0	11010.0	3694.0	14364.0	7068.0	9619.0	10560.0	5881.0	1477.0	7390.0	18450.0	6134.0	5139.0	4482.0	7186.0	4940.0	2779.0	1783.0	2339.0	366.0
EGFR_E12_STA100248	1373.0	2666.0	1176.0	1848.0	1929.0	1560.0	86.0	1454.0	1701.0	798.0	1197.0	2050.0	3623.0	829.0	5172.0	2088.0	2203.0	3688.0	1246.0	320.0	1821.0	3442.0	1359.0	995.0	643.0	2044.0	1475.0	864.0	434.0	518.0	60.0
EGFR_E13_STA101503	5082.0	9095.0	8211.0	6534.0	5860.0	6472.0	423.0	10869.0	6314.0	6045.0	6336.0	10651.0	16070.0	2454.0	20278.0	8448.0	12867.0	10355.0	4732.0	1377.0	10975.0	26912.0	4530.0	5912.0	5504.0	13667.0	6836.0	3002.0	1878.0	2148.0	154.0
EGFR_E14_STA101504	5471.0	11722.0	11196.0	8799.0	7300.0	9244.0	549.0	15515.0	12489.0	7401.0	7600.0	18079.0	16724.0	4230.0	22387.0	10573.0	16165.0	14363.0	7556.0	1930.0	14073.0	29135.0	7131.0	8103.0	6268.0	16110.0	9481.0	3271.0	2186.0	3137.0	344.0
EGFR_E15_STA101505	4121.0	7119.0	7899.0	5633.0	5475.0	6576.0	400.0	10790.0	8849.0	4400.0	4925.0	11186.0	9208.0	2842.0	15422.0	6384.0	9197.0	7738.0	4436.0	1128.0	7942.0	20302.0	5452.0	4279.0	3370.0	7678.0	5643.0	2042.0	1941.0	1863.0	150.0
EGFR_E16_STA101506	2669.0	4975.0	4890.0	3571.0	2942.0	2838.0	235.0	5715.0	6326.0	3365.0	4024.0	8149.0	8112.0	1986.0	10057.0	4755.0	7553.0	7042.0	3198.0	833.0	6661.0	13629.0	2576.0	3960.0	3225.0	7269.0	3673.0	1616.0	1340.0	1529.0	179.0
EGFR_E17_STA101507	3836.0	9679.0	7686.0	5275.0	4795.0	7413.0	435.0	10723.0	8330.0	4557.0	4691.0	13542.0	11293.0	2321.0	17279.0	7583.0	11677.0	6765.0	4527.0	1531.0	9871.0	19593.0	4688.0	5748.0	4149.0	10773.0	7842.0	2057.0	1869.0	1646.0	353.0
EGFR_E18_STA100249	2530.0	5793.0	4933.0	3625.0	3267.0	5081.0	276.0	7608.0	5677.0	2944.0	3870.0	8278.0	8294.0	1803.0	11010.0	4938.0	7890.0	4631.0	2885.0	939.0	6552.0	14529.0	2940.0	3652.0	2258.0	7094.0	5043.0	1584.0	1354.0	1282.0	240.0
EGFR_E18_STA100250	1715.0	4157.0	3273.0	2550.0	2454.0	2553.0	156.0	4672.0	3616.0	2334.0	2484.0	6217.0	5554.0	1309.0	8145.0	3730.0	5834.0	3888.0	1559.0	716.0	4688.0	9290.0	1605.0	2823.0	2026.0	5974.0	3771.0	1286.0	1030.0	843.0	151.0
EGFR_E19_STA100251	6219.0	7727.0	10452.0	7534.0	6504.0	4716.0	608.0	13340.0	10266.0	5295.0	7553.0	14844.0	14869.0	3391.0	21595.0	7407.0	14357.0	7538.0	6246.0	1701.0	11288.0	27433.0	5859.0	7243.0	5064.0	11828.0	5993.0	3082.0	2581.0	2933.0	317.0
EGFR_E19_STA100252	4707.0	7009.0	9550.0	6106.0	5526.0	4071.0	557.0	10279.0	7956.0	4556.0	5608.0	10919.0	10523.0	2834.0	17561.0	6346.0	11204.0	6318.0	4956.0	1408.0	9489.0	19463.0	4872.0	5079.0	3526.0	9710.0	4872.0	2574.0	2120.0	2393.0	240.0
EGFR_E20_STA100253	6814.0	17604.0	15050.0	9520.0	8457.0	14417.0	907.0	21982.0	15294.0	7773.0	10624.0	28660.0	21568.0	4722.0	29311.0	13277.0	22002.0	11492.0	6199.0	3135.0	23235.0	38454.0	5833.0	11050.0	8528.0	25557.0	15781.0	4134.0	3081.0	2907.0	772.0
EGFR_E20_STA100254	5279.0	13092.0	12048.0	8368.0	6951.0	12840.0	664.0	18298.0	11770.0	6851.0	8401.0	19268.0	18963.0	4084.0	26853.0	11936.0	19510.0	9960.0	5660.0	2019.0	16134.0	34732.0	5920.0	9312.0	6359.0	16765.0	13106.0	3833.0	2871.0	2567.0	582.0
EGFR_E20_STA100255	11321.0	23766.0	21020.0	16917.0	13479.0	18634.0	1222.0	34447.0	20375.0	12614.0	16166.0	35857.0	32990.0	6705.0	49934.0	19163.0	35068.0	18253.0	9721.0	3870.0	31702.0	63407.0	10282.0	16025.0	12002.0	32310.0	20698.0	6056.0	4816.0	4693.0	640.0
EGFR_E20_STA100256	3207.0	5325.0	6136.0	4468.0	3189.0	4263.0	448.0	9146.0	6529.0	2621.0	3988.0	10025.0	7285.0	1851.0	12026.0	4373.0	7966.0	3833.0	2486.0	937.0	6118.0	13569.0	2738.0	3979.0	2292.0	6657.0	5417.0	1547.0	1236.0	1152.0	227.0
EGFR_E21_STA100257	5846.0	12554.0	11109.0	8802.0	6769.0	10210.0	971.0	17321.0	11358.0	7106.0	8322.0	18524.0	18156.0	3529.0	28137.0	12008.0	19236.0	10491.0	4844.0	1804.0	15898.0	37335.0	6033.0	8745.0	6782.0	17138.0	10650.0	4029.0	3467.0	2472.0	499.0
EGFR_E21_STA100258	12802.0	31900.0	28897.0	19369.0	17158.0	28407.0	1524.0	29357.0	32376.0	16039.0	17232.0	53490.0	37943.0	9248.0	58289.0	26969.0	42076.0	22938.0	14825.0	5104.0	38160.0	74158.0	14077.0	22934.0	16864.0	40892.0	29509.0	7641.0	5838.0	6219.0	1191.0
EGFR_E21_STA100259	3898.0	7606.0	7945.0	6203.0	5148.0	6749.0	378.0	13147.0	8885.0	4117.0	4791.0	13371.0	10411.0	2268.0	17974.0	6119.0	11393.0	5459.0	4454.0	1278.0	9403.0	21929.0	4655.0	6061.0	3691.0	9199.0	6581.0	1953.0	1786.0	1693.0	282.0
EGFR_E22_STA100260	10289.0	14059.0	15293.0	12073.0	10461.0	10396.0	1057.0	20191.0	19157.0	8828.0	11884.0	19609.0	21965.0	7542.0	32895.0	13071.0	21252.0	15416.0	10619.0	2572.0	20263.0	46027.0	10579.0	12322.0	8278.0	17986.0	9853.0	4761.0	4148.0	4588.0	823.0
EGFR_E23_STA100261	6423.0	8397.0	7347.0	6948.0	6631.0	4171.0	476.0	8216.0	6078.0	6970.0	7081.0	7662.0	16511.0	2584.0	16836.0	8553.0	13479.0	15236.0	5961.0	1423.0	12111.0	23727.0	5304.0	5413.0	6153.0	11819.0	4401.0	3596.0	2415.0	3166.0	188.0
EGFR_E23_STA100262	10324.0	15402.0	15709.0	12292.0	10328.0	9515.0	814.0	21102.0	13839.0	11307.0	11486.0	18676.0	23336.0	6299.0	30503.0	14437.0	20302.0	23330.0	11500.0	2268.0	19156.0	41123.0	11674.0	10744.0	7871.0	22514.0	11667.0	5517.0	3878.0	5445.0	247.0
EGFR_E24_STA100263	3365.0	5378.0	4880.0	3765.0	3251.0	3798.0	368.0	6154.0	6999.0	3485.0	4002.0	7764.0	7148.0	2235.0	10278.0	4965.0	7628.0	6357.0	3412.0	939.0	5931.0	13709.0	3670.0	4101.0	2818.0	6034.0	4206.0	1770.0	1558.0	1955.0	244.0
EGFR_E24_STA100264	9246.0	14212.0	17337.0	11931.0	11022.0	10819.0	1151.0	23459.0	18236.0	10436.0	10637.0	25608.0	22776.0	5857.0	32168.0	13043.0	21101.0	16946.0	8838.0	2755.0	17769.0	42917.0	11883.0	12003.0	8039.0	18812.0	11096.0	4983.0	3868.0	4279.0	636.0
EGFR_E25_STA100265	7357.0	13279.0	11034.0	7856.0	7367.0	7484.0	690.0	14361.0	13327.0	8209.0	7804.0	17896.0	16622.0	4404.0	20735.0	11041.0	16203.0	16176.0	6821.0	2157.0	16080.0	26778.0	6740.0	7835.0	5848.0	17779.0	9314.0	4244.0	2631.0	3263.0	408.0
EGFR_E25_STA100266	10733.0	19847.0	19962.0	14465.0	12996.0	11567.0	611.0	26772.0	13914.0	6966.0	13890.0	24078.0	31142.0	5877.0	40853.0	18587.0	26629.0	23561.0	12897.0	2752.0	27307.0	53305.0	11219.0	12545.0	12381.0	27223.0	13857.0	5670.0	4910.0	5788.0	325.0
EGFR_E25_STA100267	5085.0	6796.0	7391.0	6044.0	5478.0	6009.0	768.0	10136.0	8514.0	4379.0	4782.0	10984.0	10434.0	3176.0	14551.0	6240.0	10499.0	8386.0	5249.0	1122.0	8622.0	18999.0	5742.0	5579.0	3673.0	8408.0	6381.0	2299.0	2335.0	2213.0	351.0
EGFR_E26_STA101508	16810.0	27078.0	22248.0	18769.0	15217.0	15988.0	1173.0	27626.0	30000.0	16395.0	18632.0	29368.0	32939.0	11988.0	46106.0	23103.0	29651.0	29737.0	15907.0	3833.0	33192.0	63241.0	19152.0	19962.0	14021.0	27053.0	16157.0	8316.0	6292.0	7310.0	522.0
EGFR_E27_STA101647	2642.0	5618.0	4727.0	3424.0	3084.0	4109.0	234.0	6981.0	6088.0	3134.0	3830.0	8481.0	7172.0	1798.0	11430.0	4625.0	7290.0	5558.0	2602.0	895.0	6882.0	13026.0	3187.0	4166.0	2972.0	7868.0	4884.0	1436.0	1037.0	1515.0	202.0
EGFR_E28_STA101510	4111.0	6330.0	7289.0	5876.0	5352.0	5707.0	445.0	10195.0	8588.0	4295.0	4607.0	10825.0	10130.0	2413.0	15090.0	5634.0	10592.0	7011.0	4034.0	1046.0	8147.0	19831.0	4949.0	5131.0	3582.0	7498.0	5491.0	2355.0	1941.0	1814.0	270.0
MET_E2_STA100268	9869.0	13136.0	11959.0	8872.0	7829.0	8077.0	809.0	14783.0	16916.0	9594.0	9396.0	27018.0	17141.0	7265.0	22746.0	11481.0	16097.0	21915.0	10943.0	2656.0	14840.0	11625.0	11051.0	7181.0	6971.0	17399.0	8362.0	5251.0	3766.0	4913.0	242.0
MET_E2_STA100269	10705.0	14726.0	13227.0	11292.0	9642.0	9295.0	1195.0	17421.0	17962.0	12354.0	10861.0	26773.0	20126.0	7843.0	27034.0	13656.0	18680.0	23529.0	11080.0	2645.0	16884.0	12583.0	13702.0	9182.0	8524.0	19057.0	10259.0	5590.0	4603.0	5769.0	420.0
